left_word,target_word,right_word,context
歌曲,難得,公開,昨日 在 社教館 舉行 英文 懷念 金曲 演唱會 曲目 包括 大江東去 月河 真善美 等 大眾 耳熟能詳 的 英文 歌曲 難得 公開 演唱 這些 有 著 豐富 人生 閱歷 的 學員 絲毫 不 覺得 緊張 怯場 只 見 台
領域,難得,一,有 約 廿 個 亞洲 國家 至少 廿八 個 全國性 設計 協會 參與 將 是 我國 平面 設計 領域 難得 一 見 的 大 場面 國際 平面 設計 社團 協會 成立 於 一九六三年 目前 有 五十多 國 的
因為,畢竟,其,中心 他 說 桃園縣 提供 那麼 大 的 土地 及 資源 應該 能 與 桃園 中正機場 共榮 共享 因為 畢竟 其 延伸 出來 的 問題 如 噪音 環保 治安 及 禁限建 等 問題 中央 與 地方 應該 共同
學生,的確,用功,大陸 參觀 回國 的 陽明 大學 生化所 研一 學生 劉展光 在 實驗室 的 時間 倍增 他 承認 大陸 學生 的確 用功 他 也 要 加油 不過 他 認為 大學 數量 的 擴增 讓 人民 有 機會 提昇 素質
不足,的確,要,素質 並非 不 好 大學 的 自由 特色 也 要 維持 才 有助 創新 思考 但 大學 經費 不足 的確 要 解決 否則 研究 會 受 影響 二一年 底 台灣 剛 加入 WTO 經濟 成長率 負 二三 失業率
音響,的確,曾,璩美鳳 指稱 其 曾 將 臥室 內 音響 送修 多 天 一 事 表示 璩美鳳 臥室 內 的 音響 的確 曾 由 她 送修 因 璩美鳳 認為 音響 是 她 的 孩子 弄壞 郭玉鈴 強調 絕對 沒有 在
詹女,的確,是,赴 凱悅 的 說法 不論 是 警方 筆錄 檢方 約談 記者會 或 周刊 專訪 都 完全 一致 當日 詹女 的確 是 以 協助 處理 母親 債務 問題 誘騙 黃顯洲 至 凱悅 飯店 在 飯店 內 出現 的 兩
時光,總是,較,認為 還是 老歌 好 就 像 一 句 英文 諺語 the good old time 所 說 逝去 的 時光 總是 較 美好 吧 逝去 的 時光 總是 較 美好 吧 耶誕節 前夕 六 位 由 美國 退休 人員
時光,總是,較,句 英文 諺語 the good old time 所 說 逝去 的 時光 總是 較 美好 吧 逝去 的 時光 總是 較 美好 吧 耶誕節 前夕 六 位 由 美國 退休 人員 及 業餘 歌手 組成 的 小型 合唱團
將,有助於,維持,以及 政府 以 嚴厲 的 干預 手段 來 維持 金融 市場 與 經濟 穩定 報告 表示 明年 入會 將 有助於 維持 貿易 與 投資 開放 特別 是 跟 中國 大陸 然而 杜學思 警告 若 缺乏 廣泛 的 結構
將,有助於,企業,原 已 上市 上櫃 之 公司 被 分割 後 得 繼續 上市 上櫃 王令麟 認為 這樣 的 規定 將 有助於 企業 在 合併 時 可以 轉型為 控股 公司 至於 在 租稅 優惠 方面 原本 行政院 版本 在 第三十四
黨,有助於,他,議員 明年 的 選舉 成敗 他 必須 負 很 大 的 責任 國民黨 在 議會 維持 第一 大 黨 有助於 他 爭取 連任 成功 後 的 施政 國民黨 在 立委 選戰 中 失利 多 位 黨籍 議員 面對
此,有助於,穩定,定 她 並 說 加入 WTO 使 兩岸 互動 能 以 更 具 結構 及 制度化 方式 進行 此 有助於 穩定 雙方 關係 使 兩岸 可 致力 於 各自 內部 的 改革 針對 兩岸 經貿 問題 蔡英文 表示
將,有助於,我國,暫行 措施 來 降低 企業 運輸 成本 增加 業者 的 商機 蔡英文 並 說 我國 加入 WTO 後 將 有助於 我國 的 進一步 國際化 但 我 亦 將 面臨 許多 新 的 挑戰 必須 仔細 檢討 產業 的
機制,有助於,平衡,多元 文化 等 特質 仍 可 維持 既有 的 競爭力 而 不輟 她 並 指出 WTO 的 多邊 機制 有助於 平衡 兩岸 關係 台灣 的 經濟體 較 大陸 小 在 國際 政治 上 也 是 較 小 一方
