left_word,target_word,right_word,context
全球,難得,一,公關 人員 四處 澄清 令 人 矚目 國民黨 也許 真的 變 了 從 一 個 革命 政黨 變成 全球 難得 一 見 的 超級 政黨 控股 公司 而 國民黨 與 黨營 事業 的 依賴 關係 也許 是 個
的,難得,效益,協定 出爐 孰 勝 孰 負 難 分 難 曉 但是 毫無 疑問 競爭 與 科技 即將 帶來 的 難得 效益 是 通訊 費用 可望 降低 服務 可望 改善 消費者 顧客 將 成為 最 大 贏家 享受 價廉物美
檢討,畢竟,形象,事業 形象 的確 不 好 今天 這麼多 問題 都 被 人 提出來 批評 執政黨 自己 要 好好 的 檢討 畢竟 形象 比 獲利 還 重要 更何況 不 獲利 又 影響 形象 透視 黨營 企業 歷史 變革 前言 從
人,畢竟,是,都 希望 妳 父親 身體 能夠 健康 長壽 這 不僅 中國人 關心 連 海外 人士 也 一樣 但是 人 畢竟 是 人 老爺子 已經 九十 高壽 了 人 的 生命 總是 會 有 極限 的 有 些 事
改革,畢竟,也,引起 中共 黨 內 政治 體制 改革 的 聲音 如何 防止 胡耀邦 擔任 中共 總書記 時 政治 體制 改革 畢竟 也 曾 提上 討論 的 日程表 上 但 在 隨後 的 反對 資產 階級 自由化 運動 中 政治
但,畢竟,有,典型 文革 後 受 教育 的 產物 雖然 有 文革 的 經驗 也 有 上山 下鄉 的 體驗 但 畢竟 有 受 高等 教育 的 機會 思維 方法 上 便 不 具備 文革 那 種 理想主義 燃燒 的
認為,畢竟,他,晉用 博士 而 吳伯雄 是 成大 企管系 畢業 並 無 博士 頭銜 學歷 上 矮人一截 也 有 人 認為 畢竟 他 是 前任 總統 蔣經國 刻意 提拔 的 人 更換 領導人 是否 就 意謂 在 青 字 輩
形象,的確,不,議題 僅 就 事業 經營 目的 來 看 這 位 國民黨 高級 黨 官 承認 如今 黨營 事業 形象 的確 不 好 今天 這麼多 問題 都 被 人 提出來 批評 執政黨 自己 要 好好 的 檢討 畢竟 形象
它,的確,是,正面 而 說 實在 的 一般人 對 實施 全民健保 的 用意 都 還 不 是 很 清楚 或許 它 的確 是 項 德政 可是 為何 會 淪至 今日 反 成為 被 人 辱罵 的 政策 應 是 事
資源,的確,使,從 上游 流下來 已經 是 黑色 的 了 我 為什麼 還 要 做 中小企業 相對 較少 的 經營 資源 的確 使 業者 對 非 生產性 的 投資 望而卻步 羸弱 的 體質 讓 中小企業 做 起 環保 來 總
科學,的確,今日,一 書 中 就 一針見血 地 指出 如何 有效 運用 資訊 系統 是 一 門 藝術 而 非 科學 的確 今日 的 資訊 科技 已 非 少數 大型 企業 的 專利 而 是 人人 都 可以 取得 的
九五,的確,有,兩千萬 套 上市 最終 目標 是 要 打動 目前 七千萬 的 視窗 系統 使用 者 全部 換新 視窗 九五 的確 有 不可 抗拒 的 魅力 相較 視窗 九五 的確 更 便於 使用 畫面 設計 更 具 親和力 而且
九五,的確,更,七千萬 的 視窗 系統 使用 者 全部 換新 視窗 九五 的確 有 不可 抗拒 的 魅力 相較 視窗 九五 的確 更 便於 使用 畫面 設計 更 具 親和力 而且 改善 了 過去 使用 者 常 找 不 到
台灣,的確,已,過多元 主義 不加 矯正 它 的 結果 只 會 有 二 或者 就是 原來 逝去 的 單純 年代 台灣 的確 已 處於 難堪 的 過多元 主義 的 時刻 以前 那 種 小康 時代 的 單純 與 樂觀 早已
提高,的確,也,欲望 消費 遊玩 等 取代 理論 上 在 高科技 與 高產值 的 社會 由於 人 們 的 生產力 提高 的確 也 應當 有 這樣 的 價值 轉移 但 台灣 卻 顯然 還不是 這樣 的 社會 因此 這 就
現在,的確,不同以往,公司 的 優勢 並 想 辦法 配合 兩 者 來 拿定 企業 的 方向 讓 公司 成長 台灣 現在 的確 不同以往 不但 工資 高 勞力 也 不足 工業 土地 的 取得 又 難 但是 亂 之中 固然 有
體制,的確,鈍化,怠惰 資淺 的 人 也 只 發揮 三 分 力 一 位 華航 離職 的 員工 說 官僚 體制 的確 鈍化 華航 對 市場 的 反應 一 位 旅行業 者 批評 華航 沒有 策略 沒有 長程 規劃 身為
障礙,的確,不少,位 中階 主管 言簡意賅 的 解釋 改革 路 上 障礙 多 橫 在 華航 改革 路 上 的 障礙 的確 不少 華航 要 整頓 人事 必須 要 能 挺 得 住 長期 累積 的 人情 壓力 華航 一
相加,的確,驚人,年 日本 半導體 業者 平均 的 設備 投資 佔 營業額 的 二四 研發 則 佔 一五 兩 者 相加 的確 驚人 三九 日本 半導體 業者 謀求 的 解決 方法 為 何 日本 半導體 業者 都 體認到 合作 是
角色,的確,鴉片,的 負面 形象 當然 我們 也 不 應 自慚形穢 認為 中國人 只 能 扮演 沉默 多數 的 消極 角色 的確 鴉片 戰爭 以來 的 一百五十 年 中國人 所 修持 的 多半 是 敢 怒 不 敢 言 的
柳暗花明,的確,需要,著 這麼 一 場 即將 導向 零和 的 遊戲 是 堅持 到 底 玉石俱焚 呢 還是 尋求 峰迴路轉 柳暗花明 的確 需要 相當 大 的 智慧 來 做 抉擇 水平 思考 教給 我們 在 不得其解 的 時候 不妨 從
表現,的確,造成,在 透過 媒體 向 全 國 人民 表達 立場 趙少康 說 吳伯雄 在 電視 上 的 口才 與 表現 的確 造成 一些 民眾 對 他 印象 良好 一 位 政壇 人士 就 說 幾乎 可 說 是 上
市長,的確,是,其他 的 事 啊 他 拿 八 年 前 的 往事 調整 自己 現在 的 心情 我 做 市長 的確 是 自以為 在 奉獻 犧牲 民國 六十九年 他 在 公賣局長 任內 主張 煙酒 不 漲價 卻 遭 當時
夠,的確,是,詞 但是 資策會 的 一 項 調查 顯示 七二二 的 受 訪 者 認為 電信 服務 支援 不 夠 的確 是 資訊 網路 運作 的 障礙 這 項 以 大型 企業 跨國 公司 教育 機構 和 加值 網路
高,的確,是,的 運用 他 強調 許多 人 不 鋪設 資訊 網路 不 是 沒有 需要 而是 用不起 費率 過 高 的確 是 問題 的 核心 電信局 的 無奈 之 處 在 扭曲 的 財務 結構 這 是 由 劉兆玄
客戶,難免,對,品牌 起家 著重 品牌 信譽 的 點滴 累積 由於 固緯 的 產品 是 工廠 的 生財 器具 電子業 客戶 難免 對 台灣 製造 四 個 字 反應 新奇 態度 懷疑 草創 之初 固緯 所 採取 的 戰略 是
就,難免,海底撈針,陳列 在 兒童 圖書架 上 如果 你 在 整理 資料 時 也 發生 錯誤 分類 日後 找 資料 就 難免 海底撈針 了 即使 順利 完成 分門別類 的 工作 你 還是 逃不了 另 一 種 恐怖 現象 可 稱
因此,難免,有,個 招呼 但 自動化 後 少 了 人際 間 的 接觸 會不會 覺得 有 被 冷落 的 感 因此 難免 有 少數 關員 在 下意識 中 對 自動化 有 排斥 或 抗拒 所以 在 自動化 剛 實施 時
人,難免,希望,的 經濟 慢慢 地 演變成 這樣 求和 的 心理 這 是 沒辦法 為 了 求和 求全 有 些 人 難免 希望 委屈 我們 應該 知道 中華民國 立國 的 精神 不能 妥協 不能 犧牲 看 歷史 就 知道 和平
新加坡,總是,要求,一個個 制服 整齊 的 孩子 拉 著 大 書包 走 下車 三 步 併做 兩 步 走進 學校 新加坡 總是 要求 學生 早點 起跑 為 了 不 輸 在 跨入 資訊 科技 世紀 的 起點 上 多數 新加坡
因為,總是,會,此外 下 決策 時 陳文發 指出 必須 能 注意到 彼此 關係 陳文發 解釋 很多 事 不能 獨立 做 因為 總是 會 牽涉到 其他 人 或 其他 部門 因此 做 事情 時 必須 讓 人 能 感受 你 所
生命,總是,會,關心 連 海外 人士 也 一樣 但是 人 畢竟 是 人 老爺子 已經 九十 高壽 了 人 的 生命 總是 會 有 極限 的 有 些 事 我們 就 不能不 多 想想 第二 因為 這樣 妳 自己 心
生命,總是,有,他 不 願 坐 輪椅 因為 他 認為 這樣 會 再 也 無法 自己 走 了 人 的 生命 總是 有 極限 的 父親 已經 九十 高壽 現在 被 大陸 政界 人士 稱為 老爺子 的 鄧小平 在 一九七八年
色彩,總是,希望,走 在 邊疆 念書 受 的 是 共產主義 的 思想 教育 還 有 一點 革命 年代 的 理想主義 色彩 總是 希望 能 為 國家 做 點 什麼 現在 要 改變 這 性格 也 很 難 了 而且 自己
挑錯,總是,比較,形式 很 容易 被 操縱 誤用 結果 可能 有 民主 之 名 而 全無 民主 之 實 4 挑錯 總是 比較 容易 而 培養 學生 改革 社會 的 勇氣 卻 很 不 容易 我們 必須 開始 在 公民
挑錯,總是,比較,社會 關懷 事實 上 我們 常 幫 著 扼殺 學生 的 社會 關懷 因為 指出 社會 的 問題 挑錯 總是 比較 容易 而 培養 學生 改革 社會 的 勇氣 卻 很 不 容易 我們 必須 開始 在 公民
政府,總是,沒有,清楚 大家 也 就 都 變 得 很 勞累 而 這 種 過度 的 勞累 卻 又 因為 政府 總是 沒有 反應 而 變成 人心 的 委屈 從來 沒有 人 否認 多元主義 的 價值 但 從 一九八年代 之後
政府,總是,沒有,不 清楚 大家 也 就 都 變得 很 勞累 而 這 種 過度 的 勞累 卻 又 因為 政府 總是 沒有 反應 而 變成 人心 的 委屈 台灣 是 個 過度 勞累 的 地方 它 的 過度 是
卻,總是,不能,不足 所 造成 的 民主 不只 選舉 再 例如 人 們 都 知道 民主 多元 的 優點 但 卻 總是 不能 理解 民主 多元 需要 更 大 的 民主 能力 才 能 達成 也 不能 理解 民主 多元
別人,總是,跟進,以 七月 旺季 的 票價 為 例 竟然 要 六月 才 定 得 出來 都 是 在 等 別人 總是 跟進 用 制度 改變 人心 為 了 改革 官僚 體制 華航 調整 組織 並 擴大 授權 財務處 已
之間,總是,互相,溝通 確實 還 有 問題 華航 的 高階 主管 證實 在 進行 問題 檢討 時 單位 與 單位 之間 總是 互相 指責 推卸 責任 彼此 的 經驗 也 很少 共享 一 位 處長級 的 主管 說 你 說
的,總是,那,問題 若 不 經 大眾 媒體 披露 人民 根本 無從 得知 更何況 是 解決 問題 之 道 犧牲 的 總是 那 一 群 默默 為 台灣 經濟 打拚 的 基層 國民 但 他們 常 又 被 選票 所
策動,總是,在,有 三 分鐘 的 熱度 無法 滲透 民心 國人 的 麻木 不 是 充滿 無力 就是 盲目 跟隨 策動 總是 在 事件 時 痛斥 政府 和 民意 代表 激情 過 後 就 遺忘 所見所聞 都 只 是 官員
門,總是,關,且 都 已 畫上 紅 線 而且 不同 於 前任 趙耀東 主委 的 作風 錢復 經建會 辦公室 的 門 總是 關 著 就 是 為 了 讓 自己 有 更多 私人 閱讀 的 時間 他 每 天 讀
吳伯雄,總是,用,就 意謂 在 青 字 輩 的 政治 人物 當中 競奪 未來 的 主導權 他 已 失去 優勢 吳伯雄 總是 用 這 套 答話 模式 提醒 質疑 者 他 說 我們 家 兩 個 哥哥 妹妹 是 博士
產品,總是,不,英代爾 台灣 分公司 總經理 羅羽 曾 說 英代爾 供應 大眾 關鍵 零組件 CPU 他 發現 大眾 在 新 產品 總是 不 搶 第一 直到 產品 成熟 後 才 以 大量 生產 取勝 例如 英代爾 最 新 一 代
了,總是,難,牽涉到 電波 干擾 的 問題 電信局 態度 必須 審慎 技術 雖然 可以 克服 干擾 的 問題 但 多 了 總是 難 控制 電信局 一直 是 公營 事業 模範生 頓時 卻 因 大哥大 弊案 修法 等 問題 成為 眾矢之的
者,總是,隨著,臉 上 表現 著 強烈 的 企圖 最 明顯 的 作法 就 是 普雷 的 最 高 執行 者 總是 隨著 公司 階段性 的 需要 選擇 最 適當 的 人選 擺脫 人事 的 包袱 公司 剛 成立 時
就,有助於,台灣,台灣 和 他們 息息相關 台海 發生 戰爭 對 國際 上 任何 一 個 國家 都 不利 做到 這些 就 有助於 台灣 的 國家 安全 凝聚 人民 心防 但是 安全 的 最 大 保障 是 台灣 人民 怎麼 想
而是,有助於,技術,預防 是 可以 促進 產業 升級 的 他 補充 化 危機 為 轉機 環保 不再 是 賠本 生意 而是 有助於 技術 提升 與 改進 企業 形象 的 動力 兩 年 前 位於 大園 工業區 的 三陽龍 製革廠 由於
將,有助於,遠眺,有意 忽略 都 難以 逃避 其 陰影 了解 這 個 半 身 籠罩 在 雲霧 中 的 巨人 將 有助於 遠眺 台灣 的 未來 長期 深入 觀察 中國 大陸 的 新聞 工作 者 楊渡 受 天下 之 邀
訓練,有助於,降低,學校 更 會 針對 全球化 與 企業 再 造 等 管 三 管理 訓練 亞洲 企業 深信 管理 訓練 有助於 降低 員工 流動率 提高 忠誠度 與 生產力 所以 大量 聘用 訓練 顧問 因應 這 股 龐大 的 需求
是,有助於,交替,者 預 作 安排 讓 資深 主管 成為 他們 的 師父 這麼 做 的 好處 之 一 便 是 有助於 交替 與 承接 的 規劃 五 跨 文化 訓練 企業 全球化 的 策略 無論 再 怎麼 一流 要是
最,有助於,財富,舉債 目前 政府 每 年 的 收入 中 就 有 四分之一 依賴 舉債 表 六 在 稅收 中 最 有助於 財富 公平 分配 的 所得稅 成長率 愈來愈 低 反而 大量 依賴 容易 轉嫁 的 間接稅 營業稅 及 貨物稅
個,有助於,形成,並 無 絕對 關連 見 天下 六六 期 但 經濟學家 也 同意 貨幣 供給 大增 創造 了 一 個 有助於 形成 通貨膨脹 的 環境 經濟 學者 王作榮 說明 台灣 目前 的 危機 貨幣 供給 大增 就 像 在
