left_word,target_word,right_word,context
交集,畢竟,我們,強盜 殺掉 自己 丈夫 時 強盜 同仇敵愾 之 心 油然而生 武士版 彼此 間 的 男性 認同 有 了 交集 畢竟 我們 是 同 一 國 的 與 她們 女人 不 同 國 男人 國度 堅 如 堡壘 不容
女人,畢竟,活,男人 國度 裡 統一 的 觀點 女人 自己 呢 生命 與 貞操 間 該 如何 取捨 片 中 女人 畢竟 活 了 下來 她 的 存活 呈現 了 女人 的 主體性 其間 充滿 曖昧 她 或者 在 武士
夏天,畢竟,較,最 大 體長 可 達 廿 公分 大 但 因 人工 養殖 需要 成本 加上 台灣 熾熱 的 夏天 畢竟 較 不利 冷水性 的 黑盤鮑 為 免 時間 拖長 風險 增加 在 考量 市場 需求 之後 台北縣 繁殖場
但,畢竟,仍,當前 最 大 的 問題 還是 在於 猜忌 甚 深 錢 的 談話 雖 是 善意 的 表現 但 畢竟 仍 不 夠 明確 兩岸 關係 要 能 大幅度 改善 雙方 彼此 要 能 以 更 開闊 的
時,的確,他,常 聽 年輕人 說 一 人 做 事 一 人 當 似乎 很 負責任 很 英雄 在 出事 時 的確 他 自己 損失 生命 或 健康 可 他 有沒有 想到 父母 子女 將來 心靈 所 受 的 創傷
小寶,的確,寫,作業 這時 媽媽 接過 聯絡簿 一 看 噯呀 老師 今天 怎麼 搞 的 指派 這麼多 作業 理性 判斷 小寶 的確 寫 不 完 孩子 的 要求 是 合理 但 林媽 卻 回話 小寶 我們 的 遊戲 規則 是
女性,的確,是,1960年代 由於 教育 的 普及 婦女 就業 機會 增加 女性 角色 地位 有所 改變 但 身為 二十一世紀 的 女性 的確 是 一 件 不 容易 的 事 雖然 婦女 所 想要 的 所 感受到 的 所 經驗到 的
訂定,的確,將,為限 必要 時 得 延長 或 縮短 從 以上 的 幾 個 補助 方案 可以 發現 草案 的 訂定 的確 將 性侵害 被害人 可能 面臨到 的 各 種 事 後 問題 都 有 周詳 的 考慮 問題 是
績效,的確,提高,知 別人 甚至 不 要 別人 一味 著重 智育 的 追求 和 個性 的 發展 不錯 教育 的 績效 的確 提高 了 但 這樣 狹化 教育 的 結果 只 能 培養出 一個個 蒼白 虛弱 的 廢物 和 適應
台泥,的確,與,座 水泥 研磨 廠 一 事 是 去年 台泥 總經理 辜成允 早已 公開 宣示 的 既定 政策 目前 台泥 的確 與 浙江 福建 與 廣東 三 省 當地 的 水泥廠 進行 收購 評估 談判 中 並 未 確定
妳,總是,神采奕奕,人 問 我 從事 婦女 工作 十多 年 妳 一點 也 不 倦怠 嗎 為什麼 每 次 看到 妳 總是 神采奕奕 我 的 答案 其實 很 簡單 因為 對 婦女 工作 我 歡喜 付出 也 甘願 投入 更
為什麼,總是,不對勁,找 得 好 心急 自己 的 路 究竟 在 哪 該 由 什麼 樣 的 方向 來 找 為什麼 總是 不對勁 除了 工作 我 的 生命 裡 還 有 什麼 感情 生活 為什麼 也 令 我 疲累 為什麼
發現,總是,注入,出現 比 原形 更 豐富 完美 的 造型 且 保有 葉蘭 的 存在感 這 生活 中 的 小 發現 總是 注入 我 心 中 另 一 股 祈望 堅持 美育 教學 引導 更多 人 感受 美 的 感動
時,總是,站,煉油廠 側門 圍牆 邊 離 工安 現場 只 有 數百 公尺 每 一 次 煉油廠 發生 工安 事故 時 總是 站 在 第一線 帶領 民眾 向 中油 抗議 目的 無 他 只 希望 中油 早日 遷廠 還給 他們
反而,有助於,融洽,三 個 場所 美容院 菜市場 廚房 男性 的 尊嚴 與 能力 並 不會 因此 有所 損傷 與 降低 反而 有助於 融洽 婚姻 生活 催化 夫妻 情感 婚姻 雖 非 兒戲 但 期盼 在 夫妻 雙方 的 用心 經營
即可,有助於,提高,不必 再 辛苦 拿 股票 想 辦法 來 台 出脫 直接 可 在 DR 掛牌 當地 市場 買賣 即可 有助於 提高 被 併購 企業 的 意願 也 有助於 企業 赴 海外 併購 作業 而且 為 鼓勵 國 內
也,有助於,企業,台 出脫 直接 可 在 DR 掛牌 當地 市場 買賣 即可 有助於 提高 被 併購 企業 的 意願 也 有助於 企業 赴 海外 併購 作業 而且 為 鼓勵 國 內 企業 邁向 國際 此 次 在 法令 限制
預期,有助於,該,下 周二 法說會 後 公布 為準 聯發科 董事長 蔡明介 對 今年 光碟機 的 成長 數字 樂觀 以 對 預期 有助於 該 公司 光碟 播放機 單晶片 的 銷售 台灣 水泥 今天 上午 針對 有 媒體 報導 即將 赴 大陸
