left_word,target_word,right_word,context
平常,難得,聚,舉辦 歌友會 醞釀 中 的 歌友會 活動 內容 設計 完全 由 三 組 藝人 自行 發揮 為 此 平常 難得 聚 在一起 的 傑尼斯 師兄弟 硬是 排出 時間 來 討論 節目 內容 務求 設計出 一 套 能 滿足
過活,畢竟,要,個 嬌弱 的 軀體 飽受 壓力 的 她 還是 無法 睜 一 隻 眼 閉 一 隻 眼 過活 畢竟 要 她 硬生生 地 強行 界 入 別人 的 生活 對 她 來說 是 痛苦 與 折磨 跟
喜歡,畢竟,無法,開始 就 說好 的 為什麼 妳 要 破壞 這 個 規矩 他 也 喜歡 她 但是 那 種 喜歡 畢竟 無法 說服 自己 拋棄 老婆 想 說 的 只 是 自己 還 能夠 從 她 身 上 截取
青少女,的確,會,解決 問題 那麼 我 要 如何 跟 她 討論 呢 面對 自己 喜歡上 同 性別 的 同儕 青少年 青少女 的確 會 感到 困擾 這 個 困擾 從 何 而 來 事實 上 是 社會 對於 同性戀 的 污名
網路,的確,提供,認為 教育 不能 商品化 若要 打入 學校 或 變成 普及 教育 價錢 決 不能 太 貴 陳振威 表示 網路 的確 提供 教學 另外 的 可能性 但 還要 考慮 很多 事 例如 老師 在 硬體 的 使用 上 是否
孩子,的確,所在多有,現在 有的 是 軍官 有的 當 老師 都 很 優秀 但 為 負擔 家計 最後 放棄 學業 的 孩子 的確 所在多有 相當 可惜 挽救 母語 別 用 考試 做 手段 目前 原住民 的 學生 和 其他 非 原住民
空氣,的確,不,人 按下 緊急 按鈕 通知 司機員 不 常 搭乘 捷運 的 陳 同學 也 認為 捷運站 內 的 空氣 的確 不 流通 常常 讓 人 覺得 昏昏欲睡 一 不 小心 就 睡過站 了 而且 捷運 的 票價 其實
蔓延開來,的確,自從,首當其衝 那 種 似乎 不再 被 需要 的 感覺 逐漸 在 這 個 階層 的 管理 者 間 蔓延開來 的確 自從 進入 網路 時代 許多 中間 事物 快速 消失 最 為 人 熟知 的 例子 是 戴爾 電腦
有時,難免,是,民間 藝術 的 人 竟是 炒作 民藝品 外銷 的 商人 在 藝術 創作 上 言 強調 傳統 特色 有時 難免 是 要 迎合 老外 或者 是 要 進軍 國際 要言之 意在 營造 一 種 觀光 的 櫥窗 然
體驗營,總是,吸引,深刻 應 能 更加 了解 藝術 創作 理念 及 抽象 符號 代表 的 意義 也 因此 過去 高中生 體驗營 總是 吸引 了 許多 學生 參加 甚至 還 有 高屏 地區 學生 北上 報名 所以 這 次 會 出現
從小,總是,抽時間,在 政大 也 是 教 英文 的 教授 在 彭安之 的 記憶 裡 爸媽 雖然 很 忙 但 從小 總是 抽時間 陪 她 玩 念 英文 的 圖畫 故事書 給 她 聽 9 歲 13 歲 的 時候
之類,總是,一,精神性 的 造形 藝術 不但 不能 以 規矩 求 之 也 不能 以 堆砌 修改成 之 像 書法 之類 總是 一 次 寫成 重新 描 過 便 無 氣韻 而言 而且 作品 的 成敗 往往 無法 預料 有心
者,總是,有,因此 寫 在 辭呈 上 的 原因 經常 與 真正 萌生 辭意 的 理由 不盡相同 傳統 職場 工作 者 總是 有 著 人 都 要 走 了 何必 多言 的 心態 但是 對於 企業 而言 從 離職 員工
他,總是,徘徊,再見 的 她 知道 自己 愛上 了 一 個 不會 給 她 幸福 個性 又 懦弱 的 男人 他 總是 徘徊 在 她 與 她 之間 明明 已經 是 有 老婆 的 人 了 還 一 副 對
美,總是,愛現,307 CC 正 計畫 扣關 這 類 上空 的 車型 雖 不 是 車壇 首創 但 造型 絕 美 總是 愛現 車迷 的 最佳 座駕 加上 動力 性能 多 能 呼應 其 暱稱 敞篷 跑車 的 拉風 氣質
