left_word,target_word,right_word,context
偶爾,難得,說好,發展 越 像 一 個 畸形兒 雙方 的 好鬥成性 已經 到 了 很 難 說好 的 地步 即使 偶爾 難得 說好 了 國民黨 裡 也 會 有 假傳 聖旨 的 黨棍 黨鞭 來 從中 破壞 或者 有 只要
了,難得,的,已經 不再 是 新聞 反而 某 一 天 立法院 今天 度過 了 平靜 的 一 天 卻 成 了 難得 的 消息 追本溯源 一方面 當然 是 國民黨 立委 太過 鴨霸 像 那 個 李勝峰 老 以為 自己 還
中午,難得,星魁,爆發 被 任意 塗改 的 地表 肌膚 到 大自然 忍無可忍 時 就 是 其 反撲 的 開始 星期六 中午 難得 星魁 沒有 加班 前 三 個 星期六 星魁 都 待 在家 裡 一 點 沒有 放假 的 氣氛
生活,難得,去,你 一定 要 去 跟 你 去 也 行 沒有 人 做飯 三 個 月 也 不 容易 生活 難得 去 一 趟 也 邀請 登女姊 好 嗎 她 也 受 夠 了 夏天 的 酷熱 說完 母親
來,難得,的,由於 立陶宛 領袖 與 蘇聯 軍官 達成 停火 協定 立陶宛 首都 維爾紐斯 昨晚 到 今晨 出現 好幾 天 來 難得 的 平靜 氣氛 蘇聯 高階 官員 一面 辯稱 軍事 鎮壓 立陶宛 加盟 共和 國 是 維護 蘇聯 中央
來,難得,的,由於 立陶宛 領袖 與 蘇聯 軍官 達成 停火 協定 立陶宛 首都 維爾紐斯 昨晚 到 今晨 出現 好幾 天 來 難得 的 平靜 氣氛 那 天 翠安 突然 拿 了 一 張 校友 演唱會 的 票 約 青青 很
宮本輝,畢竟,頗,而 最 主要 的 問題 還 在於 台灣 的 政黨 政治 已經 不能 只 有 兩 黨 了 宮本輝 畢竟 頗 有 文才 兩 年 後 就 將 他 過去 的 生活 經驗 轉化為 小說 先後 完成 泥河
老婆,畢竟,是,熟人 其中 看熱鬧 的 人 比 作事 的 人 還 多 一 個 麻醉 醫師 麻醉 自己 的 老婆 畢竟 是 件 有趣 的 事 開刀房 的 氣氛 有 幾 分 喜氣 也 有 幾 分 緊張 因為
但,畢竟,仍,其 過程 這 過程 一如 全 篇 文字 的 風格 是 枯寂 的 幾 無 抒情 與 甜美 但 畢竟 仍 是 過程 過程 雖 無望 依然 必須 經過 而且 必須 努力 文 中 的 妖怪 想 把
這,畢竟,是,中 的 妖怪 想 把 荒野 變成 沃野 知道 無望 後 又 有意 讓 它 恢復 原狀 但 這 畢竟 是 薛西佛斯式 的 努力 待 妖怪 頓悟 荒野 即 是 自己 的 時候 他 又 不能 不 回到
