left_word,target_word,right_word,context
出現,難得,熱鬧,的 十四 件 修憲案 大約 在 下午 四時 卅分 左右 討論 完畢 朝野 三黨 都 強力 動員 會場 出現 難得 熱鬧 的 場面 大會 依 朝野 協商 進行 逐 案 表決 國民 黨團 了解 支持 兩 國會 預算
著實,難得,一,眼睛 又 可以 看 清涼 圖片 吃 冰淇淋 這 幅 消暑 奇景 在 戒備 森嚴 的 監所 內 著實 難得 一 見 今年 夏天 暑熱 難耐 氣溫 迭 創 新高 不僅 一般 民眾 吃不消 收容人 更 是 受不了
喜氣洋洋,畢竟,是,退 院 了 花 棉被 熱水瓶 大 躺椅 鍋爐 碗筷 醫院 門口 一字 排開 混亂 中 帶 點 喜氣洋洋 畢竟 是 熬過來 了 輪椅 推 來 一 位 還 吊掛 著 點滴 的 歐巴桑 乾 皺 的 臉
大,畢竟,海渡案,獨立 行使 職權 的 案例 事實 上 往後 各 方 的 期許 與 挑戰 壓力 只 會 更 大 畢竟 海渡案 只 是 一 樁 民間 申設案 將來 對於 由 政府 部門 主導 的 公共 建設 大型 投資案
不,畢竟,對,三 不 時 我方 高層 已 有 心理 準備 並 不 太 感 意外 然而 柯林頓 的 三 不 畢竟 對 我 產生 了 衝擊 也 在 美國 國會 激起 強烈 反彈 進而 參眾兩院 先後 通過 支持 台灣
不勝唏噓,畢竟,生命,令 人 印象深刻 如今 又 傳 氣 爆 事件 造成 四 名 工人 輕重傷 更 是 令 人 不勝唏噓 畢竟 生命 是 無價 的 相關 單位 為何 總是 視而不見 從 這些 連續 的 工安 事故 來 看 建商
軍方,的確,難辭其咎,安全 的 重要性 綏陽 軍艦 在 一 個 月 內 就 發生 了 兩 次 爆炸 我 想 軍方 的確 難辭其咎 因為 這 是 很 明顯 的 疏失 不管 當時 作業 的 人員 是否 有無 扎實 的 經驗
下,的確,阻斷,從 既有 的 現況 來 作為 討論 之 資 首先 在 目前 法令 規定 禁絕 學 商 兩棲 下 的確 阻斷 了 產 學 合作 的 諸多 契機 這 種 現象 在 國內 產業 實務 界 普遍 科研
市場,的確,相當,表面 上 打 八折 私底下 已經 有 業者 推出 當 季 商品 四 折 的 特價品 顯示 泳裝 市場 的確 相當 不景氣 有心 購買 泳裝 的 消費者 仔細 比較 將 發現 各 品牌 業者 都 有 低於 八折
好了,的確,多,發配 的 人 於是 透過 麥克風 用 台灣話 大喊 林牛奶 林牛奶 眾人 聽 了 忍不住 大笑 病 都 好了 的確 多 喝 牛奶 可 不 也 是 保健 之 道 有 人 說 法院 拿掉 部首 變為 去
以後,的確,引來,他們 要求 麒麟 啤酒 公司 立即 停播 照海篇 廣告 麒麟 啤酒 則 坦承 自從 這 則 廣告 播出 以後 的確 引來 不少 抗議 壓力 該 廣告 只好 提早 2 星期 下檔 假芝雲 台北 報導 對於 廣告 中用 啤酒
終歸,難免,一,醫者 的 日本 作家 渡邊淳 一 在 小說 無影 燈 中 寫道 醫生 本來 就是 殺手 幫助 所有 終歸 難免 一 死 的 人類 死 到 臨頭 時 毫無 怨言 地 接受 死亡 這 就是 醫生 的 職業
將,難免,發生,目前 亦 積極 尋求 解決之道 雖然 面對 開放 第三 階段 民營 電廠 經過 能源會 評估 後 認為 未來 將 難免 發生 第二 階段 同樣 問題 不過 經濟部 目前 已 傾向 朝 開放 第三 階段 民營 電廠 方向 發展
也,總是,帶,塞爾夫 從 外表 上 看來 自有 一 種 歷經 滄桑 的 冷酷 形象 而 他 的 文字 裡 也 總是 帶 著 陰鬱 晦暗 的 色彩 至於 他 之所以 在 文壇 上 最 具有 舉足輕重 的 分量 則
為何,總是,視而不見,事件 造成 四 名 工人 輕重傷 更 是 令 人 不勝唏噓 畢竟 生命 是 無價 的 相關 單位 為何 總是 視而不見 從 這些 連續 的 工安 事故 來 看 建商 的 監督 不周 確實 難辭其咎 因為 每 次
而且,總是,在,還是 接踵而至 其 心態 之 輕率 可見一斑 其次 相關 單位 也 無 善盡 管理 及 約束 之 責 而且 總是 在 事件 發生 後 才思 亡羊補牢 總 在 事件 冷卻 後 不了了之 這 種 心態 更 是 可
將,有助於,中小企業,修改 公司法 第十五 條 第二 項 允許 目前 的 租賃 公司 與 分期付款 公司 辦理 放款 業務 如此 將 有助於 中小企業 的 籌資 但是 現階段 不宜 開放 一般 小型 的 融資 公司 設立 因此 建議 行政院 針對 開放
洽詢,有助於,漢翔,土地 資源 而 參與 投資 鄭溫清 說 漢翔 公司 土地 屬 國家 所有 且 這 次 釋股 是 洽詢 有助於 漢翔 提升 業務量 技術水準 財務 融資 及 經營 管理 的 投資人 並非 採 公開 承銷 因此 不會 有
也,有助於,學校,產 學 合作 讓 大學 教師 得以 學 商 兩棲 既 可 拉近 理論 與 實務 的 差距 也 有助於 學校 教研 單位 經由 合作 取得 較 充裕 的 教學 研究 經費 甚至 對 在學 學生 而言 也
將,有助於,吸引,學位 及 畢業 證書 軍事 學位 兩 大 類 其中 國防部 可 會同 教育部 授予 軍校 畢業生 學位 將 有助於 吸引 更多 民眾 投考 軍校 在 師資 方面 法案 中 明定 由 教育 人員 任用 條例 來 規範
