left_word,target_word,right_word,context
這,難得,的,她 竟 拿起 了 其中 一 個 麵包 說 是 要 請 我 吃 她 會 將 她 這 難得 的 寶物 分給 我 可見 她 已經 開始 對 我 產生 了 些許 的 情誼 歡喜 之餘 摸
當中,難得,的,與 讚譽 務農 維生 的 時代 人們 需要 自己 保護 自己 更 需要 神明 的 保護 一 年 當中 難得 的 幾 次 神誕 與 廟會 自然 成 了 村人 熟絡 慶祝 以 謝 神恩 的 機會 平時
了,畢竟,命,砰 那 搞 屁 啊 死路一條 老王 這麼 一 說 大家 一起 點頭 同意 也 只好 忍痛 破費 了 畢竟 命 只 有 一 條 犯不著 這樣子 送掉 不過 警察 身 上 帶 著 黑槍 去 抓 黑槍
求知,畢竟,這,點 零用錢 買 書 很 反常 的 郭巴 並 不 以 自己 的 出身 為恥 反而 更加 努力 求知 畢竟 這 是 目前 讓 父母 寬心 的 唯一 途徑 原本 是 輪 不 到 他 和 小趙 攪和
政治家,畢竟,哲學家,郭巴 為 的 是 取得 一 個 思想 武裝 而 小趙 則 是 為 了 成為 一 個 政治家 畢竟 哲學家 還是 寂寞 的 今天 這 個 社會 有 幾 個 人 願意 當 哲學家 的 聽眾 呢
的,畢竟,幻想,這些 學生 不過 是 去 玩耍 一 下 坐 在 那裡 幻想 著 天安門 罷了 成不了 什麼 氣候 的 畢竟 幻想 是 不 犯法 的 對 不 對 大陸 去年 出 了 個 六四 他媽的 台灣 就 不能
美麗,畢竟,過份,夜裡 聞 櫓 聽 歌 然而 之於 一 個 阮囊 並 不 豐厚 的 旅行 者 那樣 的 美麗 畢竟 過份 奢華 了 些 所以 我 總 習於 於 人影 散去 的 暗 夜 靜靜 尋找 一 座
她,畢竟,還,個 罪過 呢 是 社會 父母 還是 她 貧窮 常常 會 使 人 失去 尊嚴 泯滅 良知 而 她 畢竟 還 只是 個 無知 的 女孩 啊 問 目前 和 同居 男友 陷於 膠著 狀態 我 不再 愛
什麼,畢竟,還,而且 還 是 哲學家 有 骨氣 哲學家 當 如是 也 只 不過 這 個 挫敗 雖然 不 算 什麼 畢竟 還 是 挫敗 更 何況 人家 高票 當選 因此 為 了 散心 小趙 只好 專心 搞錢 開 起
言,畢竟,修女,心靈 的 貧乏 如果 從 這 個 角度 來 看 則 你們 這樣 的 人 大有人在 善哉 斯 言 畢竟 修女 是 時代 的 偉人 也 唯有 像 她 這樣 具有 先知性 的 活 聖人 才 能 一針見血
我,的確,負,背誦 那些 好人 們 告訴 我 的 故事 卻 終 抵不過 一 宵 的 睡眠 縱使 有 的 我 的確 負 著 它 走 上 幾十 公里 甚至 好幾 個 鐘頭 和 一 整 個 白晝 但是 有
反應,的確,令,人 沒 聽到 或 注意到 台 上 站 著 個 小趙 這 個 反應 的 誤會 誤會 的 反應 的確 令 小趙 難堪 光 是 抬頭紋 就 加深 了 兩 條 好在 小三 注意到 主子 的 眼色 向
錢,的確,卡片,感到 輕鬆 多 她 突然 想起 接連 多 天 忙 下來 好 像 都 沒 用到 一 文 錢 的確 卡片 已經 取代 貨幣 在 日常 生活 的 角色 尤其 隨著 電子 資訊 技術 的 昌明 在 國外
伯公,總是,用,不 像 其他 戲界 藝人 們 永遠 都 有 糾纏 不清 的 恩恩怨怨 體 胖 心寬 的 牛屎 伯公 總是 用 嚼動 不停 的 滿 口 檳榔 和 笑聲 面對 每 一 個 人 他們 的 世界 就
你,總是,比,記憶 呢 然而 尋找 認同 是 一 段 艱苦 的 旅程 因為 在 其餘 人 的 合唱隊 中 你 總是 比 人 低 一 音 或 高 一 音 地 唱 著 他們 無法 扮演好 他們 所 想要
那裡,總是,件,台灣 就 不能 來 個 三一六 嗎 雖然 動機 不同 目的 不同 本質 不同 可是 一屁股 坐 在 那裡 總是 件 開心 的 事 嘛 郭巴 把 菸 送上 嘴 邊 手 摸 著 口袋 找 打火機 問題
家長,總是,這樣,醫藥費 必須 要 由 你 支付 這 真是 秀才 遇到 兵 有理 也 講 不 清 這兒 的 家長 總是 這樣 還 記得 有 一 次 我 留 了 凱祥 下來 補寫 功課 回去 時 他 跟 爸爸
對象,總是,二十五,原本 不 急 著 結婚 的 想法 聽說 不 管 年紀 多 大 的 男人 最 喜歡 的 對象 總是 二十五 歲 的 年輕 女孩 這 不禁 使 我 想到 如果 我 現在 沒有 結婚 一旦 年紀 大
腳,總是,踢,好像 裝不住 那 斜睨 的 眼珠子 頭髮 雜亂 四散 遮掩 了 一半 的 凸 眼 而 那 雙 腳 總是 踢 著 那 沒 帶子 沒 跟 的 涼鞋 空洞洞 的 書包 常常 半 本 書 也 不
她,總是,看,要 你 好看 唉 我 該 如何 我 感到 一 陣 恐懼 我 像是 她 的 敵人 一般 她 總是 看 我 不 順眼 其實 她 何止 看 我 不 順眼 她 到底 看 誰 順眼 呢 有
我,總是,去,這 片 汪洋 或 可 暫時 洗滌 一 位 中國 的 知識 份子 長期 的 困惑 與 焦慮 我 總是 去 而 復 返 逆溯 千 里 僅 為 了 尋找 更生 的 勇氣 與 力量 僅 為
也,有助於,我,各 位 方才 聽 了 幾 位 同學 的 談論 我 小趙 感觸 很 深 大家 的 意見 也 有助於 我 個人 對 這 次 學運 的 思辨 工作 所以 同學 們 我 建議 我們 化 熱情 為
