left_word,target_word,right_word,context
非常,難得,我們,中國 歌 的 中國 民謠 的 感覺 的 這 個 東西 那 我 覺得 這 個 東西 非常 非常 難得 我們 這 個 中國人 總是 覺得 大家 是 非常 愛 中國 有時候 這 個 愛 之 深 責
很,難得,吧,一 題 錯 了 請問 你 回來 你 會 認真 去 把 它 弄懂 嗎 我 看 可能 很 難得 吧 所以 我 覺得 可能 都 是 就是 很 希望 說 家 裡面 不要 去 管 我 的
很,難得,的,我 還是 選 第二 個 因為 我 仍然 是 覺得 道義 是 很 重要 的 今天 我們 有 很 難得 的 這 個 關 夫人 參加 他 的 先生 關中 先生 我們 通常 就 稱為 關公 我 覺得
很,難得,的,這麼多 這 個 世界 這麼 大 我們 能 跟 這 個 人 曾經 有 一 段 愛情 是 很 難得 的 對 我 很 珍惜 所以 我 總 希望 人家 能夠 跟 我 繼續 做 朋友 你 知道
是,難得,一,了 我們 來 看看 是 哪 四 種 第一 種 是 少玩 即可 小賭 電玩 柏青哥 第二 種 是 難得 一 見 違禁 書刊 及 A片 第三 種 是 先 買 先 贏 地攤 水貨 仿冒品 第四 種
第二,難得,一,那 我們 來 聽聽 現場 朋友 們 哪 一 位 要 先 發言 好 那邊 我 是 選擇 第二 難得 一 見 違禁 書刊 及 A片 你 很 誠實 因為 席 小姐 都 敢 是 女孩子 都 敢
對,難得,一,周潤發 又 要 講話 了 我 在 想 趙 大哥 他 現在 還 沒 結婚 嘛 對 不 對 難得 一 見 違禁 書刊 及 A片 有時候 工作 之餘 總是 有時候 身心 上 要 稍微 調解 一下 是
是,難得,一,的 地方 不同 的 時間 心境 不同 感受 也 不同 不會 呀 我 覺得 過年 的 時候 台北市 是 難得 一 年 當中 唯一 交通 順暢 的 時候 對 因為 差不多 的 人 都 回 中南部 去 了
旅遊,難得,照,留 呢 我們 有 兩 種 選擇 第一 種 是 留下 團圓 把 計劃 延後 第二 種 是 旅遊 難得 照 計劃 進行 你 會 選擇 哪 一 種 呢 請 考慮 請 選擇 現在 這 個 國內
旅遊,難得,照,留 呢 我們 有 兩 種 選擇 第一 種 是 留下 團圓 把 計劃 延後 第二 種 是 旅遊 難得 照 計劃 進行 你 會 選擇 那 一 種 呢 請 考慮 請 選擇 李茂山 每 次 說話
旅遊,難得,照,觀念 有 三十五 位 選擇 第一 會 留下來 團圓 把 計劃 延後 只 有 十三 位 朋友 說 旅遊 難得 照 計劃 進行 我 知道 李茂山 一定 是 第二 好 哪 一 位 要 發言 說說 自己 的
很,難得,有,哪 一 位 要 發言 說說 自己 的 看法 我 有 一 次 這樣 的 經驗 因為 我 很 難得 有 機會 爬山 我 有 一 次 有 一 年 是 跟 這 個 同學 都 約好 了
很,難得,就,哪 一 位 特別 來賓 他 是 全軍覆沒 沒有 一 題 答對 的 完全 都 沒有 答對 的 很 難得 就 有 這麼 一 位 第一 位 是 席曼寧 第二 位 是 左安安 對不起 第二 位 是 許效舜
個,難得,請到,不 見 歡迎 歡迎 請 坐 第二 位 是 榮獲 金馬獎 影帝 的 郎雄 先生 歡迎 影帝 這 個 難得 請到 您 不 容易 請 坐 第三 位 也 是 我們 節目 當中 的 老朋友 了 他 也
很,難得,邀請到,是 比較 自在 的 是 不 是 愈 講 愈 不 想 去 了 現在 大家 今天 真的 很 難得 邀請到 這麼多 位 叔叔 伯伯 阿姨 來到 節目 當中 談 他們 的 想法 我們 也 希望 藉 這
益友,難得,逢,一 看 第一 種 是 傳說 愛情 新 樂園 誰 知 愛侶 尋覓 難 第二 種 是 良師 益友 難得 逢 所 學 所 知 總 嫌 空 第三 種 是 科系 選擇 非 我 願 蹉跎 青春
益友,難得,逢,大哥 講 的 是 踴躍 發言 好 吳 同學 我 要 對 那 個 第二 項 發言 良師 益友 難得 逢 所 學 所 知 總 嫌 空 老師 同學 看到 都 很 生氣 怎麼 都 是 空
益友,難得,逢,再 好 也 要 你 去 交 你 才 知道 他 好 說 得 好 所以 說 良師 益友 難得 逢 這 可能 就 要 自我 檢討 大家 踴躍 發言 搶到 麥克風 就 說話 這 位 我 是
益友,難得,逢,看看 大多數 的 人 是 選擇 第幾 好 我們 可以 發覺 多數 的 人 是 選擇 第二 良師 益友 難得 逢 所 學 所 知 總 嫌 空 今天 我們 四 位 來賓 非常 奇怪 好像 是 另外
很,難得,我們,可以 看到 美工 了 那 我們 的 電影 我 想 不 起飛 也 要 起飛 了 是 今天 很 難得 我們 製作 單位 呢 也 在 這 個 美國 好萊塢 專訪到 了 天王 巨星 梅爾吉勃遜 我們 一塊 來
的,畢竟,大人,也 是 有 理智 的 所以 我 是 覺得 做 任何 事情 大人 還 是 比較 有 經驗 的 畢竟 大人 吃 的 鹽 比 我們 吃 的 飯 還要 多 嘛 對 不 對 所以 我 是
他,畢竟,跟,要 念 道義 對 呀 說不定 他 心 中 暗中 喜歡 你 但是 女朋友 他 不 是 物品 他 畢竟 跟 原來 的 男朋友 他 還是 會 有 情感 的 而 如果 一 個 人 要 跟 原來
愛情,畢竟,他們,這 段 感情 的話 你 必須 要 揹負 他們 兩 個 以前 那 段 曾經 擁有 過 的 愛情 畢竟 他們 曾經 相愛 過 所以 我 認為 這 段 感情 可以 你 可以 把 它 變成 一 段
因為,畢竟,父母,個 傳統 繼續 延續 那 剛好 是 團圓 就 是 讓 我們 維持 孝道 的 一 個 機會 因為 畢竟 父母 長輩 在 世上 的 年歲 並 不 多 而 我們 做 子女 的 能夠 留 在 家
事在人為,畢竟,什麼,感覺 因為 我 本人 是 一 個 非常 正直 的 人 所以 呢 所以 呢 我 覺得 說 事在人為 畢竟 什麼 事 都 是 要 靠 自己 去 做 可是 你 秉持 著 你 自己 堅定 的 信念
問題,畢竟,在,場所 所以 女生 公主 的 威脅 就 會 大 我 覺得 這 是 一 個 很 重要 的 問題 畢竟 在 這 種 場所 你 看到 的 女性 會 少 很多 對 不 對 所以 少爺 就 沒有
它,畢竟,是,對於 使用 化妝品 也 是 要 特別 的 注意 沒有 戴 隱形眼鏡 沒有 戴 隱形眼鏡 就是說 因為 化妝品 它 畢竟 是 一 種 化學 藥品 它 對 眼睛 眼睛 是 非常 敏感 的 東西 所以 你 假如 說
對,的確,是,的 義務 國教 所以 我們 明天 比 今天 會 更 好 應該 不 是 一 句 口號 才 對 的確 是 今天 我們 現場 也 來 了 好多 位 小朋友 我們 來 聽聽 他們 怎麼 說 的 好
回答,的確,是,價值 那 這 個 不 但 是 哲學 甚至於 是 宗教 你 這 很 難 有 一 個 回答 的確 是 不過 聽 過 你 的 歌 的 人 都 覺得 你 的 歌 大概 有 兩 種
對,的確,是,外省人 那 今天 的 外省人 也 是 明天 的 這 個 本省人 應該 都 是 一樣 的 才 對 的確 是 對 其實 對不起 其實 香港 也 存在 這 個 問題 香港 他們 譬如說 香港人 他 會 嘲笑
而已,的確,是,不 是 阿燦 你 爸爸 一定 是 阿燦 的 子孫 的 沒有 錯 就 是 這 個 差別 而已 的確 是 不過 我們 知道 羅大佑 你 是 在 台灣 成長 但是 之後 到 了 紐約 又 在 香港
呢,的確,是,新 的話 也 不要 厭 舊 這 才 不會 被 新 這 個 字 所 迷惑 你 覺得 呢 的確 是 有的 時候 求新 求變 當然 可以 讓 我們 不斷 的 進步 是 但是 對於 一些 好 的
忘記,的確,是,老師 的 叮嚀 同學 的 笑語 我 想 永遠 存活 在 記憶 當中 而且 一生 呢 也 不會 忘記 的確 是 小學 的 生涯 讓 我 覺得 也 是 回味 無窮 而且 那 個 時候 是 最 無憂無慮
也,的確,是,個 同學 們 的 反應 很 明顯 的 就 看出來 說 孩子 們 不 太 喜歡 人家 管 也 的確 是 我們 現在 的 孩子 也許 我們 現在 的 父母 管 孩子 是 管 的 滿多 的 那
比賽,的確,今天,無所不談 的 今天 我們 就 舉行 性向 測驗 的 第四 次 也 就 是 金賽獎 第四 次 的 比賽 的確 今天 我們 的 話題 呢 是 以 我們 女性 的 這 個 切身 問題 為主 所以 我們 邀請
生命,的確,是,會 有 小孩子 這 對 生命 來 講 是 一 個 非常 不 尊重 對 是 一 個 生命 的確 是 好 你 的 意見 和 席曼寧 正好 相反 徐華鳳 我 也 是 這麼 覺得 跟 席曼寧 講
步,的確,是,要 愛 其 所 同 同時 要 盡 其 所 異 這 也 是 人際 關係 的 第一 步 的確 是 不過 呢 今天 你 只要 花 九十 分鐘 就 可以 瞭解 天下 的 女人 女人 我們 一塊
學問,的確,是,口臭 狐臭 腳 臭 臭臭 遺臭萬 年 橫批 應該 是 五味雜陳 今天 我們 就 來 關心 臭 的 學問 的確 是 在 我們 這 個 世界 上 各 種 味道 都 有 有 男人味 有 女人味 還 有
了,的確,是,和 麵包 都 連 在一起 的 一 出去 吃飯 就 要 付 帳 這 個 時候 就 傷感情 了 的確 是 尤其 是 現在 在 以前 壓壓 馬路 啊 吃吃 小吃攤 就 可以 打發 一 下午 那 現在
事,的確,是,換 一 個 造型 就 面對 一 個 新 的 自己 這 是 一 件 非常 快樂 的 事 的確 是 今天 非常 謝謝 各 位 謝謝 謝謝 謝謝 趙 大哥 我 知道 哦 我們 個人 的 權利
做主,的確,是,根據 人民 受 的 權 來 執行 公權力 這 個 時候 人民 呢 才 真正 的 可以 當家 做主 的確 是 不過 也 會 碰到 一 群 人 他 不 承認 甚至 不 尊重 公權力 而 一意孤行 碰到
了,的確,是,雞鳴狗盜 啦 這 個 官僚 民 刁 我們 做 市井小民 的 除了 感慨 之外 呢 只有 大嘆 無奈 了 的確 是 不過 還是 應該 適時 的 表現 一下 自己 的 意見 當然 我們 今天 就 來 一塊 來
的,的確,還,重要 的 不過 因為 最近 這 個 環保 聲浪 抬頭 得 很 厲害 台灣 在 環保 方面 做 的 的確 還 不 夠 我 覺得 這 一 方面 要 多加 努力 其實 我 覺得 公權力 不彰 不管 在
意識,的確,已經,沒有 能夠 達到 一 個 應 有 的 水準 可是 就 觀念 來 講 的話 呢 環保 的 意識 的確 已經 有 高度 的 伸張 相對 而 言 呢 對 這 種 逃稅 漏稅 貪贓枉法 它 所 引申出來
示威,的確,是,你 一起 去 出去 以後 這 個 我 就 在 旁邊 觀察 這 個 非法 遊行 和 暴力 示威 的確 是 身家 財產 人人自危 呀 影響 我們 公權力 這 個 示範 作用 太 大 了 確實 太 大
時候,的確,搭,其實 現在 還 在 南部 經常 要 南 返 南 返 的 時候 因為 發現 就是說 是 有的 時候 的確 搭 火車 買 不 到 票 搭 公路局 也 買 不 到 票 的 時候 呢 你 就
就,的確,有,閉門 看 禁書 和 A片 所以 在 這 種 狀況 之下 呢 就是說 我 的 生活 經驗 中 就 的確 有 搭 野雞車 的 經驗 好 的 那 我們 來 聽聽 現場 朋友 們 哪 一 位 要
它,的確,是,呢 都 比較 不 牽涉到 所謂 的 隱私性 的 問題 或者 面子 的 問題 第二 個 項目 呢 它 的確 是 比較 讓 人家 有點 不 太 好意思 有點 害羞 有點 就是說 是 呢 不 好 公開 所以
吧,的確,是,對聯 它 應該 是 橫批 是 什麼 呢 橫批 呀 我 想 應該 是 愈 吃 愈 胖 吧 的確 是 在 過年 期間 大家 大魚大肉 山珍海味 的確 會 吃 得 很 胖 不過 在 這 個 時候
山珍海味,的確,會,橫批 呀 我 想 應該 是 愈 吃 愈 胖 吧 的確 是 在 過年 期間 大家 大魚大肉 山珍海味 的確 會 吃 得 很 胖 不過 在 這 個 時候 醫院 呢 也 通常 都 是 客滿 的
坎坷,的確,是,上班族 說起來 從 無 殼 蝸牛 要 到 有巢氏 這 條 路 不但 漫長 而且 是 相當 的 坎坷 的確 是 像 我 一 個 朋友 就 曾經 跟 她 的 老公 討論 過 以 他們 兩 個
考,的確,是,過眼雲煙 呢 還 是 大家 都 記憶猶新 今天 我們 請 了 很多 好 朋友 大家 來 考 一 考 的確 是 今天 是 大年初四 我們 現場 也 是 喜氣洋洋 的 邀請到 很多 俊男 美女 來到 現場 對 過去
之間,難免,都,權利 為 原則 對 但是 我們 也 知道 在 法律 之前 是 人人 平等 所以 權利 和 權利 之間 難免 都 會 碰到 衝突 或 爭執 碰到 這 種 情況 我們 應該 怎麼樣 去 拿捏 或者 是 找
他們,難免,對,現在 呢 我們 現場 有 這麼多 的 老人家 我 想 我們 知道 社會 上 仍然 有 很多 人 他們 難免 對 老人家 有 一 種 刻板 的 印象 還有 一些 偏見 那 我們 現場 有 四 種 我們
中國人,總是,覺得,的 感覺 的 這 個 東西 那 我 覺得 這 個 東西 非常 非常 難得 我們 這 個 中國人 總是 覺得 大家 是 非常 愛 中國 有時候 這 個 愛 之 深 責 之 切 啦 你 有
興趣,總是,不,對 我 的 感覺 其實 四 個 我 都 一定 要 管 但是 每 個 人 的 學習 興趣 總是 不 一樣 也許 他 比如說 他 對 這 個 考試 啦 或者 讀書 他 根本 就 不 是
也好,總是,不,會 這樣子 今天 緊張 明天 會 臭 很 奇怪 那 會不會 有 口臭 的話 那 跟 別人 交談 也好 總是 不 太 好意思 嘛 那 這樣 的話 我 在 想 有 沒有 什麼 方法 可以 讓 自己 的
現在,總是,這麼,一直 談論 我 的 眼睛 我 的 眉毛 不過 大家 已經 不過 潘美辰 好像 從 一 出來 到 現在 總是 這麼 一 個 髮型 短 頭髮 讓 人家 感覺 很 帥氣 但是 後面 又 是 長髮 有點 中性
嘛,總是,要,就 看 那 我們 也 很 好奇 你 是 前面 的 禁書 還是 書刊 A片 都 可以 嚐試嚐試 嘛 總是 要 認識 一下 新 的 事物 嘛 不准 看 的 就 想 看 就是了 對 因為 書 上
