left_word,target_word,right_word,context
這,難得,的,愛情 真是 美好 第一 次 做愛 的 滋味 大部分 的 人 都 會 一輩子 記得 別 輕易 放棄 這 難得 的 創造 美好 記憶 的 機會 相信 自己 一定 做得到 就 可以 真的 擁抱 幸福 不 騙 妳
也,難得,形成,的 鄉間 親近 自然 生活 以及 具 親 土 性質 的 自然 事物 漸次 淡出 人們 的 記憶 也 難得 形成 主流 文化 關注 焦點 彼時 台灣 文學 作品 素材 大都 擺盪 在 現代 主義 都會 知識分子 的
淡淡,難得,具體,文學 的 自然 描述 中國 傳統 文學 的 自然 描述 大都 如 國畫 畫境 般 山 遠遠 花 淡淡 難得 具體 描述 地理 名稱 如 海蝕 平台 生態 意義 的 植物 如 紅樹林 而是 表述 個人 生命 境界
非常,難得,的,美元 的 福岡 衛星賽 會內賽 外卡 以及 總獎額 七十萬 美元 的 新加坡 公開賽 會外賽 外卡 這些 都 是 非常 難得 的 機會 今年 十二月 才 滿 十八 歲 的 鄭為仁 在 經過 二 年 的 四 大 公開賽
對錯,畢竟,這,個 價值 多元化 且 開放 的 社會 裡 答案 就 在 彼此 的 心 中 無關 道德 沒有 對錯 畢竟 這 是 非常 私人 的 事 我們 發現 雖然 社會 開放 但 並 不 表示 每 個 人
壓力,畢竟,與,在 愛上 一 個 女人 時 無論 多麼 繁忙 也 會 抽空 見 她 一 面 來 舒解 壓力 畢竟 與 相愛 的 人 在一起 是 件 很 開心 的 事 如果 他 經常 以 工作 忙碌 為
中,的確,扮演,再 有 翻身 的 機會 盡情 享受 也好 戒慎 恐懼 也罷 我們 必須 承認 性 在 兩性 關係 中 的確 扮演 著 關鍵 的 角色 性 可以 增加 彼此 的 親密度 安全感 快感 與 伴侶 如果 擁有 良好
身敗名裂,的確,教育,注意 男方 的 才華 和 成就 反而 忽略 了 他 的 人品 導致 婚後 受盡 委屈 甚至 離婚 身敗名裂 的確 教育 的 普及 提升 和 高 物質 生活 享受 使 我們 社會 多 了 很多 有 才能 立
鄉愁,的確,是,著 濃厚 的 情感 如若不然 鄉愁 便是 無稽 對於 先後 統治 台灣 的 政權 當局 而言 台灣人 的 鄉愁 的確 是 無稽 甚至 滑稽 的 無論 殖民 或 偏安 統治 者 總是 心 繫 祖國 他們 有 割
魂兒,總是,被,大佛 和 武則天 如 能 按下 性子 來 或許 可以 在 奉天寺 和 盛唐 盤桓 幾 年 但 魂兒 總是 被 外面 的 世界 鉤走 在 這 個 大陸 發瘋 要 現代化 的 門檻 上 六朝 故都 和
他,總是,要,著 一切 都 好 心 中 卻 亂 到 極點 那 個 男 的 一點 責任感 都 沒有 他 總是 要 迎合 身邊 女人 的 要求 結果 不停 地 撒謊 我 在 香港 每 兩 天 接到 KR
他,總是,閃爍其詞,如 彼此 不再 交往 其他 異性 朋友 訂婚 結婚 或 想 認識 他 的 家人 和 朋友們 時 他 總是 閃爍其詞 用盡 各 種 理由 推託 表示 他 根本 不 想 和 妳 維繫 長期 關係 他 目前
