left_word,target_word,right_word,context
幾乎,難得,一,OPEC 在 二月 及 三月 時 日產量 其實 僅 約 減產 一百萬 桶 而且 除了 沙烏地阿拉伯 之外 去年 幾乎 難得 一 見 的 產能 過剩 問題 也 在 科威特 及 委內瑞拉 等 國 之間 蔓延 分析師 預測 在
美國,畢竟,還是,其 市場 的 準備 這些 跨國 公司 都 在 摩拳擦掌 等待 國際 金融機構 對 北韓 提供 金援 不過 美國 畢竟 還是 全球 金融 貿易 的 霸主 現在 布希 政府 的 態度 仍 曖昧 不明 北韓 人民 重 獲
但,畢竟,是,的 上空 便 可 視為 是 飛 在 中共 領土 上空 因此 也 可以 有 理由 加以 抗議 但 畢竟 是 公海 因此 以 相撞 方式 來 作 中共 算是 冒 了 些 風險 因為 這 次 算是
也,的確,以,薪 階級 普遍 都 覺得 元氣大傷 但 儘管 納稅人 個個 喊 痛 政府 還是 頻頻 叫窮 入不敷出 這 也 的確 以 中央 政府 總預算 來 看 從 舊 政府 到 新 政府 債務 餘額 這 幾 年 不斷
判斷,的確,很,胃乳片 制酸劑 及 ERISPAN 是否 該 繼續 服用 平常 生活 須 注意 什麼 答 根據 您 來信 描述 判斷 的確 很 有 可能 是 因 生活 緊張 或 壓力 引起 的 大腸 激躁症 從 您 曾經 切除 部分
是,難免,的,機構 核發 認證 答 由於 國際性 的 勞動 規約 運動 才 剛剛 起步 大家 有 不同 的 想法 是 難免 的 標準 統一 與否 要 視 未來 彼此 的 競爭 而 定 問 FLA 在 台灣 有 何
他,總是,經營出,世界 最 大 覆頂 面積 的 建築物 香港 新 機場 他 的 設計觀 兼顧 機能 與 經濟 但 他 總是 經營出 獨特 的 建築 美學觀 他 將 玻璃 鋼構 建築 如同 機器 一般 地 加入 溫馨 與 光影
語言,總是,隨身,程度 考生 間 的 差異 但 她 也 說 第六 題 的 閱讀 測驗 提到 約翰 積極 學習 語言 總是 隨身 攜帶 答案 是 字典 但 其實 隨時 自我 對話 也 應 算 對 可能 有些 爭議 她
皆,有助於,閱讀,已 受損 則 需 低 視力 的 助視器 來 改善 視力 此外 加強 照明 放大 印刷 的 書報 皆 有助於 閱讀 及 近距離 工作 黃斑部 病變 的 預防 及 早期 治療 是 相當 重要 的 日常生活 中 應
將,有助於,黃紹倫,師大附中 兩 所 學校 也 將 國二 資優 跳級生 列為 入學 的 特別 條件 之 一 這 也 將 有助於 黃紹倫 黃國僑 陳建合 等 三 人 進入 就讀 台北市 政府 昨日 開會 決議 台北 捷運 系統 租金 將
奧運,有助於,東亞,支持 北京 也 代表 支持 奧運 發展 的 利益 國際 奧會 主席 薩瑪蘭奇 曾 說 過 北京 爭辦 奧運 有助於 東亞 區域 的 政治 穩定 但 目前 北京 爭辦 奧運 最 吃虧 之 處 是 國際 文宣 不如
