left_word,target_word,right_word,context
父親,難得,回家,從不 缺席 身為 長子 的 他 一直 讀到 大學 才 有 機會 和 父親 郝柏村 親近 因為 從小 父親 難得 回家 只有 母親 守 著 家 守 著 孩子 守 著 希望 尤其 在 八二三 炮戰 期間 母親
但,畢竟,年歲,有 一 張 木椅 應 是 他 上下 時 休息 所 用 的 趙 老師 雖然 看起來 神采奕奕 但 畢竟 年歲 已 大 我 問 他 要不要 坐下來 他 卻 拒絕 了 且 跟 我 說 他 作畫
影響,畢竟,每,此 舉 或許 是 希望 正在 創作 的 那 一 張 圖 不 受到 已 完成 的 畫作 影響 畢竟 每 一 個 新 開始 都 是 另 一 次 的 探險 所以 其中 唯一 看得見 的 一
香港,畢竟,還是,的 想像力 和 熱情 我 覺得 台灣 對 音樂 創作 的 努力 和 大膽 遠遠 地 勝過 香港 香港 畢竟 還是 太 商業 了 所以 這 幾 年 鮑比達 總是 香港 台灣 兩 地 跑 把 音樂 創作
用餐,畢竟,蛇,是 莫氏 樹蛙 的 大本營 該 蛇 有 可能 在 釋放 後 又 溜 回 老 地方 去 用餐 畢竟 蛇 也 是 以 食 為 天 白 梅花蛇 的 花紋 與 雨傘節 相當 類似 都 是 黑
拆穿,畢竟,吹牛,千萬 三十 克拉 大 鑽戒 也 不過 是 便宜 的 蘇聯 鑽 唐日榮 愛 擺闊 好友 也 懶得 拆穿 畢竟 吹牛 不 犯法 嘛 於是 只要 能 上報 好 新聞 壞 新聞 都 行 唐日榮 被 日本 媒體
白過,畢竟,他,得 如何如何 的 好 又 是 如何 的 有錢 蓋棺論定 的 說 唐日榮 這 輩子 倒 也 沒有 白過 畢竟 他 這 多采多姿 一生 讓 多少 平凡人 豔羨 不已 呢 至於 虛榮 愛面子 愛 吹牛 想想 看 這
中,的確,可以,的 描述 側 寫出 在 楊過 心 中 黃藥師 的 面容 藥師 在 金庸 筆下 的 眾多 人物 中 的確 可以 說 是 一絕 絕 在 他 的 武功 知識 聰明 脾氣 之 異於 常人 之 處 他
但,的確,要,因為 怕 受 她 感染 而 當眾 哭泣 王柏森 的 聲音 很 有 力量 也 非常 努力 認真 但 的確 要 找 一 個 能夠 轉換 各 種 拉丁 節奏 的 優秀 男歌手 並 不 容易 但 我
也,的確,有點,法學院 教授 猶太教 拉比 為 影片 投入 不少 變數 不過 話說回來 稱 賭 撲克牌 為 一 種 運動 也 的確 有點 奇怪 賭 片 最 值得 欣賞 的 大概 就是 所有 演員 的 演技 其中 最 突出 的
數量,的確,下降,情況 近來 在 溫帶 海域 已經 開始 利用 各 類 設備 減少 混獲 數量 而 據 報導 混獲 數量 的確 下降 許多 此外 使用 選擇性 漁具 也 大量 減低 北方 蝦 漁獲 作業 時 之 混獲 澳洲 捕蝦業
無關,的確,經過,傾聽 的 不 是 音樂 而 是 音響 因為 他們 討論 的 內容 幾乎 與 音樂 的 欣賞 無關 的確 經過 比較 之後 線材 有 差別 機器 也 有 差別 但是 我們 也 不可 否認 的 2000 元
鐲子,的確,都,怎麼 會 是 染色 的 呢 所以 又 來 給 你 鑑定 看看 想不到 還是 染色 的 這些 鐲子 的確 都 是 染色 處理 的 你 注意 看 內部 裂紋 的 地方 都 有 顏色 集中 的 現象
也,總是,以,無懼 阻擋 的 當 資本家 信心 滿滿 地 擴大 投資 企業 賺取 更多 利潤 的 同時 經濟 蕭條 也 總是 以 同樣 的 滿滿 信心 準備 邁開 大 步 登上 世界 舞台 台灣 目前 的 企業 連環 跳票
年,總是,會,都 是 這 個 大 舞台 的 小 情節 它們 並 不 是 新鮮 事 反而 每隔 幾 年 總是 會 舊 戲 重演 一 次 這 種 舊 戲 重演 並非 出於 觀眾 要求 反而 總是 引起
反而,總是,引起,幾 年 總是 會 舊 戲 重演 一 次 這 種 舊 戲 重演 並非 出於 觀眾 要求 反而 總是 引起 觀眾 反感 理由 很 簡單 憑 什麼 要 用 一般 小 老百姓 的 錢 去 挹注 經營
鮑比達,總是,香港,的 努力 和 大膽 遠遠 地 勝過 香港 香港 畢竟 還是 太 商業 了 所以 這 幾 年 鮑比達 總是 香港 台灣 兩 地 跑 把 音樂 創作 的 重心 逐漸 轉移 至 台灣 鮑比達 說 與 果陀
妻子,總是,秀給,製作人 如是 說 而 他 就是 這 個 秀 的 主角 裡面 有 與 他 一起 成長 的 妻子 總是 秀給 楚門 她 新 買 的 東西 藉機 為 節目 的 贊助 廠商 打廣告 摯友 老是 拎 著
生活,總是,被,的 削鉛筆機 裡 把 他 生活 的 全部 分秒 不 差 的 呈現 在 觀眾 前 除了 性 生活 總是 被 飄動 的 窗簾 所 取代 楚門 生活 在 全 世界 最 大 的 攝影棚 裡 日出 及
工作,總是,忽略,中 更 要 小心 而 在 推廣 鱗翅目 天敵 的 生物 防治 之前 所 應 做 的 評估 工作 總是 忽略 了 這些 原本 就 不易 見到 的 蝶種 這 正 是 台灣 目前 許多 生物 所 面臨
他們,總是,朝,家 中 成員 的 看重 正 像 他們 習慣 做 事 把握 原則 不 拘泥 小節 的 態度 他們 總是 朝 遠處 看 然後 在 大 原則 下 放手 去 做 所以 在 家 中 男 主人 郝龍斌
兄弟,總是,微笑,時至今日 他們 的 人口 也 在 當地 繁衍 得 比 其他 州 來 得多 街 上 的 黑人 兄弟 總是 微笑 著 向 我 點頭 打招呼 他們 大概 也 從 我 這 個 黃 皮膚 的 中國人 身
