left_word,target_word,right_word,context
雖然,難得,一,星雲 法師 昨天 與 四 位 新聞 主播 對談 佛指舍利 來 台 的 意義 星雲 法師 強調 佛指舍利 雖然 難得 一 見 信眾 卻 不 該 膨脹 它 的 意義 及 功能 不要 用 消災 解厄 的 眼光
次,難得,機會,一天天 過去 需求 一天天 的 增加 當 兩 個 夫婦 正在 擔心 他 會 走入 歧途 在 一 次 難得 機會 坦承 告訴 他 家境 不 好 若 非 必要 務必 儘量 節省 結果 從 那 時候 起
年,難得,一,之 時 天空 一 聲 長嘯 一 人 身 騎 傳說 中 的 日 行 千 里 百 年 難得 一 見 的 寶馬 紅日 出現 於 戰場 之中 馬 俊 馬 上 之 人 更 英武 只
年,難得,一,才能 發出 之 鋒芒 此時 交戰 之 兩 軍 全 都 禁止 不 動 全心全意 觀賞 此 百 年 難得 一 見 之 決鬥 兩 人 在 半空 中 刀劍 相會 一直 過 了 數十 招 在 落地
目標,畢竟,沒有,相當 實際 張孝威 說 廣播 電台 賺 大錢 其實 不 容易 但 一定 會 以 賺 小錢 為 目標 畢竟 沒有 公司 可以 不 獲利 而 生存 而 對於 IC 之 音 的 期許 張孝威 說 包含 全
的,畢竟,台灣,案 的 修復 寧 慢 勿 快 就 當作 建立 典範 案例 來 自許 的 態度 是 對 的 畢竟 台灣 在 九二一 地震 中 毀 了 霧峰 林家 一 座 古蹟 而 使 保存 古蹟 的 努力
荷包,畢竟,這,將 我們 教養 成人 其 恩情 自 不在話下 倘若 無法 奉養 雙親 那麼 也 請 替 父母親 看緊 荷包 畢竟 這 是 他們 的 老本 啊 日前 手機 傳來 簡訊 恭喜 中獎 六十萬 並 留下 區域 號碼 為
疑問,畢竟,路,自然 通道 中 所 築 的 防禦 土牆 然而 什麼 是 自然 通道 這 其實 也 是 個 疑問 畢竟 路 是 人 走出來 的 在 基隆河 中游 我們 今天 仍 可 由 六堵 山 上 的 老
政策,畢竟,幼兒,與 行業別 對 女性 勞動力 的 替代 程度 有所 不同 政府 應當 規劃 企業 成本 增加 的 補貼 政策 畢竟 幼兒 將 是 國家 未來 的 主人翁 良好 的 人力 素質 對 國家 未來 發展 有 絕對 助益
減免,畢竟,是,新增 的 所得 免 徵 營所稅 何美玥 說 租稅 減免 措施 之所以 只 有 兩年 主要 考慮 租稅 減免 畢竟 是 功能性 措施 著眼點 在於 協助 業者 降低 成本 度過 這 兩 年 不景氣 的 難關 依 產升
時,的確,帶走,呈報 國安局 昨日 檢調 並 再度 向 台積電 查詢 相關 情形 台積電 向 情治 單位 表示 劉芸茜 離職 時 的確 帶走 一些 不 該 帶走 的 資料 但 這些 資料 與 十二 吋 晶圓廠 的 配置 設計 並
好,難免,涉及,欣賞 或是 演講 等 活動 補強 甚至 未來 會 透過 網路 建立 另 一 流通 園地 理想 雖 好 難免 涉及 實質 的 損益 問題 財務 出身 的 張孝威 對 這 點 倒是 相當 實際 張孝威 說 廣播
水準,難免,有,無從 展現 對 此 科幻 世界 愛好 者 對 此 最 了 倪匡 的 產量 非常 多 作品 水準 難免 有 部份 會 不均 在 晚年 有些 作品 玄想 成份 較 重 葉李華 一再 強調 科幻 小說 和
影像,總是,美麗,金馬獎 最佳 新 演員 項目 曾 有 人 這麼 比喻 過 電影 電影 銀幕 像 畫框 因為 電影 影像 總是 美麗 得 如 一 幅 畫 這樣 的 比喻 雖然 詩意 但 一直 要 到 現代 電影 美學
錢,總是,軟硬兼施,找 婆婆 哭訴 說 她 的 兒子 知道 她 還 有 一 筆 錢 三番兩次 地 就 要 錢 總是 軟硬兼施 自己 的 一些 老本 就 被 兒子 這樣 的 催討 已 所剩無幾 了 不 知道 未來 要
講話,總是,慢吞吞,A 女 在 兩性 關係 的 見解 上 卻 是 最 保守 且 謹慎 的 而 外表 溫和 講話 總是 慢吞吞 的 B 女 對 兩性 關係 的 主張 倒是 大膽 而 開放 的 現象 二 未婚 的
裡,總是,有,社會 的 婚姻 制度 之下 女人 身心 所 承受 的 壓力 往往 較 男人 大 很多 何況 婚姻 裡 總是 有 那麼多 的 不 確定 因素 這些 因素 隨時 都 可能 跑出來 鬧場 萬一 處理 不 好 贏
失望,總是,設法,是 一 種 正當 娛樂 所以 不疑有他 家庭 環境 雖 不 太 好 但 為了 不 使 他 失望 總是 設法 滿足 他 的 需求 可是 日子 一天天 過去 需求 一天天 的 增加 當 兩 個 夫婦 正在
人,總是,想,汐止 的 運勢 才 會 如此 大起 大落 震盪 起伏 不已 自然 有 其 生成 的 奧祕 而 人 總是 想 以 其 有限 的 知覺 去 合理化 世事 的 起落 變遷 白鶯石 就 好像 三百多 年 前
下,有助於,刺激,車窗 後 無論 結構 或 視覺 美感 都 有 加分 效果 侷限性 小 在 景氣 不佳 的 情況 下 有助於 刺激 廣告量 且 公車 業者 可 藉 廣告 租金 提昇 貼補 購買 新 車 的 成本 交通局 表示
