left_word,target_word,right_word,context
中,畢竟,勢,的 影響 阿美族 在 自己 的 聚居 社區 中 雖然 人 多 勢眾 在 整 個 移居地 社會 中 畢竟 勢 單 力 薄 即使 是 移居地 社會 裡 的 小 角色 例如 常 到 社區 來 叫賣
他,畢竟,是,妻子 只要 臺灣 還 在 日本 手 中 我們 就 不 回去 一旦 光復 我們 再 回去 然而 他 畢竟 是 沒 等到 臺灣 光復 便 已 辭世 半 個 世紀 過去 了 這 位 自 比 棄民
公平,畢竟,改革,她 不 希望 這裡 是 桃花源 但 她 也 強調 現在 就 論斷 毛毛蟲 的 成果 很 不 公平 畢竟 改革 是 一 條 漫長 的 路 這 個 學校 不一定 適合 所有 的 孩子 毛毛蟲 實驗 計劃
移送法辦,畢竟,是,那 顆 貪官污吏 痣 非常 明顯 過 了 二 天 報紙 刊出 檢察官 找到 證據 大人物 已經 被 移送法辦 畢竟 是 來不及 先 收拾 臉 上 的 罪狀 了 女人 點痣 多半 是 為 了 家庭 太陽穴 的
的,畢竟,是,木棉花 不 知 怎的 我 很 有 把握 男孩 會 再 見到 他 的 母親 這 是 一定 的 畢竟 是 這麼 有 孝心 的 一 個 男孩 附近 幾 個 小孩 到 我 家 來 預備 玩
影響,的確,先,的 影響 乃 日漸 提高 而 在 整 個 臺灣 經濟 發展 過程 中 教育 對 職業 的 影響 的確 先 降 後 昇 而 符合 LinandYauger 的 假設 本 研究 以 台北縣 西美 社區 為 例 說明
健全,的確,不錯,老師 與 家長 以及 幼稚園 與 中研院 之間 的 橋樑 初 看 之下 這 個 系統 似乎 很 健全 的確 不錯 歷年來 多虧 這 群 有 愛心 又 熱心 的 家長 到處 奔走 張羅 才 勉強 撐 得
中,的確,乖張,名 自殺 女 學生 發生 悲劇 的 原因 是 的 青少年 的 行為 看 在 我們 的 眼 中 的確 乖張 怪異 彷彿 根本 不 是 與 我們 血脈 相連 的 孩子 在 這 過程 中 他們 可能
這,的確,是,華文 作家 如何 維持 創作 不輟 會不會 很 困難 如何 避免 和 自己 的 讀者群 出現 隔閡感 答 這 的確 是 個 問題 寫 故國 當然 不能 老 在 那裡 回憶 會 有 侷限 但 文學 的 主題
壓抑,的確,蔡振南,的 泉源 電影 導演 吳念真 說 他 的 歌 釋放 了 臺灣 民間 時代 的 苦悶 情感 的 壓抑 的確 蔡振南 的 歌 有 股 巨大 的 感染力 聽 後 久久 不能 忘懷 就 像 銀幕 上 他
發展,的確,有,的 就 是 官商 勾結 打撈 油水 其實 除卻 人謀不臧 的 因素 不 談 重大 建設 對 經濟 發展 的確 有 其 必要 政大 財政 研究所 所長 林全 分析 當年 這些 重大 經建 計劃 實施 的 背景 在
民間,的確,需要,十 年 間 政府 幾乎 沒有 進行 什麼 重大 建設 政府 的 領導 主動 力 遠遠 落後 於 民間 的確 需要 一些 大型 計劃 來 提振 士氣 帶動 民心 林全 進一步 指出 政府 投資 和 民間 投資 本
其中,的確,有,的 大型 工程 建好 這 件 事 本身 並 沒有 什麼 不 對 不過 公共 工程 金額 龐大 其中 的確 有 浮濫 不 確實 的 情形 存在 行政院 主計處 主計長 汪錕 指出 在 財源 吃緊 的 情況 下
老師,難免,有,的 問答 與 討論 亦 是 評定 學生 分數 的 指標 之 一 缺點 在於 不 夠 客觀 老師 難免 有 主觀 的 判斷 交 報告 亦 有 優點 學生 可 相互 討論 並 以 較 寬廣 的
學校,難免,有,起頭 難 兩 位 相繼 退出 毛毛蟲 行列 的 媽媽 一致 表示 大人 可以 理解 才 創辦 的 學校 難免 有 些 混亂 的 狀況 可是 小孩 每 天 都 要 學習 每 天 都 要 供應給 她
時,難免,有些,議題 攏攏總總 湊合起來 還 佔 不 到 大 餅 的 一成 幾乎 和 政府 的 債務 支出 相當 時 難免 有些 難以置信 放眼 未來 由於 預算 緊縮 各 政府 機關 消費性 的 支出 都 將 維持 零成長 省下來
資料,總是,不比,演員 江國生 則 懊悔 的 表示 因為 在 角色 的 揣摩 上 沒有 一些 概念 單 靠 參考 資料 總是 不比 親身 經歷 來的 生動 海山 傳說 環 是 由 單獨 的 故事 串連起來 的 所以 演員 通常
簡稱,總是,有,的 圖騰 而 不 是 作為 始祖 崇拜 的 圖騰 這 就 使 我們 想到 為什麼 福建 的 簡稱 總是 有 虫 的 閩 或 蠻 然而 當代 的 畬族 仍 有 作為 始祖 崇拜 的 盤瓠神犬 圖騰
廣東腔,總是,獲得,有的 甚至 還 用 演戲 的 曹永發 表示 他 有時 還 會 在 校友會 上 模仿 老師 的 廣東腔 總是 獲得 滿堂彩 學生 們 在 星期 假日 最 主要 的 活動 就 是 看 電影 不過 不能 隨便
他們,總是,準時,位 過去 市中 的 學生 則 負責 上下課 的 接送 吃飯 的 便當 也 不必 王又陵 費心 因為 他們 總是 準時 奉上 老師 愛 吃 的 餐點 教 理化 的 老師 葉強書 在 北一女中 教書 的 時間 比
音樂,總是,觸動,想法 古今中外 永 不 淘汰 的 情歌 卻 也 是 最 難 做 的 類型 然而 周治平 的 音樂 總是 觸動 著 我們 的 心弦 陳潔儀 心痛 繼 王靖雯 辛曉琪 之後 同樣 以 純熟 的 演唱 技巧 及
鏡頭,總是,會,渾身解數 逗 新郎 新娘 開心 老麥 首席 攝影師 馮光輝 表示 鏡頭 會 讓 人 感到 害怕 一般人 面對 鏡頭 總是 會 緊張 不 知道 如何 表現 自己 曾經 拍 過 一 個 新郎 一 緊張 臉部 肌肉 就
似乎,總是,矛盾,過去 對 結婚照 一 拍 定 終生 的 慎重 恐怕 也 將 漸漸 消失 了 父母 的 心 似乎 總是 矛盾 的 根據 統計 臺灣 許多 人 移民 的 主要 原因 是 不 滿意 升學 掛帥 的 教育
母親,總是,背部,於 八十四 歲 那 年 去世 但 在 我 的 記憶 中 從不 曾 看過 姊姊 的 坐姿 母親 總是 背部 挺直 正襟危坐 到 八十 歲 前後 時 背部 已經 微 彎 然而 終生 保持 母親 的 坐姿
熟人,總是,十分,根本 沒有 時間 到 鄰居 走動 串門 整日 忙 得 團團轉 雖然 如此 對於 來訪 的 親戚 或 熟人 總是 十分 週到 地 接待 我 的 父親 是 長子 母親 是 長女 所以 各 有 五 六 個
母親,總是,耐性,但 不 知 怎麼 與 媳婦 合不來 時常 來 找 母親 哭訴 那 是 母親 六十年代 的 時候 母親 總是 耐性 地 花 很 長 的 時間 聽 一面 在 火爐 上面 熟煮 食物 一面 哦 哦 地
她,總是,懷,個 過程 確實 沒 人 直接 而 明確 地 告訴 芸生 她 會 到 另 一 個 世界 她 總是 懷 著 希望 旁人 只 能 迂迴 地 暗示 著 無法 也 從未 明說 而 更 糟 的
相思樹,總是,別,智慧 比 中國 詩經 老 了 一千 歲 惆悵 彩雲 飛 碧落 知 何許 不見 合歡花 空 依 相思樹 總是 別 時 情 那 得 分明 語 判 得 最 長 夜 數盡 厭厭 雨 這 是 納蘭容若
友,總是,好,情趣 昂然 一 輩子 也 嫌 太 短 每 個 人 情趣 不一 但 能 與 樹 為 友 總是 好 的 朋友 之間 要 了解 要 尊敬 由 尊敬 而 生出 的 情 才 能 長久 才
臉孔,總是,一般,黃大洲 告 台視 公司 的 轉折 便 是 在 學校 面對 學生 也 如此 二十 歲 上下 的 臉孔 總是 一般 年輕 但 一 屆 一 屆 孩子 的 知識 和 生活 體驗 卻 見出 明顯 不同 三
風氣,有助於,學生,選舉 集中 一 次 辦理 並 配合 各 社團 學會 的 改選 可 創造 輔大 民主 週 的 風氣 有助於 學生 自治 自覺 及 增進 輔大 校譽 因此 課外 活動組 參考 學生 意見 研擬 草案 郭維夏 與 輔大
