left_word,target_word,right_word,context
中,難得,一,弟弟 又 去 上 打擊樂 的 課 因此 家 裡 只 剩 我 一 個 人 面對 家 中 難得 一 見 的 冷清 與 安靜 我 心想 反正 功課 都 做完 了 嘛 於是 打開 電視 看
是,難得,呀,聰明 多 了 的確 像 陳 同學 這樣 能 注意 家人 喜好 並 應用 文字 描寫出來 可 真 是 難得 呀 講評 老師 江連君 和 夏天 捉迷藏 苗栗縣 竹南 國小 陳弘昌 今天 我 要 和 夏天 玩 捉迷藏
十分,難得,還有,放 在 校 外 和 老師 的 相處 及 受益 上 這 是 取材 的 一 大 突破 十分 難得 還有 題目 也 訂 得 很 好 用 一 道 美麗 的 光 象徵 老師 對 學生 的
感情,畢竟,不,媽媽 把 它 送給 別人 了 我 傷心 的 哭 了 起來 才 發現 我 對 它 的 感情 畢竟 不 是 妹妹 可以 取代 的 月光 忠孝 國小 四年五班 陳志明 夕陽西下 美麗 的 月亮 出來 了 月光
了,的確,像,敏銳 的 觀察力 和 善用 文字 修辭 常 聽 人 說 現在 的 小孩子 比 以前 聰明 多 了 的確 像 陳 同學 這樣 能 注意 家人 喜好 並 應用 文字 描寫出來 可 真 是 難得 呀 講評
媽媽,總是,把,個 小 鳥籠 看來 鳥兒 有 新家 嘍 因為 鳥兒 還 太 小 不會 自己 吃 東西 所以 媽媽 總是 把 小鳥 握 在 手 上 撥開 牠 的 嘴巴 再 把 飼料 放進去 久 了 之後 每
我們,總是,要,了 這 個 青天霹靂 的 消息 讓 全 家 呆若木雞 好 一會兒 後 爸爸 安慰 著 大家 說 我們 總是 要 面對 現實 的 趕快 去 收拾 衣物 吧 就 這樣 在 心緒 凌亂 中 爸爸 連夜 開
老家,總是,快樂,近鄉情怯 我 腦海 裡 盡 是 爺爺 的 影像 淚水 也 恣意 的 任 其 氾濫 以往 回 老家 總是 快樂 又 有 活力 但是 今天 卻 滿懷 悲傷 爸 媽 一 看到 爺爺 的 遺體 再 也
留疑,總是,其,的 歸類 有時 被 列為 兒童 詩 有時 也 被 視作 兒歌 不管 如何 簡短 有 韻 生動 留疑 總是 其 特點 在 此 文 中 後 兩 句 是 押 ㄧ 的 韻 很 適當 而 不
妹妹,總是,異口同聲,變換 髮型 但是 每 當 她 興沖沖 的 燙 了 新 髮型 回家 來 亮相 時 我 和 妹妹 總是 異口同聲 的 說 哇 好 醜 哇 從 最早 流行 的 鳥窩頭 香菇頭 法拉頭 到 現在 的 爆炸
我,總是,掩,收集處 每 天 黃昏 鄰居 總會 將 大 包 小 包 的 垃圾 堆放到 那裡 行經 附近 時 我 總是 掩 著 鼻子 快步 通行 可是 隔天 早晨 這 堆 垃圾 竟 如 冰雪 似的 在 太陽 露臉
姊姊,總是,很,母 還是 媽媽 最 懂 子女 心 哪 平常 我 功課 有 疑問 或 字 不會 寫 時 姊姊 總是 很 有 耐心 的 教導 我 從不 馬虎 當然 我 生日 時 她 也 不會 吝嗇 啦 這
手,總是,舉,的 時候 臺北市 明 湖 國小 六年七班 陳彥宏 校長 訓話 的 時候 好 像 電視 節目 主持人 張菲 手 總是 舉 得 高高 的 校長 訓話 時 也 像 長官 隨時 命令 我們 要 立正 站好 抬頭挺胸 校長
時,總是,目不轉睛,無數 歡樂 時光 看到 紅 我 想到 媽媽 的 口紅 每 當 媽媽 要 帶 我們 去 上學 時 總是 目不轉睛 的 看 著 鏡子 描繪 她 的 嘴脣 本來 是 乾燥 的 嘴脣 經過 口紅 一 塗
蚊子,總是,不,腿 上 的 紅豆冰 弟弟 的 皮膚 又 白 又 嫩 是 蚊子 的 最愛 每 到 夏天 蚊子 總是 不 輕易 放過 弟弟 在 他 腿 上 又 叮 又 咬 一 星期 下來 弟弟 把 自己
你,總是,那麼,將 葡萄 般 的 紫 玉 項鍊 掛 在 胸 前 更 是 出眾 每 次 看見 你 你 總是 那麼 美 教 人 打 心 裡 喜歡 你 我 常 看見 你 穿 著 華麗 的 衣服
