left_word,target_word,right_word,context
表現,難得,一,壞死 在 本 科 治療 方法 中 出現 不 多 脊柱 神經 受傷 有 特殊 一 組 的 表現 難得 一 見 短暫 的 脊柱 神經 鞘 受傷 使 患者 在 治療 後 一 個 月 左右 在
很,難得,杜鵑科,我 偶爾 也 會 出現 在 成功湖 畔 白腰草鷸 數量 不 多 會 出現 在 清華園 也 實在 很 難得 杜鵑科 杜鵑科 全 世界 共 有 130 種 其中 連 我 在 內 共 有 三 種 長
相當,難得,鶇科,相思湖 畔 及 原子爐 附近 白環鸚嘴鵯 屬於 山地 鳥種 平地 不 多 見 能 在 清華園 內 出現 相當 難得 鶇科 我 名叫 虎鶇 身長 30 公分 約 珠頸斑鳩 般 大小 全 身 黃褐色 每 片 羽毛 的
年,難得,相見,一 個 多 月 才 能 看到 大量 的 過境 鳥 中國 古人 覺得 我 和 家燕 整 年 難得 相見 每 年 七夕 見 了 面 又 匆匆 分手 就 以 勞燕分飛 比喻 親友 的 離別 語
馬祖,難得,的,便 在 原地 蓋 了 媽祖廟 媽祖 之 名 不 逕 而 走 看看 北竿 塘后 沙灘 是 馬祖 難得 的 奇景 綿亙 數百 公尺 的 沙灘 連接 了 塘岐 和 后沃 兩 個 村 從前 沒有 公路
成長,難得,的,意義 在 詮釋 了 那麼多 堅強 剛毅 的 女性 後 藍天 無疑 是 她 另 一 次 的 成長 難得 的 是 她 精湛 的 表演 也 挽救 了 本 片 幾乎 流於 制式化 的 結果 其實 藍天
了,難得,的,一 片 天地 兩 種 都 是 好 電影 因為 在 電影 的 領域 裡 它們 都 維持 了 難得 的 創意 與 尊嚴 怕 就 怕 在 文學 改編成 電影 時 既 脫離不了 文學 的 襁褓 又
是,難得,的,服務 的 需求 因此 隨之 將 創造 龐大 的 市場 契機 對於 國內 許多 產業 而 言 將 是 難得 的 好 機會 國家 資訊 通信 基本 建設 NII 公報 推動 NII 逐步 邁向 新 紀元 行政院 NII
意外,畢竟,對,看到 為 整 部 戲 平添 了 轉折 的 劇情 我們 不 應該 意外 會 有 這麼多 的 意外 畢竟 對 科學家 而 言 這 是 史無前例 的 親身 經歷 宇宙 充滿 了 不可思議 的 奧秘 對 平日
兼差,畢竟,是,就 經常 對 她 表現出 你 做 得 還 不 夠 的 挑剔 令 她 不 知 如何是好 兼差 畢竟 是 在 正職 之外 多 付出 心力 的 一 份 工作 沒有 經歷 過 的 人 可能 無法
人,畢竟,是,透過 隱密性 管道 出走到 海外 市場 事實 上 有 能力 有 管道 將 資金 巧妙 移往 海外 的 人 畢竟 是 少數 因為 對 絕大多數 的 中產階級 來 說 賺 的 錢 都 拿去 繳 房屋 貸款 了
產生,畢竟,仍,表現 的 標的 儘管 這 一 波 中級 反彈 在 投資人 的 期待 業 內 拉抬 下 順利 產生 畢竟 仍 是 反彈 投資人 應 密切 注意 反轉 下跌 的 訊號 大盤 是 大勢 所 趨 所以 黃宏裕
難題,畢竟,在,大 以外 以 它 古典 風味 的 故事 要 如何 吸引 九年代 的 觀眾 更 是 一 項 難題 畢竟 在 什麼 時代 拍 電影 比 拍 什麼 時代 的 電影 更 重要 因為 後者 可以 靠 服裝
龍,的確,是,但 有 些 動物 離 我們 實在 遙遠 龍 正 是 最 遙遠 的 一 種 是 的 龍 的確 是 遙遠 的 封建 的 帝王式 的 圖騰 不只 如此 在 人民 習以為常 的 十二 生肖 中 有
目標,的確,也,這 個 運動 的 精神 人們 常 認為 達達主義 有 虛無 主義 的 色彩 而 它 本身 的 目標 的確 也 在 讓 世人 明白 所有 的 既定 價值 道德 或 美感 標準 已 在 一次大戰 的 摧殘
做,的確,帶給,通常 一般 的 父母 基於 面子 問題 很 難 在 大庭廣眾 之下 進行 行為 矯治 雖然 說 這樣 做 的確 帶給 一些 父母 難為情 的 感受 但是 若 能 因此 矯正 孩子 的 行為 相信 必 能 減少
上,的確,容易,用意 並 紮實 日後 繼續 發展 之 技術 基礎 1 考古學 就 是 研究 古董 鑒定 從 字面 上 的確 容易 引起 誤解 以為 考古學 考 的 就 是 古董 實際 上 研究 古董 的 金石學 古器物學 說起來
條件,的確,相當,這麼 長 的 一 段 史前 往事 也 是 拜 史前 考古學 之 賜 台灣 歷史 考古 的 條件 的確 相當 貧乏 例子 不 多 如 日據 時期 日本 學者 國分直一 先生 將 安平 古堡 的 基礎 予以
時代,的確,有,不可能 還 有 其它 的 原因 是 筆者 沒有 歸納出來 的 總之 西方 世界 在 前 葛利果 聖歌 時代 的確 有 著 豐富 的 音樂 資產 這 是 無可 懷疑 的 Q 葛利果 聖歌 的 名稱 由 何
她,的確,是,強 作 解人 反而 增加 誤解 所以 真實 陳文茜 是 需要 拼 圖 的 可能 的 事實 是 她 的確 是 所謂 的 本省人 家 裡 從 日據 時代 以來 即 是 望族 而且 不 是 普通 望族
也,的確,是,有 一 條 街 叫 純精路 偌大 的 羅東 公園 相傳 當年 都 是 陳家 捐出 的 她 也 的確 是 日本人 不過 只 是 四分之一 個 日本人 因為 她 奶奶 是 日本人 這 一 點 倒 經過
也,的確,是,了 以 陳文茜 坐 三 望 四 的 年齡 來 說 就算 是 給 我 報 報 族 也 的確 是 中古 報 報 了 但 以 精神 狀態 來 說 她 的 跳躍式 思考 她 的 顛覆性
獲利性,的確,比,基金 或者 銀行 提供 的 信託 業務 達到 分散 政治 風險 的 目的 此外 如果 國外 市場 的 獲利性 的確 比 台灣 好 那麼 投資 海外 倒是 值得 一 試 而且 只要 把 金額 控制 在 自己 輸得起
沙粒,的確,是,裡 堆放 不少 漁具 證明 這裡 曾 是 漁人 的 村 津沙 原名 金沙 顧名思義 海灘 上 的 沙粒 的確 是 晶瑩 剔透 馬港 有 一 座 觀光 拍照用 標準 的 紀念碑 每 一 個 到 馬祖 的
總,難免,會,倒 頭 一 回 碰見 這麼 有 禮貌 的 男人 其實 這 種 肌膚之親 的 床戲 拍到 最後 總 難免 會 被 撩起 真 的 慾火 但 大多數 的 男 主角 多 能 克制 己身 頂多 乘機 吃吃
病人,總是,說,因為 她 以為 無須 表達 而 少 為 人 知 不過 現在 病人 看到 黃淑珍 卻 是 笑口常開 病人 總是 說 有 妳 的 地方 就 聽 得 到 笑聲 有的 變化 自己 不 覺得 學生 和 病人
我,總是,讓,屏東 高雄 澎湖 乃至 全 省 各 地 前來 求診 而 遇上 這些 求醫 心切 的 人 們 我 總是 讓 他們 加 號 那麼 遠 的 一 趟 路 怎 忍心 教 他們 白來 一 遭 呢
夏蓮,總是,含笑,不錯 我們 買來 當 情侶裝 吧 小孩子 的 衣服 好 可愛 我們 以後 要 生 四 個 小孩 夏蓮 總是 含笑 的 全 盤 接收 他 的 希望 內心 有 種 甜滋滋 的 幸福感 相對的 心 底 那
伊格言,總是,有,回彈給 繼續 發展 的 故事 最 離奇 的 是 你 永遠 不會 在 電影 結束 前 得到 解答 伊格言 總是 有 本事 讓 所有 觀眾 被 最後 一 個 鏡頭 震驚 得 癱瘓 在 座椅 上 這 當然
參考,有助於,肝癌,腫瘤 穿刺 並 不會 對 腫瘤 的 治療 有 不利 的 影響 反而 可 提供 病理學 上 的 參考 有助於 肝癌 的 治療 肝癌 的 治療 手術 切除 血管 栓塞 局部 治療 化學 治療 肝癌 的 治療 方法
亦,有助於,大型,將 此 巨量 資料 加以 處理 記錄 及 建檔 均 涉及 高度 資訊 科技 此 項 科技 發展 亦 有助於 大型 科學 實驗 或 衛星 資料 處理 2 大型 軟體 系統 發展 接收站 相關 軟體 超過 10萬餘 行
將,有助於,新,林 漁 水 海洋 資源 及 污染 之 調查 及 區域 規劃 等 利用 完整 之 衛星 資料 將 有助於 新 技術 之 開發 5 合成 孔徑 雷達 技術 國內 利用 國外 資料 從事 這 方面 研究 已
應,有助於,未來,中心 約為 294 公里 因 合成 口徑 雷達 影像 不 受 天候 影響 且 日夜 均 可 取樣 應 有助於 未來 台灣 地區 遙測 應用 都市 交通 由於 衛星 遙測 資料 具有 大 範圍 綜觀 之 能力 以及
的,有助於,我們,在 遙測 土地 資源 分析 工作 上 如 有 更多 不同 特性 來源 之 遙測 影像 資料 明顯 的 有助於 我們 從中 獲取 更多 的 資訊 但是 在 與 其它 種類 地理 資料 疊合 分析 前 因 SAR
略,有助於,過,易 分心 煩躁 與 過 動 一些 感覺 統合 運動 如 俯臥 滑行 玩 沙 草地 打滾 等 略 有助於 過 動 症狀 的 改善 五 父母 應該 抱持 怎樣 的 態度 接納 孩子 的 疾病 與 特質
將,有助於,創造,施政 重點 而 資訊 基礎 建設 是 實現 此 一 構想 的 具體 措施 國家 資訊 基礎 建設 將 有助於 創造 高 薪資 的 就業 機會 帶動 國家 經濟 成長 使 新 產品 和 新 服務 成為 可能
都,有助於,我們,更 充實 的 休閒 育樂 NII 也 將 支援 醫療 服務 降低 成本 並 改善 品質 這些 發展 都 有助於 我們 達到 亞太 營運 中心 的 施政 目標 並 使 我們 的 社會 生活 更為 方便 與 充實
明確,有助於,NII,要 另外 成立 NII 專案 推動 小組 其 理由 為 強調 NII 的 重要性 和 迫切性 組織 分工 明確 有助於 NII 各 項 工作 之 推展 政府 與 民間 召開 NII 座談會 紀要 我國 NII 的 推動 係
將,有助於,整合,互動式 有線 電視 實驗 網路 以 驗證 相關 技術 並 提早 發現 服務 整合 可能 帶來 的 問題 將 有助於 整合 的 事 前 規劃 請 果 執行 秘書 針對 該 實驗 網路 相關 的 單位 和 人員
將,有助於,整合,互動式 有線 電視 實驗 網路 以 驗證 相關 技術 並 提早 發現 服務 整合 可能 帶來 的 問題 將 有助於 整合 的 事 前 規劃 請 果 執行 秘書 針對 該 實驗 網路 相關 的 單位 和 人員
