left_word,target_word,right_word,context
條,難得,捉到,通靈 每當 捕狗隊 來 院 這 一群群 的 野狗 早已 不 見 蹤跡 就 只 剩 兩 三 條 難得 捉到 一 條 不 是 被 院 內 同仁 以 愛心 之 名 相求 就 是 被 漫罵
真,難得,在,而 言 清華 的 大人 們 沒有 專業 背景 我們 一般人 也 不 是 專業 者 真 好 真 難得 在 這 個 方面 大夥兒 真 是 生 而 平等 完全 可以 齊聚一堂 平起平坐 看 不 出來 有
而,難得,的,情境 的 素描 而 我們 創作 者 與 觀眾 在 藝術 中 所 追求 的 無非 是 至極 而 難得 的 情感 經驗 與 存在 情境 當然 從 藝術史 的 觀點 來 看 歷史 上 有 許多 藝術家
小姐,難得,你,意見 並 請 影印 一 份 那 篇 作品 給 我 朋友 好 嗎 你 的 讀者 敬上呂 小姐 難得 你 能 如此 關懷 好友 我 會 影印 一 份 放 的 哲學 給 你 的 好友 希望
者,難得,有,系統 官方 始終 一 推 半 就 學界 有 權 者 也 順應 其 方針 結果 年輕 專攻 者 難得 有 之 又 因 冷落 部門 而 堵塞 其 升遷 之 途 此 其 三 台灣 的 文學
歸依,畢竟,是,地位 但是 面對 他 的 時候 我們 一定 要 記得 兩 件 事 第一 任何 藝術 的 最終 歸依 畢竟 是 人 的 情感 經驗 與 存在 情境 事實 上 一旦 忽視 這 兩 者 一切 觀念 與
感想,畢竟,在,說 甚至 聽 不 懂 他們 爸爸 媽媽 所 說 的 話 或許 他們 不會 重複 我 的 感想 畢竟 在 他們 長大 以後 現在 的 經歷 不會 再 重來 一 次 處在 這 快速 變遷 的 時代
活動,畢竟,偏頗,有 的 前提 但是 對 人民 歷史 的 整體 來 說 只 著眼 在 政治 上 觀察 歷史 活動 畢竟 偏頗 了 些 如果 台灣史 研究 能 超越 政治史 的 限制 跳脫 國家 單位 的 範圍 而 朝
模式,的確,杜象,古典 的 藝術 觀念 以 我們 和 杜象 作品 的 互動 關係 創造出 新 的 藝術 觀眾 的 模式 的確 杜象 曾 說 過 藝術家 通常 不 知道 他 自己 作品 的 真正 意義 所以 觀賞 者 總是
觀點,的確,可以,觀眾 看 這 物品 的 角度 或 觀點 創作 者 與 觀眾 看 物品 時 所 採取 的 觀點 的確 可以 被 視為 繪畫 中 的 第四 個 向度 更有甚者 我們 可以 根據 這 個 論點 發展出 一
法,的確,值得,自主性 也許 黃宣範 教授 所 言 台灣 研究 除了 努力 耕耘 埋頭苦幹 八 字 外 別 無 他 法 的確 值得 我們 認真 考慮 不少 人 曾 言 49年 來 台 的 中國 學者 也許 多半 是 二
也,難免,從俗,創作 上 的 無限 自由 尤其 在 需求 本土 偶像 極其 殷切 的 美國 最 嚴謹 的 學者 也 難免 從俗 儘管 Cabanne 訪談錄 的 英譯本 在 1971年 已 在 紐約 出版 我們 仍 在 1973 看到 這樣
是,難免,的,些 有 意義 的 社會 服務 你 將 會 發現 人生 旅途 中 不 小心 跌 一 跤 是 難免 的 就 看 你 要不要 讓 自己 重新 站立起來 吳 姊 你 好 兩 個 月前 我 有
言,總是,引起,勘驗 之 技術 與 儀器 每當 同仁 來 本 院 告知 家 裡 或是 所 裡 遭竊 聞 言 總是 引起 本 隊 極 大 的 內疚 和 不安 我們 雖然 不 樂意 見到 這 種 事情 發生
中心,總是,一,學校 的 歷史 發展 慣例 似乎 大家 都 認為 不管 房子 再 多 少 了 一 個 活動 中心 總是 一 件 不 正常 的 事 終於 今年 暑假 新 体育館 前 的 新 活動 中心 終於 啟用
但,總是,希望,耶 如果 做 得 不 好 也 敬請 容忍 一下 就 當做 是 個 免費 的 資訊 好了 但 總是 希望 能夠 就此 開始 一 個 公共 的 事務 公共 參與 的 風氣 敬請 各 位 清華人 多多
似乎,總是,只,那 個 觀瀾社 呢 提起 那 個 觀瀾社 呀 老是 號稱 社員 總數 僅 次於 代聯會 事實 上 似乎 總是 只 有 幾 個 人 交 了 社費 社名 取 得 讓 人 看 了 不 知道 到底
觀瀾人,總是,滿,活力 充沛 地 出現 在 清華 世界 各 地 辦 活動 而 我 認識 的 那 個 觀瀾社窩 觀瀾人 總是 滿 櫃 唱片 錄音帶 CD 從 歌劇 到 重金屬 都 有 人 專精 後來 又 進 了 一
者,總是,應該,模式 的確 杜象 曾 說 過 藝術家 通常 不 知道 他 自己 作品 的 真正 意義 所以 觀賞 者 總是 應該 詮釋 作品 參與 補充 完成 其 創作 過程 藝術家 製作 東西 然後 有 一 天 被 群眾
會,有助於,研究,政治史 的 限制 跳脫 國家 單位 的 範圍 而 朝 人民 的 區域 的 歷史 去 發展 相信 會 有助於 研究 境界 的 提昇 顯露 台灣 歷史 的 真實 相貌 台灣 的 統治 主權 曾經 多 次 更換
相信,有助於,台灣史,特性 向來 亦 為 學界 所 注意 卻 迄 今 尚未 能 深入 探求 台灣島史 的 觀念 我 相信 有助於 台灣史 研究 跳脫出 學界 目前 泛政治化 的 解釋 模式 在 島 內 人群 活躍 生產 的 總體性 的
