left_word,target_word,right_word,context
珍惜,難得,的,天公 疼 憨人 都 不 被 惡劣 的 境遇 所 擊倒 個個 都 能 長大成人 除外 賴東進 很 珍惜 難得 的 讀書 機會 每 天 放學 後 要 做 家事 行乞 沒有 時間 做 功課 於是 他 能
實在,難得,想想,的 學術 著作 很多 又 能 出版 充滿 感性 以及 追求 生命 內涵 生命 情操 的 文藝 作品 實在 難得 想想 為什麼 我 會 喜歡 這 本 書 原來 我 和 著者 一樣 喜歡 攝影 玩玩 石頭 蒐集
顆,難得,的,沙林傑 塑造 霍登 這 個 角色 最 吸引人 的 應 是 他 桀敖不馴 的 外表 之下 擁有 一 顆 難得 的 愛心 這 或許 正 是 著者 透過 麥田 捕手 所 要 表達 的 崇高 主題 吧 妹妹
當年,難得,與,紫禁城 內 的 放映機 爆炸 以來 幕味 movie 傳進 我國 也 已 經過 了 一百 年 這 可是 當年 難得 與 世界 同步 的 新 玩意 大清 褪下 的 殼 慌忙 追趕 摩登 蜿蜒 的 身子 改朝換代 莫不
見證,畢竟,臺灣,是 感覺 開始 老 了 的 著者 要 為 這 一 代 被 留在 鄉間 的 老年人 做 見證 畢竟 臺灣 刻已 邁入 高齡化 社會 老人 問題 日益 嚴重 到 了 不容 忽視 的 地步 農村 的 老人
騷動,畢竟,她,並且 反覆 強調 女性 幽微 的 內心 感受 施叔青 的 作品 在 當時 引起 來 不 小 的 騷動 畢竟 她 挑起 了 父權 體制 與 女性 主義 的 戰爭 作品 當中 不 避諱 提及 了 戀兄 亂倫
寧靜,畢竟,並非,受 物質 慾望 的 誘惑 若 讀者 能夠 心領神會 即使 在 人群 吵雜 當中 應 也 可以 感受到 寧靜 畢竟 並非 人人 皆 可 有 機會 住在 寧謐 的 華爾騰湖 畔 我們 是 不 是 應該 在 自己
台語,畢竟,是,的 用字 系統 紛歧 猶 在 摸索 實驗 階段 接下來 還 將 面臨 台語 電腦化 的 問題 然而 台語 畢竟 是 島 內 的 語言 現實 路寒袖 期待 政府 出面 協調 制定出 一 套 標準 的 台語 系統
惡,畢竟,醜陋,此 三 本 書 中 披露 人性 的 醜陋 其 目的 不 是 揚 惡 而是 在 防 惡 畢竟 醜陋 也 是 真實 人生 的 一 部分 面對 人生 的 美麗 與 哀愁 是 劉墉 目前 最
不過,畢竟,千,在 整體 架構 資料 文筆 上 卻 是 顯得 比較 粗疏 的 卻 是 顯得 比較 粗疏 的 不過 畢竟 千 年 一 嘆 衹 是 一百 篇 的 千禧 日記 為了 寫作 千 年 一 嘆 而
他們,畢竟,也,儘管 如此 大伯 還是 擰 著 堂兄弟 的 臉 叫了 黃包車 上 官府 富戶 鞠躬 哈腰 兜攬 生意 他們 畢竟 也 不 坐 自家 的 轎子 不過 大伯 可能 沒有 料到 苦 個 幾十 年 銀子 會 從天而降
遭遇,的確,發人深省,都 從 外地 回來 了 怎不 令 人 喟嘆 黃春明 透過 這 一個個 故事 敘說 老人 的 悲慘 遭遇 的確 發人深省 我們 看到 黃春明 大聲 疾呼 為 孤苦 的 老人 抱屈 嘲諷 人子 的 忘恩 不孝 以及 政府
我們,的確,沒有,不可 為 也 要 義正辭嚴 的 發表 聲明 當然 我們 也 可以 很 阿Q 的 安慰 自己 當時 我們 的確 沒有 能力 保存 這些 珍藏 看到 人家 如此 用心 的 珍藏 保護 要不是 如此 這些 遺產 到 現在
也,的確,在,回歸 大自然 前衛 之處 在於 書籍 出版 時 正巧 遇上 美國 資本主義 盛行 的 年代 湖濱散記 一 書 也 的確 在 國內 引起 一些 迴響 首先 要 探討 的 是 關於 譯本 的 問題 曾 譯 湖濱散記 的
