left_word,target_word,right_word,context
必要,畢竟,健康,女生 需要 知道 男生 也 該 有 所 接觸 所以 我 認為 男生 也 有 上 護理課 的 必要 畢竟 健康 是 人人 都 需要 的 不過 我 認為 教官 和 老師 在 授課 時 本身 的 技巧
安排,畢竟,新生,床位 而 與 舊生 產生 爭執 他 認為 宿舍 幹部 的 處理 原則 是 儘量 協調 新生 接受 安排 畢竟 新生 若 執意 搬入 原先 的 床位 也 可能 發生 與 室友 相處 不合 的 問題 但 他
舉辦,畢竟,已經,公投 的 結果 都 是 決定 要 辦 王正 說 學生會 盡力 促使 今年 的 梅竹賽 能 順利 舉辦 畢竟 已經 兩 年 沒 辦 了 王正 解釋 歷年 來 梅竹賽 停辦 的 原因 通常 是 因為 兩
行動,畢竟,英雄,自己 的 希望 視為 別人 的 應該 一 有 不 滿意 的 地方 就 發起 激情 的 抗爭 行動 畢竟 英雄 好 當 實務 難 為 為 了 籌措 成立 多重 障礙 及 腦性 痲痺 兒童 發展 中心
校園,的確,做到,校方 以 維護 校園 安全 的 名義 要求 每 位 同學 一定 得 出示 識別證 才 能 進入 校園 的確 做到 學術 研究 的 保障 給 同學 與 教授 許多 獨立 的 思考 空間 可是 在 這 種
教育,的確,有,有 些 新聞系 學生 到 了 大三 大四 連 新聞稿 都 寫 不 好 可見 我們 的 新聞 教育 的確 有 危機 趙琰 轉述 天下 雜誌 發行人 兼 總編輯 殷允芃 曾經 說 過 的 話 說 天下 用人
台灣,的確,應,缺乏 一 個 供 藝文界 自由 表演 的 場地 十分 可惜 來自 波蘭 的 觀眾 魏多麗 也 認為 台灣 的確 應 開闢 一 個 藝術 特區 讓 更多 藝術界 人士 得以 發揮 雖然 這 次 活動 獲得 眾多
比數,的確,是,面談 後 五 位 遴選 委員 立即 投票 由 在場 的 教育部 次長 楊朝祥 及 吳三靈 當場 開票 比數 的確 是 三 比 二 政治 大學 的 男生 宿舍 位於 政大 後山 在 全 校 的 最高點 上
程度,的確,十分,將 責任 推給 學生 的 感覺 但 無可 否認 的 整 個 工程 的 品質 和 公開 的 程度 的確 十分 完善 而 和 溜冰場 幾乎 同時 啟用 的 攀岩場 則 是 由 登山社 社員 收集 資料 請教
體制,難免,令,到 現在 的 遺毒 在 提倡 校園 學術 研究 自由 的 同時 若 仍 保留 這 套 封建 體制 難免 令 人 懷疑 我們 自己 是 不 是 在 聯邦 調查局 上課 然而 校方 以 維護 校園 安全
過渡期,難免,會,大學 一 段 時間 訂定 新 的 學校 組織 規程 在 新 體制 和 舊 體制 交接 的 過渡期 難免 會 有 些 制度 不如人意 但 希望 同學 能 理性 的 與 學校 溝通 不要 將 自己 的
結婚,難免,會,家計 所以 他 在 婚前 曾 與 妻子 溝通 希望 她 能 包容 顧慶璋 認為 在 學生 時代 結婚 難免 會 因 雙方 家庭 的 壓力 而 徒增 不少 困擾 以 他 的 情形 而 言 另 一半
多,總是,實質,二 仟 元 車馬費 少輔會 主任 督導 陳貴英 說 大專 社團 財源 不 穩 這些 補助 雖然 不 多 總是 實質 的 希望 各 社團 正面 看待 北市 目前 依 行政區 畫分為 十二 個 少輔組 進行 各 區
則,有助於,國內,是 以 小 規模 與 基礎性 為 考量 小 規模 計畫 不 需要 太多 資金 投入 基礎性 計畫 則 有助於 國內 學術 教育 單位 交換 學生 教授 除了 歐美 國家 中研院 目前 也 開始 推動 與 東南亞 國家
