left_word,target_word,right_word,context
道賀,畢竟,幾,剛 過 了 三十 歲 生日 我 本來 想 送 禮物 給 她 或者 至少 打 個 電話 道賀 畢竟 幾 個 月 前 我 過生日 時 她 一早 就 從 辦公室 傳來 了 短信 再 說 三十
群,畢竟,這,人性 又 深怕 自己 在 未來 的 路 上 有朝一日 終於 會 成為 那 漠視 死亡 的 一 群 畢竟 這 是 我們 每 天 必需 面對 的 工作 啊 畢竟 這 是 我們 每 天 必需 面對
啊,畢竟,這,會 成為 那 漠視 死亡 的 一 群 畢竟 這 是 我們 每 天 必需 面對 的 工作 啊 畢竟 這 是 我們 每 天 必需 面對 的 工作 啊 聖誕節 前夕 你 的 電話 捎來 喜訊 我
唉,畢竟,你,信心 與 情感 你 陪 著 她 走過 結束 婚約 的 難堪 你 給予 她 呵護 與 承諾 唉 畢竟 你 愛 她 多過於 我 因為 這些 對 我 你 連 機會 都 從 未曾 給 過 你
蒜頭,畢竟,是,嚇阻 法式 的 蒜頭湯 還好 經過 熬煮 後 氣味 馴化 許多 不 像 生 蒜頭 那麼 強烈 不過 蒜頭 畢竟 是 蒜頭 獨特 的 味道 不會 完全 消散 因此 我 喜歡 吆喝 朋友 結伴 品嘗 蒜頭湯 要 臭
但,畢竟,又,了 而且 幹 得 有聲有色 連 西方 國家 都 為 之 驚訝 之後 他 又 拒絕 擔任 總理 但 畢竟 又 接受 了 處於 危境 而 不 消極 最近 甚至 展開 對 財閥 貝里佐夫斯基 的 鬥爭 這樣 看
處,畢竟,它,這 也 部份 解釋 了 為什麼 女性 信徒 不 覺得 這樣 的 性 輔導 有 什麼 不當 之 處 畢竟 它 的 動機 充滿 了 促進 信徒 婚姻 生活 美滿 的 正當性 它 的 過程 更 有 著
的,畢竟,還,特質 更 沒有 為 情 為 愛 可以 欲 生 欲 死 的 脫軌 生命 經驗 他 念茲在茲 的 畢竟 還 是 理性 的 想像 安排 以及 可以 作為 教本 教條 的 典範 格律 他 的 詩 欠缺
余光中,畢竟,從,種 積極 的 意欲 明說 的 衝動 雖然 對於 中文 字義 的 多 層 互 證 運用 純熟 余光中 畢竟 從 個性 最 深處 不 信任 真正 的 神祕 與 曖昧 我 真 想 在 中國 文字 的
我們,畢竟,生活,婦運 議題 的 一 個 基本 看法 但 在 收錄 的 文章 中 卻 無 描述 與 分析 我們 畢竟 生活 在 一 個 緋聞 細節 可 受 公審 並 詳 刊 於 報章 雜誌 的 時代 道德
