left_word,target_word,right_word,context
次,難得,的,參與 其中 還 有 各 大專 院校 音樂系 的 教授 如 唐鎮 李靜美 林玉卿 和 席慕德 在 這 次 難得 的 機會 中 國內 最少 機會 進修 的 法文 歌曲 處理 正好 得到 解決 學員 對 葛洛伯 的
色彩,畢竟,信念,的 浪漫 情意 這 似乎 解釋 了 為什麼 大部分 歷史 小說 都 洋溢 著 感傷 主義 和 地域 色彩 畢竟 信念 的 重建 需要 歷史 充當 屏障 來 抗拒 大蕭條 的 逼人 現實 當 電影 的 郝思嘉 在
朝暾,畢竟,遍,本 刊 驚風 忽 起 動 荒遐 北極 幽 露 噪 日 斜 殘 焚 終須 歸 大化 朝暾 畢竟 遍 天涯 殷紅 滴滴 蒼生 淚 綠 野 離離 新 世 花 借問 煙塵 誰 遁去 人 云
民代,的確,陽光法案,做假 虛報 新竹 市議會 副議長 何清田 即 反對 申報 認為 此 舉 侵害 個人 隱私權 影響 經商 的 民代 的確 陽光法案 對 民選 的 地方 首長 及 民代 相當 不利 蓋 目前 選風 敗壞 金權 政治 抬頭 參選
宓契爾,的確,偉大,揮瀟 至 全 世界 在 文學 的 世界 中 雖 是 通俗 文學 我們 也 不能 不 說 宓契爾 的確 偉大 而 郝思嘉 也 的確 該當 受到 人們 的 喜愛 與 歡迎 的 吧 曹鵬興 民國 80年 08月
也,的確,該當,文學 的 世界 中 雖 是 通俗 文學 我們 也 不能 不 說 宓契爾 的確 偉大 而 郝思嘉 也 的確 該當 受到 人們 的 喜愛 與 歡迎 的 吧 曹鵬興 民國 80年 08月 12日 星期一 0703 明天 又
自主,的確,讓,了 空 戈巴契夫 搞 改革 不僅 喪失 東歐 的 霸權 還 使 境 內 的 共和國 紛紛 獨立 自主 的確 讓 統一 的 大 帝國 不 像 統一 的 帝國 而 反 政變 的 葉爾辛 不僅 是 出身
支持,的確,奇妙,的 結果 而 採取 嚴厲 批 戈 的 態度 但 戈氏 失敗 的 改革 仍 能 獲得 人民 支持 的確 奇妙 陳葉祥 80年 08月 23日 0705 文化 追蹤 蘇聯 政變 失敗 范曾 喜 而 賦詩 積極 推動 改革
她,的確,是,少見 的 清裝戲 忙完 瀟湘秋夜雨 之後 郭小莊 又 要 馬不停蹄 的 演出 勘玉釧 這樣 的 忙碌 演出 對 她 的確 是 一 大 負荷 但 為 母校 的 慶典 演出 她 個人 也 覺得 意義 非凡 民國 七十五年
時,難免,忙,樁 逃漏稅案 正 值 海關 九月 一日 實施 新 的 通關 制度 前後 在 趕 單 派驗 之 時 難免 忙 中 有 出 差錯 但是 海關 也 不 排除 有 關員 查驗 不實 或 涉及 不法 行為
他們,總是,一逕,一邊 搖頭 白瑞德 這 是 個 什麼 男人 郝思嘉 又 是 個 多麼 可怕 的 女子 啊 而 他們 總是 一逕 吵吵鬧鬧 鬥 些 莫名 的 嘴 有 這 樣 的 愛情 嗎 而 郝思嘉 與 魏希禮 之間
氣候,有助於,台灣,藍騰銘 80年 08月 28日 獨立 運動 如火如荼 遂 一心 以為 鴻鵠 之 將 至 認定 國際 的 大 氣候 有助於 台灣 獨立 運動 的 發展 因此 不論 訴諸於 暴力 革命 手段 或 公然 鼓吹 制訂 台灣 共和國 憲法
