left_word,target_word,right_word,context
很,難得,的,那 有 讓 同學 出力 又 出錢 的 道理 更 荒謬 的 是 老師 居然 說 這 是 很 難得 的 機會 是 一 種 向心力 團隊 精神 的 表現 豈不 令 人 覺得 可笑 豈不 令 人
幫助,畢竟,補助,會 特別 注意 申請 經費 的 活動 項目 考慮 舉辦 這 類 活動 對 社團 發展 是否 有 幫助 畢竟 補助 經費 的 目的 在 希望 同學們 把 活動 辦好 而 不 是 養成 辦 活動 就 向
說,畢竟,這,距離 對於 文建會 沒有 邀請 部落 的 長老 童春慶 表示 無奈 清華 大學 通識 教育 中心 副教授 謝小芩 說 畢竟 這 是 四十多 年 來 官方 第一 次 舉辨 此 類 會議 沒有 辨法 立刻 匯整 各 方
選修,畢竟,中山,認為 國文 中國 現代史 與 中國 通史 的 課程 皆 有 其 必要性 但 中山 學說 可以 改成 選修 畢竟 中山 學說 所 教授 的 內容 是 強調 對 國家 的 認知 因此 是 些 對 這 方面
標準,畢竟,每,學生 的 學習 效果 是 不 恰當 的 可以 按 各 課程 的 需要 來 設計 成績 評鑑 標準 畢竟 每 一 門 課程 不 只 有 理論 部分 要 了解 像是 一些 研究 方法 資料 蒐集 整理
酒,的確,是,因 心情 不 好 喝 點 酒 發洩 一下 東吳 大學 化學系 三年級 王孝安 表示 剛 開始 喝 酒 的確 是 因為 好奇 同學 之間 有 誰 心情 煩悶 大伙 第一 個 念頭 就 是 去 喝 酒
上,的確,比較,上 錄音 以便 全 盲 學生 課 後 復習 特教系 二年級 的 聽障生 林宜玲 表示 聽障生 在 學習 上 的確 比較 不 方便 但 不 表示 聽障生 比 正常 學生 的 能力 差 上課 時 必須 很 注意
科目,的確,不須,彈性 邱耀顯 認為 學校 本身 有 自主 能力 加上 各 系所 發展 並 不 相同 有些 專業 必修 科目 的確 不須 硬性 規定 但 共同 必修 科目 是 為了 培養 大學生 的 人文 素養 即使 以後 交由 學校
空間,的確,不,可 提出 更 好 的 方式 來 解決 台大 管理 學院 院長 林煜宗 答覆 管理 學院 目前 使用 空間 的確 不 夠 這 是 當初 規劃 太 小 所 致 我們 希望 能 將 國防部 占用 的 土地
聚會,總是,免不了,個 念頭 就 是 去 喝 酒 後來 漸漸 變成 一 種 習慣 似乎 只要 同學 之間 的 聚會 總是 免不了 帶 些 酒 助興 文化 大學 會計系 二年級 丁平碩 說 他 喝 酒 的 動機 很 極端
旅行社,總是,要,顧客 的 了解 程度 來 選擇 旅行社 蕭昭遠 表示 選擇 旅行社 不能 只 由 價錢 來 決定 因為 旅行社 總是 要 賺錢 價錢 若 壓 得 太 低 就 不一定 能 保證 旅遊 品質 一般來說 交通費 是 比較
墓園,總是,與,之 地 結合 徐敏書 指出 其實 生 死 是 循環 的 過程 一般人 對 死 的 畏懼 使 墓園 總是 與 生 者 分開 他 的 構想 是 讓 公共 設施 位於 墓葬區 和 住宅 區間 有 過渡
也,有助於,促進,參與 及 表達 意見 的 機會 製作 報導 原住民 新聞 的 節目 不僅 彰顯 公視 設立 的 精神 也 有助於 促進 原住民 社會 資訊 的 流通 希望 從 原住民 的 觀點 出發 建立 主體 意識 開創 原住民族 文化
