left_word,target_word,right_word,context
個,難得,的,滿意 山谷 把 它們 融合 在一起 組成 了 一 個 旋律 追蹤 追蹤 熊貓 老天 作美 給 了 個 難得 的 好天氣 連 大 山 也 懂得 了 我們 的 心思 今天 的 考察 項目 追蹤 大 熊貓
很,難得,有,兼課 過 那 全 班 五十幾 個 同學 我 問下來 的 結果 大概 有 三十幾 個 他 從小到大 很 難得 有 機會 跟 父母 一塊 吃飯 甚至於 連 周末 假日 都 不見得 看 得 到 那 有的 是
手足,難得,我,你 自己 的 身體 四肢 一樣 希望 大家 好好 地 維繫 這 份 緣分 好 謝謝 陳 女士 手足 難得 我 覺得 這 父母 有 責任 很 可惜 是 很多 人 忘記 了 說 給 他 手足 然後
了,難得,放,打油詩 為 人 父母 者 一定 會 舉 雙手 贊成 的 但是 青少年 朋友 就 很 難 同意 了 難得 放 個 假 窗 外 是 海闊天空 誰 肯 蹲 在 家 裡頭 孵 豆芽 但是 可憐 在
今天,難得,請到,有的 當 外交官 的 企業家 的 老師 的 律師 的 還有 講 現在 談 太 早 的 我們 今天 難得 請到 了 三 位 特別 來賓 我們 可以 請教 他們 一下 小時候 的 志願 和 現在 從事 的
真是,難得,見到,湖 邊 有 各 種 顏色 的 青蛙 還 有 很多 水蜻蜓 有的 在 點水 有的 在 飛翔 真是 難得 見到 的 景色 我們 繞過 湖 邊 來到 森林 徒步區 我 和 妹妹 奔跑 在 小道 中 追逐
泥炭蘚,畢竟,有限,事 胡 老師 已 將 泥炭蘚 擠出 的 水 滴到 鍋 中 夜 黑 山 陡 找到 的 泥炭蘚 畢竟 有限 但 飯 是 煮好 了 雖然 飯 粒 碰 得 鍋鏟 砰砰 響 直到 風捲殘雲 地 將
那,畢竟,是,作曲家 戈麥斯 利亞諾 譜寫 的 查普爾特佩克 的 小 熊貓 風靡 一時 然而 從 科學 的 意義 上 說 那 畢竟 是 我們 嫁出去 的 女兒 又 還 是 在 人工 飼養 的 條件 下 怎麼 也 無法 與
保護區,畢竟,是,好 的 李 家 溜溜 的 大姐 還是 使 人 心 中 怏怏 然而 寶興縣 的 蜂桶寨 自然 保護區 畢竟 是 我們 行程 中 必須 到達 的 地方 此 行 考察 小涼山 大小相嶺 自 七十年代 箭竹 開花 枯死
因素,畢竟,隔,其 肥膩 滑潤 與 國產 鰣魚 相比 不但 毫無 遜色 似乎 還 略勝一籌 當然 這裡 難免 有 心理 因素 畢竟 隔 了 十幾 年 沒 吃 過 啦 一家人 圍 著 兩 盆 鰣魚 邊 吃 邊 閒談
