left_word,target_word,right_word,context
經驗,難得,還,不致 太 大 有些 國外 旅客 看到 平常 有如 白晝 的 機場 變 得 昏昏暗暗 還 直 呼 經驗 難得 還 直 呼 經驗 難得 海軍 退伍 士官長 宋錫玉 二日 上午 持刀 前往 左營區 崇實 新村 內 先後
經驗,難得,海軍,旅客 看到 平常 有如 白晝 的 機場 變 得 昏昏暗暗 還 直 呼 經驗 難得 還 直 呼 經驗 難得 海軍 退伍 士官長 宋錫玉 二日 上午 持刀 前往 左營區 崇實 新村 內 先後 將 其 兩 位 外甥女
屬,難得,因此,與 過去 我們 自己 的 歷史值 相較 屬於 偏低 但 衡諸 國際 經濟 環境 這樣 的 成長率 已 屬 難得 因此 建議 應該 以 平常心 看待 無需 過分 驚慌 這樣 的 說法 值得 重視 畢竟 信心 是 最
地圖,畢竟,已經,通過 網頁 螢幕 來 探 觸 文學 世界 的 體溫 不過 網際網路 架設 出來 的 新 的 傳播 地圖 畢竟 已經 是 二十一世紀 必然 要 走 的 路徑 在 文學 嘗試 進入 網路 建立 新 的 傳播 通路
這,畢竟,還,新 的 文學 就 比較 不會 是 遠處 人家 幽徑 難 尋 難 覓 的 事 了 不過 這 畢竟 還 只是 開始 還 只是 一 把 微 火 台灣 的 文學 傳播 從 八年代 之後 隨著 台灣
情,畢竟,把,的 全民 開講 和 各式各樣 節目 的 熱烈 討論 後 心 中 頓時 生出 一 股 厭惡 之 情 畢竟 把 政治 人物 比做 金庸 筆下 的 各 式 人物 都 破壞 了 各 個 角色 所 帶給
重視,畢竟,信心,的 成長率 已 屬 難得 因此 建議 應該 以 平常心 看待 無需 過分 驚慌 這樣 的 說法 值得 重視 畢竟 信心 是 最 重要 的 如果 我們 對 自己 沒有 信心 恐 將 不利 未來 的 發展 我們
一笑置之,畢竟,蛇,蛇 則 會 乾旱 成 災 可是 在 科學 發達 的 今日 對於 這 種 記載 也 只有 一笑置之 畢竟 蛇 也 有 牠 可愛 的 一面 我們 何不 從 另 一 個 角度 來 看 它 呢
危機,的確,令,下 俄羅斯 金融 風暴 應該 不會 拖 太 久 德意志 銀行 首席 經濟學家 沃特 NorbertWalter 指出 俄羅斯 金融 危機 的確 令 大家 憂心 俄羅斯 有 強大 的 核子 武器 在 政治 上 和 地理 上 的確 是 一
上,的確,是,俄羅斯 金融 危機 的確 令 大家 憂心 俄羅斯 有 強大 的 核子 武器 在 政治 上 和 地理 上 的確 是 一 個 大國 可惜 在 經濟 規模 上 還是 一 個 小 國 俄羅斯 的 市場 經濟
