left_word,target_word,right_word,context
行走,的確,是,的 現況 來 看 對 盲胞 而 言 單 靠 一 根 枴杖 在 車水馬龍 的 路 上 行走 的確 是 相當 危險 的 目前 在 市立 圖書館 大同 分館 擔任 點字員 的 曾幸榮 夫婦 表示 盲人 外出
導盲犬,的確,為,有 一萬 隻 導盲犬 英國 約 有 四千 隻 而 鄰近 的 日本 也 有 七百一十五 隻 這些 導盲犬 的確 為 盲胞 帶來 許多 方便 及 益處 我國 在 九月 十三日 引進 第一 隻 已 有 專業 資格
方面,的確,曾,開門見山 找 高 溝通 高 說 是 參選 張豐緒 不再 連任 的 體總 會長 但是 劉世珍 指出 有關 方面 的確 曾 評估 由 現任 國際 奧會 委員 吳經國 參照 大陸 奧會 主席 何振梁 兼 國際 奧會 副主席 的
情形,的確,屬實,有 什麼 不法 的 內情 甚至 官 商 勾結 之 事 經 實地 了解 居民 所 反應 的 情形 的確 屬實 附近 確實 有 大 批 垃圾 堆積 氣味 相當 難聞 而且 該 正 待 拆除 的 建築物
也,的確,佔據,批 垃圾 堆積 氣味 相當 難聞 而且 該 正 待 拆除 的 建築物 尚 待 處理 的 廢棄物 也 的確 佔據 了 道路 且 幾乎 佔掉 了 一 個 車道 造成 行路 的 非常 不便 經 向 縣
影響,的確,是,少年 犯罪 的 生態 都 因 吸安 人數 的 上升 而 有所 改變 少輔會 督導長 吳嫦娥 指出 相互 影響 的確 是 少年 吸安 的 主要 因素 之 一 在 所有 犯案 的 少年 個案 中 有 四成 左右
中間,的確,兩難,對 該 處 遲遲 未 能 送交 大截彎段 核銷 預算 資料 而 提出 糾正 該 處 夾 在 中間 的確 兩難 不 知 該 如何 處理 地政處 官員 表示 經 調查 結果 若 發現 該 案 確實 有
要求,難免,會,以 名 錶 首飾 這些 看 得 到 的 行頭 為主 周遭 客戶 對 自己 得體 穿著 的 要求 難免 會 使得 這 方面 的 消費 增加 不過 我 個人 對 衣著 的 要求 還是 以 其 剪裁
黑熊,總是,穿,我們 的 國家 快速 進入 資訊 時代 躋身 國際 舞台 扮演 重要 角色 台灣 黑熊 憨傻 的 台灣 黑熊 總是 穿 著 白色 V字領 的 黑色 毛衣 在 森林 中 走來走去 在 寓言 故事 中 人 們 遇到
旺,總是,出,拜拜 時 和 民眾 最 大 的 不同 就 是 不能 以 鳳梨 當 供品 以免 病人 越來越 旺 總是 出 不 了 院 台大 醫院 心臟 外科 過去 就 曾 發生 過 醫院 在 中元 普渡 時
開刀,總是,特別,普渡 時 歐巴桑 不 小心 買 了 鳳梨 犯 了 大 忌 結果 那 一 段 時間 醫師 開刀 總是 特別 不 順利 病人 接二連三 過世 醫院 人員 認為 種種 傳說 多 是 外界 穿鑿附會 中元 普渡 的
後,總是,拖拖拉拉,的 惟 美中不足 電聯車 自動門 比 其他 列車 寬敞 得 多 鐵路局 未 善加 利用 在 車子 進站 後 總是 拖拖拉拉 不能 掌握 時間 使 乘客 如 急驚風 遇上 慢郎中 宜 加以 改善 新竹 縣市 新聞 竹縣 光明一路
時,總是,以,的 手術 結合 膽囊 切除 與 腹腔鏡 檢查 等 兩 個 收費 項目 目前 一般 醫院 在 申報 時 總是 以 傳統 手術 申報 把 膽囊 切除 六千 元 和 腹腔鏡 檢查 三千 元 加起來 申報 但是 醫師
更,有助於,促進,處 馳名 國內外 觀光 據點 成立 辦事處 有益於 地方 觀光 且 民意 支持 設置 辦事處 方便 東部 民眾 更 有助於 促進 東部 機場 延伸 計畫 局長 洪健雄 表示 將 就 設置 一 事 的 可行性 深入 研究 北
