left_word,target_word,right_word,context
10年,難得,一,特有 韻味 出色 演技 在 日劇 唇膏 美人 的 演出 給 觀眾 鮮明 印象 讓 她 有 戲劇界 10年 難得 一 見 的 人才 的 高 評價 日本 知名 音樂人 小室哲哉 昨天 透過 經紀 公司 吉本興業 發送 傳真
但,畢竟,沒有,的 褲管 顯得 空盪盪 的 令 人 好不 心痛 我 對 母親 說 父親 雖然 走 得 匆忙 但 畢竟 沒有 受到 什麼 痛苦 且 在 他 有生之年 生命 都 是 忙碌 且 充實 的 沒 經過 老
亂倫,畢竟,姊弟,天 兩 人 突然 覺得 來電 了 怎麼辦 沒想到 周渝民 竟然 很 認真 的 說 我 不 敢 亂倫 畢竟 姊弟 一 場 啊 讓 友人 笑彎 了 腰 仔仔 周渝民 貴 公子 難當 頂 著 攝氏 三十五
品質,的確,沒有,和 健保局 宣稱 國產藥 不 等於 劣質 藥 品質 沒有 問題 試圖 安定 民心 然而 若 國產藥 的 品質 的確 沒有 問題 何以 健保 開辦 八 年 以來 竟然 長期 任由 醫院 和 藥商 選用 進口藥 而 不
話,的確,不錯,無能 衛生署 聲稱 降價 的 進口藥 是 專利 過期 的 藥品 市場 行情 本來 就 應 降價 這 話 的確 不錯 但 問題 在於 醫院 要求 的 藥價差 如果 降 不 下來 衛生署 硬性 規定 降價 的 結果
廣告,的確,是,安全 距離 以免 影迷 當場 醋勁 大發 殃及 無辜 李威 笑稱 自己 本來 就 愛 運動 代言 運動鞋 廣告 的確 是 正中下懷 而 赴 廣州 開 記者會 為 名牌 代言 運動鞋 造勢 面子 大 的 他 掀起 威迷
坦承,的確,有,更動 男 藝人 未來 要 上 周日 八點黨 恐怕 會 越來越 難 華研 的 宣傳 統籌 應慧玲 則 坦承 的確 有 推 張智成 上 八點黨 不過 最後 卻 因為 雙方 時間 都 沒有 辦法 配合 才 作罷 唱片
人生,難免,有,之間 可 化為烏有 人生 無常 我們 能夠 擁有 什麼 我們 無法 預防 洪水 我們 只 能 建造 方舟 人生 難免 有 挫折 妳 是 用 什麼 樣 的 態度 面對 回想 過去 的 婚姻 好像 有 一 條
生命,總是,充滿,是 樣樣 令 他 放心 社會 快速 的 變遷 也 常 令 他 感慨 萬千 但 父親 對 生命 總是 充滿 希望 活 得 非常 起勁 在 一 個 冬日 暖陽 的 午後 父親 在 家 中 院子
時,總是,快速,五 位 成員 也 是 稱職 的 活動 宣傳 好手 前 兩 年 當 他們 現身 開幕 典禮 時 總是 快速 帶動 全 場 熱烈 的 氣氛 比賽 期間 同樣 身為 高中生 的 成員 們 也 經常 到場
空姐,總是,圍繞,天下 不會 開 飛機 竟 能 成為 著名 航空 公司 的 副機長 而 一 群 美麗 性感 的 空姐 總是 圍繞 在 他 身邊 昨天 該 片 舉行 首映 王力宏 擔任 來賓 在 現場 小 秀 一 段
照片,有助於,防止,人類 崇高 的 愛心 擔任 戰地 拍攝 工作 時 抱 著 理想 主義 思想 希望 殘酷 戰爭 的 照片 有助於 防止 戰爭 再度 爆發 這 是 他 要 完成 這 使命 的 最 大 動力 從 嚴肅 的
是,有助於,豐富,小說 散文 詩歌 戲劇 等 的 吟誦 遊 山水 多 旅遊 多 接觸 壯麗 的 景觀 這些 都 是 有助於 豐富 感性 思維 的 內涵 體驗 越 多 日後 作品 的 感性 表現 就 越 充實 越 敏銳
即,有助於,了解,當然 必 需要 先 了解 自然界 中 的 各 種 循環 現象 例如 炭 和 氧 的 循環 即 有助於 了解 所 拍到 的 珊瑚礁 化石 的 形成 知道 那 是 在 循環 過程 中 炭 脫離 生物
將,有助於,解說,現象 這些 自然界 的 循環 現象 生態 攝影 者 如 能 以 自己 建立 的 系統 拍攝成 照片 將 有助於 解說 探索 生物 世界 也 可以 深刻 的 分析 自然 把 複雜 的 循環 現象 從 簡單 的
將,有助於,大家,已 漸漸 有 了 改變 因此 以 攝影 作品 的 方式 表現 自然界 的 各 種 生態 現象 將 有助於 大家 對 生態 環境 的 認知 在 最早 農耕 時代 的 人類 由於 所 需要 的 食物 不
