left_word,target_word,right_word,context
碗筷,難得,的,起伏 怎麼 會 變成 這樣 呢 他 喑啞 了 聲音 說 妻子 也 嘆 口 氣 起來 收 碗筷 難得 的 全家福 竟然 落得 破裂 收場 兒子 有 半 年 之 久 流浪 在外 毫無 音訊 聽 他
些,難得,的,倩影 僅管 如此 我 還是 得 勸 妹 想開 點 妹 雖 外貌 比不上 同學 可 著實 有 些 難得 的 氣質 妹 的 個性 開朗 親切 的 笑容 又 有 人緣 都 是 我 所 沒有 的
這麼,難得,那,種 同情 的 眼光 看 我 好 不 好 小如 的 話 打斷 了 她 的 思緒 喔 這麼 難得 那 妳 到底 找 我 幹嘛 佩 有點 好奇 的 問 城 說 明後天 要 出去 玩 她
但,畢竟,紙,書記 何承華 竟然 在 電話 中 欺騙 周 說 甘肅 農民 連 大餅 油條 都 吃 不 完 但 畢竟 紙 包 不 住 火 甘肅 餓死 人 的 事 傳到 了 北京 於是 中央 監委 副書記 錢瑛
想,畢竟,成長,拍拍 她 的 肩膀 她 是 該 好好 發洩 了 就 讓 她 哭 個 夠 吧 他 想 畢竟 成長 是 需要 一些 磨難 的 民國 七十五年 九月 我 今天 好 早 就 起床 囉 因為 是
範圍,畢竟,資訊化,仍 有待 努力 此外 他 並且 建議 除了 學術 單位 之外 可 將 這些 系統 推廣到 校園 等 範圍 畢竟 資訊化 是 未來 的 趨勢 中文 資料庫 的 普及 是 大眾 共同 的 心願 會場 的 左 半
自己,的確,有,才 知 是 因為 她 那 個 如花似玉 的 好 同學 其實 第一 次 見到 妹 的 同學 自己 的確 有 些 驚 豔 人家 說 的 輔大 出 美女 果然 不 是 隨口 之 語 由於 妹
內,難免,有,測試 確定 無誤 惟 SUN490 預計 在 本 二 月底 至 下 三月 初 停機 更新為 690 短期 內 難免 有 所 不便 待 更新 完成 及 運作 穩定 之後 兩 個 月 3B4000 上 的 全 文
她們,總是,答說,義工 她們 每 天 從 醫院 回來 精舍 我 都 會 問 疲倦 嗎 辛苦 你們 了 而 她們 總是 答說 不會 啦 師父 我們 很 歡喜 做 其實 她們 真的 很 累 但是 因為 有 歡喜心 所以
等待,總是,出於,你 父親 拿 刀 殺 你 時 就是 證明 了 他 愛 你 寬宏 的 度量 無悔 的 等待 總是 出於 旁觀 者 你 的 父親 是 做 不 到 的 因為 你 不 是 他 的 個案
位子,總是,換來換去,右手 邊 較 小 的 枝幹 作 她 的 寶位 弟弟 最 小 所以 他 沒 得 選 位子 總是 換來換去 雖 顯 雜亂無章 卻 又 亂 中 有 序 每 個 人 都 有 各自 的 領土
人們,總是,查詢,性質 相同 或 相近 的 文書 集合 成群 它 的 理由 即 是 所謂 的 群集 假說 clusterhypothesis 人們 總是 查詢 同 性質 的 全 文 資料 因 此 群集 可以 加快 檢索 速度 群集法 所 牽涉到 的
應該,有助於,品質,此外 良好 的 採購 品質 可以 減少 維修 的 工作 中心 可 提供 採購 規格 供 大家 參考 應該 有助於 品質 的 控制 二 軟體 方面 八十一年 五月 間 中心 辦 了 一 次 全 院 個人 電腦
一些,有助於,同仁,五日 出刊 適逢 清明節 連假 故 提前 於 本 週四 41 出刊 此外 中心 近年 來 逐步 引進 一些 有助於 同仁 研究 工作 的 基礎 工具 並 組合成 軟體 工具箱 稱為 ASPACK AcademiaSinicaPackage 為 使 同仁 對 ASPACK
