left_word,target_word,right_word,context
而,難得,的,就 是 你 有 你 的 自由 來 決定 你 要 做 的 事 這 是 多麼 嚴肅 而 難得 的 時刻 這 位 已 是 神父 的 人口 販子 含 著 懷 著 複雜 的 心情 慢慢
極,難得,的,的 面子 問題 恐怕 那 原 預備 放棄 的 地區 不但 不能 起死回生 還 會 失去 一 個 極 難得 的 優秀 人才 但是 決策 單位 又 顧及 主管 已經 答應 的 不宜 隨意 否決 有損 威信 改
一年到頭,難得,與,意外 之 事 大概 只有 帶 外賓 參觀 時 他 才 會 駕臨 現場 秀 一 秀 否則 一年到頭 難得 與 員工 打 幾 個 照面sponom 日本 女 經營士 岡本久治 曾經 來 臺 訪問 臨行 前 提出 了
個,難得,下雨,了 寶貴 的 生命 及 幾百 年 建立 起來 的 心血 原本 大家 都 以為 南加州 是 一 個 難得 下雨 的 地方 沒想到 雨勢 一 來 卻 不可收拾 這 讓 我 想起 民國 八十年 七 八月 間
很,難得,下雨,下雨 新聞 報導 中 還 說 美國 有 一 首 歌 南加州 從不 下雨 可見 那兒 真的 是 很 難得 下雨 而且 還 被 編成 歌 來 唱 但是 誰 料 得 到 難得 下雨 的 地方 竟然
到,難得,下雨,可見 那兒 真的 是 很 難得 下雨 而且 還 被 編成 歌 來 唱 但是 誰 料 得 到 難得 下雨 的 地方 竟然 也 會 鬧 水災 其實 人 身體 內 有 逐漸 累積 的 病源 宇宙
真是,難得,我,孩子 送 父親 去 做 復健 他 實在 很 乖 現在 很 少 有 這樣 孝順 的 孩子 真是 難得 我 離開 病房 在 走廊 上 遇到 了 這 個 孩子 正 要 送 他 的 父親 回
非常,難得,的,人 參加 盛會 他們 說 在 美國 辦 此 種 慈善 晚會 得到 如此 熱烈 的 響應 是 非常 難得 的 所以 傳真回來 報告 他們 的 成果 與 喜悅 同 一 個 時刻 不同 的 地點 慈濟人 常
而,畢竟,我,是 有限 的 她 只是 以 這 個 職業 來 表現 她 的 生命 是 不 夠 的 而 畢竟 我 只 是 她 的 顧客 而已 所以 我們 對 他人 的 了解 始終 是 隔 一 層
策,畢竟,博愛,出於 私心 而是 明白 人 的 自然 情感 有 其 一定 限度 只有 循序漸進 才 是 上上 之 策 畢竟 博愛 世人 只 是 一 個 理想 具體 實踐 仍 須 由 親近 之 人 著手 然後 自我
企業人,畢竟,在,的 發達 促使 從事 工商業 的 人口 越來越 多 雖然 我們 廣泛 的 將 現代人 稱 之 為 企業人 畢竟 在 一般 的 感覺 裡 仍 期望 企業界 的 人 能 更 有 內涵 更 能 充實 力量
占有率,畢竟,起步,努力 市場 自然 擴展 好幾 倍 奇異 公司 就 以 市場 老大 的 身分 攫取 廣大 的 市場 占有率 畢竟 起步 晚 的 公司 多少 要 替 別人 打天下 的 奇異 本身 正 是 製造 大 餅 的
市場,畢竟,撒網,靠 人 的 策略眼 和 努力 來 達成 的 釣魚池 的 啟示 就 是 要 我們 了解 目標 市場 畢竟 撒網 事 小 魚兒 多 不 多 才 是 企業 生存 利基 之 所在 利用 別人 的 輪子
滋味,畢竟,日理萬機,權力 結構 的 表面 現象 總經理 好似 威風 十足 不可一世 的 代表 因此 人們 喜歡 嘗嘗 權力 的 滋味 畢竟 日理萬機 握有 調兵遣將 的 大權 仍 是 少數 人 的 專利 然而 幾乎 沒有 人 去 深入 探究
企業,畢竟,不,總經理 就 是 總苦力 意即 要 費盡 心力 既 勞心 又 勞力 方 能 總 其 成 經營 企業 畢竟 不 是 辦 家家酒 願 有志 創 大業 的 人 先 要 有 當 總苦力 的 決心 方
主管,畢竟,不,藉著 時間 的 歷練 和 修養 他 可以 在 某 方面 有 所 成就 或 號稱 權威 但 主管 畢竟 不 是 演員 他 是 個 導演 他 不能 只 演 某 一 種 角色 不能 只 顧念
打敗,畢竟,企業,或 誤信 你 已 建立 了 不可 取代 的 企業 王國 否則 最後 你 將 被 新 強 打敗 畢竟 企業 的 競爭 是 永 無止境 的 本 書 藉著 曾經 發生 的 事例 來 說明 企業 成功
適當,畢竟,有,與 財 是 相通 的 所以 筆者 認為 招財進寶 若 改成 招 才 進 寶 意義 將 更為 適當 畢竟 有 人才 就 有 事業 人才 才 是 事業 與 財富 的 真正 締造 者 在 日本 的
管理,畢竟,是,是 人 的 集合體 人際 關係 技巧 在 很多 情況 下 是 比 專業 技巧 還要 重要 的 管理 畢竟 是 群策群力 的 行為 領導 統御 與 團隊 精神 的 培育 需要 有 高度 的 人性 技巧 筆者
