left_word,target_word,right_word,context
歌手,難得,要,場合 接近 偶像 甚至 屢屢 聽到 偶像 免費 高歌 花錢 看 演出 的 意願 自然 不 高 若是 歌手 難得 要 辦 演唱會 但 演唱會 場地 卻 又 不 理想 例如 在 中山 足球場 一邊 看 演唱會 一邊
忙碌,難得,回家,沒 人 知 屍體 被 狗 啃光 的 我 若有所思 的 回答 兒子 在 外地 讀 大學 功課 忙碌 難得 回家 以後 有 了 自己 的 家 更 不 太 可能 和 媽媽 跟 前 跟 後 長相左右
難,畢竟,木頭型,吳建豪 朱孝天 李威 林佑威 等 人 近 半 年 出現 的 帥哥 想 承接 前輩 氣勢 已 愈來愈 難 畢竟 木頭型 的 帥哥 看多 了 觀眾 會 感覺 疲乏 注意力 降低 何況 這 幾 位 前輩 如果 沒有
牛排,的確,與,功成身退 了 主角 牛排 一 上桌 陣仗 立刻 不 一樣 特製 的 鋁合金盤 擺上 滋滋 作響 的 碳烤 牛排 的確 與 其他 牛排館 使用 的 鐵 盤子 不同 服務生 同時 端出 配菜 其中 包括 奶油 大蒜 粒 焗
她,總是,有,加 研磨 咖啡 只要 30 元 自從 十三 年 前 認識 她 到 現在 每 回 看到 她 她 總是 有 做 不 完 的 家事 起先 我 以為 只有 我 回去 看 公婆 的 時候 她 才
婆婆,總是,說,大大小小 的 事 現在 她 的 小孩 大 了 沒有 一 個 聽 她 的 小孩 變壞 了 婆婆 總是 說 小孩 的 媽 從來 不 管 小孩 而且 她 只有 小學 畢業 當然 也 不 知道 要
表現,總是,完美無缺,滿 1500 元 送 精巧 化妝包 滿 2500 元 即可 獲贈 秋冬 流行 提包 歌手 螢幕 上 的 表現 總是 完美無缺 但是 出 了 螢幕 他們 私下 的 鏡頭 或許 才 是 歌迷 最 有 興趣 的 內幕
但,總是,在,雖 長 他 的 影迷 卻 看 得 目不轉睛 在 月之海 時期 SUGIZO 會 搞笑 人緣 又 好 但 總是 在 主唱 河村隆一 的 光環 之下 因此 一旦 有 了 電影 的 發揮 他 不再 只 是 濃妝豔抹
先生,總是,無悔,繳交 利息 外 尚 需 應付 需索無度 的 公婆 及 先生 的 兄弟 姊妹 現在 想起來 真是 不可思議 先生 總是 無悔 的 扮演 他們 的 土地公 有求必應 而 我 卻 成 了 沒有 思緒 沒有 靈魂 的 賺錢
我,總是,必須,個 月 只 有 五千 元 的 零用錢 還要 含 水電 瓦斯 電話費 每 次 晚上 同事 聚會 我 總是 必須 回家 帶 小孩 那 為什麼 我 要 堅持 下去 呢 除了 養家活口 讓 我 堅持 下去 的
