left_word,target_word,right_word,context
很,難得,插,這樣 聊 起 一家人 過往 的 回憶 卻 仍 只 能 像 個 外人 聽 著 大夥兒 唧唧喳喳 很 難得 插 得 上 嘴 靜默 的 時候 我 很 自然 地 想起 了 我 父母 的 那 一
是,難得,的,山村 蕃仔林 的 主食 是 番薯 甚至 乾 啃 生吃 能 吃到 加 少許 番薯 的 白米飯 已 是 難得 的 享受 貴客 臨 門 頂多 加 個 蘿蔔絲 煎蛋 炒蕃豆 及 小 魚乾 唯有 逢年過節 或 家
與否,畢竟,長期,的 問 了 同行 台權 會長 Peter 一 個 幼稚 的 問題 如何 能 判定 人家 的 無辜 與否 畢竟 長期 的 人權 工作 的 主要 動力 不 是 該 源於 如此 嗎 Peter 這 位 我 久仰
我,畢竟,安心,竟是 他 的 尿液 是 未 竟 的 遺言 我 沒有 告訴 他 要 火化 他 害怕 嗎 我 畢竟 安心 沒有 虧待 他 燒出 的 骨頭 是 粉紅色 十九 歲 的 他 骨本 依然 完好 帶 著
特別,畢竟,原住民,顯然 是 有 特殊 意義 的 而 這 個 意義 也 唯有 在 原住民 族群 中 才 顯得 特別 畢竟 原住民 文學 是 臺灣 文學 中 重要 的 一 部分 過去 或許 缺席 如今 卻 逐漸 有 後來居上
出發點,畢竟,不同,作家 以 山地 和 原住民 為 題材 的 作品 固然 也 有 但 基本 上 的 觀點 與 出發點 畢竟 不同 我們 知道 文學 能 反映 歷史 事實 也 能 反應 社會 問題 文學 與 歷史 不只 是
面,畢竟,原住民,反抗 的 內涵 最後 的 獵人 即 是 一 例 不過 原住民 文學 亦 有 可愛 的 一 面 畢竟 原住民 文學 就是 真實 的 反映 原住民 內心 的 感受 由於 社會 文化 整體 結構 上 的 弱勢
發展,畢竟,他們,原住民族 之 人權 與 定位 政府 都 應該 以 一視同仁 的 心情 去 扶持 原住民 的 生存 與 發展 畢竟 他們 都 是 未來 新 臺灣人 的 主要 成員 之 一 這 也 是 今後 的 歷史學界 所
震撼,畢竟,是,議題 在 其他 書 中 也 看 過 但 感覺 上 卻 沒有 本 書 來得 深刻 和 震撼 畢竟 是 出自 瀕臨 死亡 者 倒數 計時 之 際 之 肺腑之言 真實 的 感受 總是 較 易 引起
迷戀,的確,人類,的 真理 這 是 一 本 小 聖經 讓 那些 準備 接受 真理 的 人們 去 閱讀 去 迷戀 的確 人類 在 紛亂 的 世界 中 實 需 尋求 一 個 能 讓 心靈 憩息 的 場所 化
蛻變,的確,先知,了 他 的 世界 之後 就 會 跟隨 他 開始 了 一 種 溫柔 而 又 緩慢 的 蛻變 的確 先知 穿越 了 時空 與 年代 的 藩籬 建構 人 最 偉大 的 真理 就 如同 閃亮 的
了,的確,不可思議,的 關係 情況 更 慘 人血 少 了 皮膚 乾燥 發硬 跳蚤 刺 不 進去 吸血 於是 餓死 了 的確 不可思議 為了 活下去 蕃仔林 村民 幾乎 已 不顧 尊嚴 淪落到 不擇手段 的 地步 特別 是 番薯 不 夠
有時候,難免,因為,塑膠 蝙蝠 孤獨 白 隨 當時 的 心情 而 定 我 一 天 總得 換上 好幾 雙 拖鞋 有時候 難免 因為 眼花 或 一時 的 疏忽 而 穿錯 左腳 踏 著 空虛 右腳 覆蓋 的 卻 是 寂寞
中,難免,會,統治 一方面 卻 又 頌揚 共產黨 的 領導 對於 共黨 的 愛恨 交織 使 她 在 敘事 過程 中 難免 會 陷入 矛盾 之中 或許 當代 的 中國 大陸 變遷 本身 就是 矛盾 重重 使得 著者 也 難以
仍,難免,會,作品 當然 不 是 只有 田雅各 的 作品 例如 鍾肇政 也 寫 過 獵 熊 的 人 但是 仍 難免 會 站 在 漢人 平地人 的 經驗 去 敘述 難以 深入 描述 狩獵 對於 原住民 的 意義 例如
也,難免,流落,活動 從此 被 剝奪 了 平地人 無視於 原住民 的 權利 莫此為甚 伐木 狩獵 等 謀生 方式 既然 行不通 也 難免 流落 城市 去 謀生 了 做工 或 出賣 肉體 一般人 對於 原住民 的 觀念 總是 非常 吳鳳式 的
中,難免,呈現出,整體 人口 與 力量 居於 絕對 的 弱勢 所以 不免 有 更多 艱辛 困頓 的 遭遇 因而 作品 中 難免 呈現出 諷刺 或者 反抗 的 內涵 最後 的 獵人 即 是 一 例 不過 原住民 文學 亦 有
還是,難免,虛榮,一 個 女人 欽佩 張愛玲 對 她 女性 同業 公會 毫不 偏袒 的 切剖 是 善 女人 也 還是 難免 虛榮 真 不能 對 丹朱 期望 太 高 她 終 是 一 個 女人 筆者 願 說 其實
又,總是,無時無刻,限制 無所 執著 他 就 必須 不 受 其 他人 事物 對象 或 他人 的 牽絆 而 他人 又 總是 無時無刻 的 不斷 在 我人 身邊 提醒 我們 身為 人 的 種種 限制 提醒 我們 我們 沒有 絕對
因為,總是,經過,守 了 十多 年 的 寡 方才 嫁 了 米 先生 現在 很 快樂 但 也 不 過分 因為 總是 經過 了 那 一 番 的 了 他們 二 人 是 在 敦鳳 的 舅母 楊家 認識 的
們,總是,因,品味 的 寵物 享有 不可 被 任意 棄置 於 街頭 的 權利 以及 義務 而 我 的 拖鞋 們 總是 因 我 的 懶惰 而 散落 在 房間 的 四周圍 卻 安靜 且 毫無 怨言 默默地 等待 著
拖鞋,總是,溫馴,不斷 地 走動 以 約莫 失焦 乘以 冰冷 的 三 次方 速度 進行 著 我 的 娛樂 那些 拖鞋 總是 溫馴 地 跟隨 在 我 屁股 身後 一 個 樓梯 左右 的 距離 和 我 保持 平行 且
以來,總是,動,他 卻 拱 起 身子 頭 往 後 仰 納悶 他 從 爛瘡 到 淨身 二 個 星期 以來 總是 動 也 不 動 怎麼 這 次 反應 劇烈 剎那間 他 用力 吐 了 最後 一 口 氣
他,總是,陪,因 處理 不了 的 感情 與 欠缺 而 沒 讓 他 懂 而 我 也 才 知道 死亡 他 總是 陪 我 教 我 為 我 人生 畫 一 個 圓 不 知 他 今日 何在 不 知
在一起,總是,特別,一樣 保持 在 一旁 的 靜默 狀態 是 血濃於水 吧 一 群 有 血親 關係 的 人們 聚 在一起 總是 特別 親切 沒有 血緣 關係 的 女人們 於是 默默地 接納 這 一切 但是 回到 自己 娘家 的 時候
莊林勳,總是,那麼,都 可以 一眼 就 感覺到 他 的 家人 說 以前 的 個性 不 是 這樣 的 過去 的 莊林勳 總是 那麼 快樂 甚至 教 人 擔心 太 單純 了 可是 那時 的 沉重 和 防衛 彷如 從小 就是
