left_word,target_word,right_word,context
歡喜,難得,的,莫過於 把 受挫 受阻 的 心路歷程 視為 心靈 的 磨練 在 職場 中 忍辱負重 修身 養性 真 是 歡喜 難得 的 經驗 啊 中華日報 一九九二 六 十 入境問俗 隨俗 在 校 當 學生 的 時候 只要 遵守 校規
走,畢竟,腳踏實地,也 要 睜亮 眼睛 可以 去 注意 依 自己 的 需要 取捨 卻 不見得 要 跟 著 時髦 走 畢竟 腳踏實地 過日子 才 可以 走 更 長遠 的 路 如何 幫助 她 臺北 求助人 讀者 你 好 來信
觀,畢竟,邪不勝正,還 會 對 它 嗤之以鼻 嗎 中華日報 一九九二 二 十九 以 禮 結緣 對 工作 擁有 了 正 觀 畢竟 邪不勝正 人生 之 旅 才 不致 步向 不堪回首 的 歧路 因此 正 觀 是 每 一 個 上班族
中,畢竟,那樣,這 兩 者 雖 不 是 上策 但 最 重要 的 是 不必 讓 怨氣 怒氣 留存 心 中 畢竟 那樣 只 會 浪費 自己 的 生命 加速 夭折 而已 很多 才情 洋溢 的 人 悶死 在 大
職場,畢竟,不,主管 的 刻板 形象 作祟 之 故 使 上班族 一 開始 就 對 上司 升起 一 道 防線 職場 畢竟 不 是 學校 它 是 真 槍 實 彈 的 競技 之 地 年輕人 甫 進入 技藝 尚未
過,畢竟,各,將來 單獨 作戰 的 範本 又 如 主管 要 您 寫 個 企劃案 雖然 曾 在 學校 練習 過 畢竟 各 個 公司 的 格式 方法 會 有 些 差異 因此 不妨 請求 借閱 以往 被 評定 良好
煩,畢竟,您,要職 一定 有 他 的 長材 好好 利用 蜜月 期間 向 頂頭上司 多多 請益 人家 不 敢 嫌 煩 畢竟 您 是 新手 再 輔以 察言觀色 的 心得 不久 您 就 可以 獨立 作戰 了 中華日報 一九九二 三
支持,畢竟,在,中 的 人際 網路 而且 即使 將來 獲得 升遷 之後 推動 工作 時 也 不易 得到 同仁 的 支持 畢竟 在 孤島 中 稱王 箇中 滋味 令 人 如坐針氈 因此 尊重 與 協助 主管 是 工作 份內 的
拒絕,畢竟,理財,趕 廟公 的 印象 其次 不 熟稔 或 鮮有 來往 的 同事 主動 邀約 入會 不妨 委婉 的 拒絕 畢竟 理財 首 重 安全 不 甚 了解 或 初步 認識 的 同事 是否 可靠 無法 立即 判斷 與其
服務,畢竟,我,這樣 跟 我 說起 他 個人 的 困擾 畢業 後 將來 仍然 要 返回 原來 的 工作 單位 服務 畢竟 我 是 留 職 留 薪 來 進修 的 但是 我們 那 個 機構 經常 有 拿到 紅包
