left_word,target_word,right_word,context
不過,難得,一,飼養 管理 雖然 動物園 有 規劃 澳洲 動物區 展示 包括 袋鼠 在 內 多 種 澳洲 特有 動物 不過 難得 一 見 的 無尾熊 將 被 安排 在 可愛 動物區 展示 動物園 說 因為 可愛 動物區 內 有
個,難得,的,表演 雖然 現在 距離 二千年 還 有 九 個 月 但是 不少 國家 已經 展開 活動 利用 這 個 難得 的 機會 作為 賣點 刺激 旅遊業 的 增長 本 月 五日 到 七日 在 新加坡 新達城 舉行 的
是,難得,的,機 的 閱讀燈 故障 偶爾 會 閃電 般 閃爍 一下 隨即 又 陷入 黑暗 其實 這 趟 行程 是 難得 的 機會 如果 不 是 薩伊 世界 展望會 幫助 辦 簽證 接 飛機 自己 不 容易 來 台灣
機會,難得,我,好奇 多於 同情 和 AIDS 末期 患者 這麼 近 距離 接觸 舉止 不免 猶豫 忐忑 卻 也 意識到 機會 難得 我 通過 觀景窗 看 他 覺得 完全 是 一 種 偷窺 行為 他 完全 暴露 在 訪客 的
拍照,畢竟,不,大雪 紛飛 的 景象 溫碧霞 直說 好 美 好 美 不過 在 雪地 裡 穿 著 清涼 薄紗 拍照 畢竟 不 太 好受 但 在 看到 成品 後 溫碧霞 很 滿意 直覺 日本 攝影師 拍出 電影 的 效果
能量,畢竟,時代,關懷 的 態度 去 協助 部屬 去除 來自於 工作 的 恐懼感 和 壓力源 以 激發出 更 大 工作 能量 畢竟 時代 在 變 如果 管理 者 的 心態 無法 跟著 時代 前進 很 可能 成為 阻礙 企業 蛻變
招牌,畢竟,在,大學 生發 現在 搶 而 食 之 的 新 時代 中 最 管用 的 是 名牌 大學 的 招牌 畢竟 在 沒有 其他 社會 資歷 以前 學歷 是 唯一 能 讓 人 衡量 能力 的 標準 儘管 工作
了,畢竟,過去,品管 人才 的 台商 發現 要 大學生 放下 身段 至 工廠 並非 易事 名牌 大學 就 更加 困難 了 畢竟 過去 這些 年 來 大學生 被 捧 得 太 高 了 他 說 另外 人才 向 都市 集中
有關,畢竟,中文,效果 台灣 的 現代 詩人 殊 少 作 聽覺 上 的 戲耍 我 想 這 跟 文字 特性 有關 畢竟 中文 不 像 拼音 文字 沒有 意義 的 情況 下 仍 可 發聲 羅智成 在 春天 一 詩
前衛派,畢竟,不,酒 宏觀 的 看 沒有 一 種 藝術 運動 或 流派 有 資格 稱 自己 最 先鋒 然則 前衛派 畢竟 不 是 一 灘 停滯 的 死水 它 的 邊緣性 不確定性 使 這 道 新 流 保持 活蹦亂跳
