left_word,target_word,right_word,context
獨到,難得,之,語句 永遠 會 出 問題 這 是 這 個 系統 在 各 種 取向 的 努力 中 最 獨到 難得 之 處 正 如 語法 取向 的 優點 所 示 它 能夠 利用 純 詞彙 之外 的 一些
資料,難得,獲得,因為 使用 者 不必 涉 其 詳情 但是 對 系統 設計 者 常 會 造成 困擾 因為 規格 資料 難得 獲得 的 往往 也 有 殘缺 錯誤 常 需 經 反覆 試驗 才 能 補全 修正過來 至今 我們
位,難得,的,契知 須 過 歷練 才 能 深穩 假若 我們 不能 擁有 這 份 機會 去 認識 這樣 一 位 難得 的 女孩 很多 事情 我們 會 永遠 不 明白 我們 對 自己 也 是 一樣 一無所知 純真 接口
人,畢竟,是,精神 意態 人間 得 幾 回 見 啊 不 以 神 遇 徒 以 色 見 有 些 人 畢竟 是 要 終身 無 得 純真 神祕 一 笑 說 只有 忘掉 自己 的 人 才 能 見到
但是,畢竟,光碟,就 價值 鏈 的 基本 模型 來 對 光碟 出版品 整 個 產銷 流程 做 一 個 檢視 但是 畢竟 光碟 出版品 的 特性 不同於 一般 的 硬體 製造業 因此 為 了 配合 產業 特性 及 分析 方便
重要,畢竟,不管,的 製作 階段 相反 的 行銷 這 一 個 階段 可能 比 前面 所有 階段 的 總和 還要 重要 畢竟 不管 東西 做 得 好 不 好 以 企業 營利 的 角度 來 看 能 賣出去 換成 現金
它,畢竟,仍,敵視 另外 的 三分之一 以 多數 為 訴求 的 對象 這 當然 是 人民 主義 的 作風 奈何 它 畢竟 仍 是 威權式 的 統治 方式 少數 自認 精英 份子 的 人 進行 威權 統治 是 威權 主義
職務,畢竟,責任,能力 及 魄力 均 不 足以 擔 大任 市府 是否 也 應 考慮 重新 調整 相關 人員 的 職務 畢竟 責任 政治 不 應 是 空言 公信力 及 公權力 更 不容 任意 踐踏 台北 社區 停 水 八月
曲高,畢竟,和寡,使用 記者 施燕飛 台北 報導 以往 藝術品 一直 被 定位 在 高 價位 的 純 欣賞 層次 但 曲高 畢竟 和寡 銷售 的 範圍 也 有限 近來 業者 為 有效 擴展 銷售面 引進 了 一些 既 可 觀賞
點,的確,包括,展覽 在 這 之後 不久 楚戈 李奇茂 兄 也 先後 訪 羅永元 八十年 九月 二十六日 而 這 一 點 的確 包括 在 我 的 合約 條文 裡 就 是 要 忠於 米契爾 的 精神 這 其實 可以 有
外野,的確,是,依然 不少 但 氣勢 上 就 弱 我 一邊 啃 著 剛 買 的 披薩 一邊 環顧 四周 外野 的確 是 一向 不如 內野 熱情 激動 有的 人 則 老練 的 向 左鄰右舍 分析 球賽 還 有 人
就業,的確,會,訪 者 認為 婦女 就業 不會 影響 親子 情感 但 也 有 六成 以上 的 人 認為 婦女 就業 的確 會 較 無 時間 呵護 及 照顧 小孩 此外 亦 有 百分之五十 的 受 訪 者 認為 婦女
年,的確,百廢待舉,美 法 德 莫不是 革命 兩百 年 後 方 有 今日 成果 而 我國 僅 革命 後 八十 年 的確 百廢待舉 中國人 的 智慧 不會 比 其他 人種 差 假以時日 必 可 迎頭趕上 只 希望 大家 有 前人
干擾,難免,會,的 因素 若是 光 在 句子 層次 上 討論 動詞 的 必要 論元 而 不 考慮 語境 的 干擾 難免 會 被 漢語 句子 在 某些 語境 下 省略 了 動詞 論元 的 情形 所 矇蔽 例如 他
系統,總是,複雜,及 3 語法 取向 當然 這些 取向 只 是 為 了 點出 各 系統 的 精采處 實際 的 系統 總是 複雜 豐富 得 多 並且 往往 有 互相 參考 取法 之 處 而 呈現 著 廣大 包容 的
規則,總是,簡單,而 這些 語法 律則 既 多 且 雜 而且 往往 在 使用 時 不 是 那麼 可靠 因為 規則 總是 簡單 的 而 實際 情境 是 複雜 的 在 某些 情境 歸納出來 的 規則 在 另 一 類似
事情,總是,不會,地 記下 新 詞彙 或 忘掉 舊 詞彙 其 效果 是 強烈 而 顯著 的 但 費力 的 事情 總是 不會 太 常 做 而 人 無 意識 地 讓 一些 經歷 詞彙 自然 經過 腦海 其 所
努力,總是,還,卻 不 讓 這 個 詞 的 印象 深度 變成 零 而 消失 因為 曾經 做 過 的 努力 總是 還 有 點 價值 我們 就 令 其 底線值 為 1 而 為 它們 保留 一 個 較
事物,總是,一下子,的 女孩子 我 駐足 欣賞 了 半 天 還 覺 賞 之 不盡 純善 說 可惜 美好 的 事物 總是 一下子 就 擦身而過 不過 那樣 的 回味 確 是 十分 甜蜜 的 純真 說 如果 再 遇到 她
但,總是,以,341 這 也 是 為什麼 便利 商店 櫃台 邊 所 販售 的 唱片 或 錄音帶 雖然 經常 更換 但 總是 以 中 西 流行 音樂 為主 看 不 到 古典 風格 的 原因 光碟 出版品 的 生命 週期
非,總是,快樂,語詞 技巧 的 詩人 她 的 文字 精巧 別致 意境 深遠 這 是 題外話 然而 運用 技巧 並 非 總是 快樂 的 記憶 靈活 運用 技巧 往往 需要 終生 的 修煉 大家 一定 記得 唐代 苦吟 詩人 孟郊
裡,總是,裝,你 是 不會 很 願意 出手 與 他 較量 的 恍若 古代 的 遊俠 一般 我 的 口袋 裡 總是 裝 著 一 疊 的 尪仔標 在 六十年代 的 開頭 東 征 西 討 所向有敵 但是 不 多
我,總是,賣力,打工 沒有 零用錢 所以 玩 得 特別 認真 不論 春 夏 秋 冬 大 太陽 底下 或 下雨天 我 總是 賣力 演出 因為 事 關 零用錢 的 生死 不停 地 纏鬥 不停 地 猛 揮 最後 也 揮出
結束,總是,翹,聊天 的 觀眾 暫停 下來 關心 一下 球賽 和 球員 如果 像 吳林練 那麼 老實 從 開打 到 結束 總是 翹 著 屁股 向 觀眾 那 就 累人 了 想 著 想 著 披薩 已經 吃完 一陣子 外野
以及,有助於,平等,是 個 三分之二 的 世界 以前 人們 為 了 社會 團結 而 會 從事 各 種 福利 安全 以及 有助於 平等 的 工作 到 了 今天 這些 都 已 不再 被 人 理會 三分之二 社會 是 個 恐怖
反而,有助於,小孩,對 其 親子 情感 關係 造成 影響 且 有 六成 以上 的 受 訪 者 認為 婦女 就業 反而 有助於 小孩 與 他人 相處 之 能力 顯示 不管 是 婦女 本身 或 社會 大眾 對 婦女 就業 問題
就業,有助於,其,關愛 在 家庭 互動 關係 方面 值得 注意 的 是 有 百分之六十二點一 的 受 訪 者 認為 婦女 就業 有助於 其 小孩 與 他人 相處 的 能力 也 能 使 孩子 較 早 學習 獨立 此外 有 百分之七十
