left_word,target_word,right_word,context
結果,畢竟,他們,當然 學生 在 此 過程 中 有 任何 意見 是 可以 表達 的 不能 直接 左右 選舉 的 結果 畢竟 他們 在 校 內 只不過 數 年 時間 對於 學校 的 未來 規劃 也 不及 教職員 等 清楚
焚毀,畢竟,這,收養 妥善 安置 至於 帶有 嚴重 疾病 的 棄 犬 若是 無法 治療 我 並 不 反對 毒殺 焚毀 畢竟 這 是 較 衛生 的 作法 流浪狗 問題 形成 的 原因 複雜 而 值得 探討 很 難 顧及
考慮,畢竟,我們,安全 若是 流浪 狗 的 存在 已 威脅到 人類 的 生命 我 認為 一定 要 以 人 優先 考慮 畢竟 我們 談 的 是 人道 而 非 狗道 啊 賴秀穗 台大 獸醫系 系主任 在 校園 裡 養 野狗
收費,的確,偏,元 或 九百五十 元 銘傳 資管系 系主任 何祖龍 答覆 原本 四 個 年級 都 有 收 實習費 而且 收費 的確 偏 高 跟 校方 協調 後 現在 已 停收 大四 的 實習費 其它 年級 費用 也 調降 了
情況,的確,改善,手術 時 她 覺得 很 痛 醫生 叮嚀 她 要 冰敷 現在 李姓 女 學生 說 手術 後 情況 的確 改善 了 很多 至 目前 為止 並 沒有 什麼 後遺症 發生 晚上 七點 師大 本部 宿舍 的 擴音機
政大,的確,有,有 寶藏 嗎 若非 如此 為何 需要 如此 戒備 森嚴 政大 總務處 事務 組主任 周潮森 答覆 目前 在 政大 的確 有 男廁 缺乏 的 問題 原本 開放式 的 廁所 拆 了 之後 非 政大 學生 可能 會 找
地方,的確,是,發起 一些 行動 能 更 有 效果 身為 一 個 台大 學生 我 得 說 校方 在 很多 地方 的確 是 很 為 學生 著想 但是 仍 有 一些 為人詬病 的 地方 以 申請 英文 成績單 為 例
照料,的確,是,減至 最 小 的 方式 來 結束 其 生命 許海坊 臺北市 環保局 第五科 科長 狗 如果 能 細心 照料 的確 是 寵物 若是 遭 主人 遺棄 流浪 街頭 甚至 危害到 人類 的 生活 牠 就 沒有 存在 的
物,難免,都,對 這 本 新生 手冊 有 相當 高 的 評價 他 表示 來到 新 環境 面對 人 事 物 難免 都 有 手足無措 的 感覺 有時 就 連 去 那裡 吃飯 都 是 件 傷腦筋 的 事 他
印象,總是,全能,因此 中斷 現在 不 知道 她 怎麼樣 了 范垣嬌 的 語氣 帶 著 遺憾 輔導員 給 人 的 印象 總是 全能 的 但 范垣嬌 說 每 一 次 輔導 都 是 對 自己 的 挑戰 每 次 遇到
者,總是,可以,舉辦 活動 也 讓 她 和 大專 社團 有 更多 接觸 大專 社團 還 是 最好 的 執行 者 總是 可以 發揮 活動 設計 的 精髓 八十一年 她 第 一 次 接 法令 劇場 邀請 東吳 大學 康輔社
