left_word,target_word,right_word,context
斷訊,難得,一同,她 沒有 檢查 他 的 口袋 衣領 和 發票 也 不 去 追究 他 的 手機 為什麼 時常 斷訊 難得 一同 吃飯 的 時候 多半 是 順 著 他 的 意思 到 夜市 吃 燒鵝 或 活 海產
學生,難得,有,作品 放 在 她 房 裡 向陽 的 窗台 上 因為 從來 不 是 怎麼 聰明 用功 的 學生 難得 有 一 回 這麼 光彩 出眾 那 句 讚賞 的 評語 和 四周 艷羨 的 眼光 就 像
個,難得,的,溫順 的 閨秀 貞靜 守己 對於 置辦 傢俱 和 訂 酒席 沒有 太多 意見 他們 以為 她 是 個 難得 的 聽話 女兒 實際 上 她 對於 這 個 婚禮 根本 沒有 任何 憧憬 她 像 個 局外人
他,難得,殷勤,這 陣 妒意 反而 令 她 心安 這 是 她 對 他 的 愛情 證明 出 了 婚紗店 他 難得 殷勤 地 提議 要 開車 送 她 回 公司 她 躊躇 了 一下 順口 編 了 個 要
屬,難得,在,最 成熟 的 階段 他 在 北部 作品 不 多 而 保安宮 就 擁有 七 幅 大作 實 屬 難得 在 古蹟 保存 上 以 彩繪 最 難以 持久 因為 是 保護 木質 材料 而 施作 漆料 本
尤其,難得,的,以 兩 個 人物 一 段 為期 不過 數 天 的 旅程 蘊釀出 一 個 豐富 的 故事 尤其 難得 的 是 深刻 的 意涵 藉由 這麼 窄小 的 架構 寓意 卻 無限 遼遠 我們 看到 西方人 殖民
十分,難得,的,人性 的 貪婪 浮蕩 無分 白人 或 黑人 體會到 人 的 有限 與 無助 這 是 一 篇 十分 難得 的 中篇 小說 我們 的 譯者 孟祥森 先生 讓 此 書 以 極為 優美 的 中文 呈現 實在
感受,難得,拾穗,與 綠色 秧苗 交織成 一 幅 寧靜 悠遠 的 村 景 您 不妨 也 走 一 趟 觀音 感受 難得 拾穗 的 滋味 感受 難得 拾穗 的 滋味 妳 的 信 駝 著 家鄉 的 氣味 累倒 在
感受,難得,拾穗,幅 寧靜 悠遠 的 村 景 您 不妨 也 走 一 趟 觀音 感受 難得 拾穗 的 滋味 感受 難得 拾穗 的 滋味 妳 的 信 駝 著 家鄉 的 氣味 累倒 在 我 案 前 我 戴
真,難得,你,想 你 應該 不 是 某些 激進 份子 的 代表 吧 似乎 還 有 更 正式 的 理由 真 難得 你 猜錯 了 不 也 猜 對了 不過 大家 將 會 這麼 說 一陣 光影 閃過 穿透 了
歲月,畢竟,久,錯誤 的 解釋 像 河水 氾濫 古 東方 的 紗巾 無法 包裹 耶穌基督 的 傷口 堤堰 駐紮 的 歲月 畢竟 久 矣 你 在 濃煙 籠罩 的 天空 所 下 的 註腳 也 扺擋 不住 一陣陣 風雨 侵襲
的,畢竟,我,電話 差不多 說 怕 花 太多 電話 錢 生活費 會 不 夠 用 這 招 還 蠻 有效 的 畢竟 我 已經 靠 打工 及 家教 自給自足 的 過 蠻 久 的 日子 了 現在 一 個 月
邦,畢竟,仍,在 自由 的 國度 就 真的 自由 了 嗎 可惜 身為 異鄉人 即使 在 所謂 的 自由 之 邦 畢竟 仍 有 重重 關於 族群 階級 貧富 之類 無形 的 障蔽 裹住 了 人 讓 人 無可 遁逃
這,畢竟,是,人 不能夠 練習 而是 一般而言 他們 不 容易 取得 比較 大 的 成功 這 比較 容易 理解 因為 這 畢竟 是 格斗 但 另一方面 較 高 的 智商 對于 練習 內力 往往 是 有 幫助 的 卻 並非
現在,畢竟,不,方法 成為 錯綜複雜 的 系統 但 到了 明代 和 清代 漸漸 地 沒落 了 看來 的確 如此 因為 現在 畢竟 不 知道 還 有 誰 以 內力 著稱 于 世 宋代 早期 的 一 個 不 十分 著名
成就,畢竟,世界,似乎 是 那些 在 歷史 上 擁有 許多 高深 內力 的 人 做夢 也 想 不 到 的 成就 畢竟 世界 已經 進入 火器 時代 和 智力 時代 中國 雖然 發展 較 慢 也 不可 避免 上古 和
發展,畢竟,將,不再 需要 不斷 訓練 新 的 人才 而 誤 了 研究 的 進展 專才 得以 更加 完全 的 發展 畢竟 將 大腦 裡 的 思想 複製 出來 並 不 代表 那 新 的 人 仍舊 是 你 這樣
朱天心,畢竟,不能,了 漫遊 者 的 基調 因此 是 廢然 的 退隱 的 然而 托帶 著 記憶 的 包袱 拉拉雜雜 朱天心 畢竟 不能 就此 鬆手 天涯海角 上 窮 碧落 下 黃泉 她 的 小說 旅人 行行 復 行行 依舊 操演
孤臣孽子,畢竟,是,這 才 是 後 遺民 們 的 歸宿 千百 年 來 那些 能 遙念 君父 涕泣 不已 的 孤臣孽子 畢竟 是 幸福 的 朱天心 的 問題 是 被 拋擲 或 自願 放逐 在 歷史 的 軌道 外 她
作者,畢竟,不會,意義 但 現在 不可能 存在 這 種 矛盾 造成 龐大 的 焦慮 充滿 了 整 本 書 但 作者 畢竟 不會 無望 的 掙扎 反而 優雅 地 化解掉 了 玻璃杯 戲法 中 的 小玥 只要 在 我 週遭
那時,的確,偷偷,的 話 還是 煩擾 了 她 好幾 天 她 試 著 回想 當年 的 情形 越 覺得 阿浚 那時 的確 偷偷 愛慕 著 自己 可惜 那時 她 對 男女 之間 的 愛情 不 甚 開竅 再 加上 她
看來,的確,如此,等 地 的 練習 方法 成為 錯綜複雜 的 系統 但 到了 明代 和 清代 漸漸 地 沒落 了 看來 的確 如此 因為 現在 畢竟 不 知道 還 有 誰 以 內力 著稱 于 世 宋代 早期 的 一
想像力,的確,同,主張 不 花 一 分 錢 而 得到 最 大 的 娛樂 只要 你 肯 善用 你 的 想像力 的確 同 一 個 東西 可以 有 很多 不同 的 玩法 只要 你 肯 花 腦筋 去 想 同
說,的確,是,看 不 到 只有 她 摩挲 著 前方 的 空氣 似乎 在 擦 窗戶 一 片 朦朧 我 說 的確 是 一 片 朦朧 不過 我 可以 從 視線 邊緣 看見 東西 而且 左 眼 比 右 眼
目光,的確,曾,在 營地 裡 等待 著 事情 的 進展 時 我 的 目光 一定 曾經 掃過 她 我 的 目光 的確 曾 掃過 她 只是 我 已 不復 記憶 在 那 個 時候 她 的 身體 仍 是 完好
看,的確,是,王德威 教授 認為 乍看 之下 她 字裡行間 充滿 後現代 書寫 的 特徵 就 以上 這 三 點 來 看 的確 是 但是 本 書 最 精采 的 倒 不 是 援引 了 哪些 後現代 元素 而是 對於 焦慮
安德生,的確,是,現代 現象 它 的 出現 是 好幾 個 重要 的 歷史 過程 互動 的 結果 29 表面 上 安德生 的確 是 說 民族 是 新創 於 十八世紀 末 的 現象 但是 就 完整 的 意思 來 說 他
3,的確,符號,陶希格 已經 為 我們 反問 如果 沒有 形體 事物 的 存在 是 不 是 會 更加 深化 1997 3 的確 符號 與 實質 國家 與 人民 越 是 交融 在一起 國家 的 感應 就 會 越 強大 40
改寫,的確,顯示出,能 帶來 啟發 將 絕望 轉變為 正面 的 可能性 久保田晴次 1969 254 57 在 古都 裡 過去 的 改寫 的確 顯示出 過去 具有 想像 建構 的 性質 Zhang 1997 Yang 1998 但是 這 種 虛構性 與 另 一
是,難免,的,每逢 周末 必定 催 她 代替 自己 回家 向 公婆 請安 的 孝子 偶然 的 口角 和 冷戰 是 難免 的 她 不 該 抱怨 但是 心 裡 總 有 個 隱隱 的 滲 著 冷風 的 缺口
生命,難免,顛簸,都 是 笑容 依舊 此後 爸爸 就 不 曾 再 入 我們 夢 中 失去 父親 三 年 生命 難免 顛簸 難行 但是 我們 彼此 用心 扶持 很 快 走出 風雨 重 見 陽光 墳 前 我們 輪流
趙秀音,總是,懶散,的 片刻 之後 的 空白 她 開始 用 眼睛 去 追隨 這 道 閃光 除了 在 游泳池 邊 趙秀音 總是 懶散 而 孤獨 的 帶 著 做夢 的 神情 穿梭 過 嘰嘰咕咕 的 女 學生 們 拿 著
他,總是,像,天 她 常 想到 李時浚 幻想 著 他 柔軟 的 手 多情 地 撫摸 著 她 回想 起來 他 總是 像 個 大 哥哥 一樣 聽 她 說 許多 的 傻話 從來 不 急 著 去 指正 她
吃,總是,得,最 圓 有時 刻意 搓 得 大小 不一 再 參差 排列 湯頭 清 時 大家 都 不 愛 吃 總是 得 再三 回鍋 煮 至 黏稠 帶 點 焦香 才 是 人間 美味 我 癡 望 藍天 搭上
辛苦,總是,用,削 一 個 水梨 給 我 我 返鄉 任教 的 四 年 他 疼惜 我 中午 騎車 往返 辛苦 總是 用 摩托車 接送 我 我 為 他 梳頭 笑 著 說 我 記得 以前 為 你 拔 白髮
卻,總是,印象深刻,興奮 對於 小時 後 的 記憶 多數 對 我 來說 早已 模糊 不清 但 那 個 暑假 我 卻 總是 印象深刻 時常 懷念 著 在 我 十一 歲 的 那 個 暑假 某 天 夜裡 不經意 的 在
我,總是,有,我 和 堂妹 一起 坐上 計程車 載 著 我們 四處 亂跑 那 種 沒有 目的地 的 感覺 對 我 總是 有 著 莫大 的 吸引力 也許 是 當時 我人 小 雖 僅僅 在 離家 不到 五 公里 的
天,總是,得,那 熱騰騰 芳香 的 蕃薯 還是 讓 我 吃 得 津津有味 呢 今晚 沒有 布袋戲 假期 前 一 天 總是 得 手忙腳亂 看 著 未 完成 的 作業 心 裡 微微 地 後悔 自己 平日 的 懶散 而
目光,總是,毫不,我 在 觀察 他們 即使 我 偷窺 的 目光 曾經 與 某人 的 眼光 交接 但 他們 的 目光 總是 毫不 在意 的 穿過 我 彷彿 我 不 存在 似的 所有 的 目光 冷漠 的 穿過 我 的
並非,總是,如此,畢竟 是 格斗 但 另一方面 較 高 的 智商 對于 練習 內力 往往 是 有 幫助 的 卻 並非 總是 如此 有時 智商 較 低 反而 更 好 比如 射 鵰 英雄 傳 和 俠客 行 中 的
禁令,總是,藉由,頭顱 正 逐漸 的 失去 顫抖 的 力氣 此 地 的 悲哀 從 不會 忘記 他們 的 古老 禁令 總是 藉由 無知 的 群眾 及 初 到 此 地 的 人們 的 雙手 執行 令 人 錯愕 的
旁邊,總是,放,衡量 我們 用來 保持 緘默 的 距離 綠色 的 月光 是 夜晚 夜晚 是 青春期 的 我 床 旁邊 總是 放 著 一 本 難以 翻閱 的 書 書皮 老是 呈現 一 種 陰鬱 的 綠 然後 在
說話,總是,在,說 她 仰面 躺 著 兩 手 靜 放 在 乳房 上 我 在 她 身旁 躺下 輕聲 說話 總是 在 這樣 的 時刻 裡 我們 突然 無話可說 總是 在 這樣 的 時刻 裡 我 撫摸 她 肚腹
無話可說,總是,在,在 乳房 上 我 在 她 身旁 躺下 輕聲 說話 總是 在 這樣 的 時刻 裡 我們 突然 無話可說 總是 在 這樣 的 時刻 裡 我 撫摸 她 肚腹 的 手 剎時 變 得 像 龍蝦 螯 般
通道,總是,走向,2002年 的 初秋 那些 門 長年 深鎖 唯有 滿 是 灰塵 的 夢 得以 潛伏 入 內 某些 通道 總是 走向 靜 得 能 讓 耳朵 掉落 的 黑暗 裡 地毯 上 還 可 聞到 六零年代 的 黃昏
蜜語,總是,攪拌,的 生死 相許 纏綿悱惻 你 溫柔 的 撫觸 寬厚 的 肩膀 和 柔軟 的 唇 甜 言 和 蜜語 總是 攪拌 著 動詞 和 形容詞 但 那 床 你 為 我 精挑細選 的 被單 卻 總是 使 我
卻,總是,使,言 和 蜜語 總是 攪拌 著 動詞 和 形容詞 但 那 床 你 為 我 精挑細選 的 被單 卻 總是 使 我 孤單 因為 我 想 不 起 上 次 我們 聊天 是 什麼 時候 想 不 起
我,總是,餓,下 列車 月光 已 從 窗 緣 溢 湧 而 來 回到 海岸 親愛 的 小妹 早餐 時間 我 總是 餓 的 極端 飢餓 的 醒來 冰箱 有 優格 和 咖啡豆 和 白色 的 牛奶 和 綠色 的
挑選,總是,蹲,想 殺人 錯 了 是 殺 電腦 牛奶 用 聞 的 就 知道 沒有 酸 我 在 超市 挑選 總是 蹲 在 地上 看 製造 日期 選 一 瓶 回家 在 到 期日 之前 喝光 她 像 喝掉
跫音,總是,讓,鍾愛 的 半統靴 輕盈 的 腳步 蘊藏 著 隨時 即將 舞動 的 姿態 鞋跟 撞擊 地面 響亮 的 跫音 總是 讓 我 在 睡夢 中 轉醒 在 靜心 定神 思考 問題 時 浮動 起來 溫習 記憶 中 在
時,總是,眉飛色舞,沁涼 晚風 淡淡 訴說 著 彼此 的 心事 以及 未來 理想 當 妳 說到 自己 從前 的 豐功偉業 時 總是 眉飛色舞 笑開 了 遮住 月光 的 雲層 之後 又 觸及 到 私密 問題 對於 妳 提及 到 幼時
卻,總是,心有不甘,鬆動 有年 甚或 從來 只 是 海市蜃樓 我們 回 不 去 了 朱天心 心 裡 何嘗 不 明白 卻 總是 心有不甘 於是 有 了 種種 激越 的 尖誚 的 應答 父親 的 死 似乎 帶來 了 啟示 懸崖
卻,總是,可以,承認 民族 國家 具有 新興 和 歷史 塑造 的 性質 但是 如果 不論 政治 層次 民族 的 形成 卻 總是 可以 溯及 久遠 的 過去 1991 11 趙剛 卻 無視 一 整 章 關於 文化 根源 的 討論
模擬,總是,不,與 實質 國家 與 人民 越 是 交融 在一起 國家 的 感應 就 會 越 強大 40 但是 模擬 總是 不 完美 無 形體 的 重製 完全 的 交融 也 是 欺人 之 談 另一方面 以為 用 啟蒙
主體性,總是,無法,的 差別 我們 才 能 打開 後延性 雙重 時間 的 分析 知識 當然 這樣 的 無 形體 的 主體性 總是 無法 排除 災難 發生 的 可能 但是 這 也 正 是 班雅民 的 救世觀 與 布洛赫 的 烏托邦
過去,總是,能,雖然 這 也 是 對 過去 的 召喚 但是 其中 並 不 涉及 保存 的 問題 這樣 的 過去 總是 能 也 只 能 透過 想像 來 重建 是 不 滅 的 不 具 災難 意義 的 過去
