left_word,target_word,right_word,context
多麼,難得,呀,辦 展覽 印 資料 與 老師 溝通 每 一 件 事 都 如期 完成 甚少 阻礙 這 是 多麼 難得 呀 哦 你們 詫異 的 問 這些 本來 就 是 我 的 職務 如期 完成 是 應該 怎麼
叫,難得,且,呀 哦 你們 詫異 的 問 這些 本來 就 是 我 的 職務 如期 完成 是 應該 怎麼 叫 難得 且 聽 我 說 我 的 主任 朋友 甲 在 開學 前 兩 天 才 好不容易 覓妥 組長
好朋友,難得,相聚,心 裡 都 很 清楚 夜 涼 心 也 涼 只不過 是 因為 大家 有 這 個 機會 好朋友 難得 相聚 大家 發泄發泄 一吐為快 罷了 我 常 在 想 生命 共同體 這 名詞 是 最近 社會 上 最
很,難得,吧,的 最後 還可以 搭乘 世界 上 第一 部 在 鐘乳石洞 中 設置 的 電動 扶梯 來 減輕 疲勞 很 難得 吧 九 歲 的 茹可 在 戰爭 摧毀 了 學校 沒有 老師 可 教學 的 情況 下 在
了,的確,三,國小 一 走進 台中市 黎明路 上 的 南屯 國小 大門 就 被 它 寬廣 的 校園 給 吸引住 了 的確 三 甲 多 的 校地 對 市 內 學校 來 說 不但 是 碩果僅存 也 令 其他 學校
東西,的確,是,飯店 對 我們 的 最 大 印象 這 種 形象 真 是 糟糕 其實 房間 內 有 些 東西 的確 是 可以 帶走 的 如 牙刷 肥皂 信封 信紙 明信片 等 其餘 東西 可就 屬於 飯店 的 財產
心,的確,是,或 環境 立場 差異 而 有 不同 觀感 不過 反映出 一般 的 學校 教師 心 生 教育 涼 心 的確 是 不可 抹滅 的 事實 文 中 提到 對 校務 會議 的 讚賞 但 因 在 學年 會議
等,的確,令,聯想到 的 大概 就 是 廣西 桂林 的 大 片 鐘乳石洞 了 其中 數不清 的 石筍 石劍 石墩 等 的確 令 人 流連忘返 但 今天 要 介紹 的 則 是 有 東洋 第一 巨 洞 之 稱 的
考慮,難免,產生,感覺 上 總是 有 個 芥蒂 鴻溝 存在 使得 很多 事情 各自 站 在 主觀 的 出發點 去 考慮 難免 產生 敵對 的 局面 導致 事務 無法 順利 推動 有 個 我 過去 服務 過 的 學校 有
人潮,總是,絡繹不絕,讓 您 看 長城 的 喔 由於 長城 近年 來 成為 北京 郊區 的 重要 觀光 景點 因此 人潮 總是 絡繹不絕 可是 窄小 的 長城 上 可 沒法 讓 您 仔細 的 走完 整 段 因此 有 人
適應,總是,鼻子,上課 或 下課 我 常 和 你 和 同學 提起 你 的 不同 剛 開始 你 很 不 適應 總是 鼻子 一 酸 想 哭 的 樣子 其實 我 也 很 心疼 但是 我 必須 狠 著 心腸
上,總是,有,的 尷尬 場面 因此 多 以 明哲保身 安分守己 為 最 好 的 措施 由於 彼此 缺乏 聯繫 感覺 上 總是 有 個 芥蒂 鴻溝 存在 使得 很多 事情 各自 站 在 主觀 的 出發點 去 考慮 難免 產生
他,總是,認為,學校 有 位 耳朵 重聽 的 校長 每當 他 看到 老師 們 三三兩兩 聚 在一起 談天 說笑 時 他 總是 認為 老師 們 在 背後 批評 取笑 他 他 常常 向 工友 探聽 老師 的 談話 內容 話
早上,總是,主動,緊張 關係 常 如 箭在弦上 後來 學校 換 了 一 位 富有 親和力 的 校長 他 每 天 早上 總是 主動 親切 的 跟 老師 打招呼 平時 尊重 老師 的 意見 及 教書 的 理念 不 處處 干涉
時,總是,如臨大敵,受阻 汽車 機車 當街 堵 飛車 奔馳 如 老虎 在 這 種 亂象 環生 的 環境 中 行路 時 總是 如臨大敵 我們 小學 在 上下學 途中 周圍 是 危機 四伏 譬如 巷子 口 會 有 車子 快速 衝過來
事物,總是,能,調侃 的 誇張 工夫 透過 生花妙筆 一針見血 的 指出 人 們 的 愚昧 或 揶揄 其 有趣 的 事物 總是 能 讓 所有 人 發出 會心 的 微笑 日本 讀賣 新聞社 每 年 都 舉辦 一 場 國際
他,總是,偷偷,的 神祕 客 他 的 外號 叫 來去 都 是 無 影蹤 從來 沒 人 見 過 他 他 總是 偷偷 的 來 偷偷 的 走 他 脾氣 的 變化 可 說 是 迅雷不及掩耳 心情 好 大地 陽光
裡,總是,既,手工 每當 我 觀賞 著 爸爸 精心 設計 的 水族箱 看到 各色各樣 活潑 美麗 的 魚兒 時 心 裡 總是 既 羨慕 又 喜歡 所以 就 要求 爸爸 讓 我 在 家 裡 也 養 一 缸 魚
她,總是,用,她 也 走向 東 我 走到 西 她 也 走到 西 月亮 真 是 一 個 跟屁蟲 但是 她 總是 用 和藹可親 的 笑容 看 我 像 一 個 慈愛 的 母親 在 我 旁邊 保護 著 我
走路,總是,跌跌撞撞,一直 在 想 著 和 小偉 相處 的 這些 日子 他 常常 把 點心 倒 到 桌 上 走路 總是 跌跌撞撞 的 諸如 此 類 的 問號 皆 一掃而空 了 以前 我 曾 想 用 教育 其他 幼兒
淋,總是,和,屆滿 三 年 三 年 中 時而 麗日晴空 時而 淒風苦雨 不論 是 沐浴 暖陽 或 風 打 雨 淋 總是 和 我 一起 攜手 並行 的 就 是 你們 我 最 親愛 的 組長 謝謝 你們 親愛 的
才,有助於,新,而 應 主動 提供 各 種 措施 與 協助 像 替代 犀牛角粉 的 藥方 輔導 狩獵戶 轉業 等 才 有助於 新 保育法 的 落實 本報訊 來自 全 省 各 地 近 四百 位 小朋友 昨天 在 台北市 中山堂
