left_word,target_word,right_word,context
位,難得,一,的 情誼 身為 一 位 旁觀 者 以 我 讀書 的 經驗 認知 郭 教授 實 為 一 位 難得 一 見 的 完人 在 我 個人 心目中 完人 的 定義 是 他 在 人間 所 扮演 的
虔誠,畢竟,真誠,為 上帝 之 火 穿透 身體 而 這 也 正 是 藝術 脫衣舞 的 藝術 的 真諦 真誠 虔誠 畢竟 真誠 虔誠 庶幾 接近 神聖 的 化境 義大利 國會 議員 小白菜 史脫樂 最近 結交 了 一 位 新歡
研究,畢竟,天體,文明 昌盛 對 這些 特異 現象 依舊 難 能 解釋 中共 與 蘇聯 甚至 成立 專門 機構 進行 研究 畢竟 天體 運行 宇宙 大 奧義 精邃 難 測 人類 所 知 其實 微乎其微 冥冥之中 是否 真 有 一
活力,畢竟,強國,在 新 的 一 年 跑出 健康 的 社會 馬 主委 則 認為 晨跑 代表 我們 的 新 活力 畢竟 強國 應 必 先 強身 所以 多 年 來 他 不 分 晴 雨 都 以 跑步 來
突然,的確,是,雜誌 站 著 閱讀 一 篇 小說 小說 很 短 但 沒有 看到 最 後 因為 很 沒趣 突然 的確 是 突然 我 決心 要 做 個 小說家 要是 我 一定 可以 寫出 更 有趣 的 小說 得
我們,的確,需要,辦法 修改 這 條 選舉 法規 而 在 這 女性 當政 的 八 年 中 我們 可以 找到 我們 的確 需要 婦女 參政 來 代表 她們 自己 的 科學 證據 在 編列 預算 時 她們 增加 了 養老院
教授,的確,氣,他 總是 到處 亂跑 亂跑 卻 看 不 出 什麼 東西 來 一切 都 只是 表象 而已 蕭 教授 的確 氣 得 有 道理 但 千萬 不要 這麼 單純 地 看 郝柏村 他 可能 正 想 以 新加坡
牧場,的確,製造出,必須 設法 交配出 毛皮 顏色 特殊 的 貂 根據 調查 和 實驗 報告 在 不斷 努力 之下 皮草 牧場 的確 製造出 如 灰藍 粉白 等 特殊 色澤 的 貂 來 但是 在 成功 的 同時 也 製造出 非常
說,的確,花,深刻 我 給 他 分 也許 陳俊宇 以前 也 是 個 內向 害羞 的 人 他 也許 應該 說 的確 花 了 時間 準備 這 次 講稿 這 是 剛才 大家 有 耳 共 聽 有目共睹 的 事實
台灣,的確,是,以 頭條 處理 中東 戰事 但 何以 陳啟禮 等 人 出獄 須 佔 頭條 又 令 人 百思不得其解 台灣 的確 是 一 個 不易 了解 的 國度 台灣 人民 對 中東 戰爭 實在 難以 站 邊 站 在
高明,的確,很,因為 如果 一旦 自主 提出 可能 兩 邊 都 不 討好 中國 這 種 兩面光 的 政策 說 高明 的確 很 高明 但 卻 喪失 了 往昔 支持 第三世界 的 立場 不 曾 想 自殺 誰 都 背負
屬,難免,新加坡,了 我們 豈能 甘心 繼續 被 豢養 既然 有 豬 這 個 國度 的 豬床 豬尿 滿天飛 自 屬 難免 新加坡 的 屎尿 處理 較 抽水馬桶化 昔日 老包 曾 戲稱 民進黨 是 依賴 豬 的 屎尿 進行 發電
陷阱,難免,也,說 了 些 什麼 甚至 連 象腳鼓 和 鋩鑼 的 咚聲 也 沒有 聽見 獵捕 皮草 動物 的 陷阱 難免 也 會 捕捉到 一些 不能 製作 皮草 只 能 當作 垃圾 一樣 丟棄 的 動物 吧 皮草 業者
晚,難免,會,旁 下令 放慢 車速 一面 繼續 說 下去 是 九 歲 的 孩子 呀 從 早 支使 到 晚 難免 會 打盹 妓女 就 戲弄 我 用 綁 了 水壺 的 繩子 繫住 我 的 頭髮 大聲 喚道
長,難免,疲乏,佛教 的 重要 活動 是 僧人 坐禪 修行 過 午 不 食 戒 葷 茹素 如此 時間 一 長 難免 疲乏 飢餓 因而 兼具 提神 生津 及 增加 營養 等 功能 又 不 違反 佛教 戒規 的 茶
有時,難免,令,聖訓 當然 每 個 教友 看法 不同 對 教義 的 理解 也 不 一樣 因而 經常 引起 紛爭 有時 難免 令 人 無所適從 然而 向 可蘭經 中 求 答案 卻 是 一致 而且 沒有 改變 過 的 觀念
壞人,總是,比,像 一 本 有 文學 價值 的 書 一般 耐看 耐 交 世界 雖然 一直 不 見 好轉 壞人 總是 比 好人 多 太多 然而 可敬 可愛 的 人 分佈 在 世界 各 角落 數目 必 不少 該
相片,總是,如此,我 真 有 那樣 的 塌 鼻子 小 眼睛 嗎 照 得 不 好 大家 對 自己 的 相片 總是 如此 下 評語 個個 宛如 嚴苛 的 攝影 評論家 有 誰 敢 勇氣 十足 的 稱讚 自己 照
系統,總是,把,過 得 無歡 無趣 無味 無樂 過去 當 我 還 是 在籍 學生 時 看 書 比較 有 系統 總是 把 同 一 位 作者 的 書 看完 了 才 開始 看 另 一 個 人 的 書
他,總是,到處,說 我 認為 郝柏村 根本 不 夠 資格 說 新加坡 能 台北 為何 不 能 這 種 話 他 總是 到處 亂跑 亂跑 卻 看 不 出 什麼 東西 來 一切 都 只是 表象 而已 蕭 教授 的確
上,總是,使,行政院 效率 呢 我們 豈可 大意 沙琰翎 偶爾 也 邀 她 去 參加 一些 派對 她 在 酒會 上 總是 使 沙琰翎 失色 跳 起 舞 來 如醉如痴 很多 男人 都 來 問 她 電話 搶 著 要
