left_word,target_word,right_word,context
演出,難得,的,表現 傑出 全 場 共 三振 對方 打者 六 人 保送 兩 人 未 被 擊出 任何 安打 演出 難得 的 無 安打 紀錄 使 桃源 以 五 比 零 獲勝 經過 四 場 準決賽 後 取得 晉級
了,畢竟,這,局面 不 是 竹聯幫 這 一 點 應該 包括 陳啟禮 在 內 有 許多 人 已經 想 過 了 畢竟 這 六 年 多 以來 幫派 已 改變 太 大 了 已 不 成 氣候 正 可以 說明
作法,的確,對,台塑 戰將 魏爾遜 女士 來 台 針對 我國 石化 產業 交換 意見 部分 環保 團體 以為 類似 的 作法 的確 對 我國 環保 運動 有 截長補短 的 幫助 但 另一方面 卻 也 引起 挾洋自重 的 嫌疑 雙方 看法
引進,的確,使,當 統一獅 在 連戰皆墨 之 際 請來 了 一 位 日籍 教練 引地信夫 由於 日本 職棒 觀念 的 引進 的確 使 獅隊 在 下 半 球季 戰績 起死回生 雖說 一 陣 補強 的 增加 實力 為 主因 但
當時,的確,會,如法炮製 也 請來 森下正夫 加入 教練團 這 對 一般 人 認為 總教練 曾紀恩 作戰 觀念 已 落伍 的 當時 的確 會 帶來 很 大 的 戰術 改革 此外 職棒 元年 兄弟隊 戰績 不 理想 的 兩 大 漏洞
明天,總是,比,在 辛苦 努力 之下 所 得 只 是 落寞 的 等待 頗 感 遺憾 不過 往 前 看 明天 總是 比 今天 好 罷 國光 獎章 的 大幅度 提昇 不 知 對 體壇 來 說 是 喜 還是
討生活,總是,比較,告 退休 但 她 仍 帶 著 一 份 無奈 繼續 在 球場 奔馳 她 說 在 國外 討生活 總是 比較 辛苦 原籍 廣西省 的 劉愛珍 十五 歲 開始 打 羽球 十六 歲 入選 省隊 二十 歲 代表
但,總是,他,再 回來 時 就 投資 了 多 項 生意 雖然 罩 著 場子 還是 另 一 批 竹葉青 但 總是 他 信得過 的 小弟 他 說 江湖 倫理 早 就 不 適用 現在 的 竹葉青 了 即使 把子
預防,總是,必須,林瑞雄 指出 致 癌 的 原因 很多 高壓電 磁場 影響 可能 只 是 其中 的 一 種 但 預防 總是 必須 的 他 建議 電力 公司 架設 高壓 電線 不要 通過 高 密集 的 住屋區 全 國 體操
大人,總是,和,無法 參加 奧運 世界盃 及 世界 錦標賽 伏明霞 再度 為 自己 的 年齡 叫屈 她 不 明白 為什麼 大人 總是 和 她 作對 不過 新 規定 有 一 個 漏洞 因此 明年 的 巴賽隆納 奧運 伏明霞 得以 十三
