left_word,target_word,right_word,context
有,難得,的,技巧 趙薇 進步 神速 她 具 青春 爆發力 的 聲音 被 前去 驗收 的 音樂 老師 左宏元 稱讚 有 難得 的 天份 趙薇 以 小燕子 初 紅 時 曾 去 北京 專訪 她 並 讓 她 清唱 一
是,難得,的,注意 合理 的 戶外 活動 安全 這 是 老少咸宜 的 玩水 據點 對於 釣客 來 說 這裡 更 是 難得 的 釣場 河 裡 十兩 重 的 吳郭魚 卅 公分 的 鯰魚 將近 兩 斤 的 鰻魚 還
出現,難得,的,最 熱門 的 投資 標的 歐洲 基金 近 一 個 月 因 歐洲 股市 全面 回檔 基金 淨值 出現 難得 的 負成長 不過 檢視 各 檔 歐洲 區域型 基金 的 操作 績效 整體 而言 操作 績效 水準 相當
時代,畢竟,時空,在野 立委 所 指陳 所謂 忠誠 檔案 會 變成 另 一 個 東廠 甚至 會 重返 什麼 白色恐怖 時代 畢竟 時空 背景 比諸 往昔 已 完全 不同 了 我們 比較 擔憂 的 倒是 這 個 檔案 屆時 究竟
建立,畢竟,為了,疑慮 恐怕 是 有關 方面 必須 首先 面對 的 課題 我們 認為 忠誠 資料 檔案 不 是 不能 建立 畢竟 為了 國家 安全 強化 政治 偵防 及 機關 保防 乃 必要 之 惡 但 我們 反對 完全 由
上,畢竟,不同於,機關 可以 據 之 訂定 相關 作業 要點 但 確切 的 說 所謂 忠誠 在 某 種 程度 上 畢竟 不同於 違法 貪瀆 它 可能 涉及 了 若干 較 更 高層次 的 主觀 價值 判斷 因而 我們 認為
因為,畢竟,六年代,指出 六年代 台灣 的 知識 份子 和 世界 各 地 知識 份子 的 思想 脈動 距離 十分 遙遠 因為 畢竟 六年代 台灣 知識 份子 不論 在 地緣 上 或 心境 上 都 和 傳統 中國 知識 份子 的
了,畢竟,還是,狂野 的 詩集 十八 歲 就 加入 國民黨 彷彿 是 生平 最 丟臉 的 事 雖然 已經 死 了 畢竟 還是 活 過 的 自己 回首 八年代 愛國 捐款 八年代 我 經歷 過 初中 高中 大學 三 個
問題,的確,代誌,合作 並 不會 違反 聯邦 反托拉斯法 觀察 美國 聯邦 政府 種種 重視 的 舉動 與 措施 顯示 Y2K 問題 的確 代誌 大 條 著實 輕忽 不得 著實 輕忽 不得 金融 風暴 對 亞太 各 國 的 影響 已經
國家,的確,是,薪資 調幅 將 分別 出現 二五 五 三 六 二 二 的 負成長 充份 反映出 這 三 個 國家 的確 是 受 金融 風暴 肆虐 最 嚴重 的 地區 以 印尼 為 例 預計 今年 的 名目 薪資
相比,的確,不可,難 體會到 調薪 的 快樂 這 和 去年 的 名目 薪資 調幅 一五 以及 物價 上漲率 二 七 相比 的確 不可 同日而語 至於 台灣 接受 調查 的 企業 約 有 三百多 家 今年 的 名目 薪資 調幅 預計
空穴來風,的確,月眉村,購得 部落 土地 所以 拖延 建 橋 工程 以免 土地 提前 增值 暴漲 這樣 的 傳聞 也許 並非 空穴來風 的確 月眉村 位於 花蓮市 南端 的 海岸 山脈 上 可以 俯瞰 整個 市區 和 縱谷 日夜 的 美麗 景致
印書館,的確,有點,商務 印書館 這 是 第一 次 我 踏進 它 的 大門 以 書店 的 名字 來 說 商務 印書館 的確 有點 怪異 號稱 商務 而且 是 印書館 我 全然 不能 明白 這 究竟 是 一 家 關係 什麼
背景,的確,張恨水,情結 他 認為 不只 是 他 自己 整個 禮拜六 派 的 作者 大概 都 有 類似 的 價值 背景 的確 張恨水 能夠 成為 二 三年代 最 知名 最 暢銷 之 通俗 小說家 正在 於 他 的 小說 裡
個人電腦,難免,會,因為 對 大多數 的 消費性 電子 產品 來 說 倒是 不會 有 什麼 重大 的 衝擊 雖然 一些 個人電腦 難免 會 受到 影響 但是 他們 仍然 可以 透過 從 網際網路 上 免費 下載 一些 供 修補 軟體 的
的,難免,也,於 浪 頂 在 一 個 解放 的 時代 固然 解放 了 枷鎖 但 羼雜 在 解放 中 的 難免 也 有 許多 時代 的 渣滓 宋代 的 楊萬里 有 詩 曰 莫言 下 嶺 便 無 難
于美人,總是,讓,鴨蛋 去 了 她 還 到處 問 唐山 在 哪裡 每 次 遇上 這 類 傷感 的 故事 于美人 總是 讓 觀眾 在 笑聲 中 眼 中 噙 著 淚水 賺 人 淚水 是 名人 三溫暖 的 最
應,有助於,出口,在 內憂外患 下 東南亞 各 國 景氣 勢 難 避免 長期 低迷 報導 指出 按理 貨幣 遽 貶 應 有助於 出口 競爭 但 實情 並非 如此 新加坡 馬來西亞 泰國 印尼 及 菲律賓 等 東協 主要 五 國 的
亦,有助於,合作,再 加上 現在 的 亞洲 金融 危機 有待 日本 與 中共 共同 面對 雙方 經濟 立場 的 一致性 亦 有助於 合作 的 開展 與 關係 之 建立 由 此 種 觀點 看 江澤民 訪 日將 簽訂 的 共同
雖,有助於,基金,影響 最後 要 檢視 是否 持有 過多 市場 主力 炒作 個股 的 部位 這 種 押寶式 的 作法 雖 有助於 基金 績效 的 提升 但 萬一 碰上 如 台鳳 的 情形 基金 經理人 若 無法 及時 出脫 持股
確實,有助於,短期,方案 我們 抱持 審慎 的 看法 當然 毫無 疑問 在 國外 需求 驟 減 之 際 擴大 內需 確實 有助於 短期 景氣 穩定 但 無論 是 追加 公共 工程 預算 實施 租稅 獎勵 及 兩 稅 合一 均
