left_word,target_word,right_word,context
一,難得,時刻,會 讓 學習 更 沈重 高雄市 坪頂 國小 的 新 校舍 工程 動工 為了 紀念 坪頂 國小 此 一 難得 時刻 校長 林美惠 特別 發動 瓶 中 信 活動 讓 小朋友 將 自己 的 心願 感想 等 放
學生,難得,參與,寒暑假 孩子 都 要 上山下海 尋找 他們 喜歡 的 大自然 題目 培養 學童 自由 創造 能力 彌補 現階段 學生 難得 參與 課外 教學 機會 的 缺憾 縣府 機要室 秘書 孫泰山 說 登山 博物館 除了 有 硬體 建設 之外
人,畢竟,各自,年 來 塔瑪拉 不斷 被 問到 你 的 雙生 妹妹 在 哪裡 現在 終於 找到 了 不過 兩 人 畢竟 各自 生活 了 廿 年 各自 以為 自己 是 獨生女 突然之間 看到 和 自己 一模一樣 的 人 出現
上,畢竟,華,以 古今 貫通 中西 鎔會 為 志 看來 古今 貫通 能 知 能 行 在 畫 的 內涵 上 畢竟 華 重 夷 輕 他 確確實實 是 一 位 中國 畫家 做 中國 畫家 很 好 好極了 馬老
但,畢竟,無,言語 常常 發出 淒涼 的 哭號 教 人 聽 了 心痛 縱然 有 兒 媳 無微不至 的 照顧 但 畢竟 無 人 可以 分擔 奶奶 的 痛苦 我 想 奶奶 走 的 那 一 天 應該 是 她
藥,畢竟,是,是 一 種 到 目前 為止 避孕率 最 高 副作用 也 最 低 的 事後 避孕藥 不過 此 藥 畢竟 是 用於 事後 補救 其 成分 劑量 與 藥效 都 不 是 常規 用藥 的 設計 就 現代
校,的確,違反,接獲 中平 國中 採 能力 分班 的 消息 後 教育局 就 派 督學 前往 視察 結果 發現 該 校 的確 違反 常態 編班 的 規定 因此 函文 中平 國中 必須 遵照 規定 實施 常態 編班 目前 確定 這
高中,的確,有,審查 委員會 數學 教育 前瞻 委員會 小組 前天 在 教育部 舉行 聯席 會議 會 中 指出 國中 升 高中 的確 有 程度 上 的 落差 為了 盡快 彌補 差距 會議 中 通過 今年 9月 開學 的 國中 數學
后安錠,的確,是,無論 嘿咻 多少 次 都 有用 真的 沒有 副作用 嗎 三不五時 吃 一 次 小心 苦果 自己 吞 后安錠 的確 是 一 種 到 目前 為止 避孕率 最 高 副作用 也 最 低 的 事後 避孕藥 不過 此
箇中,的確,有,選配 荷包蛋 里脊肉 或 辣腸 頂級 的 3 樣 全 加 但 飯糰迷 吃 兩 口 便 知 箇中 的確 有 學問 飯 是 精選 的 優質 長 糯米 不但 篩去 了 雜質 粒粒 飽滿 老闆 還 細心
勤務,難免,手忙腳亂,工作 對於 外勤 勤務 或 緊急 狀況 的 反應 處置 較為 生疏 臨時 被 拉來 擔任 巡邏 臨檢 勤務 難免 手忙腳亂 如 遇 危急 狀況 因 平日 疏於 訓練 極 可能 危及 本身 性命 各 分局 派出所 業務
時,難免,會,會場 由於 在 森林 小學 就讀 需要 住宿 許多 學童 小小 年紀 沒 離家 經驗 到 學校 住宿 時 難免 會 想 家 目前 3年級 的 陳冠吾 到 森林 小學 讀書 已經 是 第2 個 學期 家 住
經驗,難免,發生,部分 已經 從 學科 能力 測驗 開始 並且 發生 了 一些 小 問題 根據 過去 幾 年 的 經驗 難免 發生 一些 狀況 因此 他 打算 親自 模擬 走 一 遍 從 推薦 甄選 申請 入學 到 考試
般,難免,會,安全 害怕 再 受 傷害 需 反覆 尋求 大人 的 保證 面對 突如其來 的 災難 孩童 如 成人 般 難免 會 出現 諸多 急性 壓力 症狀 若 持續 時間 過 久 或 強度 過 大 家長 應 儘快
以免,總是,引發,這樣 的 多元 就 太 過分 了 不過 這 類 數據 應該 要 多 對 社會 做 說明 以免 總是 引發 誤解 黃榮村 說 推動 教育 改革 一定 要 有 全貌 的 說明 要 一直 不厭其煩 地 對
醫界,總是,要求,藥界 人士 憤慨 地 說 健保局 聲稱 新 藥價 基準 是 依照 市場 調查 而 予 調降 殊不知 醫界 總是 要求 把 健保 調降 比率 再 予 折讓 若 不 設法 予以 制止 或 立法 把 藥價差 透明化
支持,有助於,其,包容 家長 對 孩子 的 諸多 感受 反應 需 抱持 關懷 接納 的 態度 充分 的 愛 與 支持 有助於 其 從 創傷 中 恢復 而 在 談論 事件 經過 時 有 以下 原則 1 提供 安適 的
