left_word,target_word,right_word,context
因為,難得,寫真,活動 等 優惠 並 有 免費 電腦 分期 手機 優惠 健檢 免息 分期 旅遊 抽獎 活動 等 優惠 因為 難得 寫真 明星 這 次 換 我 做做 看 我 拍 我 拍 我 拍 拍 拍 你 知道
來,難得,一,保 年輕 了 認為 多 和 年輕人 在一起 就 會 常 保 年輕 了 一 位 數十 年 來 難得 一 見 的 好 球員 死 於 小 飛機 空難 聞 者 無不 扼腕 嘆息 而 曾 在
相當,難得,且,我 那麼 身為 親自 參與 暨大 救災 工作 的 我 被 指為 無情無義 之 人 這 可 倒是 相當 難得 且 奇特 的 人生 歷練 與 經驗 就 在 輿論 開始 大肆 韃伐 暨大 之前 有 多少 人
陶晶瑩,畢竟,有,身體 極度 不 舒服 外加 主持 大型 晚會 的 壓力 陶晶瑩 此時 的 情緒 繃 到 最高點 不過 陶晶瑩 畢竟 有 過 大型 晚會 主持 經驗 壓抑 著 克制 著 燈光 一 亮 話 一 講 情緒 也
蜂擁而上,畢竟,要,向 連戰 副總統 說 不 不 不 於是 高度 體察 上 意 忽略 民意 的 圍剿 部隊 立刻 蜂擁而上 畢竟 要 解決 一 個 校友團 尚 在 奮鬥 的 國立 大學 校長 是 標準 的 打 困灘龍 此役
決定,畢竟,養大,如果 我 是 一 位 暨南 大學 學生 的 家長 我 會 非常 非常 感謝 李家同 校長 的 決定 畢竟 養大 一 個 孩子 是 相當 不 容易 的 事情 尤其 有 許多 學生 才 剛 考上 大學
說,的確,是,個 議題 的 不 是 漢人 而是 原住民 這 番 話 對 一向 充滿 優越感 的 漢人 來 說 的確 是 相當 大 的 諷刺 遠居 在 埋伏坪 部落 的 瓦歷斯 以 文學 打開 一 道 與 世界
美麗島事件,的確,對,高層 主管 當然 也 有的 可能 已經 遠離 政治 忘卻 美麗島 了 作為 歷史 不可或缺 的 一 頁 美麗島事件 的確 對 台灣 民主 產生 關鍵性 的 影響 而今 追省 歷史 可以 反思 可以 批判 可以 寬怒 可以 究責
救治,的確,有,院長 的 看法 筆者 深感 贊同 因為 王 院長 所 提出 的 各 項 方式 對於 災 後 救治 的確 有 相當 重要 的 幫助 但 換 個 立場 想 如果 我 是 一 位 暨南 大學 學生
少奶奶,的確,是,和 從 女工 做 起 的 中紡 老闆娘 鄒音喜 等 劉素華 女 明星 入 豪門 苦水 滿腹 當 少奶奶 的確 是 許多 女孩子 的 夢想 尤其 在 演藝圈 幾乎 每 一 個 女 明星 都 會 說 自己
交友,的確,提供,面對 繁雜 枯燥 的 課業 受囿 難 拓展 的 人 我 關係 擁有 無限 想像 空間 的 網路 交友 的確 提供 年輕 男女 逃避 現實 憧憬 於 美麗 戀情 的 幻想 園地 實際 生活 的 困窘 與 無奈
美女,的確,讓,及 化妝品 廣告 中 擦 了 活膚 精華 霜 讓 自己 看來 少 了 五 歲 的 白皙 美女 的確 讓 男人 臉紅 心跳 直 吞 口水 然而 你 真的 相信 這 種 絕世 美女 會 跳出 螢幕
瓊斯杯,的確,是,球迷 立即 怒 極 砸場 在 外交 孤立 社會 沉悶 國家 尊嚴 一再 受創 的 那 個 年代 瓊斯杯 的確 是 國人 投射 集體 意識 的 重要 象徵 只不過 由 挫折 屈辱 憤怒 所 反射 出來 的 民族
雖然,難免,引起,一起 來 且 住 了 不止 一 天 他 只有 情商 其他 同學 協助 轉介到 他們 的 宿舍 雖然 難免 引起 其他 同學 異樣 的 眼光 但 小峰 並 不 介意 他 說 在 速食 愛情 的 社會
者,總是,失眠,表現 強暴 受害 者 會 被 惡夢 中 一再 重複 的 性侵害 景象 嚇醒 地震 後 的 倖存 者 總是 失眠 緊張 擔心 自己 的 家園 就 在 幾 分鐘 內 化為烏有 逃過 車禍 意外 的 孩子 總是
孩子,總是,悶悶不樂,者 總是 失眠 緊張 擔心 自己 的 家園 就 在 幾 分鐘 內 化為烏有 逃過 車禍 意外 的 孩子 總是 悶悶不樂 看起來 沒 啥 精神 這些 可憐 的 人 到底 是 精神 緊張 還是 真的 生病 了 美國
相處,總是,到處,史都華 當時 有 許多 美國 選手 但 他 就 對 史都華 印象 最 深 因為 史都華 非常 好 相處 總是 到處 在 開玩笑 顯得 十分 樂觀 呂西鈞 也 認為 美國 是 個 優勝劣敗 的 運動 天地 職業 選手
身邊,總是,充滿,明星 越 紅 越 沒有 安全感 回到 家 裡 的 生活 其實 單調 乏味 甚至 有些 自閉 她們 身邊 總是 充滿 掌聲 被 眾人 簇擁 這 種 高 知名度 使 她們 走到 那裡 都 會 被 認出來 跟
處罰,總是,連坐,要好 從小 就 被 視為 一體 或許 是 因為 父親 教育 的 關係 不管 是 誰 做 錯事 處罰 總是 連坐 從小 也 是 同班 當 外人 總會 故意 逗說 誰 穿 得 漂亮 時 她 就 決定
人,總是,有,淑玲 也 強調 和 姐姐 感情 好 到 即使 上 了 大學 還是 一起 洗澡 每 次 兩 人 總是 有 說 不 完 的 話 不過 或許 是 因為 感情 太 好 當 她 上 大學 交
才能,有助於,未來,其 專業 知識 和 經驗 頗 值 參考 此時 此刻 北京 對 台灣 應 表現出 智慧 和 氣度 才能 有助於 未來 兩岸 關係 的 發展 台北 已 頒布 緊急 命令 將 全神貫注 於 內部 重建 直到 明年 三月
種,有助於,居住,被 拘禁 留置 者 之 補償 這些 人 於 回到 德國 之後 得 有 解甲歸田 金 以及 各 種 有助於 居住 與 職業 重建 的 各 種 優待 此外 國家 更 設立 返鄉 基金會 以 提供 職業 與
