left_word,target_word,right_word,context
狹窄,難得,的,強盛 的 生存 活力 對 你 的 忠告 要 改變 不 讓 外人 接近 的 傾向 如果 心胸 狹窄 難得 的 女性 魅力 也 會 減半 關於 對於 狀況 的 迅速 變化 及 適應 能力 也許 沒有 能
很,難得,到,對象 但 由於 其 對 自己 的 行為 不 負責任 膽大妄為 而 不 肯 收拾 殘局 因此 有時 很 難得 到 別人 的 諒解 和 信任 你 幾乎 對 什麼 事 都 抱 著 強烈 的 興趣 同時
方向,畢竟,在,然而 我們 依然 相信 經過 我們 更 詳細 的 說明 之後 民眾 會 認同 我們 的 大 和解 方向 畢竟 在 台灣 社會 中 希望 用 對抗 對立 打架 來 處理 政治 歧見 的 人 一定 是 少數
徵兆,畢竟,其他,可 視為 超越 其他 生物 的 徵兆 泰勒 認為 這些 獨特 的 能力 不能 作 判斷 超越 的 徵兆 畢竟 其他 動物 亦 具有 獨特 的 能力 例如 鳥類 的 飛翔 蜘蛛 織 網 虎 豹 的 快速
要求,畢竟,野生物,愛護 野生 動物 只有 犧牲 自己 的 生命 就 尊重 自然 的 觀點 言 並 沒有 這 種 要求 畢竟 野生物 並 沒有 比 人類 具有 更 大 的 價值 在 這 情況 下 人類 的 基本 利益
的,畢竟,如果,是 在 其他 的 婚前 和 婚 外 性 模式 遭受 持續 醜化 抹黑 之中 爬昇為 優先 選擇 的 畢竟 如果 婚 內 性 真的 那麼 美好 那麼 合乎 人性 我們 又 何必 要 灌輸 責任 和 承諾
面目全非,的確,在,做 了 很多 壞事 一旦 轉變 之後 可以 殺身成仁 他 從前 做 很多 好事 一旦 失足 的話 可以 面目全非 的確 在 活 著 的 時候 避免 對 一 個 人 下 定論 甚至 死 的 時候 也 不
二十一世紀,的確,是,情報 還是 得 靠 人 來 製造 所以 人們 才 會 說 這 是 個 人情 的 時代 二十一世紀 的確 是 由 human network 人 與 人 間 交錯 的 網路 帶領 風騷 的 情報 世紀 照 這
好,的確,記號,在 進步 真的 覺得 德希達 的 觀念 用 cellular autometa sorry 前面 拼錯 了 可以 處理 得 很 好 的確 記號 的 延異 運作 有點 像 細胞 自動機 的 運作 但 細胞 自動機 的 理論 是否 可以 完全
兄,的確,也,也 發 了 一些 牢騷 我 看過 capita 兄 在 本 版 中 的 諸多 發言 深覺 capita 兄 的確 也 有 很 深 的 人文 素養 我 的 牢騷 絕不 是 針對 capita 兄 希望 以後 能
連絡,的確,有,post 上來 請 capita 指教 capita 兄 如 有 興趣 願 花 時間 一 觀 請 與 我 連絡 的確 有 很多 哲學 理論 用 科學 模型 來 說明 會 更 清晰 如 Foucault 的 Archaeology 市面 上
理論,的確,是,上 不一定 是 這裏 所以 我 的 真正 立場 是 以 科學 理論 為 模型 來 解釋 哲學 理論 的確 是 一 條 可行 之 路 但 前提 是 要 先 掌握 該 學說 的 精髓 和 精神
