left_word,target_word,right_word,context
愈來愈,難得,有些,再 上 層 樓 的 達官貴人 也 深信不疑 瞿海源 認為 這 是 因為 往 上 發展 的 機會 愈來愈 難得 有些 更 不 是 自己 可以 掌握 的 於是 講究 陽宅 風水 對 信 者 而言 是 最
的,難得,機會,是 我國 業者 要 與 國際 先進 軟體 開發 公司 從 同 一 條 的 起跑線 出發 競爭 的 難得 機會 更 是 軟體 業者 進軍 國際 市場 的 轉捩點 培訓 費用 相當 昂貴 經濟部 工業局 將 提供
存在,畢竟,病患,人 也許 是 台灣 最後 一 批 痲瘋 病患 但 我們 也 不能 因此 而 忽略 他們 的 存在 畢竟 病患 在 遭受 疾病 的 創傷 後 都 希望 能 安穩 地 渡過 餘生 在 這 一 點
但,畢竟,職籃,在 加入 職籃 後 不論 是 練球 的 分量 或 教練 的 要求 都 比 以往 高出 許多 但 畢竟 職籃 是 籃球 是 最 高 的 等級 他 認為 若 能 因此 更加 增進 自己 的 球技
產品,畢竟,知己知彼,的 信賴 而 他 所 言 的 產品 技術 不只 是 自己 產品 更 包括 了 敵人 的 產品 畢竟 知己知彼 百戰百勝 在 技術 上 陳企凱 便 具有 絕對 的 自信 而 該 部門 的 成員 在 他
目前,的確,沒有,的 空間 不足 是 長久以來 的 問題 但 這 是 限於 校地 的 狹小 並非 校方 不 重視 目前 的確 沒有 學生 宿舍 不過 學校 已經 在 舊 男生 宿舍 原址 改建 男女生 綜合 宿舍 預計 在 二
問題,的確,很,的 關係 變 得 太 複雜 想 保持 一 種 純純 的 愛 大學生 男女 同居 這 個 問題 的確 很 敏感 尤其 在 傳統 禮教 嚴謹 的 中國 社會 中 男女授受不親 被 視為 不可 逾越 的 道德
耿直,的確,足以,這樣 沒 什麼 好 介意 的 楊志忠 還 說 撇開 學術 成就 不 談 張宏鈞 為 人 正派 耿直 的確 足以 當 年輕人 的 楷模 他 還 半 開玩笑 地 說 不過 事必躬親 的 結果 這 位 傑出
公演,的確,很,形成 前後 兩 屆 一起 搶 舞蹈 教室 排練 為 的 都 是 畢業展 舞者 林雅珮 說 提前 公演 的確 很 累 因為 畢業展 是 從 三年級 的 班展 延續 下來 算算 日子 我們 已經 排練 快 一
記憶體,的確,略,常 用 的 顯示 模式 下 其實 僅 需 約 300 KB 記憶體 可見 剩餘 之 17 MB 記憶體 的確 略 具 浪費 之 嫌 整合入 系統 後 因 顯示 與 主系統 共 用 記憶體 BIOS 與 作業
