left_word,target_word,right_word,context
個,難得,的,外 布滿 大漢 黑煞 感到 強烈 的 興奮 和 刺激 他 酷愛 暴力 和 鮮血 目下 正 是 個 難得 的 機會 最 直接 是 沖進去 大 殺 一 輪 當然 還 有 更 美妙 的 方法 就
不過,畢竟,是,在 演出 時 會 將 自己 過去 所 經歷 過 和 父親 衝突 的 情緒 投射 在 裡面 不過 畢竟 是 不同 的 兩 個 世界 他 會 盡量 把 自己 投入 劇 中 人物 的 悲 喜
無可奈何,畢竟,那,負責 管理 交通 秩序 不過 附近 民家 的 汽車 仍 可 停 在 校 門口 的 停車場 學校 無可奈何 畢竟 那 是 他們 的 地 至於 綜合 大樓 的 地下室 因為 仍 在 進行 大樓 的 空調 工程
而,畢竟,音樂,相當 大 因為 種族 歧視 使得 以 英國 為 大本營 的 白人 藍調 和 美國 黑人 藍調 壁壘分明 而 畢竟 音樂 是 超越 種族 國籍 的 時至今日 兩 派 已 充分 交流 不管 是 芝加哥 或 德州 藍調
的,畢竟,兩,德國 德國 在 下 個 世紀 會不會 恢復 過去 勇猛 的 形象 是 每 個 國家 所 擔心 的 畢竟 兩 次 世界 大戰 德國 都 要 負 相當 的 責任 柯爾 在 他 的 任期 裡 讓
宇宙,畢竟,和,所有 人類 龍 的 子孫 黑煞 道 我 明白 但 又 不 明白 武夫 仰天 長嘆 道 這 宇宙 畢竟 和 我們 原先 的 宇宙 不同 在 以前 的 宇宙 裡 生命 是 無限 的 自然 死亡 並
一點,畢竟,超腦,某 一 限度 上 予 它 自主 的 自由 正 是 要 它 能 幫助 我們 走 快 一點 畢竟 超腦 還 在 試驗 階段 有 很多 須 改正 的 地方 最後 關頭 我們 可以 切斷 它 的
但,畢竟,這,卻 一 無 所 覺 我 不 知 超腦 何時 學曉 這 種 心靈 傳感式 的 通訊 方式 但 畢竟 這 是 眼前 的 事實 超腦 平靜 地 道 阿爸 引 她 去 按 秘道 的 門鎖 我
好感,畢竟,她,失職 的 保安員 左詩雅 俏麗 的 臉龐 掠過 一 絲 過意不去 的 神色 使 我 對 她 大增 好感 畢竟 她 並非 是 那 種 自私 自利 不擇手段 的 人 馮禮 轉 了 身 往 大廳 門 走去
經濟,畢竟,區域,區域 合作 契機 台北市 並 非常 願意 運用 台灣 的 雄厚 經濟 實力 協助 區域 內 鄰邦 重建 經濟 畢竟 區域 經濟 健全 符合 各 國 最 大 利益 符合 各 國 最 大 利益 立法院 全 院
也,的確,引起,解釋 例如 前 陣子 女舍 強暴案 學校 就 會 主動 調查 而 今年 的 兩 宗 宿舍 自殺案 也 的確 引起 學生 恐慌 住宿 的 同學 也 不 敢 留在 宿舍 裡 學校 也 請 教官 安撫 同學
看來,的確,是,直指 往 高原 的 方向 馬兵尼 道 你 看 那 石頭 面 上 粘滿 黑 紅 的 液體 看來 的確 是 風乾 的 血跡 駭然 道 這 是 什麼 意思 馬兵尼 臉 上 閃過 恐懼 的 神色 道
這,的確,很,只有 最 先進 的 設備 才 可以 探測 到 這 類 波長 極 短 的 超電波 封翎 道 這 的確 很 有趣 但 也 不 值得 我們 冒險 到 這裡 來 艾玲娜 道 你們 並 不 是 唯一
她,的確,學,教 我 去 愛人 不過 始終 學 不 好 可是 那些 噩夢 愈來愈 少 了 龍飛 心想 看來 她 的確 學 得 不 太 好 否則 也 不會 做 了 賭界 的 大阿姐 想到 另 一 個 問題
他們,的確,無法,地 遊玩 至於 盲人 朋友 將 如何 參觀 中正 航空館 的 展示 呢 鄭元璋 表示 很 可惜 的 他們 的確 無法 看見 那些 展示品 所以 他們 已 與 航空館 聯絡 特別 請 解說 人員 為 他們 介紹 新莊
雖然,難免,會,他們 的 工作 環境 大都 是 一些 聲色 場所 但 實際 上 他們 的 工作 性質 很 單純 雖然 難免 會 遇到 一些 被 騷擾 的 問題 她 認為 只要 把持住 自己 的 原則 言行 舉止 端莊 就
父母,難免,會,住 基隆 每 周 仍 不忘 回家 探望 父母 由於 是 家 中 唯一 未 成家 的 孩子 父母 難免 會 為 他 著急 他 卻 抱持 順其自然 的 態度 認為 這 是 可 遇 而 不可 求
是否,總是,限制,是 助長 或 默許 性侵害 事件 的 發生 不妨 試 著 問問 自己 在 家 裡 是否 重男輕女 是否 總是 限制 身邊 女性 的 行動 是否 喜歡 批評 女性 的 身材 是否 常 說 歧視 女性 的 黃色
約談,有助於,雙方,廣場 使用 修正案 後 校方 曾 約談 過 他 黃宗民 說 他 並 不 反對 約談 他 認為 約談 有助於 雙方 對 問題 的 了解 但 只是 他 了解 沒有用 沒有 被 約談 的 同學 依然 不 了解
都,有助於,外國,地區 並 不 限定 在 故宮 博物院 美術館 等 名勝古蹟 逛街 看電影 甚至 只 在 咖啡店 裡 聊天 都 有助於 外國 朋友 了解 台灣 的 生活 因此 活動 的 內容 完全 自 定 但 為 安全 著想 協會
交流,有助於,良性,到 亞洲 金融 危機 都 有 深刻 的 看法 他 認為 從 德國 經驗 來 看 兩岸 持續 交流 有助於 良性 發展 他 同時 肯定 台灣 處理 金融 危機 的 做法 以下 是 訪問 內容 摘要 問 你
這,有助於,他,他 的 警覺 這些 年 來 他 已 培養出 野獸 般 的 直覺 能 感覺到 危險 的 來臨 這 有助於 他 屢次 化險為夷 蠍子 打開 轉 左 的 轉向燈 進入 通往 新界 高速 公路 的 外車道 他 踩盡
考量,有助於,整體,政大 代理 校長 鄭丁旺 表示 政大 若要 設置 出版系 必須 經過 校務 規劃 委員會 及 校務 會議 討論 考量 有助於 整體 中長程 發展 後 才 有 可能 成立 陳世敏 則 認為 出版 科系 以 置於 傳播 學院 下
將,有助於,政府,中正 大學 政研所 教授 鄭又平 表示 未來 若 北 中 南 三 地 都 有 民意 調查 中心 將 有助於 政府 瞭解 全 省 綜合性 的 意見 對於 公共 政策 的 制定 有 很 大 的 貢獻 政大
