left_word,target_word,right_word,context
相當,難得,的,扮相 與 動作 都 不 是 大家 可以 輕易 學習 模仿 的 所以 優伶 其實 是 一 種 相當 難得 的 人才 但是 女優 的 身世 與 地位 卻 非常 低下 女優 的 出身 有 的 是 從
重要,畢竟,人,品質 才 是 重點 劉祥宏 把 居住 空間 品質 與 空間 的 人文 內涵 看 得 比 外型 重要 畢竟 人 才 是 都市 的 主角 他 如此 堅信 劉祥宏 的 住宅 作品 之所以 備受 好評 除了 變動
期待,畢竟,銀杏,古老 世紀 的 銀杏 給 了 許多 人 新 的 希望 但 似乎 也 承載 了 過多 的 期待 畢竟 銀杏 不 是 萬靈丹 美國 醫學界 就 指出 銀杏葉 雖 能 促進 血液 循環 預防 心血管 疾病 但
這,畢竟,也,是否 有 宗教 中 的 人士 提出 騙財 告訴 而已 雖然 錢財 問題 不能 說 不 重要 但 這 畢竟 也 太 物質化 宗教 的 價值 了 今天 的 台灣 從 宋七力 妙天 到 佛牙 崇拜 每 一
裡,的確,觀鳥,方式 寧願 多 用 一點 心 多 用 一些 關懷 多 走 一點 路 來到 真實 的 世界 裡 的確 觀鳥 帶給 我們 的 除了 可 見 的 瘋狂於 鳥種 的 追逐 之外 亦 有 回歸 自然 的
細胞,的確,持續,等 研究 研究 人員 在 上述 五 名 病患 過世 後 證實 發現 未 發展 完成 的 原 細胞 的確 持續 分裂 同時 製造 新 的 成熟 神經 細胞 這 項 分裂 再 造 過程 一直 持續 到
成功,的確,直接,寫下 第一 次 韓國 歌手 輸出 國外 的 紀錄 一 位 業者 表示 韓國 團體 的 出現 及 成功 的確 直接 刺激 台灣 的 創作 者 及 藝人 思索 不同 的 表現 形式 的確 直接 刺激 台灣 的
形式,的確,直接,團體 的 出現 及 成功 的確 直接 刺激 台灣 的 創作 者 及 藝人 思索 不同 的 表現 形式 的確 直接 刺激 台灣 的 創作 者 及 藝人 思索 不同 的 表現 形式 馬祖 有 許多 無 人
女子,的確,不在少數,宋儒 對 女教 限制 的 期望 並 未 在 實際 狀況 中 顯現 出來 宋朝 有 文采 的 女子 的確 不在少數 例如 宋代 著名 的 女 文人 李清照 就 是 其中 的 佼佼者 李清照 自幼 受到 良好 的
情橋,的確,替,功效 並 不 顯著 但是 全 世界 都 知道 本 城 有 這 座 愛 唱歌 的 候鳥 情橋 的確 替 本 城 帶來 不少 觀光 收入 整體 來 說 情橋 對 本 城 的 繁榮 有 積極
他,的確,如此,愛 人 的 樂趣 我 一再 問 他 是否 真的 要 想 無私 地 愛人 他 一再 回答 他 的確 如此 因此 我 用 一 只 小 瓶子 裝 了 這 五 顆 藥 給 他 他 謝謝
自己,的確,王豪,最 好 的 相信 大家 都 會 同意 這 句 話 因為 最 好 的 不見得 最 合適 自己 的確 王豪 是 很 好 的 男士 他 的 家世 外型 學識 都 很 好 而且 我 也 覺得
美,的確,感情,嗎 靜心 一 得 有 句 話 說 強 摘 的 果實 不 甜 強求 的 感情 不 美 的確 感情 是 必須 順其自然 而 不 是 強求 的 假如 為了 博取 對方 的 歡心 而 刻意 地
教授,難免,會,封 喉 一 擊 此時 又 能 如何 躲避 此時 又 能 如何 躲避 作為 一 位 心理學 教授 難免 會 有 人 要 來 找 你 卻 又 不肯 到 醫院 去 看 你 的 情形 這
電視,總是,告訴,頭殼 壞 去 鳥 有 什麼 好 看 的 野生 動物 不 都 是 外國貨 嗎 古時候 的 電視 總是 告訴 我們 國外 的 野生 動物 多麼 生動 而 國內 政經 則 重於 一切 過度 都市 及 商業化
牠,總是,站,就 像是 小型 的 猛禽 以 昆蟲 為 主食 偶而 捕食 兩棲 爬蟲 甚至 小型 哺乳動物 打打 牙祭 牠 總是 站 在 高處 不時 環顧 四周 伺機 獵食 而且 將 吃 不 完 的 食物 插 在 尖銳
回來,總是,精疲力盡,散步 太多 人 以 過於 嚴肅 眼光 看待 休閒 把 休假日 排 得 滿滿 的 以致 週末 渡假 回來 總是 精疲力盡 以為 努力 休假 便 無 閒蕩 終日 的 罪惡感 自己 加給 自己 的 競爭 壓力 也 扭曲
魅力,總是,在,神祕 源頭 正 努力 的 尋找 愛情 魅力 的 神祕 源頭 愛情 的 發生 隱藏 著 許多 伏筆 魅力 總是 在 許許多多 看似 偶然 卻 又 刻意 累積 的 印像 中 逐漸 鮮明 而 引爆點 就 在於 將
興趣,總是,陪,史 處理 宮 內 事物 都 適當 的 引經據典 更 重要 的 是 她 對 朝政 非常 有 興趣 總是 陪 著 真宗 批閱 奏摺 商討 國事 她 的 周謹 恭密 使 真宗 非常 信任 她 而 劉后
她,總是,一,就 對了 梅英 對 老師 同學 稱 她 青蛙 從來 不以為忤 也 很 習慣 這 種 稱呼 而 她 總是 一 臉 笑嘻嘻 地 回答 不 曾 生氣 說 實在 的 梅英 個子 矮矮 腮幫子 鼓鼓 眼睛 凸凸
相聚,總是,可以,感動 也 就 很 喜歡 和 快樂 的 青蛙 在一起 因 青蛙 雖然 不 美 但 每 次 相聚 總是 可以 感受到 地 出自 內心 的 喜悅 和 快樂 而 不再 使 他 滿 臉 愁容 和 憂鬱
或,總是,扭扭捏捏,很 內向 每 次 朋友 有 聚會 我 想 找 他 一起 去 他 都 不 願 去 或 總是 扭扭捏捏 沒有 一點 男子 氣慨 一點 都 不 大方 真是 拿 他 沒辦法 而 我 呢 說 實在
他,總是,又,時 我 的 速度 又 快 又 狠 又 準 而且 絕不 後悔 可是 我 男朋友 剛好 相反 他 總是 又 慢 又 拖 又 不 準 而且 下 了 決定 後 口 中 還 會 唸 按捏
王豪,總是,有,這麼 快 很 不 像 小姐 的 樣子 而且 也 會 得 胃病 唉 我 做 什麼 事 王豪 總是 有 意見 連 我 上車 時 關門 的 動作 大聲 些 他 也 會 開玩笑 地 說 妳
他,總是,搖搖頭,想 想 什麼 他 沒 說出來 就 趴 在 桌 上 睡著 了 後來 再 有 人 問 他 總是 搖搖頭 不 願 再 談 什麼 人們 發現 他 有 一 個 奇怪 的 生活 習慣 早晨 上班
他,總是,漫步到,什麼 人們 發現 他 有 一 個 奇怪 的 生活 習慣 早晨 上班 前 和 晚上 吃飯 前 他 總是 漫步到 島 南 碼頭 那 正 是 每 天 兩 次 客輪 航班 靠 碼頭 的 時間 他
