left_word,target_word,right_word,context
太,難得,的,人 過於 寂寞 朋友 就 介紹 李文生 來 住 不必 付 房租 對 李文生 來 說 真 是 太 難得 的 好 住所 李文生 十八 歲 就 離開 了 父母 到 外地 去 念 大學 他 很少 與
平時,難得,出去,安定 因為 在 掃墓 以後 每 個 人 心 裡 都 感到 舒暢 而且 勤勞 節儉 的 中國 平時 難得 出去 遊玩 所以 在 這 春暖花開 的 季節 大家 趁著 掃墓 的 機會 都 到 野外 活動 活動
裡,難得,您,說 你 是 鬼 六郎 點點頭 幾 年 前 路過 此 地 因為 喝醉 了 淹死 在 河 裡 難得 您 好心 每 次 把 酒 灑 到 河 裡 請 我 喝 讓 我 樂意 跟 您
個,難得,的,舉止 文雅 就 問 她 願不願意 到 盧 府 擔任 保姆 照顧 小 公子 盧天麟 這 是 一 個 難得 的 機會 她 答應 了 因為 一方面 可以 解決 現實 的 生活 問題 一方面 可以 等 安頓下來 之後
真,難得,雖然,整 天 待 在如果 不 這裡 掃掃 那裡 擦擦 的 日子 怎麼 打發 嘛 梅 張 太太 您 真 難得 雖然 沒有 出外 上班 卻 也 打扮 得 漂漂亮亮 的 這 不 打扮打扮 怎麼 行 啊 變成 黃臉婆
天,難得,看見,進步 了 交通 發達 了 而 我們 這 條 路 呢 卻 一直 沒有 拓寬 以前 呢 一 天 難得 看見 一 部 大卡車 可是 現在 不同 了 到處 是 大 車子 交通 秩序 也 亂 我 就
最,難得,的,態度 要 謹慎 恭敬 才 算是 孝 學生 子夏 問 孔子 怎樣 才 算是 孝 呢 孔子 說 最 難得 的 是 對待 父母 和顏悅色 假使 僅僅 做到 有事 的 時候 先 代 他們 去 做 有 酒飯
但是,畢竟,不,說 的 那樣 缺乏 責任感 我們 也 有 有 抱負 有 擔當 用功 好學 謙虛 有禮 的 大學生 但是 畢竟 不 是 多數 這 幾 年 來 大學生 一般 的 程度 逐漸 退步 而 讀書 的 風氣 也
那,畢竟,少之又少,合夥人 儘管 有 些 充滿 活力 又 具 多 面 性格 的 人 能 獨 撐 大樑 不過 那 畢竟 少之又少 多 想想 合夥 共 創 事業 別 停留 在 單槍匹馬 打天下 的 觀念 裡 第七 課 九0年代
革命,畢竟,成功,新娘 真正 的 革命 新娘 9 建國 歌劇 眾人 齊唱 中華民國 雄峙 亞東 青天 白日 滿地 紅 民族 革命 畢竟 成功 畢竟 成功 自由 平等 樂 無窮 唱完 一 人 問 眾人 答 問 國內 人民 的 地位
成功,畢竟,成功,的 革命 新娘 9 建國 歌劇 眾人 齊唱 中華民國 雄峙 亞東 青天 白日 滿地 紅 民族 革命 畢竟 成功 畢竟 成功 自由 平等 樂 無窮 唱完 一 人 問 眾人 答 問 國內 人民 的 地位 應該 怎麼樣
方面,的確,帶給,遇到 困難 要 找 算命 先生 有 人 說 這些 是 迷信 但是 這樣 的 信仰 在 某些 方面 的確 帶給 人們 許多 精神 上 的 安慰 第九 課 鹽水 的 蜂炮 傳統 的 節慶 在 現代 的
她們,的確,已經,還 有 一 段 路 要 走 不過 和 中國 傳統 裹 小 腳 的 女性 比 起來 她們 的確 已經 向 前 進 了 一 大 步 了 第十一 課 戴 口罩 的 騎士 對 許多 台灣
漢字,的確,是,說 西洋 文字 是 拼音 文字 中國 的 是 象形 文字 在 古代 造字 的 初期 大部份 的 漢字 的確 是 象形 的 但是 到 了 後來 象形字 只 佔 漢字 的 一 小 部份 並且 演變 到
心,的確,是,句 很 中肯 的 話 又 有 一 派 佛教徒 主張 不 立 文字 主張 以 心 傳 心 的確 是 有 他們 的 苦衷 的 但是 話說回來 文字 表 情 達意 的 能力 雖然 不如 語言 卻
廣泛,的確,是,台灣 地區 來 說 人口 總數 不斷 成長 的 這 個 現象 所 牽連 到 的 層面 很 廣泛 的確 是 一 個 不能 忽略 的 問題 目前 的 加強 人口 政策 推行 方案 已經 執行 了 好幾
口,的確,非常,第一 件 事 就 是 坐下來 喝 酒 他 把 酒 倒 在 杯子 裡 喝 了 一 口 的確 非常 香 他 一 杯 接著 一 杯 地 喝 沒 多 久 就 把 一 壺 酒
得,的確,非常,中間 使 那 個 字 看起來 就 像 太 字 一樣 考官 一 看 這 篇 文章 作 得 的確 非常 好 就 把 他 取 做 第一 名 並且 召見 了 他 想 看看 他 的 儀表
