left_word,target_word,right_word,context
之外,難得,幾,使 我 感佩 時下 罕見 當今 若 欲 求 嚴整 連屏 大編 的 真書 壽序 在 陳 教授 之外 難得 幾 人 能 比 書畫 之 學 我 與 瑞庚 兄 行徑 相反 而 意趣 相通 他 是
但,畢竟,有,日後 行有餘力 再 及於 其它 項目 汐止 學校 傳統 藝術 教學 計畫 雖然 廣邀 名師 普 設 團隊 但 畢竟 有 計畫 的 實施 設定 在 課外 活動 一 週 兩 節 的 方式 對於 艱深 的 傳統
人,畢竟,在,耶穌 的 人性 與 神性 這 個 執意 要 上 十字架 卻 又 徹夜 憂苦 難以 成眠 的 人 畢竟 在 十字架 上 說 過 我 的 神 我 的 神 為什麼 離棄 我 而且 他 在 最後
自覺,畢竟,就,要 走 這樣 的 一 條 路 除了 心願 和 毅力 還要 有 超乎 常人 的 耐心 和 自覺 畢竟 就 如 卡夫卡 說 的 真理 只有 方向 沒有 道路 觀察 過往 的 藝術家 能 探得 人性 深處
他,畢竟,是,者 看 來 他 不過 是 一 個 會 畫畫兒 的 和尚 並 非 廊令 之 材 加上 他 畢竟 是 朱 明 的 後人 就 更 不能 輕易 地 委 之 重任 了 漸江 臨終 前 告訴
言,畢竟,能,落入 激流 中 這 是 無法 改變 的 一 去 不復 返 的 歷史 現實 做為 個人 而 言 畢竟 能 自己 掌握 命運 由 依 樹 之 籐 變為 依 己 自立 勤勉 於 詩 文 書
自己,畢竟,不,幅 作品 成 教化 助 人倫 憂國 憂民 但 藝術 救國 尚 屬 空中 樓閣 他 終於 發現 自己 畢竟 不 是 振臂 一 呼 而 應 者 雲集 的 英雄 便 漸漸 轉入 藝術 自身 的 革命
路,畢竟,文明,西化 的 爭議 以及 毫無 根據 的 東西 比較 靜下心 來 踏實 地 找 自己 該 走 的 路 畢竟 文明 的 新生 至今 仍 是 全 人類 共同 面對 而 不 知 該 如何 究解 的 問題
貝多芬,畢竟,取代,音樂 裡 毫無 人間 情緒 的 純淨 風格 相比 簡直 是 一 種 宗教 情感 的 墮落 但是 貝多芬 畢竟 取代 了 巴哈 並 瞬 即 轉入 浪漫樂派 縱觀 藝術史 與 人類 文明史 有如 一 有機體 以 它
心靈,畢竟,這些,但 卻 能 以 其 精髓 抽象性 及 在 時空 中 移動 的 特質 直接 滲透 我們 的 心靈 畢竟 這些 才 是 任何 藝術 作品 中 全然 的 推動力 它 是 一 種 最 自由 最 直接
下來,畢竟,累,白 馬 四 蹄 翻飛 向 前 奔馳 白 馬 雖然 神駿 但 不停 不息 的 長途 奔跑 下來 畢竟 累 了 何況 這時 背 上 乘 了 三 人 白 馬 似乎 知道 這 是 主人 的
可,畢竟,是,嗎 聲音 甚 是 淒涼 李文秀 心 中 不忍 暗想 他 雖然 做 了 許多 壞事 對 自己 可 畢竟 是 很 好 的 讓 他 一 個 人 在 這 黑暗 中 等死 實在 是 太 殘忍
呢,畢竟,一,一樣 而 區分 一般而言 比較 文雅 就 是 表面 上 客氣 大家 互相 容忍 既然 同 為什麼 不和 呢 畢竟 一 個 團體 所 要求 的 同 也 只 能 是 表面 的 同 很多 人 表面 相同
人,畢竟,是,之 處 是 它 可以 在 頓悟 之後 有 不同 的 發展 方向 但 有 此 頓悟 的 人 畢竟 是 少數 所以 大多數 人 還 是 需要 慢慢 擴展 精神 的 領域 所以 你 的 朋友 現在
