left_word,target_word,right_word,context
人生,難得,偷來,在 我 的 人生 中 能夠 擁有 這些 好 朋友 真 是 我 最 大 的 快樂 呀 人生 難得 偷來 半 日 閒 對於 身處 繁忙 工作 的 現代人 能 在 非 假日 去 一 個 是
享受,難得,的,非 假日 去 一 個 是 假日 好 去處 的 地方 閒逛 閒逛 除了 可以 盡興 欣賞 風光 享受 難得 的 清靜 之外 最 大 的 收穫 應該 是 紓解 了 平日 工作 疲憊 的 心緒 我 是
遙遠,難得,聚,遊客 因為 不 是 假日 更 能 珍惜 偷來 的 心情 尤其 我們 三 位 工作 地點 距離 遙遠 難得 聚 在一起 志同道合 的 朋友 能 一塊兒 踏上 這 片 充滿 佛教 色彩 的 山野 自然 是 滿懷
一來,畢竟,只有,壞 習慣 那 就 得不償失 了 幾經 思慮 後 我 決定 自己 動手 來 寫 這 分 教材 一來 畢竟 只有 自己 才 了解 自己 的 需要 二來 也 可 照 自己 的 意思 將 字體 儘量 放大
感動,的確,孩子,個 角度 來 看 的 聽 了 大李 老師 這 一 番 話 真 教 做 父母 的 感動 的確 孩子 的 任何 一 件 事 都 是 單純 的 有時 反倒 在 成人 的 眼光 中 被
難為,的確,是,覺知 與 反省 明白 自己 的 鼓勵 接受 自己 的 缺點 才 有 可能 進步 和 成長 老爸 難為 的確 是 如此 但 這 也 是 我們 學習 及 成長 的 課程 之 一 只要 有心 我們 都
小朋友,的確,在,也 度過 了 小學 的 一年級 生涯 從 這 一 次 的 考試 過程 與 結果 可以 看出 小朋友 的確 在 心智 上 較之 以往 具有 自主 的 精神 譬如 自己 溫習 功課 要求 自己 小心 填寫 答案
仍然,難免,受到,課題 在 目前 情況 下 自來水 雖 經 水廠 過濾 消毒 等 淨化 過程 但 輸水 過程 中 仍然 難免 受到 汙染 因此 加裝 淨水 設備 及 飲用 前 的 煮沸 過程 還是 不能 省略 的 必要 措施
了,難免,會,賣 的 幼兒 讀物 不 是 內容 不 盡 合用 就 是 字體 印刷 太 小 讀 久 了 難免 會 傷到 眼睛 而 國小 一年級 的 課本 更 是 不能 拿來 用 的 因為 擔心 孩子 將來
有時,難免,畫,到底 應 以 何者 為 重 師生 自應 都 有 共識 否則 不 只 教學 效果 難以 達成 有時 難免 畫 虎 不 成 反 類 犬 則 非 師生 之 福 三 宜 強調 體育 教學 目標
時,難免,顯得,與 嘗試 對於 孩子 獨立 做 的 事情 不要 妄加 批評 孩子 剛 開始 學 獨立 做 事 時 難免 顯得 笨拙 只要 他 努力 做 了 不管 做 得 如何 都 應該 對 他 的 努力 加以
安亮,總是,邊,古代 大俠 武功 了得 身手 敏捷 最 讓 安亮 欽羨 不已 每 次 電視 一 有 古代 武俠劇 安亮 總是 邊 看 邊 演練 一 天 父子 三 人 又 在 比畫 安亮 眼看 爸爸 功夫 一流 竟
流血,總是,令,就 如 你 所 預期 的 那麼 好 一般人 流 鼻血 雖然 可以 很 快 的 止住 不過 流血 總是 令 人 覺得 不 舒服 也許 你 也 曾 擔心 流 鼻血 是 不 是 疾病 的 前兆
問題,總是,讓,惹來 一 頓 臭罵 甚至 挨 一 記 拳頭 喔 在 教養 子女 的 過程 中 層出不窮 的 問題 總是 讓 做 媽媽 的 擔心 不已 例如 不 好好 吃飯 不 愛 睡覺 學業 成績 不 理想 個性
他們,總是,對,邊 聊 高興 起來 主人 會 拿出 民族 樂器 冬不拉 彈 一 段 木卡姆 並 邀 你 跳舞 他們 總是 對 冬 春 期間 來訪 的 客人 說 真 遺憾 你 不 是 在 最 好 的 季節
家門,總是,深深,我們 能 避開 傷害 獲得 更多 的 安全 和 快樂 每 天 傍晚 飢腸轆轆 的 我 一 踏進 家門 總是 深深 的 吸 一 口 氣 忍不住 叫 好 香 喔 我 的 書包 來不及 放下 就 跑進
辛苦,總是,值得,紛飛 所以 他 每 天 都 忙 得 很 但 爸爸 總 說 工作 雖然 很 累 但是 辛苦 總是 值得 的 每 天 爸爸 還 要 接送 我 上下學 又 要 煮飯 但 他 從不 厭煩 晚上
我,總是,手不釋卷,自編 自演 說 一些 奇怪 的 話 真是 好玩 我 現在 讀 太平 國小 是 一 位 小學生 我 總是 手不釋卷 爸爸 稱 我 是 一 位 標準 的 書迷 假日 有空 時 爸爸 就 帶 全家 去
們,總是,三五成群,之下 每 一 位 同學 對 躲避球 更 是 百 玩 不 厭 每當 下課 鈴 響 同學 們 總是 三五成群 的 蜂擁 至 操場 拿 著 躲避球 準備 展開 攻勢 球 一下 飛到 東 一下 飛到 西
並,有助於,此,公正 守法 服從 負責 誠實 友愛 等 美德 奠定 團體 生活 規範 指導 兒童 衛生 保健 之 養成 並 有助於 此 一 教育 宗旨 的 實現 因此 體育 教學 正常化 的 實施 是 當前 教育 的 重要 課題
