left_word,target_word,right_word,context
伯爸,難得,的,記 而 這 個 提議 竟然 是 由 一向 懶散 的 伯爸 所 提出 的 呢 既然 是 伯爸 難得 的 提議 姆媽 和 小囡囡 當然 樂意 配合 囉 笨手笨腳 的 伯爸 帶 了 一 大 堆 東西
世界,難得,一,一同 為 兒童 畫 著色 五彩繽紛 的 顏色 塗 在 畫紙 上 代表 孩子 們 心 中 的 世界 難得 一 見 的 書法 素描 吸引 許多 小朋友 排隊 等待 畫家 張逸石 用 毛筆 為 小朋友 畫下 形貌
節目,畢竟,只,開始 感到 無聊 發慌 因為 再 怎麼 睡 也 不可能 睡 上 一 整 天 好看 的 電視 節目 畢竟 只 有 那 幾 個 玩 也 有 玩膩 的 時候 況且 還 不一定 有 玩伴 或 把戲
了,畢竟,保護,在 全 美國 的 電視網 播映 嚴重 破壞 我國 形象 今後 希望 國人 千萬 不要 再 殺 海豚 了 畢竟 保護 海豚 是 件 刻不容緩 的 事情 而且 屠殺 事件 發生 後 不論 是 譴責 還是 貿易 報復
假期,的確,大,期間 均 無 自己 自由 的 空間 想 趁著 暑假 給 自己 安排 一 個 屬於 自己 的 假期 的確 大 女兒 的 個子 嬌小 一 年 來 功課 壓力 太 重 常 睡眠 不足 加上 平時 缺少
教育,的確,有助於,這 個 不見得 人人 都 能 說 但是 卻 是 人人 都 應 學 說 的 好 話 教育 的確 有助於 生命 的 成長 我 喜歡 並且 忘不了 的 一 句 話 就 是 老子 道德經 裡 善
那,的確,是,這 件 事情 使 我 想起 了 自己 小時候 當 班長 的 點點 滴滴 在 小小 心靈 中 那 的確 是 一 件 既 神氣 又 令 人 雀躍 的 事 因為 在 同學 的 心目中 班長 幾乎
表演,總是,能,永遠 一 號 的 馬鈴薯 臉 永遠 不 曾 開口 說 一 句 話 但 每 一 場 表演 總是 能 逗 得 全 場 小朋友 捧腹大笑 加拿大 的 阿達 家族 不 說話 兒童 劇團 究竟 有 什麼
來,總是,緊,和 金剛 的 許鴻盛 叔叔 表示 阿美 身體 很 健康 而且 十分 有 母愛 這 一 個 月 來 總是 緊 抱 著 兩 隻 小 猩猩 有時候 牠 手 酸 了 就 讓 兩 隻 小 猩猩
時,總是,會,想 不 想 去 試試 當 小 荳荳 來到 新 的 學校 巴氏 學園 校長 看到 小 荳荳 時 總是 會 說 你 真的 是 個 好 孩子 這 句 真的 是 有 很 深厚 的 涵義 雖然
睡,總是,想,時候 我們 也 不可 發脾氣 例如 一 個 小孩 在 睡午覺 的 時候 不 肯 好好 的 去 睡 總是 想 爬起來 玩 他 的 母親 告誡 他 好幾 次 要 他 學 別人 好好 睡午覺 但是 一點
霓虹燈,總是,特別,來 搭配 夕陽 畫面 不 是 豐富 多 了 嗎 在 繁華 的 都會 裡 入夜 後 的 霓虹燈 總是 特別 耀眼 炫目 這 個 時候 如果 用 普通 傻瓜 相機 來 拍 通常 只 能 拍到 比較
身體,總是,直立,加快 時 滑水 選手 便 可 站立起來 手臂 也 跟 著 伸直 在 滑水 過程 中 滑水 選手 身體 總是 直立 的 但 膝蓋 略微 彎曲 會 滑水 的 人 不僅 能 利用 傳統 的 方式 從 水
的確,有助於,生命,個 不見得 人人 都 能 說 但是 卻 是 人人 都 應 學 說 的 好 話 教育 的確 有助於 生命 的 成長 我 喜歡 並且 忘不了 的 一 句 話 就 是 老子 道德經 裡 善 者
