left_word,target_word,right_word,context
槓桿,畢竟,這,與 執著 的 共識 認知 儘管 對岸 並 不 完全 認同 卻 是 推動 兩岸 復談 的 戰略 槓桿 畢竟 這 項 創造性 模糊 的 認知 曾經 成功 促成 九三年 的 新加坡 辜汪 會談 與 九八年 上海 的
本分,畢竟,祖先,來 一 趟 尋 根 之 旅 但 他 不會 忘記 海洋 之 子 台灣 之 子 的 本分 畢竟 祖先 來 台 三百多 年 台灣 是 我們 的 家 是 大家 共同 的 母親 陳水扁 在 廣播
論戰,畢竟,這,選戰 進入 倒數 最後 階段 之 際 主動 拋出 國家 安定 聯盟 勢必 引發 朝野 各 黨派 的 論戰 畢竟 這 個 敏感 的 議題 不但 橫跨 選舉 投票日 甚至 是 選後 政局 發展 的 癥結 所在 即便
整併,的確,可以,學院 主任秘書 賴東甫 昨日 表示 近年 來 大學 校院 數量 快速 增加 但 教育 資源 有限 若 大學 整併 的確 可以 將 資源 做 有效 運用 可 提昇 辦學 品質 他 說 由於 大學 整併 是 教育部 的
相比,的確,相當,售價 也 僅 需 近 廿二 元 相較 於 現在 台灣 市場 上 動輒 五十 元 的 碗麵 相比 的確 相當 具 價格 競爭力 該 集團 指出 兩岸 即將 於 明年 入世 但 台灣 與 大陸 間 的
目前,的確,是以,目前 進駐 最多 的 是 光電 產業 南科 未來 是否 以 光電 產業 為 發展 主軸 答 南科 目前 的確 是以 半導體廠 以及 光電 廠商 進駐 的 比較 多 不過 站 在 台南 科學園區 的 角度 來 看
人,的確,開始,礙於 社會 評價 很多 人 不 敢 出櫃 承認 是 同志 面對 年紀 增長 與 環境 壓力 部分 人 的確 開始 在 網路 上 尋找 檯面 情人 有 人 甘心 付出 數十萬 元 作為 酬庸 有 人 甚至
吵吵鬧鬧,難免,但,樁 對於 選 後 的 政局 走勢 陳水扁 也 說 台灣 有 超過 半 世紀 的 選舉 經驗 吵吵鬧鬧 難免 但 台灣 選民 就是 這麼 可愛 選 後 一切 自然 還原 沈澱 對於 最近 政黨 之間 的 合縱
因此,難免,會,意見 可以 透過 不信任案 表達 陳水扁 感慨 政黨 輪替 五百多 天 總統 大選 卻 似 仍 未 結束 因此 難免 會 有 個人 的 喜怒哀樂 他 誠摰 盼望 選後 能 沈澱 還原 維護 民主 國家 競爭 又 合作
介入,有助於,學校,合法 業者 而 不 是 一味 打壓 台北市 議會 通過 網咖 自治 條例 學校 多 樂觀其成 認為 公權力 介入 有助於 學校 管理 但 家長 反應 不一 有 人 認為 可 讓 孩子 不致 沈迷 網咖 有 人 則
勢必,有助於,高盛,曾 任職 高盛 總公司 高階 主管 的 國內 券商 副總經理 則 認為 張忠謀 加入 高盛 外部 董事 未來 勢必 有助於 高盛 旗下 龐大 創投 基金 在 全球 高科技 半導體 領域 上 的 投資 研判 與 佈局 斬獲 針對
經營,有助於,促進,可能 涉及 獨占 濫用 及 不 公平 競爭 行為 的 規定 不過 因為 四 C 產業 的 跨業 經營 有助於 促進 市場 競爭 提供 消費者 更多 的 選擇 所以 四 C 產業 跨業 經營 不一定 是 負面 的
才,有助於,行政,的 民主 機制 這 個 機制 一定 會 事 前 談妥 並且 是 常態性 的 決策 機制 如此 才 有助於 行政 立法 部門 的 合作 和 政策 的 推動 以及 政策 綱領 的 落實 陳水扁 強調 所謂 同志
