sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
網威辦OEM高階主管會議。,網威 辦 OEM 高階 主管 會議,6,網威(411) 辦(20023) OEM(158) 高階(4030) 主管(23448) 會議(30698),{'High': 6},"{'Unknown': 2, '第3*級': 1, '第5級': 1, '第4*級': 1, '第4級': 1}",1,Y,N,N,Y
美商網威(Novell)台灣分公司為顯示其對台灣OEM市場的重視與拓展的決心，於日前假鴻禧大溪別館，召開首屆的「Novell95年OEM高階主管會議」。,美商 網威 Novell 台灣 分公司 為 顯示 其 對 台灣 OEM 市場 的 重視 與 拓展 的 決心 於 日前 假 鴻禧 大溪 別館 召開 首 屆 的 Novell 95年 OEM 高階 主管 會議,34,美商(333) 網威(411) Novell(16) 台灣(130718) 分公司(1287) 為(761341) 顯示(32718) 其(307905) 對(897964) 台灣(130718) OEM(158) 市場(65023) 的(16029838) 重視(23501) 與(968432) 拓展(2949) 的(16029838) 決心(12598) 於(327210) 日前(1738) 假(18056) 鴻禧(53) 大溪(934) 別館(129) 召開(5858) 首(44848) 屆(10220) 的(16029838) Novell(16) 95年(23) OEM(158) 高階(4030) 主管(23448) 會議(30698),"{'High': 30, 'Low': 4}","{'Unknown': 13, '第1級': 6, '第5級': 4, '第6級': 3, '第2級': 1, '第4級': 2, '第4*級': 4, '第7級': 1}",6,Y,Y,N,Y
會中除了向國內數十位NovellOEM夥伴及重要資訊廠商領導者，報告該公司在台的OEM策略及產品現況外，更將與其分享Novell未來全球OEM市場的美好發展遠景與目標。,會 中 除了 向 國內 數十 位 Novell OEM 夥伴 及 重要 資訊 廠商 領導 者 報告 該 公司 在 台 的 OEM 策略 及 產品 現況 外 更 將 與 其 分享 Novell 未來 全球 OEM 市場 的 美好 發展 遠景 與 目標,44,會(1014977) 中(1011729) 除了(75964) 向(231672) 國內(17537) 數十(9385) 位(284809) Novell(16) OEM(158) 夥伴(9434) 及(304586) 重要(154863) 資訊(37848) 廠商(8879) 領導(27789) 者(423504) 報告(37237) 該(148369) 公司(168500) 在(3284238) 台(29325) 的(16029838) OEM(158) 策略(35734) 及(304586) 產品(51029) 現況(2710) 外(109310) 更(361676) 將(448374) 與(968432) 其(307905) 分享(19471) Novell(16) 未來(54445) 全球(21104) OEM(158) 市場(65023) 的(16029838) 美好(17327) 發展(117494) 遠景(1987) 與(968432) 目標(62638),"{'High': 42, 'Low': 2}","{'第1*級': 2, 'Unknown': 10, '第3*級': 1, '第2級': 5, '第4級': 7, '第1級': 4, '第5級': 7, '第3級': 1, '第4*級': 4, '第6級': 3}",5,Y,Y,N,N
Novell台灣OEM事業部門於去年才剛成立，在整個台灣OEM事業推廣上，可說是由零開始，而在短短期間，內業務已達百分之百以上的快速成長目標。,Novell 台灣 OEM 事業 部門 於 去年 才 剛 成立 在 整 個 台灣 OEM 事業 推廣 上 可 說 是 由 零 開始 而 在 短短 期間 內 業務 已 達 百分之百 以上 的 快速 成長 目標,38,Novell(16) 台灣(130718) OEM(158) 事業(32957) 部門(21166) 於(327210) 去年(9462) 才(394539) 剛(55049) 成立(28506) 在(3284238) 整(105785) 個(2296574) 台灣(130718) OEM(158) 事業(32957) 推廣(6820) 上(1233218) 可(307359) 說(1285247) 是(4642407) 由(208604) 零(5847) 開始(245562) 而(937923) 在(3284238) 短短(6774) 期間(32981) 內(183051) 業務(15620) 已(215610) 達(25383) 百分之百(2998) 以上(36569) 的(16029838) 快速(20632) 成長(42450) 目標(62638),"{'Low': 1, 'High': 37}","{'Unknown': 6, '第1級': 8, '第4*級': 8, '第5級': 3, '第2級': 3, '第1*級': 2, '第3*級': 2, '第2*級': 1, '第3級': 2, '第4級': 3}",4,Y,Y,N,N
預計至一九九七年，Novell全球OEM事業的營業總額將可由現在佔Novell整體營業額一成左右的現況，成長到40%以上的比例，前景極為看好。,預計 至 一九九七年 Novell 全球 OEM 事業 的 營業 總額 將 可 由 現在 佔 Novell 整體 營業額 一成 左右 的 現況 成長到 40 以上 的 比例 前景 極為 看好,30,預計(2295) 至(101530) 一九九七年(2152) Novell(16) 全球(21104) OEM(158) 事業(32957) 的(16029838) 營業(4800) 總額(1921) 將(448374) 可(307359) 由(208604) 現在(218744) 佔(11252) Novell(16) 整體(19788) 營業額(2164) 一成(552) 左右(33714) 的(16029838) 現況(2710) 成長到(43) 40(5313) 以上(36569) 的(16029838) 比例(13747) 前景(3301) 極為(16223) 看好(2408),"{'High': 27, 'Low': 3}","{'第5級': 6, 'Unknown': 10, '第4級': 1, '第4*級': 4, '第1級': 4, '第3*級': 2, '第6級': 2, '第7級': 1}",6,Y,N,N,N
因此，未來Novell將定期舉辦相關活動，預計將於明年二月份在舊金山舉辦「Novell全球OEM主管會議」，以及明年七、八月的「Novell亞洲區域OEM主管會議」，均會積極邀請台灣廠商參加。,因此 未來 Novell 將 定期 舉辦 相關 活動 預計 將 於 明年 二月份 在 舊金山 舉辦 Novell 全球 OEM 主管 會議 以及 明年 七 八月 的 Novell 亞洲 區域 OEM 主管 會議 均 會 積極 邀請 台灣 廠商 參加,39,因此(184606) 未來(54445) Novell(16) 將(448374) 定期(5791) 舉辦(12070) 相關(41599) 活動(85743) 預計(2295) 將(448374) 於(327210) 明年(3059) 二月份(143) 在(3284238) 舊金山(3369) 舉辦(12070) Novell(16) 全球(21104) OEM(158) 主管(23448) 會議(30698) 以及(155624) 明年(3059) 七(59385) 八月(15534) 的(16029838) Novell(16) 亞洲(13256) 區域(14982) OEM(158) 主管(23448) 會議(30698) 均(27783) 會(1014977) 積極(24247) 邀請(14342) 台灣(130718) 廠商(8879) 參加(42962),"{'High': 36, 'Low': 3}","{'第4*級': 6, '第4級': 7, 'Unknown': 8, '第5級': 7, '第2級': 2, '第1*級': 4, '第1級': 3, '第3*級': 1, '第6級': 1}",7,Y,Y,N,N
Novell台灣分公司OEM事業部協理陳志松指出，Novell身為全球資訊網路市場的領導者，如何與O—EM廠商緊密結合，將網路使用者由現今的一億人口，在未來五年內增加到十億人口，真正達到「電腦網路運算無所不在」(PervasiveComputering)，是Novell一直努力不懈的目標。,Novell 台灣 分公司 OEM 事業部 協理 陳志松 指出 Novell 身為 全球 資訊 網路 市場 的 領導 者 如何 與 OEM 廠商 緊密 結合 將 網路 使用 者 由 現今 的 一億 人口 在 未來 五 年 內 增加 到 十億 人口 真正 達到 電腦 網路 運算 無所不在 Pervasive Computering 是 Novell 一直 努力 不懈 的 目標,56,Novell(16) 台灣(130718) 分公司(1287) OEM(158) 事業部(1162) 協理(348) 陳志松(Unknown) 指出(38456) Novell(16) 身為(18072) 全球(21104) 資訊(37848) 網路(26656) 市場(65023) 的(16029838) 領導(27789) 者(423504) 如何(148068) 與(968432) OEM(158) 廠商(8879) 緊密(5675) 結合(22408) 將(448374) 網路(26656) 使用(99640) 者(423504) 由(208604) 現今(6891) 的(16029838) 一億(1225) 人口(17562) 在(3284238) 未來(54445) 五(112649) 年(514736) 內(183051) 增加(48296) 到(546906) 十億(1182) 人口(17562) 真正(77318) 達到(35670) 電腦(38528) 網路(26656) 運算(1346) 無所不在(1710) Pervasive(Unknown) Computering(Unknown) 是(4642407) Novell(16) 一直(119877) 努力(62566) 不懈(1757) 的(16029838) 目標(62638),"{'Low': 6, 'High': 50}","{'Unknown': 17, '第1級': 8, '第6級': 2, '第4級': 9, '第2級': 6, '第5級': 6, '第4*級': 4, '第1*級': 2, '第3級': 1, '第7級': 1}",11,Y,N,N,Y
日前網威公佈的Novell內建系統科技NEST(NovellEmbeddedSystemTechnology)，即研究發展將產品的語音、數據功能相結合，並與OA、家庭及自動化設備相連接，將人們與其他人所需要的資訊連接在一起，使得人們可以在任何時間、地點運用這些資訊。,日前 網威 公佈 的 Novell 內建 系統 科技 NEST Novell Embedded System Technology 即 研究 發展 將 產品 的 語音 數據 功能 相 結合 並 與 OA 家庭 及 自動化 設備 相 連接 將 人們 與 其他 人 所 需要 的 資訊 連接 在一起 使得 人們 可以 在 任何 時間 地點 運用 這些 資訊,54,日前(1738) 網威(411) 公佈(1798) 的(16029838) Novell(16) 內建(405) 系統(67366) 科技(30630) NEST(52) Novell(16) Embedded(Unknown) System(Unknown) Technology(951) 即(110826) 研究(182500) 發展(117494) 將(448374) 產品(51029) 的(16029838) 語音(3301) 數據(8761) 功能(38600) 相(32217) 結合(22408) 並(442790) 與(968432) OA(Unknown) 家庭(60608) 及(304586) 自動化(2315) 設備(12866) 相(32217) 連接(6551) 將(448374) 人們(77778) 與(968432) 其他(189445) 人(1550512) 所(527327) 需要(166793) 的(16029838) 資訊(37848) 連接(6551) 在一起(45658) 使得(30960) 人們(77778) 可以(560531) 在(3284238) 任何(131795) 時間(213595) 地點(16808) 運用(35916) 這些(315113) 資訊(37848),"{'High': 48, 'Low': 6}","{'第7級': 1, 'Unknown': 14, '第5級': 10, '第1級': 6, '第6級': 3, '第4級': 6, '第3級': 1, '第4*級': 7, '第2級': 4, '第1*級': 1, '第3*級': 1}",8,Y,Y,N,Y
使得人們可以在任何時間、地點運用這些資訊。,使得 人們 可以 在 任何 時間 地點 運用 這些 資訊,10,使得(30960) 人們(77778) 可以(560531) 在(3284238) 任何(131795) 時間(213595) 地點(16808) 運用(35916) 這些(315113) 資訊(37848),{'High': 10},"{'第5級': 2, '第4*級': 2, '第1級': 2, '第1*級': 1, '第3*級': 1, 'Unknown': 1, '第4級': 1}",0,Y,N,N,N
網路硬體。,網路 硬體,2,網路(26656) 硬體(1723),{'High': 2},"{'第2級': 1, '第5級': 1}",0,N,N,N,N
