sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
他們是原住民中較晚接觸漢人的一支。,他們 是 原住民 中 較 晚 接觸 漢人 的 一 支,11,他們(716752) 是(4642407) 原住民(9390) 中(1011729) 較(78424) 晚(24931) 接觸(22727) 漢人(9245) 的(16029838) 一(3701681) 支(25666),{'High': 11},"{'第1級': 4, '第5級': 1, 'Unknown': 2, '第2級': 2, '第1*級': 1, '第4*級': 1}",1,Y,N,N,N
不勞而獲的繼承被認為是恥辱的。,不勞而獲 的 繼承 被 認為 是 恥辱 的,8,不勞而獲(349) 的(16029838) 繼承(11750) 被(540683) 認為(192030) 是(4642407) 恥辱(1666) 的(16029838),{'High': 8},"{'Unknown': 1, '第1級': 3, '第5級': 1, '第2級': 2, '第7級': 1}",1,Y,N,N,N
實際上開啟了結構功能論的思路。,實際 上 開啟 了 結構 功能 論 的 思路,9,實際(52755) 上(1233218) 開啟(7461) 了(3199291) 結構(43294) 功能(38600) 論(21280) 的(16029838) 思路(2815),{'High': 9},"{'第4*級': 1, '第1級': 2, '第6級': 2, 'Unknown': 2, '第5級': 1, '第4級': 1}",0,Y,N,N,N
二者合成完整的象徵關係。,二者 合成 完整 的 象徵 關係,6,二者(Unknown) 合成(4445) 完整(19201) 的(16029838) 象徵(18975) 關係(162883),"{'Low': 1, 'High': 5}","{'Unknown': 1, '第5級': 1, '第4*級': 1, '第1級': 1, '第6級': 1, '第3級': 1}",0,Y,N,N,N
因而也是網路人際關係奇幻魅力的基礎之一。,因而 也 是 網路 人際 關係 奇幻 魅力 的 基礎 之一,11,因而(29060) 也(1590760) 是(4642407) 網路(26656) 人際(18032) 關係(162883) 奇幻(986) 魅力(8207) 的(16029838) 基礎(39682) 之一(Unknown),"{'High': 10, 'Low': 1}","{'第5級': 3, '第1級': 3, '第2級': 1, '第3級': 1, '第7級': 1, '第4*級': 1, 'Unknown': 1}",0,Y,Y,N,N
其網站管理者竟不恥於用這樣的措施來向我們宣示何謂權力的傲慢。,其 網站 管理 者 竟 不 恥於 用 這樣 的 措施 來 向 我們 宣示 何謂 權力 的 傲慢,19,其(307905) 網站(5395) 管理(54484) 者(423504) 竟(35425) 不(2282521) 恥於(77) 用(377038) 這樣(288344) 的(16029838) 措施(10317) 來(742183) 向(231672) 我們(979260) 宣示(1899) 何謂(2523) 權力(32289) 的(16029838) 傲慢(3525),"{'High': 18, 'Low': 1}","{'第6級': 5, '第2*級': 1, '第4*級': 2, 'Unknown': 2, '第1級': 6, '第3級': 1, '第2級': 1, '第5級': 1}",0,Y,N,N,N
自然會出現另外的主張。,自然 會 出現 另外 的 主張,6,自然(91995) 會(1014977) 出現(124694) 另外(48233) 的(16029838) 主張(23147),{'High': 6},"{'第3*級': 1, '第1*級': 1, '第4級': 1, '第3級': 1, '第1級': 1, '第5級': 1}",0,Y,N,N,N
補足經濟領域造成的傷害。,補足 經濟 領域 造成 的 傷害,6,補足(1021) 經濟(83046) 領域(37450) 造成(63141) 的(16029838) 傷害(22978),{'High': 6},"{'第7級': 1, '第4級': 1, '第6級': 1, '第4*級': 2, '第1級': 1}",0,Y,N,N,N
而是要富於想像力去創造新的自覺意識和生活方式。,而是 要 富於 想像力 去 創造 新 的 自覺 意識 和 生活 方式,13,而是(74258) 要(851264) 富於(1302) 想像力(7621) 去(479993) 創造(38327) 新(212453) 的(16029838) 自覺(6196) 意識(49648) 和(1338337) 生活(213189) 方式(133407),{'High': 13},"{'Unknown': 2, '第1級': 4, '第7級': 1, '第4*級': 3, '第6級': 1, '第5級': 1, '第3級': 1}",1,Y,Y,N,N
原來治理我們的依然是位日本人總統。,原來 治理 我們 的 依然 是 位 日本人 總統,9,原來(49649) 治理(5304) 我們(979260) 的(16029838) 依然(21385) 是(4642407) 位(284809) 日本人(15735) 總統(23662),{'High': 9},"{'第3*級': 1, '第5級': 1, '第1級': 4, '第6級': 1, 'Unknown': 1, '第4級': 1}",1,Y,N,N,N
