sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
立法院財政委員會昨天表決通過印花稅廢止案，由於執政黨立委對表決經過不滿；便向主席抗議下圖，有的則以簽名單上問題表示抗議上圖，會中一片混亂！,立法院 財政 委員會 昨天 表決 通過 印花稅 廢止案 由於 執政黨 立委 對 表決 經過 不滿 便 向 主席 抗議 下 圖 有的 則 以 簽名單 上 問題 表示 抗議 上 圖 會 中 一 片 混亂,36,立法院(1934) 財政(5462) 委員會(19419) 昨天(12735) 表決(775) 通過(29652) 印花稅(62) 廢止案(Unknown) 由於(88111) 執政黨(1043) 立委(1052) 對(897964) 表決(775) 經過(64617) 不滿(12145) 便(220860) 向(231672) 主席(9526) 抗議(8382) 下(329549) 圖(46009) 有的(31553) 則(254096) 以(547785) 簽名單(1) 上(1233218) 問題(280782) 表示(74452) 抗議(8382) 上(1233218) 圖(46009) 會(1014977) 中(1011729) 一(3701681) 片(71870) 混亂(11764),"{'High': 33, 'Low': 3}","{'Unknown': 8, '第6級': 2, '第1級': 6, '第5級': 9, '第4級': 1, '第4*級': 2, '第2級': 6, '第1*級': 2}",6,Y,Y,N,N
中央銀行昨天公佈最新金融統計數字指出，十一月五日平均貨幣供給額M2年增率和上月維持相似水準，為百分之十，M21B及M21A年增率的負成長則略見縮小，分別為負百分之六點一及負百分之十點一。,中央 銀行 昨天 公佈 最 新 金融 統計 數字 指出 十一月 五日 平均 貨幣 供給額 M2 年增率 和 上 月 維持 相似 水準 為 百分之十 M21B 及 M21A 年增率 的 負成長 則 略 見 縮小 分別 為 負 百分之六點一 及 負 百分之十點一,42,中央(46180) 銀行(33825) 昨天(12735) 公佈(1798) 最(421680) 新(212453) 金融(15237) 統計(9580) 數字(19781) 指出(38456) 十一月(12863) 五日(3880) 平均(13871) 貨幣(16338) 供給額(85) M2(164) 年增率(166) 和(1338337) 上(1233218) 月(148997) 維持(31284) 相似(11921) 水準(9940) 為(761341) 百分之十(1192) M21B(Unknown) 及(304586) M21A(Unknown) 年增率(166) 的(16029838) 負成長(89) 則(254096) 略(12059) 見(179113) 縮小(3774) 分別(25566) 為(761341) 負(7238) 百分之六點一(Unknown) 及(304586) 負(7238) 百分之十點一(1),"{'High': 36, 'Low': 6}","{'第5級': 12, '第2級': 1, '第1級': 5, '第1*級': 2, '第4級': 3, 'Unknown': 16, '第6級': 2, '第4*級': 1}",10,Y,Y,N,N
央行指出，十一月份貨幣供給額M2五日平均數是六兆零一百七十八億元，較上月增加八百六十八億元，較上年同月增加五千四百六十八億元，成長率百分之十。,央行 指出 十一 月份 貨幣 供給額 M2 五日 平均數 是 六兆零一百七十八億 元 較 上 月 增加 八百六十八億 元 較 上 年 同 月 增加 五千四百六十八億 元 成長率 百分之十,28,央行(1155) 指出(38456) 十一(9141) 月份(1207) 貨幣(16338) 供給額(85) M2(164) 五日(3880) 平均數(605) 是(4642407) 六兆零一百七十八億(Unknown) 元(60807) 較(78424) 上(1233218) 月(148997) 增加(48296) 八百六十八億(Unknown) 元(60807) 較(78424) 上(1233218) 年(514736) 同(102917) 月(148997) 增加(48296) 五千四百六十八億(Unknown) 元(60807) 成長率(1362) 百分之十(1192),"{'High': 24, 'Low': 4}","{'Unknown': 14, '第6級': 1, '第1級': 9, '第2級': 2, '第4級': 2}",7,Y,N,N,N
貨幣供給額M21B及B21A平均數分別為一兆八千零五十八億元及一兆零九百四十三億元，年增率依序為負百分之六點一及負百分之十點一。,貨幣 供給額 M21B 及 B21A 平均數 分別 為 一兆八千零五十八億 元 及 一兆零九百四十三億 元 年增率 依序 為 負 百分之六點一 及 負 百分之十點一,21,貨幣(16338) 供給額(85) M21B(Unknown) 及(304586) B21A(Unknown) 平均數(605) 分別(25566) 為(761341) 一兆八千零五十八億(Unknown) 元(60807) 及(304586) 一兆零九百四十三億(Unknown) 元(60807) 年增率(166) 依序(1884) 為(761341) 負(7238) 百分之六點一(Unknown) 及(304586) 負(7238) 百分之十點一(1),"{'High': 14, 'Low': 7}","{'第6級': 2, 'Unknown': 11, '第5級': 5, '第4*級': 1, '第1級': 2}",9,Y,Y,N,N
在存款方面，十一月底的活期性存款較上月底增加了二百四十六億元，增幅百分之一點七；定期性存款較上月底增加五百一十四億元，增幅百分之一點二，存款總餘額較上月底增加百分之一點二，與去年同期比增加百分之九。,在 存款 方面 十一月 底 的 活期性 存款 較 上 月 底 增加 了 二百四十六億 元 增幅 百分之一點七 定期性 存款 較 上 月 底 增加 五百一十四億 元 增幅 百分之一點二 存款 總餘額 較 上 月 底 增加 百分之一點二 與 去年 同 期 比 增加 百分之九,44,在(3284238) 存款(3423) 方面(75079) 十一月(12863) 底(37174) 的(16029838) 活期性(5) 存款(3423) 較(78424) 上(1233218) 月(148997) 底(37174) 增加(48296) 了(3199291) 二百四十六億(2) 元(60807) 增幅(176) 百分之一點七(2) 定期性(49) 存款(3423) 較(78424) 上(1233218) 月(148997) 底(37174) 增加(48296) 五百一十四億(Unknown) 元(60807) 增幅(176) 百分之一點二(15) 存款(3423) 總餘額(3) 較(78424) 上(1233218) 月(148997) 底(37174) 增加(48296) 百分之一點二(15) 與(968432) 去年(9462) 同(102917) 期(14058) 比(170486) 增加(48296) 百分之九(112),"{'High': 36, 'Low': 8}","{'第1*級': 2, '第5級': 4, '第3*級': 5, 'Unknown': 15, '第1級': 10, '第2級': 3, '第4級': 4, '第4*級': 1}",10,Y,N,N,N
放款成長率則繼續縮小，十一月全體貨幣機構放款與投資年增率為百分之十五點三，其中放款較上年同月底增加五千零二十六億元，成長率是百分之十二點四，放款成長趨緩的原因，是金融機構大量以投資票券的方式消化頭寸，十一月全體貨幣機構持有民營事業發行之商業本票增加了三百三十二億元，成長率達百分之十六點七。,放款 成長率 則 繼續 縮小 十一月 全體 貨幣 機構 放款 與 投資 年增率 為 百分之十五點三 其中 放款 較 上 年 同 月 底 增加 五千零二十六億 元 成長率 是 百分之十二點四 放款 成長 趨緩 的 原因 是 金融 機構 大量 以 投資 票券 的 方式 消化 頭寸 十一月 全體 貨幣 機構 持有 民營 事業 發行 之 商業 本票 增加 了 三百三十二億 元 成長率 達 百分之十六點七,63,放款(584) 成長率(1362) 則(254096) 繼續(80649) 縮小(3774) 十一月(12863) 全體(7029) 貨幣(16338) 機構(24025) 放款(584) 與(968432) 投資(38191) 年增率(166) 為(761341) 百分之十五點三(1) 其中(95627) 放款(584) 較(78424) 上(1233218) 年(514736) 同(102917) 月(148997) 底(37174) 增加(48296) 五千零二十六億(Unknown) 元(60807) 成長率(1362) 是(4642407) 百分之十二點四(Unknown) 放款(584) 成長(42450) 趨緩(239) 的(16029838) 原因(67404) 是(4642407) 金融(15237) 機構(24025) 大量(28414) 以(547785) 投資(38191) 票券(341) 的(16029838) 方式(133407) 消化(6692) 頭寸(38) 十一月(12863) 全體(7029) 貨幣(16338) 機構(24025) 持有(4356) 民營(2175) 事業(32957) 發行(12238) 之(875481) 商業(19292) 本票(115) 增加(48296) 了(3199291) 三百三十二億(2) 元(60807) 成長率(1362) 達(25383) 百分之十六點七(Unknown),"{'High': 57, 'Low': 6}","{'Unknown': 25, '第5級': 13, '第4級': 4, '第6級': 2, '第4*級': 6, '第3*級': 3, '第2級': 1, '第1級': 9}",11,Y,Y,N,N
四。,四,1,四(141667),{'High': 1},{'第1級': 1},0,N,N,N,N
提升生活品質：由於經濟發展的終極目標，在於提高人民福祉，改善生活環境，所以未來六年，將根據國民日常的通勤。,提升 生活 品質 由於 經濟 發展 的 終極 目標 在於 提高 人民 福祉 改善 生活 環境 所以 未來 六 年 將 根據 國民 日常 的 通勤,26,提升(17122) 生活(213189) 品質(19388) 由於(88111) 經濟(83046) 發展(117494) 的(16029838) 終極(3417) 目標(62638) 在於(37953) 提高(19797) 人民(36441) 福祉(1493) 改善(21559) 生活(213189) 環境(71054) 所以(239080) 未來(54445) 六(77936) 年(514736) 將(448374) 根據(51908) 國民(10927) 日常(20732) 的(16029838) 通勤(757),{'High': 26},"{'第6級': 3, '第3級': 3, '第4級': 5, '第4*級': 6, '第1級': 4, '第7級': 1, '第1*級': 1, '第5級': 2, 'Unknown': 1}",0,Y,Y,N,N
購物。,購物,1,購物(5443),{'High': 1},{'第4*級': 1},0,N,N,N,N
就學。,就學,1,就學(1018),{'High': 1},{'第5級': 1},0,N,N,N,N
