sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
台灣的業者更是損失重大。,台灣 的 業者 更 是 損失 重大,7,台灣(130718) 的(16029838) 業者(6857) 更(361676) 是(4642407) 損失(10271) 重大(19228),{'High': 7},"{'第1級': 3, 'Unknown': 2, '第5級': 1, '第4*級': 1}",0,Y,N,N,N
政治大學廣播電視學系教授侯志欽指出，大陸地區對台灣流行音樂的需求，每年超過一億盒(卷)，但台灣廠商所得的利潤卻極其有限，究其原因，主要來自大陸音樂市場的不健全。,政治 大學 廣播電視學系 教授 侯志欽 指出 大陸 地區 對 台灣 流行 音樂 的 需求 每 年 超過 一億 盒 卷 但 台灣 廠商 所 得 的 利潤 卻 極其 有限 究 其 原因 主要 來自 大陸 音樂 市場 的 不 健全,41,政治(79504) 大學(83893) 廣播電視學系(Unknown) 教授(39068) 侯志欽(1) 指出(38456) 大陸(27031) 地區(40339) 對(897964) 台灣(130718) 流行(16740) 音樂(48523) 的(16029838) 需求(29061) 每(333357) 年(514736) 超過(30507) 一億(1225) 盒(4070) 卷(23919) 但(597124) 台灣(130718) 廠商(8879) 所(527327) 得(573721) 的(16029838) 利潤(8047) 卻(333007) 極其(6678) 有限(17290) 究(2093) 其(307905) 原因(67404) 主要(78757) 來自(41811) 大陸(27031) 音樂(48523) 市場(65023) 的(16029838) 不(2282521) 健全(4060),"{'High': 39, 'Low': 2}","{'第4級': 6, '第1級': 9, 'Unknown': 6, '第3*級': 4, '第3級': 1, '第2級': 5, '第5級': 6, '第1*級': 1, '第2*級': 1, '第6級': 2}",2,Y,Y,N,Y
他說明，大陸盜版者不勝其數，非但有地下盜錄公司，合法音像公司(即台灣的唱片公司)間更是互相盜錄，正式引進者自然無法與盜錄者競爭。,他 說明 大陸 盜版 者 不勝 其 數 非但 有 地下 盜錄 公司 合法 音像 公司 即 台灣 的 唱片 公司 間 更 是 互相 盜錄 正式 引進 者 自然 無法 與 盜錄 者 競爭,35,他(2487930) 說明(52918) 大陸(27031) 盜版(486) 者(423504) 不勝(1856) 其(307905) 數(38654) 非但(2923) 有(2217079) 地下(2707) 盜錄(30) 公司(168500) 合法(4975) 音像(225) 公司(168500) 即(110826) 台灣(130718) 的(16029838) 唱片(5305) 公司(168500) 間(115638) 更(361676) 是(4642407) 互相(23967) 盜錄(30) 正式(23229) 引進(6742) 者(423504) 自然(91995) 無法(150606) 與(968432) 盜錄(30) 者(423504) 競爭(30766),"{'High': 32, 'Low': 3}","{'第1級': 5, '第4級': 3, '第3*級': 4, 'Unknown': 14, '第6級': 3, '第2級': 3, '第5級': 2, '第4*級': 1}",0,Y,Y,N,N
侯志欽說，通常台灣地區上午出版的流行樂，下午在大陸即可取得盜版帶，速度相當驚人。,侯志欽 說 通常 台灣 地區 上午 出版 的 流行樂 下午 在 大陸 即可 取得 盜版帶 速度 相當 驚人,18,侯志欽(1) 說(1285247) 通常(56445) 台灣(130718) 地區(40339) 上午(6241) 出版(37283) 的(16029838) 流行樂(54) 下午(20045) 在(3284238) 大陸(27031) 即可(7563) 取得(25649) 盜版帶(Unknown) 速度(26646) 相當(66293) 驚人(10649),"{'Low': 3, 'High': 15}","{'Unknown': 3, '第1級': 5, '第4級': 2, '第4*級': 1, '第1*級': 1, '第3*級': 2, '第6級': 1, '第5級': 2, '第3級': 1}",3,Y,N,N,Y
他在四川進行研究調查期間，便常在火車站看到，大批布袋裝的盜版錄音帶(約三、四千卷)送上火車，運往鄉鎮販賣，每三、四卷售價人民幣十元，幾天內便銷售一空。,他 在 四川 進行 研究 調查 期間 便 常 在 火車站 看到 大 批 布袋 裝 的 盜版 錄音帶 約 三 四千 卷 送上 火車 運往 鄉鎮 販賣 每 三 四 卷 售價 人民幣 十 元 幾 天 內 便 銷售 一 空,43,他(2487930) 在(3284238) 四川(5270) 進行(100298) 研究(182500) 調查(34821) 期間(32981) 便(220860) 常(86207) 在(3284238) 火車站(3115) 看到(159419) 大(525780) 批(22121) 布袋(1182) 裝(17432) 的(16029838) 盜版(486) 錄音帶(2099) 約(47731) 三(313861) 四千(1675) 卷(23919) 送上(2386) 火車(13566) 運往(770) 鄉鎮(1654) 販賣(3252) 每(333357) 三(313861) 四(141667) 卷(23919) 售價(1651) 人民幣(4420) 十(77415) 元(60807) 幾(229415) 天(330413) 內(183051) 便(220860) 銷售(13314) 一(3701681) 空(15972),{'High': 43},"{'第1級': 11, '第1*級': 6, 'Unknown': 10, '第5級': 8, '第3級': 3, '第4*級': 2, '第6級': 2, '第3*級': 1}",3,Y,N,N,N
雖然中共曾於一九九三年六月施行著作權法，卻未能發揮嚇阻作用。,雖然 中共 曾 於 一九九三年 六月 施行 著作權法 卻 未 能 發揮 嚇阻 作用,14,雖然(152988) 中共(19399) 曾(132981) 於(327210) 一九九三年(2119) 六月(14880) 施行(3846) 著作權法(196) 卻(333007) 未(101927) 能(582260) 發揮(23985) 嚇阻(529) 作用(37837),{'High': 14},"{'第2級': 1, 'Unknown': 5, '第4級': 2, '第5級': 4, '第6級': 1, '第1*級': 1}",2,Y,Y,N,Y
台灣業者除因盜版損失外，透過合法訂約也損失不少。,台灣 業者 除 因 盜版 損失 外 透過 合法 訂約 也 損失 不少,13,台灣(130718) 業者(6857) 除(15929) 因(119364) 盜版(486) 損失(10271) 外(109310) 透過(63117) 合法(4975) 訂約(200) 也(1590760) 損失(10271) 不少(35256),{'High': 13},"{'第1級': 3, 'Unknown': 5, '第3*級': 1, '第5級': 4}",0,Y,Y,N,N
侯志欽說，台灣業者通常要求簽定基本版權帶訂包底數，以保障利益，但大陸業者不斷降低訂包底數，甚至在簽定合約時即進行盜錄，我方基本保障微乎其微。,侯志欽 說 台灣 業者 通常 要求 簽定 基本 版權帶 訂包 底數 以 保障 利益 但 大陸 業者 不斷 降低 訂包 底數 甚至 在 簽定 合約 時 即 進行 盜錄 我方 基本 保障 微乎其微,33,侯志欽(1) 說(1285247) 台灣(130718) 業者(6857) 通常(56445) 要求(71192) 簽定(412) 基本(52069) 版權帶(Unknown) 訂包(Unknown) 底數(16) 以(547785) 保障(7072) 利益(25126) 但(597124) 大陸(27031) 業者(6857) 不斷(68526) 降低(15638) 訂包(Unknown) 底數(16) 甚至(122502) 在(3284238) 簽定(412) 合約(4647) 時(623734) 即(110826) 進行(100298) 盜錄(30) 我方(2486) 基本(52069) 保障(7072) 微乎其微(680),"{'Low': 7, 'High': 26}","{'Unknown': 12, '第1級': 2, '第4級': 2, '第3*級': 3, '第5級': 7, '第2級': 1, '第4*級': 3, '第1*級': 1, '第6級': 1, '第7級': 1}",3,Y,Y,N,Y
而在收款方面，不但困難，拖欠、呆帳及匯率損失，使得業者收入極為有限。,而 在 收款 方面 不但 困難 拖欠 呆帳 及 匯率 損失 使得 業者 收入 極為 有限,16,而(937923) 在(3284238) 收款(221) 方面(75079) 不但(40359) 困難(37504) 拖欠(363) 呆帳(129) 及(304586) 匯率(3618) 損失(10271) 使得(30960) 業者(6857) 收入(15636) 極為(16223) 有限(17290),{'High': 16},"{'第5級': 5, '第1*級': 1, 'Unknown': 5, '第3*級': 2, '第3級': 1, '第4級': 1, '第7級': 1}",0,Y,Y,N,N
目前，台灣業者對大陸音樂交易採取保守態度，一九九三年底到一九九四年初，雙方簽定的引進合約數量大減，已充分反應這一現象。,目前 台灣 業者 對 大陸 音樂 交易 採取 保守 態度 一九九三年 底 到 一九九四年 初 雙方 簽定 的 引進 合約 數量 大減 已 充分 反應 這 一 現象,28,目前(48695) 台灣(130718) 業者(6857) 對(897964) 大陸(27031) 音樂(48523) 交易(16930) 採取(30585) 保守(6702) 態度(56470) 一九九三年(2119) 底(37174) 到(546906) 一九九四年(2312) 初(42087) 雙方(22984) 簽定(412) 的(16029838) 引進(6742) 合約(4647) 數量(14605) 大減(381) 已(215610) 充分(18210) 反應(53196) 這(2114032) 一(3701681) 現象(47383),{'High': 28},"{'第4級': 5, '第1級': 6, 'Unknown': 5, '第3*級': 2, '第2級': 1, '第5級': 4, '第4*級': 3, '第6級': 1, '第3級': 1}",2,Y,Y,N,N
