sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
看過牛頓版&lt；&lt；科學家，你在開玩笑嗎？,看過 牛頓 版 ltlt 科學家 你 在 開玩笑 嗎,9,看過(1832) 牛頓(2252) 版(5085) ltlt(Unknown) 科學家(18346) 你(1414837) 在(3284238) 開玩笑(6899) 嗎(248249),"{'High': 8, 'Low': 1}","{'Unknown': 4, '第5級': 1, '第1級': 2, '第1*級': 1, '第3*級': 1}",3,Y,N,N,Y
&gt；&gt；或天下版&lt；&lt；別鬧了！,gtgt 或 天下 版 ltlt 別 鬧 了,8,gtgt(Unknown) 或(478077) 天下(39391) 版(5085) ltlt(Unknown) 別(78082) 鬧(7452) 了(3199291),"{'Low': 2, 'High': 6}","{'Unknown': 3, '第3級': 1, '第5級': 3, '第1*級': 1}",2,Y,Y,N,N
費曼先生！,費曼 先生,2,費曼(255) 先生(159645),{'High': 2},"{'Unknown': 1, '第1級': 1}",0,N,N,N,Y
&gt；&gt；的人還記得有這段小故事嗎？,gtgt 的 人 還 記得 有 這 段 小 故事 嗎,11,gtgt(Unknown) 的(16029838) 人(1550512) 還(625086) 記得(47506) 有(2217079) 這(2114032) 段(95980) 小(318835) 故事(101316) 嗎(248249),"{'Low': 1, 'High': 10}","{'Unknown': 2, '第1級': 6, '第2級': 2, '第4級': 1}",1,Y,N,N,N
費曼對於一個流體力學上常見的問題想到相反的問法：原題目是一個S型的旋轉噴水器，給定流量以求出噴出水的程度或旋轉的速度，他想到若是把情況顛倒會是怎樣的一個狀況呢？,費曼 對於 一 個 流體 力學 上 常見 的 問題 想到 相反 的 問法 原 題目 是 一 個 S 型 的 旋轉 噴水器 給定 流量 以 求出 噴出 水 的 程度 或 旋轉 的 速度 他 想到 若是 把 情況 顛倒 會 是 怎樣 的 一 個 狀況 呢,50,費曼(255) 對於(99570) 一(3701681) 個(2296574) 流體(566) 力學(1415) 上(1233218) 常見(13705) 的(16029838) 問題(280782) 想到(48955) 相反(18945) 的(16029838) 問法(230) 原(33852) 題目(8510) 是(4642407) 一(3701681) 個(2296574) S(Unknown) 型(4630) 的(16029838) 旋轉(5986) 噴水器(27) 給定(269) 流量(1498) 以(547785) 求出(237) 噴出(1760) 水(86260) 的(16029838) 程度(43988) 或(478077) 旋轉(5986) 的(16029838) 速度(26646) 他(2487930) 想到(48955) 若是(17210) 把(617773) 情況(92301) 顛倒(2901) 會(1014977) 是(4642407) 怎樣(31303) 的(16029838) 一(3701681) 個(2296574) 狀況(44199) 呢(204566),"{'High': 48, 'Low': 2}","{'Unknown': 15, '第5級': 5, '第1級': 19, '第4級': 3, '第3*級': 3, '第3級': 1, '第4*級': 1, '第2級': 1, '第6級': 1, '第1*級': 1}",1,Y,Y,N,Y
：該裝置放在外界是水的水槽中，由內吸入，那該會如何旋轉呢？,該 裝置 放 在 外界 是 水 的 水槽 中 由 內 吸入 那 該 會 如何 旋轉 呢,19,該(148369) 裝置(6558) 放(83587) 在(3284238) 外界(9618) 是(4642407) 水(86260) 的(16029838) 水槽(1454) 中(1011729) 由(208604) 內(183051) 吸入(1181) 那(754138) 該(148369) 會(1014977) 如何(148068) 旋轉(5986) 呢(204566),{'High': 19},"{'第4*級': 3, '第5級': 4, '第2級': 1, '第1*級': 2, '第1級': 5, 'Unknown': 3, '第3級': 1}",0,Y,N,N,N
\\\\=========o=========\\空氣中逆時針轉動|\\|很顯然的，在空氣中，噴水器如何旋轉大家都看得出來，但是相反的問法卻考倒了許多人。,o 空氣 中 逆時針 轉動 很 顯然 的 在 空氣 中 噴水器 如何 旋轉 大家 都 看得出來 但是 相反 的 問法 卻 考倒 了 許多 人,26,o(13218) 空氣(18137) 中(1011729) 逆時針(248) 轉動(5343) 很(715675) 顯然(34133) 的(16029838) 在(3284238) 空氣(18137) 中(1011729) 噴水器(27) 如何(148068) 旋轉(5986) 大家(109692) 都(1125846) 看得出來(2359) 但是(247988) 相反(18945) 的(16029838) 問法(230) 卻(333007) 考倒(83) 了(3199291) 許多(159791) 人(1550512),"{'High': 24, 'Low': 2}","{'Unknown': 9, '第1*級': 3, '第5級': 4, '第1級': 6, '第2級': 1, '第4級': 2, '第3*級': 1}",3,Y,Y,N,N
有一位叫惠勒的(好像也是諾貝爾得主之一(對人說：昨天費曼告訴我應該像空氣中一樣方向轉，但是今天他又說服我另一個方向才對，誰知道明天他會不會又有另一種說法？,有 一 位 叫 惠勒 的 好像 也 是 諾貝爾 得主 之一 對 人 說 昨天 費曼 告訴 我 應該 像 空氣 中 一樣 方向 轉 但是 今天 他 又 說服 我 另 一 個 方向 才 對 誰 知道 明天 他 會不會 又 有 另 一 種 說法,49,有(2217079) 一(3701681) 位(284809) 叫(111645) 惠勒(277) 的(16029838) 好像(67024) 也(1590760) 是(4642407) 諾貝爾(2475) 得主(1855) 之一(Unknown) 對(897964) 人(1550512) 說(1285247) 昨天(12735) 費曼(255) 告訴(122898) 我(3033032) 應該(165478) 像(289494) 空氣(18137) 中(1011729) 一樣(188109) 方向(39560) 轉(20108) 但是(247988) 今天(73277) 他(2487930) 又(535555) 說服(11945) 我(3033032) 另(138369) 一(3701681) 個(2296574) 方向(39560) 才(394539) 對(897964) 誰(110452) 知道(343214) 明天(18918) 他(2487930) 會不會(13526) 又(535555) 有(2217079) 另(138369) 一(3701681) 種(701563) 說法(32457),"{'High': 48, 'Low': 1}","{'第1級': 24, 'Unknown': 9, '第2級': 3, '第6級': 1, '第1*級': 6, '第3*級': 2, '第5級': 1, '第3級': 2, '第4級': 1}",2,Y,Y,N,Y
費曼自己的第一種解釋：如果看成每個管口都在吸水，應該向管口前進，亦即順時針轉動，與空氣中相反。,費曼 自己 的 第一 種 解釋 如果 看成 每 個 管口 都 在 吸水 應該 向 管口 前進 亦即 順時針 轉動 與 空氣 中 相反,25,費曼(255) 自己(744739) 的(16029838) 第一(172544) 種(701563) 解釋(59761) 如果(322121) 看成(5120) 每(333357) 個(2296574) 管口(75) 都(1125846) 在(3284238) 吸水(310) 應該(165478) 向(231672) 管口(75) 前進(17569) 亦即(10577) 順時針(292) 轉動(5343) 與(968432) 空氣(18137) 中(1011729) 相反(18945),"{'High': 23, 'Low': 2}","{'Unknown': 9, '第1*級': 5, '第1級': 3, '第2級': 3, '第4級': 2, '第4*級': 2, '第5級': 1}",1,Y,Y,N,Y
第二種解釋：吸入的水對管子造成力矩，於是管子逆時針轉，跟空氣中一樣。,第二 種 解釋 吸入 的 水 對 管子 造成 力矩 於是 管子 逆時針 轉 跟 空氣 中 一樣,18,第二(98741) 種(701563) 解釋(59761) 吸入(1181) 的(16029838) 水(86260) 對(897964) 管子(1795) 造成(63141) 力矩(36) 於是(108155) 管子(1795) 逆時針(248) 轉(20108) 跟(260280) 空氣(18137) 中(1011729) 一樣(188109),"{'High': 17, 'Low': 1}","{'Unknown': 7, '第4級': 1, '第1級': 3, '第5級': 2, '第4*級': 2, '第1*級': 3}",1,Y,Y,N,N
