sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
新竹縣市新聞，竹市下水道系統，分十年改善，經建會通過規劃案，將自本年度開始執行。,新竹 縣市 新聞 竹市 下水道 系統 分 十 年 改善 經建會 通過 規劃案 將 自 本 年度 開始 執行,19,新竹(2736) 縣市(1349) 新聞(40430) 竹市(Unknown) 下水道(562) 系統(67366) 分(62224) 十(77415) 年(514736) 改善(21559) 經建會(230) 通過(29652) 規劃案(92) 將(448374) 自(59676) 本(197156) 年度(4709) 開始(245562) 執行(25364),"{'High': 17, 'Low': 2}","{'Unknown': 6, '第3級': 1, '第5級': 4, '第1級': 4, '第4*級': 1, '第4級': 1, '第6級': 1, '第2級': 1}",3,Y,N,N,N
記者陳愛珠新竹報導，配合六年國家建設，新竹市下水道系統將自本年度開始執行，經建會已經通過該項工程計劃案，以十年時間有效改善目前嚴重的水污染問題。,記者 陳愛珠 新竹 報導 配合 六 年 國家 建設 新竹市 下水道 系統 將 自 本 年度 開始 執行 經建會 已經 通過 該 項 工程 計劃 案 以 十 年 時間 有效 改善 目前 嚴重 的 水 污染 問題,38,記者(23855) 陳愛珠(1) 新竹(2736) 報導(27311) 配合(17173) 六(77936) 年(514736) 國家(109166) 建設(11627) 新竹市(324) 下水道(562) 系統(67366) 將(448374) 自(59676) 本(197156) 年度(4709) 開始(245562) 執行(25364) 經建會(230) 已經(245160) 通過(29652) 該(148369) 項(88887) 工程(14284) 計劃(22462) 案(11719) 以(547785) 十(77415) 年(514736) 時間(213595) 有效(30667) 改善(21559) 目前(48695) 嚴重(39284) 的(16029838) 水(86260) 污染(5095) 問題(280782),"{'High': 37, 'Low': 1}","{'第4級': 3, 'Unknown': 6, '第5級': 9, '第4*級': 4, '第1級': 9, '第1*級': 1, '第6級': 1, '第2級': 3, '第3*級': 2}",4,Y,N,N,Y
新竹市由於位在平原上，在民國七十一年升格後，目前已經形成北部重要的生活圈中心，在水質供給上，民國六十四年間雖然完成新竹縣市雨水下水道規劃，對於區域排水助益頗大，但隨著人口增加的快速，污染現象逐漸嚴重，污水下水道系統的興建關係著新竹區域生活品質的提昇，已經是迫在眉睫。,新竹市 由於 位 在 平原 上 在 民國 七十一年 升格 後 目前 已經 形成 北部 重要 的 生活圈 中心 在 水質 供給 上 民國 六十四年 間 雖然 完成 新竹 縣市 雨水 下水道 規劃 對於 區域 排水 助益 頗 大 但 隨著 人口 增加 的 快速 污染 現象 逐漸 嚴重 污水 下水道 系統 的 興建 關係 著 新竹 區域 生活 品質 的 提昇 已經 是 迫在眉睫,65,新竹市(324) 由於(88111) 位(284809) 在(3284238) 平原(4378) 上(1233218) 在(3284238) 民國(16130) 七十一年(135) 升格(188) 後(422857) 目前(48695) 已經(245160) 形成(47486) 北部(5380) 重要(154863) 的(16029838) 生活圈(430) 中心(46076) 在(3284238) 水質(728) 供給(4132) 上(1233218) 民國(16130) 六十四年(150) 間(115638) 雖然(152988) 完成(60471) 新竹(2736) 縣市(1349) 雨水(3001) 下水道(562) 規劃(14663) 對於(99570) 區域(14982) 排水(537) 助益(2921) 頗(22266) 大(525780) 但(597124) 隨著(32948) 人口(17562) 增加(48296) 的(16029838) 快速(20632) 污染(5095) 現象(47383) 逐漸(38705) 嚴重(39284) 污水(468) 下水道(562) 系統(67366) 的(16029838) 興建(5688) 關係(162883) 著(1004687) 新竹(2736) 區域(14982) 生活(213189) 品質(19388) 的(16029838) 提昇(3304) 已經(245160) 是(4642407) 迫在眉睫(486),{'High': 65},"{'Unknown': 18, '第4*級': 5, '第1級': 10, '第1*級': 3, '第5級': 7, '第4級': 5, '第2級': 5, '第6級': 5, '第2*級': 1, '第3級': 3, '第3*級': 2, '第7級': 1}",7,Y,Y,N,N
而新竹地區污水在未納入污水下水道之前，污水沿地勢流入頭前溪及客雅溪，造成二條河川下游河段，目前水質日漸惡化，嚴重影響水資源的利用。,而 新竹 地區 污水 在 未 納入 污水 下水道 之前 污水 沿 地勢 流入 頭前溪 及 客雅溪 造成 二 條 河川 下游 河段 目前 水質 日漸 惡化 嚴重 影響 水 資源 的 利用,33,而(937923) 新竹(2736) 地區(40339) 污水(468) 在(3284238) 未(101927) 納入(5488) 污水(468) 下水道(562) 之前(79748) 污水(468) 沿(19661) 地勢(1406) 流入(2123) 頭前溪(57) 及(304586) 客雅溪(4) 造成(63141) 二(152494) 條(115362) 河川(1494) 下游(2287) 河段(140) 目前(48695) 水質(728) 日漸(3875) 惡化(5145) 嚴重(39284) 影響(95840) 水(86260) 資源(27580) 的(16029838) 利用(49229),"{'High': 31, 'Low': 2}","{'第5級': 6, 'Unknown': 10, '第4級': 4, '第1*級': 1, '第6級': 4, '第4*級': 1, '第1級': 3, '第2級': 1, '第3*級': 2, '第3級': 1}",3,Y,Y,N,N
因此省府規劃出各地的污水下水道系統，決議配合六年國家建設，自八十三年度開始執行，目前規劃案已經由行政院經建會核定，新竹市部分將分二期十年施工，主要工程幹道十四點二公里，次幹道三十一點五公里，支幹管十八點四公里，支管六十四點五公里，抽水站五處，及污水處理廠一座。,因此 省府 規劃出 各 地 的 污水 下水道 系統 決議 配合 六 年 國家 建設 自 八十三年度 開始 執行 目前 規劃案 已 經由 行政院 經建會 核定 新竹市 部分 將 分 二 期 十 年 施工 主要 工程 幹道 十四點二 公里 次 幹道 三十一點五 公里 支幹管 十八點四 公里 支管 六十四點五 公里 抽水站 五 處 及 污水 處理 廠 一 座,59,因此(184606) 省府(372) 規劃出(265) 各(243023) 地(754998) 的(16029838) 污水(468) 下水道(562) 系統(67366) 決議(2452) 配合(17173) 六(77936) 年(514736) 國家(109166) 建設(11627) 自(59676) 八十三年度(8) 開始(245562) 執行(25364) 目前(48695) 規劃案(92) 已(215610) 經由(14759) 行政院(4347) 經建會(230) 核定(551) 新竹市(324) 部分(82518) 將(448374) 分(62224) 二(152494) 期(14058) 十(77415) 年(514736) 施工(1516) 主要(78757) 工程(14284) 幹道(243) 十四點二(1) 公里(16646) 次(331701) 幹道(243) 三十一點五(1) 公里(16646) 支幹管(Unknown) 十八點四(Unknown) 公里(16646) 支管(1) 六十四點五(Unknown) 公里(16646) 抽水站(44) 五(112649) 處(84410) 及(304586) 污水(468) 處理(61797) 廠(4599) 一(3701681) 座(49959),"{'High': 50, 'Low': 9}","{'第4*級': 3, 'Unknown': 23, '第2級': 4, '第1級': 9, '第5級': 8, '第6級': 2, '第1*級': 1, '第4級': 6, '第3級': 1, '第7級': 1, '第3*級': 1}",13,Y,Y,N,N
前五年工程項目有廠站設計、整地及變更地目等先期工作，同時完成舊市區主要部分的管渠施工及接管工作，完成客雅污水處理廠一期工程，預計接管面積達三百公頃，接管人口十五萬人。,前 五 年 工程 項目 有 廠 站 設計 整地 及 變更 地目 等 先期 工作 同時 完成 舊 市區 主要 部分 的 管渠 施工 及 接管 工作 完成 客雅 污水 處理 廠 一 期 工程 預計 接管 面積 達 三百 公頃 接管 人口 十五萬 人,46,前(272709) 五(112649) 年(514736) 工程(14284) 項目(12387) 有(2217079) 廠(4599) 站(68488) 設計(59326) 整地(227) 及(304586) 變更(2885) 地目(63) 等(327380) 先期(403) 工作(220164) 同時(115305) 完成(60471) 舊(32022) 市區(3749) 主要(78757) 部分(82518) 的(16029838) 管渠(Unknown) 施工(1516) 及(304586) 接管(1822) 工作(220164) 完成(60471) 客雅(3) 污水(468) 處理(61797) 廠(4599) 一(3701681) 期(14058) 工程(14284) 預計(2295) 接管(1822) 面積(6281) 達(25383) 三百(6433) 公頃(1142) 接管(1822) 人口(17562) 十五萬(719) 人(1550512),"{'High': 43, 'Low': 3}","{'第1級': 9, '第5級': 7, 'Unknown': 12, '第1*級': 2, '第4*級': 4, '第6級': 2, '第3*級': 3, '第4級': 2, '第2級': 1, '第7級': 4}",1,Y,Y,N,N
新竹縣市新聞，市府將邀蕭萬長演講，有興趣民眾可報名參加。,新竹 縣市 新聞 市府 將 邀 蕭萬長 演講 有 興趣 民眾 可 報名 參加,14,新竹(2736) 縣市(1349) 新聞(40430) 市府(433) 將(448374) 邀(7410) 蕭萬長(116) 演講(16050) 有(2217079) 興趣(34215) 民眾(17097) 可(307359) 報名(1789) 參加(42962),{'High': 14},"{'Unknown': 5, '第3級': 2, '第5級': 1, '第4級': 2, '第1級': 1, '第4*級': 2, '第2級': 1}",1,Y,N,N,Y
新竹訊新竹市政府將邀請經建會主委蕭萬長及市長童勝男主講振興經濟方案VS文化科學城講座，經過公佈後，工商業界反映熱烈，參與的報名人數超過三百人，市府建設局表示尚有一百多個空位，有興趣的民眾可以繼續報名參加。,新竹訊 新竹市 政府 將 邀請 經建會 主委 蕭萬長 及 市長 童勝男 主講 振興 經濟 方案 VS 文化 科學城 講座 經過 公佈 後 工商 業界 反映 熱烈 參與 的 報名 人數 超過 三百 人 市府 建設局 表示 尚 有 一百多 個 空位 有 興趣 的 民眾 可以 繼續 報名 參加,49,新竹訊(Unknown) 新竹市(324) 政府(92663) 將(448374) 邀請(14342) 經建會(230) 主委(1067) 蕭萬長(116) 及(304586) 市長(4502) 童勝男(Unknown) 主講(354) 振興(1019) 經濟(83046) 方案(14354) VS(Unknown) 文化(115697) 科學城(46) 講座(2228) 經過(64617) 公佈(1798) 後(422857) 工商(1898) 業界(2575) 反映(14525) 熱烈(5597) 參與(40595) 的(16029838) 報名(1789) 人數(11834) 超過(30507) 三百(6433) 人(1550512) 市府(433) 建設局(97) 表示(74452) 尚(26113) 有(2217079) 一百多(3148) 個(2296574) 空位(595) 有(2217079) 興趣(34215) 的(16029838) 民眾(17097) 可以(560531) 繼續(80649) 報名(1789) 參加(42962),"{'Low': 5, 'High': 44}","{'Unknown': 16, '第4級': 8, '第5級': 6, '第7級': 1, '第6級': 4, '第2級': 3, '第1級': 8, '第4*級': 2, '第3級': 1}",8,Y,Y,N,Y
市府建設局表示，為了輔導新竹市的工商企業經營管理及提昇企業經營能力，每季舉辦一次營利事業講習，以宣導工商法令及提供最新的工商訊，舉辦以來反映良好，而該局為了能落實擴大輔導工商企業，同時鑑於近來國內投資成長遲緩，自民國七十年代以後，固定投資佔國民生產毛額比重明顯滑落，尤其最近五年的比重滑落為百分之二十一點六，遠較日本、韓國、新加坡、香港等為低，而民間投資平均年成長僅為百分之八點五，為全面促進民間投資，開創經濟發展遠景及加速促進產業升級，行政院特地推出振興經濟方案，而建設局為了讓市民了解政府施政方針，及如何配合振興經濟方案，建設為高經濟發展的文化科學城，與工策會、商業會、會計記帳代理者人員公會協辦，擴大舉辦振興經濟方案VS文化科學城講座，邀請經建會主委蕭萬長及市長童勝男博士主講，目前已經有三百餘人報名，由於中信會場可容納四百餘人，歡迎市民繼續報名。,市府 建設局 表示 為 了 輔導 新竹市 的 工商 企業 經營 管理 及 提昇 企業 經營 能力 每 季 舉辦 一 次 營利 事業 講習 以 宣導 工商 法令 及 提供 最 新 的 工商訊 舉辦 以來 反映 良好 而 該 局 為 了 能 落實 擴大 輔導 工商 企業 同時 鑑於 近來 國內 投資 成長 遲緩 自 民國 七十年代 以後 固定 投資 佔 國民 生產 毛額 比重 明顯 滑落 尤其 最近 五 年 的 比重 滑落為 百分之二十一點六 遠 較 日本 韓國 新加坡 香港 等 為 低 而 民間 投資 平均 年 成長 僅 為 百分之八點五 為 全面 促進 民間 投資 開創 經濟 發展 遠景 及 加速 促進 產業 升級 行政院 特地 推出 振興 經濟 方案 而 建設局 為 了 讓 市民 了解 政府 施政 方針 及 如何 配合 振興 經濟 方案 建設為 高 經濟 發展 的 文化 科學城 與 工策會 商業會 會計 記帳 代理 者 人員 公會 協辦 擴大 舉辦 振興 經濟 方案 VS 文化 科學城 講座 邀請 經建會 主委 蕭萬長 及 市長 童勝男 博士 主講 目前 已經 有 三百餘 人 報名 由於 中信 會場 可 容納 四百餘 人 歡迎 市民 繼續 報名,184,市府(433) 建設局(97) 表示(74452) 為(761341) 了(3199291) 輔導(5767) 新竹市(324) 的(16029838) 工商(1898) 企業(65457) 經營(39913) 管理(54484) 及(304586) 提昇(3304) 企業(65457) 經營(39913) 能力(93399) 每(333357) 季(8122) 舉辦(12070) 一(3701681) 次(331701) 營利(3033) 事業(32957) 講習(359) 以(547785) 宣導(1111) 工商(1898) 法令(3996) 及(304586) 提供(73097) 最(421680) 新(212453) 的(16029838) 工商訊(Unknown) 舉辦(12070) 以來(26654) 反映(14525) 良好(16069) 而(937923) 該(148369) 局(7737) 為(761341) 了(3199291) 能(582260) 落實(4291) 擴大(12352) 輔導(5767) 工商(1898) 企業(65457) 同時(115305) 鑑於(756) 近來(3822) 國內(17537) 投資(38191) 成長(42450) 遲緩(1987) 自(59676) 民國(16130) 七十年代(676) 以後(71883) 固定(15809) 投資(38191) 佔(11252) 國民(10927) 生產(36079) 毛額(609) 比重(1525) 明顯(35623) 滑落(1519) 尤其(50700) 最近(30174) 五(112649) 年(514736) 的(16029838) 比重(1525) 滑落為(Unknown) 百分之二十一點六(Unknown) 遠(57546) 較(78424) 日本(105587) 韓國(7113) 新加坡(5228) 香港(46937) 等(327380) 為(761341) 低(32663) 而(937923) 民間(16236) 投資(38191) 平均(13871) 年(514736) 成長(42450) 僅(30739) 為(761341) 百分之八點五(8) 為(761341) 全面(10364) 促進(10265) 民間(16236) 投資(38191) 開創(4587) 經濟(83046) 發展(117494) 遠景(1987) 及(304586) 加速(6911) 促進(10265) 產業(29756) 升級(1962) 行政院(4347) 特地(5441) 推出(10009) 振興(1019) 經濟(83046) 方案(14354) 而(937923) 建設局(97) 為(761341) 了(3199291) 讓(526314) 市民(6158) 了解(82970) 政府(92663) 施政(1675) 方針(3460) 及(304586) 如何(148068) 配合(17173) 振興(1019) 經濟(83046) 方案(14354) 建設為(24) 高(128858) 經濟(83046) 發展(117494) 的(16029838) 文化(115697) 科學城(46) 與(968432) 工策會(Unknown) 商業會(15) 會計(4887) 記帳(457) 代理(5411) 者(423504) 人員(49261) 公會(2322) 協辦(417) 擴大(12352) 舉辦(12070) 振興(1019) 經濟(83046) 方案(14354) VS(Unknown) 文化(115697) 科學城(46) 講座(2228) 邀請(14342) 經建會(230) 主委(1067) 蕭萬長(116) 及(304586) 市長(4502) 童勝男(Unknown) 博士(24647) 主講(354) 目前(48695) 已經(245160) 有(2217079) 三百餘(470) 人(1550512) 報名(1789) 由於(88111) 中信(1081) 會場(3419) 可(307359) 容納(2699) 四百餘(206) 人(1550512) 歡迎(19513) 市民(6158) 繼續(80649) 報名(1789),"{'High': 171, 'Low': 13}","{'Unknown': 46, '第4*級': 23, '第5級': 36, '第1級': 14, '第6級': 18, '第2級': 10, '第1*級': 5, '第3級': 1, '第4級': 21, '第7級': 5, '第3*級': 5}",20,Y,Y,N,Y
講座日期為八月三十一日上午九時至十二時，報名聯絡電話七三二五九三。,講座 日期 為 八月 三十一日 上午 九時 至 十二時 報名 聯絡 電話 七三二五九三,13,講座(2228) 日期(6537) 為(761341) 八月(15534) 三十一日(967) 上午(6241) 九時(372) 至(101530) 十二時(222) 報名(1789) 聯絡(7975) 電話(38698) 七三二五九三(Unknown),"{'High': 12, 'Low': 1}","{'第6級': 1, '第4級': 3, 'Unknown': 6, '第1級': 2, '第5級': 1}",3,Y,Y,N,Y
