sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
生活，是一種夏日流水般的前進相信我，我跟你一樣死去活來過，不只是你，是我，也是所有的人，多多少少都經歷過這樣的人生。,生活 是 一 種 夏日 流水 般 的 前進 相信 我 我 跟 你 一樣 死去活來 過 不只 是 你 是 我 也 是 所有 的 人 多多少少 都 經歷 過 這樣 的 人生,34,生活(213189) 是(4642407) 一(3701681) 種(701563) 夏日(2447) 流水(2605) 般(44639) 的(16029838) 前進(17569) 相信(82200) 我(3033032) 我(3033032) 跟(260280) 你(1414837) 一樣(188109) 死去活來(485) 過(412878) 不只(20841) 是(4642407) 你(1414837) 是(4642407) 我(3033032) 也(1590760) 是(4642407) 所有(146771) 的(16029838) 人(1550512) 多多少少(963) 都(1125846) 經歷(29621) 過(412878) 這樣(288344) 的(16029838) 人生(69234),{'High': 34},"{'第3級': 2, '第1級': 16, 'Unknown': 3, '第5級': 2, '第6級': 2, '第4*級': 2, '第2級': 2, '第1*級': 4, '第7級': 1}",2,Y,N,N,N
雖然我們和別人境遇不同，感受各異，可是我們都過下來了，不只是你我，而是大家，所有的人類。,雖然 我們 和 別人 境遇 不同 感受 各 異 可是 我們 都 過 下來 了 不只 是 你我 而是 大家 所有 的 人類,23,雖然(152988) 我們(979260) 和(1338337) 別人(108427) 境遇(1347) 不同(159432) 感受(30399) 各(243023) 異(6097) 可是(125487) 我們(979260) 都(1125846) 過(412878) 下來(32851) 了(3199291) 不只(20841) 是(4642407) 你我(183) 而是(74258) 大家(109692) 所有(146771) 的(16029838) 人類(78855),{'High': 23},"{'第2級': 4, '第1級': 6, 'Unknown': 7, '第7級': 1, '第3級': 1, '第5級': 1, '第1*級': 2, '第4*級': 1}",0,Y,Y,N,N
我們經歷了過去，卻不知道將來，因為不知，生命益發顥得神奇而美麗。,我們 經歷 了 過去 卻 不 知道 將來 因為 不 知 生命 益發 顥 得 神奇 而 美麗,18,我們(979260) 經歷(29621) 了(3199291) 過去(88758) 卻(333007) 不(2282521) 知道(343214) 將來(17836) 因為(425061) 不(2282521) 知(108500) 生命(92595) 益發(1114) 顥(58) 得(573721) 神奇(8107) 而(937923) 美麗(24889),"{'High': 17, 'Low': 1}","{'第1級': 4, '第5級': 3, 'Unknown': 5, '第4級': 3, '第1*級': 1, '第4*級': 1, '第3*級': 1}",0,Y,Y,N,N
不要問我將來的事情吧！,不要 問 我 將來 的 事情 吧,7,不要(101931) 問(165473) 我(3033032) 將來(17836) 的(16029838) 事情(112079) 吧(184477),{'High': 7},"{'Unknown': 1, '第1級': 4, '第4級': 1, '第2級': 1}",0,Y,N,N,N
請你，將一切交付給自然。,請 你 將 一切 交付給 自然,6,請(120629) 你(1414837) 將(448374) 一切(95523) 交付給(431) 自然(91995),{'High': 6},"{'第1級': 2, '第5級': 1, '第3*級': 2, 'Unknown': 1}",1,Y,N,N,N
生活，是一種緩緩如夏日流水般的前進，我們不要焦急。,生活 是 一 種 緩緩 如 夏日 流水 般 的 前進 我們 不要 焦急,14,生活(213189) 是(4642407) 一(3701681) 種(701563) 緩緩(8879) 如(195069) 夏日(2447) 流水(2605) 般(44639) 的(16029838) 前進(17569) 我們(979260) 不要(101931) 焦急(2918),{'High': 14},"{'第3級': 1, '第1級': 4, 'Unknown': 4, '第5級': 1, '第6級': 3, '第4*級': 1}",0,Y,N,N,N
我們生的候，不必去期望死的來臨。,我們 生 的 候 不必 去 期望 死 的 來臨,10,我們(979260) 生(61638) 的(16029838) 候(750) 不必(29161) 去(479993) 期望(13591) 死(117075) 的(16029838) 來臨(6978),{'High': 10},"{'第1級': 4, '第4級': 1, 'Unknown': 1, '第3級': 2, '第4*級': 1, '第5級': 1}",0,Y,N,N,N
這一切，總會來的。,這 一切 總會 來 的,5,這(2114032) 一切(95523) 總會(8038) 來(742183) 的(16029838),{'High': 5},"{'第1級': 3, '第3*級': 1, 'Unknown': 1}",0,Y,N,N,N
我要你靜心學習份等待時機成熟的情緒，也要你一定保有在這份在等待之外的努力和堅持。,我 要 你 靜心 學習 份 等待 時機 成熟 的 情緒 也 要 你 一定 保有 在 這 份 在 等待 之外 的 努力 和 堅持,26,我(3033032) 要(851264) 你(1414837) 靜心(1450) 學習(105345) 份(53198) 等待(21141) 時機(11280) 成熟(15793) 的(16029838) 情緒(66126) 也(1590760) 要(851264) 你(1414837) 一定(138695) 保有(4661) 在(3284238) 這(2114032) 份(53198) 在(3284238) 等待(21141) 之外(45757) 的(16029838) 努力(62566) 和(1338337) 堅持(30662),{'High': 26},"{'第1級': 9, 'Unknown': 4, '第2級': 4, '第4*級': 2, '第5級': 3, '第4級': 1, '第1*級': 3}",0,Y,Y,N,N
也要你一定保有在這份在等待之外的努力和堅持。,也 要 你 一定 保有 在 這 份 在 等待 之外 的 努力 和 堅持,15,也(1590760) 要(851264) 你(1414837) 一定(138695) 保有(4661) 在(3284238) 這(2114032) 份(53198) 在(3284238) 等待(21141) 之外(45757) 的(16029838) 努力(62566) 和(1338337) 堅持(30662),{'High': 15},"{'第1級': 5, '第1*級': 3, 'Unknown': 3, '第2級': 2, '第4*級': 1, '第5級': 1}",0,Y,Y,N,N
