sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
不少人想為家裡添購一台淨水器，可是，面對市面上琳瑯滿目、售價從千元到數萬元價位不一的淨水器時，往往不知從何下手，以下，有幾個選購淨水器的方法，可供民眾參考。,不少 人 想 為 家 裡 添購 一 台 淨水器 可是 面對 市面 上 琳瑯滿目 售價 從 千 元 到 數萬 元 價位 不一 的 淨水器 時 往往 不 知 從 何 下手 以下 有 幾 個 選購 淨水器 的 方法 可 供 民眾 參考,45,不少(35256) 人(1550512) 想(449884) 為(761341) 家(236822) 裡(520435) 添購(440) 一(3701681) 台(29325) 淨水器(30) 可是(125487) 面對(62914) 市面(2063) 上(1233218) 琳瑯滿目(433) 售價(1651) 從(496546) 千(19677) 元(60807) 到(546906) 數萬(2164) 元(60807) 價位(840) 不一(3317) 的(16029838) 淨水器(30) 時(623734) 往往(41388) 不(2282521) 知(108500) 從(496546) 何(46992) 下手(4033) 以下(29388) 有(2217079) 幾(229415) 個(2296574) 選購(915) 淨水器(30) 的(16029838) 方法(99064) 可(307359) 供(17109) 民眾(17097) 參考(24401),"{'High': 42, 'Low': 3}","{'Unknown': 12, '第1級': 15, '第1*級': 4, '第7級': 3, '第2級': 2, '第4*級': 5, '第6級': 2, '第3*級': 2}",4,Y,Y,N,N
一、改善有味道、濁度等水質問題，建議使用有活性碳濾心的濾水器；財團法人消費者文教基金會指出，如果你住的地方水質尚可，但偶爾有異味、濁度等問題，或嫌氯氣過重，可以選購採用活性碳濾心的濾水器，因為該濾水器具有過濾細砂或大部份重金屬、除氯氣及異味的功能，不過，無法將水軟化，也沒辦法過濾農藥等有機化學。,一 改善 有 味道 濁度 等 水質 問題 建議 使用 有 活性碳 濾心 的 濾水器 財團 法人 消費者 文教 基金會 指出 如果 你 住 的 地方 水質 尚可 但 偶爾 有 異味 濁度 等 問題 或 嫌 氯氣 過重 可以 選購 採用 活性碳 濾心 的 濾水器 因為 該 濾水器 具有 過濾 細砂 或 大部份 重金屬 除 氯氣 及 異味 的 功能 不過 無法 將 水 軟化 也 沒辦法 過濾 農藥 等 有機化學,72,一(3701681) 改善(21559) 有(2217079) 味道(14200) 濁度(10) 等(327380) 水質(728) 問題(280782) 建議(45709) 使用(99640) 有(2217079) 活性碳(Unknown) 濾心(9) 的(16029838) 濾水器(52) 財團(2156) 法人(2764) 消費者(15236) 文教(1353) 基金會(7844) 指出(38456) 如果(322121) 你(1414837) 住(69815) 的(16029838) 地方(139164) 水質(728) 尚可(590) 但(597124) 偶爾(15400) 有(2217079) 異味(364) 濁度(10) 等(327380) 問題(280782) 或(478077) 嫌(7613) 氯氣(59) 過重(1349) 可以(560531) 選購(915) 採用(20582) 活性碳(Unknown) 濾心(9) 的(16029838) 濾水器(52) 因為(425061) 該(148369) 濾水器(52) 具有(60702) 過濾(2145) 細砂(12) 或(478077) 大部份(4237) 重金屬(451) 除(15929) 氯氣(59) 及(304586) 異味(364) 的(16029838) 功能(38600) 不過(186226) 無法(150606) 將(448374) 水(86260) 軟化(1093) 也(1590760) 沒辦法(16992) 過濾(2145) 農藥(1066) 等(327380) 有機化學(70),"{'High': 59, 'Low': 13}","{'第1級': 14, '第4*級': 5, '第2級': 4, 'Unknown': 26, '第3*級': 5, '第4級': 2, '第6級': 4, '第5級': 5, '第7級': 2, '第1*級': 3, '第3級': 2}",11,Y,Y,N,N
二、水源污染比較嚴重，欲改善水質硬度，建議購買軟水器；軟水器的功能就是把硬水軟化，將水中的礦物質或雜質去除，市售的軟水器又分為蒸餾式濾水器及逆滲透壓式軟水器，其中，蒸餾式軟水器殺菌能力強，分離雜質、重金屬的功能也比較好，但是容易把水中人體所需要的一些礦物質給過濾掉。,二 水源 污染 比較 嚴重 欲 改善 水質 硬度 建議 購買 軟水器 軟水器 的 功能 就是 把 硬水 軟化 將 水 中 的 礦物質 或 雜質 去除 市售 的 軟水器 又 分為 蒸餾式 濾水器 及 逆滲透壓式 軟水器 其中 蒸餾式 軟水器 殺菌 能力 強 分離 雜質 重金屬 的 功能 也 比較 好 但是 容易 把 水 中 人體 所 需要 的 一些 礦物質 給 過濾掉,64,二(152494) 水源(1594) 污染(5095) 比較(112212) 嚴重(39284) 欲(27451) 改善(21559) 水質(728) 硬度(409) 建議(45709) 購買(14998) 軟水器(2) 軟水器(2) 的(16029838) 功能(38600) 就是(2943) 把(617773) 硬水(Unknown) 軟化(1093) 將(448374) 水(86260) 中(1011729) 的(16029838) 礦物質(1304) 或(478077) 雜質(527) 去除(3331) 市售(423) 的(16029838) 軟水器(2) 又(535555) 分為(11069) 蒸餾式(Unknown) 濾水器(52) 及(304586) 逆滲透壓式(Unknown) 軟水器(2) 其中(95627) 蒸餾式(Unknown) 軟水器(2) 殺菌(541) 能力(93399) 強(34876) 分離(6551) 雜質(527) 重金屬(451) 的(16029838) 功能(38600) 也(1590760) 比較(112212) 好(448428) 但是(247988) 容易(80831) 把(617773) 水(86260) 中(1011729) 人體(10825) 所(527327) 需要(166793) 的(16029838) 一些(156929) 礦物質(1304) 給(240485) 過濾掉(132),"{'High': 54, 'Low': 10}","{'第1級': 11, '第6級': 3, '第3*級': 4, '第2級': 8, '第4*級': 1, 'Unknown': 27, '第4級': 3, '第5級': 4, '第3級': 1, '第1*級': 2}",13,Y,Y,N,N
逆滲透壓式軟水器可以去除氯氣的異味、雜質，達到軟水的功能，只不過，也跟蒸餾式軟水器一樣，容易把水中對人體有益的礦物質給過濾掉，而且，售價也比較高。,逆 滲透壓 式 軟水器 可以 去除 氯氣 的 異味 雜質 達到 軟水 的 功能 只不過 也 跟 蒸餾式 軟水器 一樣 容易 把 水 中 對 人體 有益 的 礦物質 給 過濾掉 而且 售價 也 比較 高,36,逆(3630) 滲透壓(50) 式(6856) 軟水器(2) 可以(560531) 去除(3331) 氯氣(59) 的(16029838) 異味(364) 雜質(527) 達到(35670) 軟水(3) 的(16029838) 功能(38600) 只不過(11028) 也(1590760) 跟(260280) 蒸餾式(Unknown) 軟水器(2) 一樣(188109) 容易(80831) 把(617773) 水(86260) 中(1011729) 對(897964) 人體(10825) 有益(4304) 的(16029838) 礦物質(1304) 給(240485) 過濾掉(132) 而且(180402) 售價(1651) 也(1590760) 比較(112212) 高(128858),"{'High': 30, 'Low': 6}","{'第6級': 2, 'Unknown': 15, '第1級': 11, '第4*級': 1, '第4級': 1, '第1*級': 2, '第2級': 2, '第5級': 1, '第3級': 1}",7,Y,Y,N,N
三、重在殺菌，建議用殺菌器；前一陣子又發現疑似腸病毐案例，不少家長開始擔心小孩子的飲用水安全，如果你很在乎水中病菌孳長，影響人體的健康，建議你購買一台殺菌器，殺菌器的功能著重在殺菌，但是缺乏過濾雜質及去除餘氯的功能，能搭配其他淨水器使用最好。,三 重在 殺菌 建議 用 殺菌器 前 一陣子 又 發現 疑似 腸病毐 案例 不少 家長 開始 擔心 小孩子 的 飲用水 安全 如果 你 很 在乎 水 中 病菌 孳長 影響 人體 的 健康 建議 你 購買 一 台 殺菌器 殺菌器 的 功能 著重 在 殺菌 但是 缺乏 過濾 雜質 及 去除 餘氯 的 功能 能 搭配 其他 淨水器 使用 最好,60,三(313861) 重在(31) 殺菌(541) 建議(45709) 用(377038) 殺菌器(Unknown) 前(272709) 一陣子(7466) 又(535555) 發現(175233) 疑似(647) 腸病毐(Unknown) 案例(9938) 不少(35256) 家長(15489) 開始(245562) 擔心(40962) 小孩子(8103) 的(16029838) 飲用水(329) 安全(35338) 如果(322121) 你(1414837) 很(715675) 在乎(12441) 水(86260) 中(1011729) 病菌(964) 孳長(13) 影響(95840) 人體(10825) 的(16029838) 健康(50041) 建議(45709) 你(1414837) 購買(14998) 一(3701681) 台(29325) 殺菌器(Unknown) 殺菌器(Unknown) 的(16029838) 功能(38600) 著重(4094) 在(3284238) 殺菌(541) 但是(247988) 缺乏(27750) 過濾(2145) 雜質(527) 及(304586) 去除(3331) 餘氯(Unknown) 的(16029838) 功能(38600) 能(582260) 搭配(6314) 其他(189445) 淨水器(30) 使用(99640) 最好(22016),"{'High': 52, 'Low': 8}","{'第1級': 13, 'Unknown': 15, '第3*級': 3, '第4*級': 2, '第1*級': 3, '第2級': 7, '第7級': 1, '第5級': 5, '第4級': 5, '第3級': 3, '第6級': 3}",8,Y,Y,N,N
四、住的地區水質不錯，頂多是讓泡茶、煮咖啡的水質更具口感，那麼可以購買混合式淨水器；這種混合式的淨水器，過濾材質大多以麥飯石或者陶質濾材為主，宣稱可以改善泡茶或煮咖啡的口感，不過，確實效果目前還有待評估。,四 住 的 地區 水質 不錯 頂多 是 讓 泡茶 煮 咖啡 的 水質 更 具 口感 那麼 可以 購買 混合式 淨水器 這 種 混合式 的 淨水器 過濾 材質 大多 以 麥飯石 或者 陶質 濾材 為主 宣稱 可以 改善 泡茶 或 煮 咖啡 的 口感 不過 確實 效果 目前 還 有待 評估,52,四(141667) 住(69815) 的(16029838) 地區(40339) 水質(728) 不錯(23297) 頂多(3254) 是(4642407) 讓(526314) 泡茶(986) 煮(12889) 咖啡(12867) 的(16029838) 水質(728) 更(361676) 具(41661) 口感(2607) 那麼(127785) 可以(560531) 購買(14998) 混合式(134) 淨水器(30) 這(2114032) 種(701563) 混合式(134) 的(16029838) 淨水器(30) 過濾(2145) 材質(2299) 大多(12946) 以(547785) 麥飯石(9) 或者(63631) 陶質(7) 濾材(Unknown) 為主(12900) 宣稱(8427) 可以(560531) 改善(21559) 泡茶(986) 或(478077) 煮(12889) 咖啡(12867) 的(16029838) 口感(2607) 不過(186226) 確實(36977) 效果(38188) 目前(48695) 還(625086) 有待(2538) 評估(16292),"{'High': 47, 'Low': 5}","{'第1級': 11, '第1*級': 2, '第4級': 5, 'Unknown': 19, '第5級': 5, '第2級': 3, '第6級': 3, '第3級': 2, '第4*級': 2}",5,Y,Y,N,N
確實效果目前還有待評估。,確實 效果 目前 還 有待 評估,6,確實(36977) 效果(38188) 目前(48695) 還(625086) 有待(2538) 評估(16292),{'High': 6},"{'第5級': 2, '第4*級': 1, '第4級': 1, 'Unknown': 2}",0,Y,N,N,N
連接網際網路，數據機是不可或缺的電腦產品，一台好的數據機可以讓你在連接網際網路時高枕無憂，而品質稍差的數據機，可能動不動就斷線，碰到檔案下載到一半時，又必須重新來過。,連接 網際 網路 數據機 是 不可或缺 的 電腦 產品 一 台 好 的 數據機 可以 讓 你 在 連接 網際 網路 時 高枕無憂 而 品質 稍 差 的 數據機 可能 動不動 就 斷線 碰到 檔案 下載到 一半 時 又 必須 重新 來過,42,連接(6551) 網際(3792) 網路(26656) 數據機(168) 是(4642407) 不可或缺(3649) 的(16029838) 電腦(38528) 產品(51029) 一(3701681) 台(29325) 好(448428) 的(16029838) 數據機(168) 可以(560531) 讓(526314) 你(1414837) 在(3284238) 連接(6551) 網際(3792) 網路(26656) 時(623734) 高枕無憂(294) 而(937923) 品質(19388) 稍(14118) 差(23865) 的(16029838) 數據機(168) 可能(271025) 動不動(1725) 就(1737544) 斷線(214) 碰到(15360) 檔案(10058) 下載到(46) 一半(21409) 時(623734) 又(535555) 必須(170592) 重新(44668) 來過(59),"{'High': 40, 'Low': 2}","{'第5級': 7, 'Unknown': 12, '第2級': 5, '第1級': 9, '第6級': 1, '第1*級': 3, '第3*級': 2, '第4級': 2, '第3級': 1}",7,Y,Y,N,N
許多人不明瞭，氣得大罵ISP服務不好，其實問題說不定出在數據機身上，所以在上網之前，除了選擇一家好的ISP，更要慎選數據機。,許多 人 不 明瞭 氣 得 大罵 ISP 服務 不 好 其實 問題 說不定 出 在 數據機 身 上 所以 在 上網 之前 除了 選擇 一 家 好 的 ISP 更 要 慎選 數據機,34,許多(159791) 人(1550512) 不(2282521) 明瞭(3269) 氣(53111) 得(573721) 大罵(1553) ISP(77) 服務(38055) 不(2282521) 好(448428) 其實(109290) 問題(280782) 說不定(11575) 出(84457) 在(3284238) 數據機(168) 身(122324) 上(1233218) 所以(239080) 在(3284238) 上網(3387) 之前(79748) 除了(75964) 選擇(75178) 一(3701681) 家(236822) 好(448428) 的(16029838) ISP(77) 更(361676) 要(851264) 慎選(380) 數據機(168),"{'High': 32, 'Low': 2}","{'第3*級': 4, '第1級': 9, '第6級': 1, 'Unknown': 11, '第3級': 1, '第4*級': 2, '第1*級': 4, '第2*級': 1, '第4級': 1}",5,Y,Y,N,N
選購數據機之前，必須先了解數據機的基本傳輸原理及通訊協定，數據機有人翻譯為「魔電」，在電腦課本中則翻譯為「調變解調器」，顧名思義就是將訊號重新變化調解或解變化調解的工具。,選購 數據機 之前 必須 先 了解 數據機 的 基本 傳輸 原理 及 通訊 協定 數據機 有 人 翻譯為 魔電 在 電腦 課本 中 則 翻譯為 調變 解調 器 顧名思義 就 是 將 訊號 重新 變化 調解 或 解 變化 調解 的 工具,42,選購(915) 數據機(168) 之前(79748) 必須(170592) 先(136649) 了解(82970) 數據機(168) 的(16029838) 基本(52069) 傳輸(1273) 原理(6939) 及(304586) 通訊(5667) 協定(2810) 數據機(168) 有(2217079) 人(1550512) 翻譯為(175) 魔電(Unknown) 在(3284238) 電腦(38528) 課本(2908) 中(1011729) 則(254096) 翻譯為(175) 調變(28) 解調(Unknown) 器(1597) 顧名思義(774) 就(1737544) 是(4642407) 將(448374) 訊號(4808) 重新(44668) 變化(42502) 調解(1129) 或(478077) 解(10054) 變化(42502) 調解(1129) 的(16029838) 工具(26319),"{'High': 39, 'Low': 3}","{'Unknown': 12, '第4級': 4, '第3級': 2, '第1*級': 3, '第3*級': 1, '第1級': 6, '第5級': 7, '第7級': 4, '第6級': 2, '第2*級': 1}",6,Y,Y,N,N
