sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
﻿台灣省茶業改良場簡介。,台灣省 茶業 改良場 簡介,4,台灣省(1450) 茶業(105) 改良場(37) 簡介(3175),"{'High': 3, 'Low': 1}","{'Unknown': 3, '第5級': 1}",2,N,N,N,N
沿革。,沿革,1,沿革(421),{'High': 1},{'Unknown': 1},0,N,N,N,N
本場位於桃園縣楊梅鎮，縱貫路埔心站東南1.2公里，為本省主要茶區之中心，其前身為臺灣總督府殖產局草湳坡製茶試驗場，成立於民國前九年；至民國五十七年，政府為統一事權，精簡機構，以加強本省茶業之發展，奉令改組為臺灣省茶業改良場，並設文山、魚池、臺東三分場及凍頂工作站，隸屬臺灣省政府農林廳。,本 場 位於 桃園縣 楊梅鎮 縱貫路 埔心站 東南 12 公里 為 本 省 主要 茶區 之 中心 其 前身 為 臺灣 總督府 殖產局 草湳坡 製 茶 試驗場 成立 於 民國 前 九年 至 民國 五十七年 政府 為 統一 事權 精簡 機構 以 加強 本 省 茶業 之 發展 奉令 改組為 臺灣省 茶業 改良場 並 設 文山 魚池 臺東 三 分場 及 凍頂 工作站 隸屬 臺灣 省政府 農林廳,67,本(197156) 場(68915) 位於(19612) 桃園縣(518) 楊梅鎮(18) 縱貫路(4) 埔心站(Unknown) 東南(4826) 12(17908) 公里(16646) 為(761341) 本(197156) 省(17570) 主要(78757) 茶區(52) 之(875481) 中心(46076) 其(307905) 前身(1914) 為(761341) 臺灣(36443) 總督府(3555) 殖產局(152) 草湳坡(1) 製(4800) 茶(22006) 試驗場(67) 成立(28506) 於(327210) 民國(16130) 前(272709) 九年(1727) 至(101530) 民國(16130) 五十七年(574) 政府(92663) 為(761341) 統一(14407) 事權(175) 精簡(1123) 機構(24025) 以(547785) 加強(13098) 本(197156) 省(17570) 茶業(105) 之(875481) 發展(117494) 奉令(171) 改組為(237) 臺灣省(455) 茶業(105) 改良場(37) 並(442790) 設(17537) 文山(139) 魚池(300) 臺東(516) 三(313861) 分場(84) 及(304586) 凍頂(48) 工作站(388) 隸屬(1299) 臺灣(36443) 省政府(573) 農林廳(69),"{'High': 57, 'Low': 10}","{'第1級': 8, '第2級': 1, '第6級': 5, 'Unknown': 34, '第4級': 6, '第5級': 7, '第3級': 1, '第4*級': 5}",15,Y,Y,N,Y
本場佔地20公頃，海拔181240公尺，土壤酸度介於4.3到4.8之間，年氣溫平均21度，適合茶樹生長。,本 場 佔地 20 公頃 海拔 181240 公尺 土壤 酸度 介於 43 到 48 之間 年 氣溫 平均 21 度 適合 茶樹 生長,23,本(197156) 場(68915) 佔地(701) 20(14081) 公頃(1142) 海拔(2509) 181240(Unknown) 公尺(19233) 土壤(3461) 酸度(66) 介於(2566) 43(1962) 到(546906) 48(2170) 之間(117932) 年(514736) 氣溫(2355) 平均(13871) 21(6145) 度(25018) 適合(25592) 茶樹(532) 生長(11628),"{'High': 21, 'Low': 2}","{'第1級': 3, '第2級': 1, 'Unknown': 8, '第7級': 2, '第6級': 2, '第4級': 4, '第3級': 2, '第4*級': 1}",1,Y,Y,N,N
本場具有各種新穎試驗設備、試驗大樓、製茶工廠、專用儀器、國內外圖書期刊及學員宿舍，為我國茶業界最完善之研究機構。,本 場 具有 各 種 新穎 試驗 設備 試驗 大樓 製 茶 工廠 專用 儀器 國內外 圖書 期刊 及 學員 宿舍 為 我國 茶業界 最 完善 之 研究 機構,29,本(197156) 場(68915) 具有(60702) 各(243023) 種(701563) 新穎(1397) 試驗(4136) 設備(12866) 試驗(4136) 大樓(7532) 製(4800) 茶(22006) 工廠(16192) 專用(2795) 儀器(4419) 國內外(1883) 圖書(5455) 期刊(4371) 及(304586) 學員(4618) 宿舍(4509) 為(761341) 我國(7225) 茶業界(1) 最(421680) 完善(3609) 之(875481) 研究(182500) 機構(24025),"{'High': 28, 'Low': 1}","{'第1級': 2, '第2級': 2, '第6級': 4, 'Unknown': 6, '第5級': 7, '第4級': 2, '第2*級': 2, '第4*級': 2, '第1*級': 1, '第3級': 1}",2,Y,Y,N,N
品茶小記。,品茶 小 記,3,品茶(373) 小(318835) 記(16894),{'High': 3},"{'Unknown': 1, '第1級': 1, '第4級': 1}",0,Y,N,N,N
茶，是從小就接觸過的。,茶 是 從小 就 接觸 過 的,7,茶(22006) 是(4642407) 從小(12334) 就(1737544) 接觸(22727) 過(412878) 的(16029838),{'High': 7},"{'第1級': 4, '第4級': 1, '第4*級': 1, '第1*級': 1}",0,Y,N,N,N
印象最深的是，父執輩圍坐沏茶時總有好吃的茶點。,印象 最 深 的 是 父執輩 圍坐 沏茶 時 總 有 好吃 的 茶點,14,印象(24581) 最(421680) 深(40153) 的(16029838) 是(4642407) 父執輩(162) 圍坐(673) 沏茶(17) 時(623734) 總(46750) 有(2217079) 好吃(6068) 的(16029838) 茶點(591),"{'High': 13, 'Low': 1}","{'第4*級': 1, '第1*級': 1, '第3*級': 2, '第1級': 4, 'Unknown': 5, '第2級': 1}",1,Y,N,N,N
母姊們最喜歡插花，有一次窗前的大花瓶滿插黃艷艷的茼萵花。,母 姊 們 最 喜歡 插花 有 一 次 窗 前 的 大 花瓶 滿 插 黃艷艷 的 茼萵花,19,母(15177) 姊(2500) 們(140794) 最(421680) 喜歡(113753) 插花(412) 有(2217079) 一(3701681) 次(331701) 窗(19038) 前(272709) 的(16029838) 大(525780) 花瓶(1486) 滿(46727) 插(7254) 黃艷艷(1) 的(16029838) 茼萵花(Unknown),"{'High': 17, 'Low': 2}","{'Unknown': 5, '第1級': 9, '第1*級': 1, '第2級': 1, '第2*級': 1, '第3級': 1, '第5級': 1}",2,Y,N,N,N
茵藹蒸騰的茶香融入窗外照進來的那片太陽，茶湯、黃花與燦爛的陽光混成一片愉悅明亮的黃。,茵藹 蒸騰 的 茶香 融入 窗 外 照進來 的 那 片 太陽 茶湯 黃 花 與 燦爛 的 陽光 混成 一 片 愉悅 明亮 的 黃,26,茵藹(Unknown) 蒸騰(243) 的(16029838) 茶香(192) 融入(5650) 窗(19038) 外(109310) 照進來(112) 的(16029838) 那(754138) 片(71870) 太陽(21823) 茶湯(351) 黃(20574) 花(72593) 與(968432) 燦爛(4295) 的(16029838) 陽光(17239) 混成(273) 一(3701681) 片(71870) 愉悅(5160) 明亮(6023) 的(16029838) 黃(20574),"{'Low': 1, 'High': 25}","{'Unknown': 7, '第1級': 7, '第5級': 3, '第2*級': 1, '第2級': 4, '第3級': 1, '第4*級': 2, '第6級': 1}",1,Y,Y,N,N
