sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
根據最新一期「商業周刊」針對國內企業精英及經理人所做的一份調查顯示，在總統大選議題上，已經浮上檯面的候選人當中，受歡迎的程度依序是宋楚瑜、連戰、陳水扁、許信良。,根據 最 新 一 期 商業 周刊 針對 國內 企業 精英 及 經理人 所 做 的 一 份 調查 顯示 在 總統 大選 議題 上 已經 浮上 檯面 的 候選人 當中 受 歡迎 的 程度 依序 是 宋楚瑜 連戰 陳水扁 許信良,41,根據(51908) 最(421680) 新(212453) 一(3701681) 期(14058) 商業(19292) 周刊(1080) 針對(23174) 國內(17537) 企業(65457) 精英(2558) 及(304586) 經理人(5742) 所(527327) 做(411649) 的(16029838) 一(3701681) 份(53198) 調查(34821) 顯示(32718) 在(3284238) 總統(23662) 大選(1789) 議題(15856) 上(1233218) 已經(245160) 浮上(766) 檯面(1269) 的(16029838) 候選人(4847) 當中(28263) 受(109982) 歡迎(19513) 的(16029838) 程度(43988) 依序(1884) 是(4642407) 宋楚瑜(491) 連戰(634) 陳水扁(1345) 許信良(211),{'High': 41},"{'第4*級': 3, '第1*級': 2, '第1級': 9, 'Unknown': 9, '第5級': 3, '第6級': 5, '第4級': 3, '第2級': 4, '第7級': 1, '第3*級': 2}",5,Y,Y,N,Y
「商業周刊」從六月二十三日到七月一日針對台灣一千大製造業、五百大服務業和一百五十大金融業經理以上或是部門最高主管進行地毯式電話訪問，試圖勾勒台灣社會金字塔上層對政治、經濟現狀的看法。,商業 周刊 從 六月 二十三日到 七月 一日 針對 台灣 一千 大 製造業 五百 大 服務業 和 一百五十 大 金融業 經理 以上 或是 部門 最 高 主管 進行 地毯式 電話 訪問 試圖 勾勒 台灣 社會 金字塔 上 層 對 政治 經濟 現狀 的 看法,43,商業(19292) 周刊(1080) 從(496546) 六月(14880) 二十三日到(Unknown) 七月(15511) 一日(5343) 針對(23174) 台灣(130718) 一千(8320) 大(525780) 製造業(2014) 五百(7028) 大(525780) 服務業(1700) 和(1338337) 一百五十(2110) 大(525780) 金融業(580) 經理(11331) 以上(36569) 或是(75906) 部門(21166) 最(421680) 高(128858) 主管(23448) 進行(100298) 地毯式(169) 電話(38698) 訪問(12881) 試圖(16209) 勾勒(878) 台灣(130718) 社會(176660) 金字塔(2834) 上(1233218) 層(36369) 對(897964) 政治(79504) 經濟(83046) 現狀(4478) 的(16029838) 看法(30115),"{'High': 42, 'Low': 1}","{'Unknown': 13, '第5級': 3, '第1*級': 2, '第6級': 3, '第1級': 10, '第4*級': 3, '第3*級': 4, '第2級': 1, '第4級': 3, '第7級': 1}",7,Y,Y,N,N
在這次調查中，受訪的企業精英有三成三支持宋楚瑜，二成一支持連戰，陳水扁以一成七名列第三，許信良的支持率只百分之一點一，還未決定的佔二成五。,在 這 次 調查 中 受 訪 的 企業 精英 有 三成三 支持 宋楚瑜 二成一 支持 連戰 陳水扁 以 一成七 名列 第三 許信良 的 支持率 只 百分之一點一 還 未 決定 的 佔 二成五,33,在(3284238) 這(2114032) 次(331701) 調查(34821) 中(1011729) 受(109982) 訪(8839) 的(16029838) 企業(65457) 精英(2558) 有(2217079) 三成三(8) 支持(42489) 宋楚瑜(491) 二成一(2) 支持(42489) 連戰(634) 陳水扁(1345) 以(547785) 一成七(4) 名列(1222) 第三(50320) 許信良(211) 的(16029838) 支持率(67) 只(436725) 百分之一點一(2) 還(625086) 未(101927) 決定(101837) 的(16029838) 佔(11252) 二成五(10),"{'High': 27, 'Low': 6}","{'第1*級': 2, '第1級': 5, '第2級': 2, '第4*級': 2, 'Unknown': 14, '第4級': 4, '第6級': 1, '第5級': 3}",9,Y,N,N,Y
在總統支持人選和年齡的交叉比對方面，五十歲以上的族群，連戰處於領先地位，宋楚瑜次之，陳水扁第三；在三十到四十歲的年齡層，陳水扁超越連戰，成為排名第二的支持人選；在三十歲以下的少數樣本中，陳水扁甚至超越宋楚瑜，成為最受年輕企業菁英歡迎的總統候選人。,在 總統 支持 人選 和 年齡 的 交叉 比對 方面 五十 歲 以上 的 族群 連戰 處於 領先 地位 宋楚瑜 次之 陳水扁 第三 在 三十 到 四十 歲 的 年齡層 陳水扁 超越 連戰 成為 排名 第二 的 支持 人選 在 三十 歲 以下 的 少數 樣本 中 陳水扁 甚至 超越 宋楚瑜 成為 最 受 年輕 企業 菁英 歡迎 的 總統 候選人,61,在(3284238) 總統(23662) 支持(42489) 人選(4876) 和(1338337) 年齡(17758) 的(16029838) 交叉(3497) 比對(2034) 方面(75079) 五十(17500) 歲(130085) 以上(36569) 的(16029838) 族群(11192) 連戰(634) 處於(15647) 領先(3642) 地位(36831) 宋楚瑜(491) 次之(468) 陳水扁(1345) 第三(50320) 在(3284238) 三十(24336) 到(546906) 四十(15256) 歲(130085) 的(16029838) 年齡層(1152) 陳水扁(1345) 超越(16080) 連戰(634) 成為(143834) 排名(3190) 第二(98741) 的(16029838) 支持(42489) 人選(4876) 在(3284238) 三十(24336) 歲(130085) 以下(29388) 的(16029838) 少數(17629) 樣本(3796) 中(1011729) 陳水扁(1345) 甚至(122502) 超越(16080) 宋楚瑜(491) 成為(143834) 最(421680) 受(109982) 年輕(48853) 企業(65457) 菁英(2773) 歡迎(19513) 的(16029838) 總統(23662) 候選人(4847),{'High': 61},"{'第1*級': 4, '第4級': 8, '第5級': 8, 'Unknown': 17, '第1級': 10, '第6級': 7, '第3*級': 3, '第4*級': 2, '第2級': 2}",7,Y,Y,N,Y
調查結果也顯示，無論是連戰或陳水扁的支持者中，閩南族群都佔了八成以上。,調查 結果 也 顯示 無論 是 連戰 或 陳水扁 的 支持 者 中 閩南 族群 都 佔 了 八成 以上,20,調查(34821) 結果(114008) 也(1590760) 顯示(32718) 無論(37021) 是(4642407) 連戰(634) 或(478077) 陳水扁(1345) 的(16029838) 支持(42489) 者(423504) 中(1011729) 閩南(871) 族群(11192) 都(1125846) 佔(11252) 了(3199291) 八成(2096) 以上(36569),{'High': 20},"{'第4*級': 1, '第3*級': 2, '第1級': 4, '第5級': 4, '第4級': 2, 'Unknown': 6, '第3級': 1}",1,Y,Y,N,Y
宋楚瑜的支持者當中，閩南族群佔了五成九，但是外省族群也佔有高達三成三的比率，外省族群幾乎是宋楚瑜的鐵票。,宋楚瑜 的 支持 者 當中 閩南 族群 佔 了 五成九 但是 外省 族群 也 佔有 高達 三成三 的 比率 外省 族群 幾乎 是 宋楚瑜 的 鐵票,26,宋楚瑜(491) 的(16029838) 支持(42489) 者(423504) 當中(28263) 閩南(871) 族群(11192) 佔(11252) 了(3199291) 五成九(1) 但是(247988) 外省(884) 族群(11192) 也(1590760) 佔有(3479) 高達(7931) 三成三(8) 的(16029838) 比率(3447) 外省(884) 族群(11192) 幾乎(74298) 是(4642407) 宋楚瑜(491) 的(16029838) 鐵票(34),"{'High': 23, 'Low': 3}","{'Unknown': 11, '第1級': 5, '第4級': 2, '第3*級': 1, '第5級': 6, '第2級': 1}",4,Y,Y,N,Y
有關對總統李登輝的施政滿意度方面，感到滿意或非常滿意的佔三成七，感到普通的佔四成三，感到不滿意或非常不滿意的佔兩成。,有關 對 總統 李登輝 的 施政 滿意度 方面 感到 滿意 或 非常 滿意 的 佔 三成七 感到 普通 的 佔 四成三 感到 不 滿意 或 非常 不 滿意 的 佔 兩成,31,有關(69607) 對(897964) 總統(23662) 李登輝(2868) 的(16029838) 施政(1675) 滿意度(1097) 方面(75079) 感到(74094) 滿意(16756) 或(478077) 非常(152032) 滿意(16756) 的(16029838) 佔(11252) 三成七(1) 感到(74094) 普通(12529) 的(16029838) 佔(11252) 四成三(4) 感到(74094) 不(2282521) 滿意(16756) 或(478077) 非常(152032) 不(2282521) 滿意(16756) 的(16029838) 佔(11252) 兩成(365),"{'High': 29, 'Low': 2}","{'第4級': 10, '第1級': 7, 'Unknown': 5, '第7級': 1, '第3*級': 1, '第3級': 2, '第1*級': 2, '第5級': 3}",4,Y,Y,N,Y
對李登輝的滿意度不等同於贊成他所倡導的政策。,對 李登輝 的 滿意度 不等 同 於 贊成 他 所 倡導 的 政策,13,對(897964) 李登輝(2868) 的(16029838) 滿意度(1097) 不等(2665) 同(102917) 於(327210) 贊成(5686) 他(2487930) 所(527327) 倡導(2014) 的(16029838) 政策(30965),{'High': 13},"{'第1級': 4, 'Unknown': 3, '第6級': 1, '第5級': 2, '第2級': 1, '第7級': 1, '第4*級': 1}",2,Y,N,N,Y
六成三的企業經理人反對政府設立國家安定基金用來介入股市；近六成的企業菁英表示不贊成政府用三億美元援助柯索伏；六成八的受訪人表示我國總統的權力過大或稍大。,六成三 的 企業 經理人 反對 政府 設立 國家 安定 基金 用來 介入 股市 近 六成 的 企業 菁英 表示 不 贊成 政府 用 三億 美元 援助 柯索伏 六成八 的 受訪人 表示 我國 總統 的 權力 過 大 或 稍 大,40,六成三(3) 的(16029838) 企業(65457) 經理人(5742) 反對(26810) 政府(92663) 設立(12114) 國家(109166) 安定(6827) 基金(10265) 用來(29356) 介入(7798) 股市(5507) 近(43555) 六成(446) 的(16029838) 企業(65457) 菁英(2773) 表示(74452) 不(2282521) 贊成(5686) 政府(92663) 用(377038) 三億(481) 美元(27307) 援助(3356) 柯索伏(Unknown) 六成八(4) 的(16029838) 受訪人(93) 表示(74452) 我國(7225) 總統(23662) 的(16029838) 權力(32289) 過(412878) 大(525780) 或(478077) 稍(14118) 大(525780),"{'Low': 4, 'High': 36}","{'Unknown': 7, '第1級': 8, '第4*級': 4, '第6級': 4, '第4級': 5, '第5級': 8, '第1*級': 2, '第2級': 1, '第3級': 1}",5,Y,Y,N,N
長期遭人詬病的國會亂象問題更是嚴重，有高達七成五的企業精英對國大的亂象及其功能不彰十分受不了，因而主張廢除國民大會。,長期 遭 人 詬病 的 國會 亂象 問題 更 是 嚴重 有 高達 七成五 的 企業 精英 對 國大 的 亂象 及 其 功能 不彰 十分 受不了 因而 主張 廢除 國民大會,31,長期(28592) 遭(18764) 人(1550512) 詬病(460) 的(16029838) 國會(6466) 亂象(535) 問題(280782) 更(361676) 是(4642407) 嚴重(39284) 有(2217079) 高達(7931) 七成五(26) 的(16029838) 企業(65457) 精英(2558) 對(897964) 國大(681) 的(16029838) 亂象(535) 及(304586) 其(307905) 功能(38600) 不彰(792) 十分(63196) 受不了(6124) 因而(29060) 主張(23147) 廢除(3114) 國民大會(722),"{'High': 30, 'Low': 1}","{'Unknown': 10, '第7級': 1, '第1級': 8, '第5級': 4, '第3*級': 1, '第4*級': 1, '第6級': 3, '第4級': 3}",3,Y,Y,N,N
