sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
針對二十三日，原住民代表三十二人前往陽明山中山樓遞交「台灣原住民族憲法條款」，卻遭警察強制驅離，並隔離偵訊達六小時一事，民進黨原住民族委員會二十六日在立法院第二會議室召開記者會，說明整個事件的經過。,針對 二十三日 原住民 代表 三十二 人 前往 陽明山 中山樓 遞交 台灣 原住民族 憲法 條款 卻 遭 警察 強制 驅離 並 隔離 偵訊 達 六 小時 一 事 民進黨 原住民族 委員會 二十六日 在 立法院 第二 會議室 召開 記者會 說明 整個 事件 的 經過,42,針對(23174) 二十三日(2761) 原住民(9390) 代表(58333) 三十二(2365) 人(1550512) 前往(27321) 陽明山(687) 中山樓(18) 遞交(420) 台灣(130718) 原住民族(352) 憲法(4467) 條款(2198) 卻(333007) 遭(18764) 警察(20613) 強制(3772) 驅離(302) 並(442790) 隔離(3624) 偵訊(646) 達(25383) 六(77936) 小時(48521) 一(3701681) 事(385949) 民進黨(2844) 原住民族(352) 委員會(19419) 二十六日(2417) 在(3284238) 立法院(1934) 第二(98741) 會議室(1811) 召開(5858) 記者會(1649) 說明(52918) 整個(Unknown) 事件(59059) 的(16029838) 經過(64617),"{'High': 40, 'Low': 2}","{'第6級': 6, 'Unknown': 18, '第5級': 3, '第4級': 4, '第1級': 6, '第7級': 1, '第4*級': 1, '第1*級': 2, '第2級': 1}",13,Y,Y,N,Y
民進黨原委會執行長劉文雄說，當天下午二點，原住民族憲法條款遞交代表在整隊前往中山樓的途中就遭警方攔截，遞交代表與警方數度發生肢體衝突。,民進黨 原委會 執行長 劉文雄 說 當天 下午 二點 原住民族 憲法 條款 遞交 代表 在 整隊 前往 中山樓 的 途中 就 遭 警方 攔截 遞交 代表 與 警方 數 度 發生 肢體 衝突,32,民進黨(2844) 原委會(15) 執行長(4222) 劉文雄(5) 說(1285247) 當天(11728) 下午(20045) 二點(172) 原住民族(352) 憲法(4467) 條款(2198) 遞交(420) 代表(58333) 在(3284238) 整隊(95) 前往(27321) 中山樓(18) 的(16029838) 途中(8114) 就(1737544) 遭(18764) 警方(8008) 攔截(960) 遞交(420) 代表(58333) 與(968432) 警方(8008) 數(38654) 度(25018) 發生(129211) 肢體(5566) 衝突(27003),"{'High': 28, 'Low': 4}","{'Unknown': 13, '第1級': 4, '第4*級': 3, '第6級': 2, '第4級': 2, '第1*級': 1, '第5級': 2, '第7級': 2, '第3*級': 1, '第3級': 2}",6,Y,Y,N,Y
後來遞交代表突破包圍，在中山樓前拉白布條、靜坐、唱歌。,後來 遞交 代表 突破 包圍 在 中山樓 前 拉 白 布條 靜坐 唱歌,13,後來(95618) 遞交(420) 代表(58333) 突破(10583) 包圍(7840) 在(3284238) 中山樓(18) 前(272709) 拉(27164) 白(50836) 布條(789) 靜坐(3614) 唱歌(5901),"{'High': 12, 'Low': 1}","{'第2級': 2, 'Unknown': 2, '第4級': 1, '第5級': 2, '第1*級': 3, '第1級': 1, '第7級': 1, '第6級': 1}",1,Y,N,N,N
下午五點十分左右，警方在舉牌警告無效後，北投分局長下令強制驅散，鎮暴車駛進會場，警察將遞交代表抬上車，原住民吶喊。,下午 五點 十分 左右 警方 在 舉 牌 警告 無效 後 北投 分局長 下令 強制 驅散 鎮暴車 駛進 會場 警察 將 遞交 代表 抬上 車 原住民 吶喊,27,下午(20045) 五點(1957) 十分(63196) 左右(33714) 警方(8008) 在(3284238) 舉(21400) 牌(11793) 警告(11012) 無效(3054) 後(422857) 北投(662) 分局長(62) 下令(13485) 強制(3772) 驅散(574) 鎮暴車(6) 駛進(564) 會場(3419) 警察(20613) 將(448374) 遞交(420) 代表(58333) 抬上(177) 車(47590) 原住民(9390) 吶喊(2246),"{'High': 25, 'Low': 2}","{'第1級': 3, 'Unknown': 10, '第4級': 5, '第3*級': 1, '第1*級': 1, '第5級': 4, '第6級': 2, '第7級': 1}",3,Y,N,N,N
「種族歧視，違反人權」，現場怒吼聲與哭叫聲不斷。,種族 歧視 違反 人權 現場 怒吼聲 與 哭叫聲 不斷,9,種族(8942) 歧視(4948) 違反(6717) 人權(5467) 現場(15949) 怒吼聲(122) 與(968432) 哭叫聲(75) 不斷(68526),"{'High': 8, 'Low': 1}","{'第5級': 3, '第6級': 1, '第4*級': 2, 'Unknown': 2, '第4級': 1}",2,Y,Y,N,N
隨後原住民代表被鎮暴車載到保一總隊，隔離偵訊，直到晚上十一點多才被保釋出來。,隨後 原住民 代表 被 鎮暴車 載到 保一 總隊 隔離 偵訊 直到 晚上 十一點多 才 被 保釋 出來,17,隨後(11299) 原住民(9390) 代表(58333) 被(540683) 鎮暴車(6) 載到(392) 保一(1) 總隊(287) 隔離(3624) 偵訊(646) 直到(41624) 晚上(42206) 十一點多(Unknown) 才(394539) 被(540683) 保釋(205) 出來(50336),"{'High': 14, 'Low': 3}","{'第6級': 2, '第5級': 1, '第4級': 1, '第2級': 3, 'Unknown': 8, '第4*級': 1, '第1級': 1}",3,Y,N,N,N
當天活動召集人奴娃.娃旦說，偵訊時，一個壯碩的刑警從背後不斷地以拳頭打他，他不願報出名字，結果被強迫搜身。,當天 活動 召集人 奴娃 娃旦 說 偵訊 時 一 個 壯碩 的 刑警 從 背後 不斷 地 以 拳頭 打 他 他 不 願 報出 名字 結果 被 強迫 搜身,30,當天(11728) 活動(85743) 召集人(571) 奴娃(Unknown) 娃旦(Unknown) 說(1285247) 偵訊(646) 時(623734) 一(3701681) 個(2296574) 壯碩(947) 的(16029838) 刑警(831) 從(496546) 背後(22697) 不斷(68526) 地(754998) 以(547785) 拳頭(3794) 打(76962) 他(2487930) 他(2487930) 不(2282521) 願(30213) 報出(275) 名字(42571) 結果(114008) 被(540683) 強迫(9130) 搜身(222),"{'High': 28, 'Low': 2}","{'第4*級': 2, '第2級': 2, '第7級': 2, 'Unknown': 7, '第1級': 9, '第3*級': 2, '第1*級': 1, '第4級': 1, '第5級': 4}",1,Y,N,N,Y
劉文雄說，他要求必須有辯護律師在場才接受偵訊，警方卻回答：「你要搞清楚，這裡不是美國，也不是香港，請什麼辯護律師？」,劉文雄 說 他 要求 必須 有 辯護 律師 在場 才 接受 偵訊 警方 卻 回答 你 要 搞清楚 這裡 不 是 美國 也 不 是 香港 請 什麼 辯護 律師,30,劉文雄(5) 說(1285247) 他(2487930) 要求(71192) 必須(170592) 有(2217079) 辯護(3926) 律師(16602) 在場(7726) 才(394539) 接受(84729) 偵訊(646) 警方(8008) 卻(333007) 回答(63497) 你(1414837) 要(851264) 搞清楚(Unknown) 這裡(100385) 不(2282521) 是(4642407) 美國(148299) 也(1590760) 不(2282521) 是(4642407) 香港(46937) 請(120629) 什麼(431321) 辯護(3926) 律師(16602),"{'Low': 2, 'High': 28}","{'Unknown': 5, '第1級': 14, '第3*級': 1, '第3級': 2, '第6級': 2, '第4級': 4, '第5級': 1, '第2級': 1}",2,Y,N,N,Y
警方從他身上找到印有夷將.拔路兒(劉文雄的原住民名字)的名片時，說：「這是什麼名字啊，你的名字比夷狄還要番。」,警方 從 他 身 上 找到 印有 夷將 拔路兒 劉文雄 的 原住民 名字 的 名片 時 說 這 是 什麼 名字 啊 你 的 名字 比 夷 狄 還要 番,30,警方(8008) 從(496546) 他(2487930) 身(122324) 上(1233218) 找到(65281) 印有(841) 夷將(Unknown) 拔路兒(2) 劉文雄(5) 的(16029838) 原住民(9390) 名字(42571) 的(16029838) 名片(3542) 時(623734) 說(1285247) 這(2114032) 是(4642407) 什麼(431321) 名字(42571) 啊(135484) 你(1414837) 的(16029838) 名字(42571) 比(170486) 夷(2085) 狄(764) 還要(6725) 番(30293),"{'High': 27, 'Low': 3}","{'Unknown': 8, '第1*級': 2, '第1級': 13, '第4*級': 1, '第2級': 2, '第5級': 2, '第4級': 1, '第3*級': 1}",3,Y,N,N,Y
「你們抗爭什麼呢？,你們 抗爭 什麼 呢,4,你們(104323) 抗爭(3194) 什麼(431321) 呢(204566),{'High': 4},"{'第1級': 3, '第6級': 1}",0,Y,N,N,N
