sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
舊時的民間習俗，若是家中生了女兒，即釀酒貯藏，待出嫁時再取出宴客，這種酒，便稱為「女兒紅」。,舊時 的 民間 習俗 若是 家 中 生 了 女兒 即 釀酒 貯藏 待 出嫁 時 再 取出 宴客 這 種 酒 便 稱為 女兒紅,25,舊時(1380) 的(16029838) 民間(16236) 習俗(4841) 若是(17210) 家(236822) 中(1011729) 生(61638) 了(3199291) 女兒(46072) 即(110826) 釀酒(919) 貯藏(395) 待(32599) 出嫁(1700) 時(623734) 再(326207) 取出(6612) 宴客(470) 這(2114032) 種(701563) 酒(46479) 便(220860) 稱為(34293) 女兒紅(Unknown),"{'High': 24, 'Low': 1}","{'Unknown': 9, '第1級': 4, '第4*級': 3, '第5級': 2, '第4級': 1, '第6級': 3, '第3*級': 1, '第1*級': 2}",1,Y,Y,N,N
這應該是本寫著有關女兒的書吧！,這 應該 是 本 寫 著 有關 女兒 的 書 吧,11,這(2114032) 應該(165478) 是(4642407) 本(197156) 寫(113933) 著(1004687) 有關(69607) 女兒(46072) 的(16029838) 書(174356) 吧(184477),{'High': 11},"{'第1級': 8, '第1*級': 1, 'Unknown': 1, '第4級': 1}",0,Y,N,N,N
初看這本書的我，是這麼想的。,初 看 這 本 書 的 我 是 這麼 想 的,11,初(42087) 看(444691) 這(2114032) 本(197156) 書(174356) 的(16029838) 我(3033032) 是(4642407) 這麼(116973) 想(449884) 的(16029838),{'High': 11},"{'第4級': 1, 'Unknown': 1, '第1級': 8, '第2級': 1}",0,Y,N,N,N
看了簡媜的序之後，才發現並不只有單純的意象而已。,看 了 簡媜 的 序 之後 才 發現 並 不 只有 單純 的 意象 而已,15,看(444691) 了(3199291) 簡媜(24) 的(16029838) 序(8163) 之後(190467) 才(394539) 發現(175233) 並(442790) 不(2282521) 只有(43745) 單純(13665) 的(16029838) 意象(4589) 而已(43005),"{'High': 14, 'Low': 1}","{'Unknown': 4, '第1級': 3, '第7級': 1, '第4級': 2, '第2級': 2, '第4*級': 2, '第6級': 1}",0,Y,N,N,Y
「經驗中，讓我刻骨銘心的紅色，卻跟血、牲禮與火焰有關。」,經驗 中 讓 我 刻骨銘心 的 紅色 卻 跟 血 牲禮 與 火焰 有關,14,經驗(86997) 中(1011729) 讓(526314) 我(3033032) 刻骨銘心(489) 的(16029838) 紅色(12721) 卻(333007) 跟(260280) 血(19413) 牲禮(119) 與(968432) 火焰(3991) 有關(69607),{'High': 14},"{'第2級': 2, 'Unknown': 3, '第1級': 2, '第7級': 1, '第4級': 3, '第1*級': 1, '第4*級': 1, '第6級': 1}",1,Y,Y,N,N
在《女兒紅》一書中，著者將其輯而為三，分別就死亡的血色、溫暖的母性之紅、火鶴紅的振翅高飛三方面，以其沉著無滯礙的筆路，清新的思維，娓娓道出這一醰深沉的女兒紅。,在 女兒紅 一 書 中 著者 將 其 輯 而 為 三 分別 就 死亡 的 血色 溫暖 的 母性 之 紅 火鶴紅 的 振翅 高飛 三 方面 以 其 沉著 無 滯礙 的 筆路 清新 的 思維 娓娓 道出 這 一 醰 深沉 的 女兒紅,46,在(3284238) 女兒紅(Unknown) 一(3701681) 書(174356) 中(1011729) 著者(54) 將(448374) 其(307905) 輯(2333) 而(937923) 為(761341) 三(313861) 分別(25566) 就(1737544) 死亡(34520) 的(16029838) 血色(1065) 溫暖(12109) 的(16029838) 母性(887) 之(875481) 紅(34717) 火鶴紅(Unknown) 的(16029838) 振翅(464) 高飛(591) 三(313861) 方面(75079) 以(547785) 其(307905) 沉著(1525) 無(157858) 滯礙(65) 的(16029838) 筆路(6) 清新(2258) 的(16029838) 思維(14435) 娓娓(452) 道出(1934) 這(2114032) 一(3701681) 醰(6) 深沉(2517) 的(16029838) 女兒紅(Unknown),"{'High': 39, 'Low': 7}","{'第1*級': 2, 'Unknown': 14, '第1級': 13, '第5級': 5, '第6級': 5, '第4*級': 2, '第7級': 3, '第4級': 1, '第3*級': 1}",3,Y,Y,N,N
在輯一‧暗紅中所收錄的七篇文章中，血性的色澤為其核心理念。,在 輯 一 暗紅 中 所 收錄 的 七 篇 文章 中 血性 的 色澤 為 其 核心 理念,19,在(3284238) 輯(2333) 一(3701681) 暗紅(176) 中(1011729) 所(527327) 收錄(2895) 的(16029838) 七(59385) 篇(46368) 文章(36137) 中(1011729) 血性(291) 的(16029838) 色澤(1607) 為(761341) 其(307905) 核心(18078) 理念(13826),{'High': 19},"{'第1*級': 1, 'Unknown': 6, '第1級': 4, '第2級': 1, '第6級': 3, '第4級': 2, '第7級': 1, '第5級': 1}",0,Y,N,N,N
著者在此體會到死亡與再生、纏縛與解脫、幻滅與真實、囚禁與自由......故有此輯。,著者 在 此 體會到 死亡 與 再生 纏縛 與 解脫 幻滅 與 真實 囚禁 與 自由 故 有 此 輯,20,著者(54) 在(3284238) 此(288458) 體會到(4024) 死亡(34520) 與(968432) 再生(2722) 纏縛(40) 與(968432) 解脫(5275) 幻滅(785) 與(968432) 真實(36892) 囚禁(2369) 與(968432) 自由(56360) 故(28882) 有(2217079) 此(288458) 輯(2333),"{'Low': 2, 'High': 18}","{'Unknown': 4, '第1*級': 1, '第5級': 2, '第4*級': 6, '第6級': 4, '第7級': 1, '第3*級': 1, '第1級': 1}",1,Y,Y,N,N
翻開此書的第一篇〈四月裂帛寫給幻滅〉，映入眼簾的便是幻滅與真實的不斷翻覆。,翻開 此 書 的 第一 篇 四月 裂帛 寫給 幻滅 映入 眼簾 的 便是 幻滅 與 真實 的 不斷 翻覆,20,翻開(2316) 此(288458) 書(174356) 的(16029838) 第一(172544) 篇(46368) 四月(14996) 裂帛(17) 寫給(3432) 幻滅(785) 映入(883) 眼簾(1194) 的(16029838) 便是(6111) 幻滅(785) 與(968432) 真實(36892) 的(16029838) 不斷(68526) 翻覆(402),"{'High': 19, 'Low': 1}","{'Unknown': 7, '第5級': 1, '第1級': 4, '第2級': 1, '第4級': 2, '第7級': 3, '第4*級': 2}",0,Y,Y,N,N
由於身為中文系的背景，簡媜的作品帶有濃厚的學院風格，堆砌文字遊戲，供人咀嚼再三。,由於 身為 中文系 的 背景 簡媜 的 作品 帶有 濃厚 的 學院 風格 堆砌 文字 遊戲 供 人 咀嚼 再三,20,由於(88111) 身為(18072) 中文系(718) 的(16029838) 背景(23264) 簡媜(24) 的(16029838) 作品(79492) 帶有(9794) 濃厚(3668) 的(16029838) 學院(18658) 風格(24707) 堆砌(504) 文字(31407) 遊戲(31463) 供(17109) 人(1550512) 咀嚼(2108) 再三(4250),"{'High': 19, 'Low': 1}","{'第4*級': 4, '第6級': 4, '第4級': 2, '第1級': 4, 'Unknown': 4, '第7級': 1, '第3級': 1}",1,Y,Y,N,Y
