sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
自從中視六十分鐘節目前晚毫不保留播出美國電視台所拍攝女性隆乳全部過程後，由於手術過程相當驚人，女性隆乳已造成坊間男性正反兩面極端不同的評價，有人認為無傷大雅，有人則認為十分可怕，甚至表示未來將檢驗女友腋下是否有開刀傷痕以定真假。,自從 中視 六十 分鐘 節目 前 晚 毫不 保留 播出 美國 電視台 所 拍攝 女性 隆乳 全部 過程 後 由於 手術 過程 相當 驚人 女性 隆乳 已 造成 坊間 男性 正 反 兩 面 極端 不同 的 評價 有 人 認為 無傷大雅 有 人 則 認為 十分 可怕 甚至 表示 未來 將 檢驗 女友 腋 下 是否 有 開刀 傷痕 以 定 真假,63,自從(13186) 中視(975) 六十(8771) 分鐘(52479) 節目(21445) 前(272709) 晚(24931) 毫不(14921) 保留(11400) 播出(2950) 美國(148299) 電視台(4618) 所(527327) 拍攝(15537) 女性(59364) 隆乳(52) 全部(34039) 過程(87889) 後(422857) 由於(88111) 手術(9776) 過程(87889) 相當(66293) 驚人(10649) 女性(59364) 隆乳(52) 已(215610) 造成(63141) 坊間(1482) 男性(24379) 正(179334) 反(44292) 兩(526190) 面(39563) 極端(10017) 不同(159432) 的(16029838) 評價(9950) 有(2217079) 人(1550512) 認為(192030) 無傷大雅(540) 有(2217079) 人(1550512) 則(254096) 認為(192030) 十分(63196) 可怕(19096) 甚至(122502) 表示(74452) 未來(54445) 將(448374) 檢驗(6917) 女友(3706) 腋(2508) 下(329549) 是否(78907) 有(2217079) 開刀(2589) 傷痕(1921) 以(547785) 定(18743) 真假(911),"{'High': 61, 'Low': 2}","{'第4*級': 9, 'Unknown': 11, '第1*級': 3, '第4級': 6, '第1級': 10, '第5級': 12, '第2級': 4, '第3級': 4, '第6級': 2, '第3*級': 1, '第7級': 1}",2,Y,Y,N,N
據了解，前晚中視六十分鐘播出女性隆乳專題報導，不僅訪問執行手術醫師和接受隆乳手術女性的看法，還進一步將隆乳過程中醫師以鋼板扳開女性腋下開刀處，再強行放入二到三個矽膠袋使飛機場突變成世紀奇峰的畫面全部播出，其間對乳頭等電視三點不露敏感部位雖稍有遮掩，但是開刀部位和植入過程卻鉅細靡遺。,據了解 前 晚 中視 六十 分鐘 播出 女性 隆乳 專題 報導 不僅 訪問 執行 手術 醫師 和 接受 隆乳 手術 女性 的 看法 還 進一步 將 隆乳 過程 中 醫師 以 鋼板 扳開 女性 腋 下 開刀 處 再 強行 放入 二 到 三 個 矽膠袋 使 飛機場 突變成 世紀 奇峰 的 畫面 全部 播出 其 間 對 乳頭 等 電視 三 點 不 露 敏感 部位 雖 稍 有 遮掩 但是 開刀 部位 和 植入 過程 卻 鉅細靡遺,79,據了解(263) 前(272709) 晚(24931) 中視(975) 六十(8771) 分鐘(52479) 播出(2950) 女性(59364) 隆乳(52) 專題(3108) 報導(27311) 不僅(43138) 訪問(12881) 執行(25364) 手術(9776) 醫師(30062) 和(1338337) 接受(84729) 隆乳(52) 手術(9776) 女性(59364) 的(16029838) 看法(30115) 還(625086) 進一步(25130) 將(448374) 隆乳(52) 過程(87889) 中(1011729) 醫師(30062) 以(547785) 鋼板(254) 扳開(148) 女性(59364) 腋(2508) 下(329549) 開刀(2589) 處(84410) 再(326207) 強行(2494) 放入(5810) 二(152494) 到(546906) 三(313861) 個(2296574) 矽膠袋(Unknown) 使(197544) 飛機場(249) 突變成(20) 世紀(16204) 奇峰(107) 的(16029838) 畫面(17554) 全部(34039) 播出(2950) 其(307905) 間(115638) 對(897964) 乳頭(1434) 等(327380) 電視(41289) 三(313861) 點(118735) 不(2282521) 露(9521) 敏感(12359) 部位(8692) 雖(48164) 稍(14118) 有(2217079) 遮掩(1627) 但是(247988) 開刀(2589) 部位(8692) 和(1338337) 植入(941) 過程(87889) 卻(333007) 鉅細靡遺(804),"{'High': 74, 'Low': 5}","{'Unknown': 25, '第1級': 14, '第1*級': 5, '第4級': 7, '第6級': 3, '第5級': 14, '第4*級': 4, '第3*級': 2, '第2級': 3, '第7級': 2}",6,Y,Y,N,N
不少男性朋友事後表示，沒想到隆乳手術如此殘忍，尤其醫師將矽膠袋植入女性體內時，胸部那種從無到有的巨大變化令人看後心跳加快，雖然只是一剎那的畫面，卻已叫人歎為觀止，雖然隆乳後外觀驚人，觸感也不致於有異樣，他們卻表示假做真時真亦假，無法接受以假亂真的事實，有些人甚至表示日後將仔細檢查另一半的胸部以辨真假。,不少 男性 朋友 事 後 表示 沒想到 隆乳 手術 如此 殘忍 尤其 醫師 將 矽膠袋 植入 女性 體 內 時 胸部 那 種 從 無 到 有 的 巨大 變化 令 人 看 後 心跳 加快 雖然 只 是 一剎那 的 畫面 卻 已 叫 人 歎為觀止 雖然 隆乳 後 外觀 驚人 觸感 也 不致於 有 異樣 他們 卻 表示 假 做 真 時 真 亦 假 無法 接受 以假亂真 的 事實 有 些 人 甚至 表示 日後 將 仔細 檢查 另 一半 的 胸部 以 辨 真假,88,不少(35256) 男性(24379) 朋友(101331) 事(385949) 後(422857) 表示(74452) 沒想到(13287) 隆乳(52) 手術(9776) 如此(133083) 殘忍(4109) 尤其(50700) 醫師(30062) 將(448374) 矽膠袋(Unknown) 植入(941) 女性(59364) 體(15460) 內(183051) 時(623734) 胸部(3450) 那(754138) 種(701563) 從(496546) 無(157858) 到(546906) 有(2217079) 的(16029838) 巨大(22154) 變化(42502) 令(128742) 人(1550512) 看(444691) 後(422857) 心跳(4073) 加快(4062) 雖然(152988) 只(436725) 是(4642407) 一剎那(1938) 的(16029838) 畫面(17554) 卻(333007) 已(215610) 叫(111645) 人(1550512) 歎為觀止(232) 雖然(152988) 隆乳(52) 後(422857) 外觀(5394) 驚人(10649) 觸感(657) 也(1590760) 不致於(697) 有(2217079) 異樣(1503) 他們(716752) 卻(333007) 表示(74452) 假(18056) 做(411649) 真(137497) 時(623734) 真(137497) 亦(68507) 假(18056) 無法(150606) 接受(84729) 以假亂真(16) 的(16029838) 事實(84995) 有(2217079) 些(159879) 人(1550512) 甚至(122502) 表示(74452) 日後(12851) 將(448374) 仔細(27626) 檢查(21295) 另(138369) 一半(21409) 的(16029838) 胸部(3450) 以(547785) 辨(3196) 真假(911),"{'High': 84, 'Low': 4}","{'Unknown': 21, '第4級': 8, '第1級': 22, '第1*級': 5, '第4*級': 7, '第3*級': 4, '第5級': 10, '第3級': 3, '第6級': 4, '第2級': 3, '第7級': 1}",6,Y,Y,N,N
高雄市三日發生今年首樁綁票案，三名綁匪誤認劉運傑為小開綁錯票後，將錯就錯勒贖一千萬元，戲耍警探三晝夜，六日凌晨肉票家屬無奈以障眼法騙過警探，付贖金四十八萬元及一條金鍊子，使肉票安全獲釋。,高雄市 三日 發生 今年 首 樁 綁票案 三 名 綁匪 誤認 劉運傑 為 小開 綁 錯 票 後 將錯就錯 勒贖 一千萬 元 戲耍 警探 三 晝夜 六日 凌晨 肉票 家屬 無奈 以 障眼法 騙 過 警探 付 贖金 四十八萬 元 及 一 條 金 鍊子 使 肉票 安全 獲釋,49,高雄市(1220) 三日(3684) 發生(129211) 今年(10836) 首(44848) 樁(7561) 綁票案(35) 三(313861) 名(136287) 綁匪(364) 誤認(485) 劉運傑(Unknown) 為(761341) 小開(123) 綁(7086) 錯(46341) 票(8213) 後(422857) 將錯就錯(129) 勒贖(37) 一千萬(1336) 元(60807) 戲耍(191) 警探(1974) 三(313861) 晝夜(1616) 六日(3210) 凌晨(3229) 肉票(47) 家屬(4509) 無奈(8144) 以(547785) 障眼法(202) 騙(8023) 過(412878) 警探(1974) 付(9964) 贖金(365) 四十八萬(16) 元(60807) 及(304586) 一(3701681) 條(115362) 金(23223) 鍊子(408) 使(197544) 肉票(47) 安全(35338) 獲釋(548),"{'High': 43, 'Low': 6}","{'Unknown': 23, '第3級': 2, '第1級': 7, '第4*級': 1, '第6級': 4, '第2級': 3, '第5級': 5, '第1*級': 2, '第4級': 1, '第2*級': 1}",7,Y,Y,N,Y
現年廿二歲的劉運傑，三日中午十二時卅分許，在高雄市前金區允文街女友住處，突遭三名年輕男子藉口劉運傑的轎車擋路，請被害人下樓移動車子時，迅速將劉運傑押上不明轎車綁走。,現年 廿二 歲 的 劉運傑 三日 中午 十二時 卅分 許 在 高雄市 前金區 允文街 女友 住處 突 遭 三 名 年輕 男子 藉口 劉運傑 的 轎車 擋路 請 被害人 下樓 移動 車子 時 迅速 將 劉運傑 押上 不明 轎車 綁走,40,現年(588) 廿二(210) 歲(130085) 的(16029838) 劉運傑(Unknown) 三日(3684) 中午(6779) 十二時(222) 卅分(29) 許(6172) 在(3284238) 高雄市(1220) 前金區(10) 允文街(Unknown) 女友(3706) 住處(3301) 突(6808) 遭(18764) 三(313861) 名(136287) 年輕(48853) 男子(17448) 藉口(7827) 劉運傑(Unknown) 的(16029838) 轎車(1979) 擋路(287) 請(120629) 被害人(955) 下樓(2999) 移動(16739) 車子(15933) 時(623734) 迅速(19888) 將(448374) 劉運傑(Unknown) 押上(151) 不明(6635) 轎車(1979) 綁走(86),"{'High': 33, 'Low': 7}","{'Unknown': 19, '第1級': 7, '第6級': 3, '第1*級': 1, '第7級': 1, '第2級': 2, '第4*級': 3, '第5級': 3, '第3*級': 1}",8,Y,N,N,Y
在前金區某飯店擔任女服務生的劉運傑母親潘秀美，當天下午接獲綁匪電話，指稱潘婦最近賣房地產賺了二千多萬元，綁匪要吃紅一千萬元，才肯釋放肉票。,在 前金區 某 飯店 擔任 女 服務生 的 劉運傑 母親 潘秀美 當天 下午 接獲 綁匪 電話 指稱 潘婦 最近 賣 房地產 賺 了 二千多萬 元 綁匪 要 吃紅 一千萬 元 才 肯 釋放 肉票,34,在(3284238) 前金區(10) 某(119862) 飯店(9669) 擔任(34825) 女(51944) 服務生(3056) 的(16029838) 劉運傑(Unknown) 母親(84326) 潘秀美(Unknown) 當天(11728) 下午(20045) 接獲(1016) 綁匪(364) 電話(38698) 指稱(1844) 潘婦(Unknown) 最近(30174) 賣(27821) 房地產(3696) 賺(9831) 了(3199291) 二千多萬(44) 元(60807) 綁匪(364) 要(851264) 吃紅(50) 一千萬(1336) 元(60807) 才(394539) 肯(21145) 釋放(6788) 肉票(47),"{'High': 27, 'Low': 7}","{'第1*級': 2, 'Unknown': 12, '第5級': 2, '第2*級': 1, '第1級': 6, '第3級': 1, '第4*級': 2, '第6級': 3, '第7級': 1, '第2級': 3, '第4級': 1}",7,Y,N,N,Y
潘婦隨即向綁匪解釋，賣房地產賺錢的另有其人，絕對不是她，綁匪才知綁錯票，但仍要求潘婦籌錢贖人，否則一切免談。,潘婦 隨即 向 綁匪 解釋 賣 房地產 賺錢 的 另 有 其 人 絕對 不 是 她 綁匪 才 知 綁 錯 票 但 仍 要求 潘婦 籌錢 贖 人 否則 一切 免談,33,潘婦(Unknown) 隨即(10199) 向(231672) 綁匪(364) 解釋(59761) 賣(27821) 房地產(3696) 賺錢(8788) 的(16029838) 另(138369) 有(2217079) 其(307905) 人(1550512) 絕對(42446) 不(2282521) 是(4642407) 她(1052913) 綁匪(364) 才(394539) 知(108500) 綁(7086) 錯(46341) 票(8213) 但(597124) 仍(92056) 要求(71192) 潘婦(Unknown) 籌錢(260) 贖(734) 人(1550512) 否則(26547) 一切(95523) 免談(203),"{'Low': 2, 'High': 31}","{'Unknown': 6, '第6級': 3, '第2級': 5, '第4級': 3, '第1級': 7, '第3級': 1, '第4*級': 2, '第5級': 1, '第1*級': 1, '第3*級': 2, '第7級': 2}",1,Y,Y,N,Y
高雄市新興警分局及警大隊據報後，立即成立聯合專案小組，動員上百名警探部署捉拿綁匪。,高雄市 新興 警分局 及 警大隊 據報 後 立即 成立 聯合 專案 小組 動員 上百 名 警探 部署 捉拿 綁匪,19,高雄市(1220) 新興(4357) 警分局(5) 及(304586) 警大隊(Unknown) 據報(99) 後(422857) 立即(28594) 成立(28506) 聯合(10911) 專案(4937) 小組(12825) 動員(3827) 上百(1982) 名(136287) 警探(1974) 部署(2754) 捉拿(881) 綁匪(364),"{'High': 16, 'Low': 3}","{'Unknown': 7, '第6級': 4, '第5級': 4, '第1級': 1, '第4*級': 1, '第2級': 1, '第7級': 1}",3,Y,Y,N,N
四日凌晨一時許，綁匪指示潘婦將籌得的十五萬元贖金，到新興區復興一路某對面第五枝電線桿，放在一輛報廢小貨車上。,四日 凌晨 一時 許 綁匪 指示 潘婦 將 籌得 的 十五萬 元 贖金 到 新興區 復興一路 某 對面 第五 枝 電線桿 放 在 一 輛 報廢 小 貨車 上,29,四日(3242) 凌晨(3229) 一時(19906) 許(6172) 綁匪(364) 指示(10148) 潘婦(Unknown) 將(448374) 籌得(81) 的(16029838) 十五萬(719) 元(60807) 贖金(365) 到(546906) 新興區(12) 復興一路(Unknown) 某(119862) 對面(7279) 第五(14068) 枝(8119) 電線桿(539) 放(83587) 在(3284238) 一(3701681) 輛(18230) 報廢(248) 小(318835) 貨車(2205) 上(1233218),"{'High': 25, 'Low': 4}","{'Unknown': 11, '第6級': 2, '第4*級': 1, '第5級': 4, '第1級': 6, '第2*級': 1, '第1*級': 3, '第2級': 1}",4,Y,N,N,Y
警方隨即動員大批警探趕往現場埋伏，但綁匪未出面取款，於凌晨二時許，以電話告訴潘婦現場有許多警探，讓潘婦等候進一步通知，警探只好收隊待命。,警方 隨即 動員 大 批 警探 趕往 現場 埋伏 但 綁匪 未 出面 取款 於 凌晨 二時 許 以 電話 告訴 潘婦 現場 有 許多 警探 讓 潘婦 等候 進一步 通知 警探 只好 收 隊 待命,36,警方(8008) 隨即(10199) 動員(3827) 大(525780) 批(22121) 警探(1974) 趕往(1169) 現場(15949) 埋伏(3186) 但(597124) 綁匪(364) 未(101927) 出面(4199) 取款(51) 於(327210) 凌晨(3229) 二時(354) 許(6172) 以(547785) 電話(38698) 告訴(122898) 潘婦(Unknown) 現場(15949) 有(2217079) 許多(159791) 警探(1974) 讓(526314) 潘婦(Unknown) 等候(5921) 進一步(25130) 通知(9047) 警探(1974) 只好(29170) 收(15831) 隊(7801) 待命(956),"{'High': 33, 'Low': 3}","{'Unknown': 11, '第6級': 6, '第1級': 3, '第5級': 5, '第4*級': 3, '第2級': 2, '第3*級': 1, '第4級': 2, '第3級': 2, '第7級': 1}",1,Y,Y,N,Y
五日凌晨，焦慮不安的潘婦再接獲綁匪電話，指出已有新聞媒體披露此事，要提高贖金為五百萬元，經潘婦再三懇求，綁匪最後同意以五十萬元成交，並約定凌晨三時許，在楠梓區加昌路果菜市場附近交款。,五日 凌晨 焦慮 不安 的 潘婦 再 接獲 綁匪 電話 指出 已 有 新聞 媒體 披露 此 事 要 提高 贖金 為 五百萬 元 經 潘婦 再三 懇求 綁匪 最後 同意 以 五十萬 元 成交 並 約定 凌晨 三時 許 在 楠梓區 加昌路 果菜 市場 附近 交 款,48,五日(3880) 凌晨(3229) 焦慮(16383) 不安(22512) 的(16029838) 潘婦(Unknown) 再(326207) 接獲(1016) 綁匪(364) 電話(38698) 指出(38456) 已(215610) 有(2217079) 新聞(40430) 媒體(32308) 披露(2526) 此(288458) 事(385949) 要(851264) 提高(19797) 贖金(365) 為(761341) 五百萬(982) 元(60807) 經(38471) 潘婦(Unknown) 再三(4250) 懇求(2867) 綁匪(364) 最後(142102) 同意(30620) 以(547785) 五十萬(1626) 元(60807) 成交(1424) 並(442790) 約定(5108) 凌晨(3229) 三時(363) 許(6172) 在(3284238) 楠梓區(9) 加昌路(Unknown) 果菜(125) 市場(65023) 附近(32204) 交(9409) 款(5067),"{'High': 44, 'Low': 4}","{'Unknown': 15, '第6級': 7, '第5級': 4, '第4*級': 4, '第1級': 6, '第1*級': 4, '第3級': 3, '第4級': 1, '第7級': 1, '第2級': 2, '第2*級': 1}",4,Y,Y,N,Y
原譯為桑拿的三溫暖，在各國皆非常風行，洗一次澡所費不多，但卻能達到舒筋解勞，提神之作用，究竟在三溫暖裡，是如何的洗法？,原 譯為 桑拿 的 三溫暖 在 各 國 皆 非常 風行 洗 一 次 澡 所 費 不 多 但 卻 能 達到 舒筋解勞 提神 之 作用 究竟 在 三溫暖 裡 是 如何 的 洗 法,36,原(33852) 譯為(1173) 桑拿(96) 的(16029838) 三溫暖(296) 在(3284238) 各(243023) 國(73377) 皆(45736) 非常(152032) 風行(1257) 洗(13222) 一(3701681) 次(331701) 澡(2695) 所(527327) 費(6222) 不(2282521) 多(318992) 但(597124) 卻(333007) 能(582260) 達到(35670) 舒筋解勞(Unknown) 提神(435) 之(875481) 作用(37837) 究竟(28589) 在(3284238) 三溫暖(296) 裡(520435) 是(4642407) 如何(148068) 的(16029838) 洗(13222) 法(40998),"{'High': 34, 'Low': 2}","{'Unknown': 9, '第1級': 7, '第1*級': 5, '第2級': 6, '第5級': 5, '第6級': 1, '第4*級': 2, '第4級': 1}",3,Y,Y,N,N
自進入三溫暖起，在櫃台先拿個號碼鎖，接著進到更衣區，卸下所有衣物，披上浴巾，進入沐浴區，至少兩種大池中，分別是極熱與極冷的水池，先行沖涼沐浴後，可在兩池中浸泡，水池有超音波自動換水裝置，並有按摩之作用，或者另有一種按摩浴池，大多以腳底按摩為主，可以將腳踩入池中，業者稱有治風濕等力。,自 進入 三溫暖 起 在 櫃台 先 拿 個 號碼 鎖 接著 進到 更衣區 卸下 所有 衣物 披上 浴巾 進入 沐浴區 至少 兩 種 大 池 中 分別 是 極 熱 與 極 冷 的 水池 先行 沖涼 沐浴 後 可 在 兩 池 中 浸泡 水池 有 超音波 自動 換 水 裝置 並 有 按摩 之 作用 或者 另 有 一 種 按摩 浴池 大多 以 腳底 按摩 為主 可以 將 腳 踩入 池 中 業者 稱 有 治 風濕 等 力,83,自(59676) 進入(66885) 三溫暖(296) 起(96746) 在(3284238) 櫃台(1615) 先(136649) 拿(69263) 個(2296574) 號碼(5229) 鎖(5235) 接著(57062) 進到(3246) 更衣區(Unknown) 卸下(1958) 所有(146771) 衣物(3721) 披上(1018) 浴巾(419) 進入(66885) 沐浴區(Unknown) 至少(41964) 兩(526190) 種(701563) 大(525780) 池(4135) 中(1011729) 分別(25566) 是(4642407) 極(61390) 熱(19720) 與(968432) 極(61390) 冷(17629) 的(16029838) 水池(1624) 先行(3452) 沖涼(75) 沐浴(2997) 後(422857) 可(307359) 在(3284238) 兩(526190) 池(4135) 中(1011729) 浸泡(1568) 水池(1624) 有(2217079) 超音波(941) 自動(11661) 換(25907) 水(86260) 裝置(6558) 並(442790) 有(2217079) 按摩(4828) 之(875481) 作用(37837) 或者(63631) 另(138369) 有(2217079) 一(3701681) 種(701563) 按摩(4828) 浴池(419) 大多(12946) 以(547785) 腳底(2065) 按摩(4828) 為主(12900) 可以(560531) 將(448374) 腳(47795) 踩入(18) 池(4135) 中(1011729) 業者(6857) 稱(60191) 有(2217079) 治(15440) 風濕(330) 等(327380) 力(13779),"{'High': 79, 'Low': 4}","{'第5級': 9, '第4級': 5, 'Unknown': 30, '第3*級': 6, '第1*級': 3, '第1級': 18, '第2*級': 1, '第2級': 1, '第4*級': 4, '第6級': 3, '第3級': 3}",4,Y,Y,N,N
約略來回浸泡兩池之後，接著進入蒸氣室或烤箱室，熱度隨個人忍受及喜愛調整，出了一身汗後，再經沖涼沐浴一番，進行梳洗，即可進入另外步驟。,約略 來回 浸泡 兩 池 之後 接著 進入 蒸氣室 或 烤箱室 熱度 隨 個人 忍受 及 喜愛 調整 出 了 一 身 汗 後 再 經 沖涼 沐浴 一 番 進行 梳洗 即可 進入 另外 步驟,36,約略(1080) 來回(5129) 浸泡(1568) 兩(526190) 池(4135) 之後(190467) 接著(57062) 進入(66885) 蒸氣室(25) 或(478077) 烤箱室(Unknown) 熱度(950) 隨(28011) 個人(76253) 忍受(10792) 及(304586) 喜愛(12200) 調整(18900) 出(84457) 了(3199291) 一(3701681) 身(122324) 汗(8555) 後(422857) 再(326207) 經(38471) 沖涼(75) 沐浴(2997) 一(3701681) 番(30293) 進行(100298) 梳洗(670) 即可(7563) 進入(66885) 另外(48233) 步驟(12729),"{'High': 33, 'Low': 3}","{'第7級': 1, '第4*級': 3, '第6級': 3, '第1級': 4, 'Unknown': 9, '第4級': 5, '第3*級': 2, '第3級': 2, '第5級': 5, '第1*級': 2}",2,Y,Y,N,N
這個階段平均以一小時內為較恰當。,這 個 階段 平均 以 一 小時 內 為 較 恰當,11,這(2114032) 個(2296574) 階段(35628) 平均(13871) 以(547785) 一(3701681) 小時(48521) 內(183051) 為(761341) 較(78424) 恰當(5202),{'High': 11},"{'第1級': 4, '第4*級': 1, '第4級': 1, '第5級': 2, '第3級': 1, 'Unknown': 1, '第2級': 1}",0,Y,N,N,N
