sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
李市長上任以來，非常重視遷建問題，除了以口頭勸導和依法處理兼併外，覓地工作刻正努力。,李 市長 上任 以來 非常 重視 遷建 問題 除了 以 口頭 勸導 和 依法 處理 兼併 外 覓 地 工作 刻正 努力,22,李(17994) 市長(4502) 上任(2918) 以來(26654) 非常(152032) 重視(23501) 遷建(112) 問題(280782) 除了(75964) 以(547785) 口頭(2855) 勸導(575) 和(1338337) 依法(2242) 處理(61797) 兼併(932) 外(109310) 覓(1320) 地(754998) 工作(220164) 刻正(84) 努力(62566),"{'High': 21, 'Low': 1}","{'Unknown': 9, '第6級': 1, '第4*級': 2, '第1*級': 1, '第4級': 1, '第1級': 3, '第3*級': 1, '第5級': 2, '第7級': 1, '第2級': 1}",0,Y,Y,N,Y
李市長預定今天上午前往桃園市虎頭山勘察原擬為至善工專的校址用地，並研究是否能變更地目做為果菜市場。,李 市長 預定 今天 上午 前往 桃園市 虎頭山 勘察 原擬為 至善 工專 的 校址 用地 並 研究 是否 能 變更 地目 做為 果菜 市場,24,李(17994) 市長(4502) 預定(3218) 今天(73277) 上午(6241) 前往(27321) 桃園市(130) 虎頭山(86) 勘察(456) 原擬為(Unknown) 至善(374) 工專(293) 的(16029838) 校址(128) 用地(917) 並(442790) 研究(182500) 是否(78907) 能(582260) 變更(2885) 地目(63) 做為(19421) 果菜(125) 市場(65023),"{'High': 21, 'Low': 3}","{'Unknown': 13, '第5級': 3, '第1級': 3, '第4*級': 1, '第3級': 1, '第1*級': 1, '第6級': 1, '第2級': 1}",3,Y,Y,N,Y
魚市場的遷建地點，以儘速解決場外交易情形。,魚市場 的 遷建 地點 以 儘速 解決 場 外 交易 情形,11,魚市場(75) 的(16029838) 遷建(112) 地點(16808) 以(547785) 儘速(438) 解決(55725) 場(68915) 外(109310) 交易(16930) 情形(35199),"{'Low': 1, 'High': 10}","{'Unknown': 3, '第1級': 2, '第3*級': 2, '第5級': 2, '第4級': 1, '第2級': 1}",1,Y,Y,N,N
好心人士李枝因看不慣男子李政炎吸食強力膠而前往勸阻，卻遭對方持刀追殺，遭檢方以殺人未遂罪提起公訴。,好心 人士 李枝 因 看不慣 男子 李政炎 吸食 強力膠 而 前往 勸阻 卻 遭 對方 持刀 追殺 遭 檢方 以 殺 人 未遂 罪 提起公訴,25,好心(3015) 人士(27666) 李枝(2) 因(119364) 看不慣(447) 男子(17448) 李政炎(Unknown) 吸食(1214) 強力膠(104) 而(937923) 前往(27321) 勸阻(1781) 卻(333007) 遭(18764) 對方(62393) 持刀(336) 追殺(1505) 遭(18764) 檢方(750) 以(547785) 殺(54527) 人(1550512) 未遂(479) 罪(11310) 提起公訴(102),"{'High': 23, 'Low': 2}","{'第5級': 6, 'Unknown': 9, '第4*級': 1, '第6級': 3, '第4級': 3, '第7級': 2, '第1級': 1}",4,Y,Y,N,Y
據悉，男子李政炎(男，廿二歲，桃園縣人)於今年十月間在大園鄉附近吸食強力膠時，被李枝發現，李見他年紀輕輕卻染吸食惡習，極感痛心，於是前往勸阻，雙方因而發生口角，進而互毆。,據悉 男子 李政炎 男 廿二 歲 桃園縣人 於 今年 十月 間 在 大園鄉 附近 吸食 強力膠 時 被 李枝 發現 李 見 他 年紀 輕輕 卻 染 吸食 惡習 極 感 痛心 於是 前往 勸阻 雙方 因而 發生 口角 進而 互毆,41,據悉(283) 男子(17448) 李政炎(Unknown) 男(23928) 廿二(210) 歲(130085) 桃園縣人(Unknown) 於(327210) 今年(10836) 十月(15556) 間(115638) 在(3284238) 大園鄉(18) 附近(32204) 吸食(1214) 強力膠(104) 時(623734) 被(540683) 李枝(2) 發現(175233) 李(17994) 見(179113) 他(2487930) 年紀(21116) 輕輕(15293) 卻(333007) 染(3731) 吸食(1214) 惡習(1181) 極(61390) 感(10485) 痛心(1236) 於是(108155) 前往(27321) 勸阻(1781) 雙方(22984) 因而(29060) 發生(129211) 口角(700) 進而(11043) 互毆(109),"{'High': 37, 'Low': 4}","{'第7級': 2, '第4*級': 3, 'Unknown': 12, '第1*級': 4, '第1級': 3, '第5級': 4, '第6級': 6, '第3*級': 2, '第2級': 2, '第3級': 2, '第4級': 1}",4,Y,Y,N,Y
李心生怨憤萌生殺意，於是返家持刀欲砍殺李，幸虧李跑得快而倖免。,李 心 生 怨憤 萌生 殺意 於是 返 家 持刀 欲 砍殺 李 幸虧 李 跑 得 快 而 倖免,20,李(17994) 心(180243) 生(61638) 怨憤(242) 萌生(1087) 殺意(97) 於是(108155) 返(7712) 家(236822) 持刀(336) 欲(27451) 砍殺(503) 李(17994) 幸虧(1811) 李(17994) 跑(35326) 得(573721) 快(116207) 而(937923) 倖免(1011),"{'High': 19, 'Low': 1}","{'Unknown': 9, '第2級': 2, '第4級': 1, '第7級': 2, '第4*級': 2, '第1級': 1, '第6級': 1, '第1*級': 1, '第5級': 1}",0,Y,Y,N,Y
全縣農會推廣經費高達億元以上，昨天縣務會議不少鄉鎮首長批評說，不配合地方農村建設，卻花在吃喝玩樂，甚至拿公庫的錢存放行庫孳息，反而不給公所利息。,全 縣 農會 推廣 經費 高達 億 元 以上 昨天 縣務 會議 不少 鄉鎮 首長 批評 說 不 配合 地方 農村 建設 卻 花 在 吃喝玩樂 甚至 拿 公庫 的 錢 存放 行庫 孳息 反而 不 給 公所 利息,39,全(178642) 縣(9693) 農會(494) 推廣(6820) 經費(7039) 高達(7931) 億(550) 元(60807) 以上(36569) 昨天(12735) 縣務(13) 會議(30698) 不少(35256) 鄉鎮(1654) 首長(2156) 批評(24490) 說(1285247) 不(2282521) 配合(17173) 地方(139164) 農村(6517) 建設(11627) 卻(333007) 花(72593) 在(3284238) 吃喝玩樂(492) 甚至(122502) 拿(69263) 公庫(95) 的(16029838) 錢(89883) 存放(2003) 行庫(44) 孳息(82) 反而(39627) 不(2282521) 給(240485) 公所(392) 利息(2737),"{'High': 35, 'Low': 4}","{'第2級': 1, '第5級': 7, 'Unknown': 13, '第1級': 9, '第3*級': 1, '第4級': 2, '第4*級': 3, '第1*級': 2, '第7級': 1}",1,Y,Y,N,N
為了這項反應，桃園縣長劉邦友指示在最近召開公庫計息與推廣經費有效運用會議，邀請全縣鄉鎮市首長，農業課長，十三鄉鎮市農會總幹事，理事長。,為 了 這 項 反應 桃園 縣長 劉邦友 指示 在 最近 召開 公庫 計息 與 推廣 經費 有效 運用 會議 邀請 全 縣 鄉 鎮 市 首長 農業課長 十三 鄉鎮 市農會 總幹事 理事長,33,為(761341) 了(3199291) 這(2114032) 項(88887) 反應(53196) 桃園(1991) 縣長(2523) 劉邦友(4) 指示(10148) 在(3284238) 最近(30174) 召開(5858) 公庫(95) 計息(52) 與(968432) 推廣(6820) 經費(7039) 有效(30667) 運用(35916) 會議(30698) 邀請(14342) 全(178642) 縣(9693) 鄉(5809) 鎮(7171) 市(5149) 首長(2156) 農業課長(Unknown) 十三(9810) 鄉鎮(1654) 市農會(1) 總幹事(582) 理事長(1443),"{'High': 28, 'Low': 5}","{'Unknown': 15, '第1級': 1, '第5級': 8, '第4級': 3, '第1*級': 1, '第2級': 2, '第6級': 1, '第4*級': 1, '第2*級': 1}",5,Y,Y,N,Y
常務監事等人參與。,常務 監事 等 人 參與,5,常務(1660) 監事(258) 等(327380) 人(1550512) 參與(40595),{'High': 5},"{'Unknown': 2, '第3*級': 1, '第1級': 1, '第5級': 1}",0,Y,Y,N,N
龍潭鄉長游日正先挑起話題，他說鄉鎮公所公庫依規定以當地農會為主，然而公庫不但沒給他們利息，卻拿他們的錢向行庫訂約孳息，對外放款賺取盈利。,龍潭 鄉長 游日正 先 挑起 話題 他 說 鄉鎮 公所 公庫 依 規定 以 當地 農會 為主 然而 公庫 不但 沒 給 他們 利息 卻 拿 他們 的 錢 向 行庫 訂約 孳息 對 外 放款 賺取 盈利,38,龍潭(736) 鄉長(353) 游日正(Unknown) 先(136649) 挑起(2162) 話題(13592) 他(2487930) 說(1285247) 鄉鎮(1654) 公所(392) 公庫(95) 依(37519) 規定(24592) 以(547785) 當地(23011) 農會(494) 為主(12900) 然而(94482) 公庫(95) 不但(40359) 沒(306167) 給(240485) 他們(716752) 利息(2737) 卻(333007) 拿(69263) 他們(716752) 的(16029838) 錢(89883) 向(231672) 行庫(44) 訂約(200) 孳息(82) 對(897964) 外(109310) 放款(584) 賺取(1657) 盈利(703),"{'High': 33, 'Low': 5}","{'Unknown': 16, '第1*級': 1, '第6級': 1, '第4級': 3, '第1級': 11, '第5級': 3, '第4*級': 1, '第3級': 1, '第2級': 1}",1,Y,Y,N,Y
他要求公庫年息給公所。,他 要求 公庫 年息 給 公所,6,他(2487930) 要求(71192) 公庫(95) 年息(165) 給(240485) 公所(392),"{'High': 5, 'Low': 1}","{'第1級': 2, '第3*級': 1, 'Unknown': 3}",0,Y,N,N,N
他還指出，農會推廣經費太多，有一回要對方配合舉辦茶農觀摩還被打回票。,他 還 指出 農會 推廣 經費 太多 有 一 回 要 對方 配合 舉辦 茶農 觀摩 還 被 打回票,19,他(2487930) 還(625086) 指出(38456) 農會(494) 推廣(6820) 經費(7039) 太多(30757) 有(2217079) 一(3701681) 回(92620) 要(851264) 對方(62393) 配合(17173) 舉辦(12070) 茶農(155) 觀摩(870) 還(625086) 被(540683) 打回票(76),"{'High': 18, 'Low': 1}","{'第1級': 4, 'Unknown': 7, '第5級': 2, '第2級': 2, '第4級': 2, '第4*級': 1, '第7級': 1}",1,Y,N,N,N
大溪農會總幹事出身的大溪鎮長林達說，的確，農會公庫應該要求回饋地方，他了解大部分推廣經費都用在無謂的組訓工作上，有消化預算的情形。,大溪 農會 總幹事 出身 的 大溪 鎮長 林達 說 的確 農會 公庫 應該 要求 回饋 地方 他 了解 大部分 推廣 經費 都 用 在 無謂 的 組訓 工作 上 有 消化 預算 的 情形,34,大溪(934) 農會(494) 總幹事(582) 出身(12532) 的(16029838) 大溪(934) 鎮長(1158) 林達(60) 說(1285247) 的確(33471) 農會(494) 公庫(95) 應該(165478) 要求(71192) 回饋(6468) 地方(139164) 他(2487930) 了解(82970) 大部分(32534) 推廣(6820) 經費(7039) 都(1125846) 用(377038) 在(3284238) 無謂(1506) 的(16029838) 組訓(39) 工作(220164) 上(1233218) 有(2217079) 消化(6692) 預算(6549) 的(16029838) 情形(35199),"{'High': 31, 'Low': 3}","{'Unknown': 10, '第5級': 5, '第1級': 10, '第4*級': 1, '第1*級': 3, '第3*級': 3, '第6級': 1, '第7級': 1}",2,Y,N,N,Y
