sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
陳葉祥80年08月14日台北訊由台灣歌仔戲學會舉辦的第一屆台灣歌仔學術研討會，將於十一月舉行。,陳葉祥 80年 08月 14日 台北訊 由 台灣 歌仔戲 學會 舉辦 的 第一 屆 台灣 歌仔 學術 研討會 將 於 十一月 舉行,21,陳葉祥(Unknown) 80年(81) 08月(Unknown) 14日(14) 台北訊(Unknown) 由(208604) 台灣(130718) 歌仔戲(1182) 學會(25720) 舉辦(12070) 的(16029838) 第一(172544) 屆(10220) 台灣(130718) 歌仔(122) 學術(15150) 研討會(5588) 將(448374) 於(327210) 十一月(12863) 舉行(17660),"{'Low': 5, 'High': 16}","{'Unknown': 9, '第4*級': 2, '第1級': 3, '第4級': 2, '第2級': 1, '第5級': 4}",8,Y,N,N,Y
流傳多年的歌仔音樂曲腔，將成為研討會的焦點話題，同時，歌仔戲學也已向大陸廈門市的台灣藝術文化研究室邀稿，共同探討兩岸歌仔戲的音樂風格。,流傳 多 年 的 歌仔 音樂 曲腔 將 成為 研討會 的 焦點 話題 同時 歌仔戲學 也 已 向 大陸 廈門市 的 台灣 藝術 文化 研究 室 邀稿 共同 探討 兩岸 歌仔戲 的 音樂 風格,34,流傳(7352) 多(318992) 年(514736) 的(16029838) 歌仔(122) 音樂(48523) 曲腔(3) 將(448374) 成為(143834) 研討會(5588) 的(16029838) 焦點(10000) 話題(13592) 同時(115305) 歌仔戲學(Unknown) 也(1590760) 已(215610) 向(231672) 大陸(27031) 廈門市(49) 的(16029838) 台灣(130718) 藝術(80645) 文化(115697) 研究(182500) 室(11726) 邀稿(105) 共同(36636) 探討(17823) 兩岸(6984) 歌仔戲(1182) 的(16029838) 音樂(48523) 風格(24707),"{'High': 31, 'Low': 3}","{'第5級': 5, '第1級': 8, 'Unknown': 9, '第2級': 4, '第4級': 3, '第3*級': 2, '第3級': 2, '第6級': 1}",4,Y,N,N,N
台灣歌仔戲流傳多年，如今已發展出傳統野台戲，金光歌仔戲電視歌仔戲等多重面貌。,台灣 歌仔戲 流傳 多 年 如今 已 發展出 傳統 野台戲 金光 歌仔戲 電視 歌仔戲 等 多重 面貌,17,台灣(130718) 歌仔戲(1182) 流傳(7352) 多(318992) 年(514736) 如今(29812) 已(215610) 發展出(9690) 傳統(60517) 野台戲(81) 金光(1404) 歌仔戲(1182) 電視(41289) 歌仔戲(1182) 等(327380) 多重(3608) 面貌(5835),"{'High': 16, 'Low': 1}","{'第1級': 3, 'Unknown': 6, '第5級': 2, '第4*級': 1, '第3級': 2, '第1*級': 1, '第3*級': 1, '第6級': 1}",5,Y,Y,N,N
不過至今，歌仔調的歌唱原理及其美感價值觀念一直引起不同的爭議。,不過 至今 歌仔調 的 歌唱 原理 及 其 美感 價值 觀念 一直 引起 不同 的 爭議,16,不過(186226) 至今(14540) 歌仔調(11) 的(16029838) 歌唱(3396) 原理(6939) 及(304586) 其(307905) 美感(3472) 價值(58784) 觀念(39915) 一直(119877) 引起(36729) 不同(159432) 的(16029838) 爭議(7127),"{'High': 15, 'Low': 1}","{'第2級': 2, 'Unknown': 2, '第1級': 2, '第4*級': 3, '第6級': 2, '第5級': 3, '第4級': 1, '第3級': 1}",1,Y,Y,N,N
而不少歌仔戲團的後場仍採行不定譜的伴奏方式，即文場各種樂器各隨演奏者發音，因此，編定一套有系統，且不失歌仔戲音樂韻味的定譜教材，就成為學者們關注的課題。,而 不少 歌仔戲團 的 後場 仍 採行 不 定 譜 的 伴奏 方式 即 文場 各 種 樂器 各 隨 演奏 者 發音 因此 編定 一 套 有 系統 且 不失 歌仔戲 音樂 韻味 的 定 譜 教材 就 成為 學者 們 關注 的 課題,45,而(937923) 不少(35256) 歌仔戲團(89) 的(16029838) 後場(234) 仍(92056) 採行(1835) 不(2282521) 定(18743) 譜(3798) 的(16029838) 伴奏(1489) 方式(133407) 即(110826) 文場(47) 各(243023) 種(701563) 樂器(5437) 各(243023) 隨(28011) 演奏(6625) 者(423504) 發音(3885) 因此(184606) 編定(161) 一(3701681) 套(37180) 有(2217079) 系統(67366) 且(67015) 不失(1723) 歌仔戲(1182) 音樂(48523) 韻味(546) 的(16029838) 定(18743) 譜(3798) 教材(4132) 就(1737544) 成為(143834) 學者(28981) 們(140794) 關注(11722) 的(16029838) 課題(6724),"{'High': 43, 'Low': 2}","{'第5級': 7, 'Unknown': 13, '第1級': 9, '第4級': 2, '第7級': 2, '第6級': 4, '第4*級': 3, '第2級': 3, '第3級': 2}",2,Y,Y,N,N
這二項問題，也都將在歌仔學術研討會中探討。,這 二 項 問題 也 都 將 在 歌仔 學術 研討會 中 探討,13,這(2114032) 二(152494) 項(88887) 問題(280782) 也(1590760) 都(1125846) 將(448374) 在(3284238) 歌仔(122) 學術(15150) 研討會(5588) 中(1011729) 探討(17823),{'High': 13},"{'第1級': 5, '第5級': 4, '第1*級': 1, 'Unknown': 3}",1,Y,N,N,N
目前，歌仔學術研討會邀請的學者包括張炫文、陳健銘、王振義、劉南芳、李國俊、周純一等人，論文題目則囊括日據歌仔戲資料彙整、歌仔調唱詞的平仄與音樂關係研究等。,目前 歌仔 學術 研討會 邀請 的 學者 包括 張炫文 陳健銘 王振義 劉南芳 李國俊 周純一 等 人 論文 題目 則 囊括 日據 歌仔戲 資料 彙整 歌仔調 唱詞 的 平仄 與 音樂 關係 研究 等,33,目前(48695) 歌仔(122) 學術(15150) 研討會(5588) 邀請(14342) 的(16029838) 學者(28981) 包括(74410) 張炫文(32) 陳健銘(Unknown) 王振義(1) 劉南芳(4) 李國俊(8) 周純一(3) 等(327380) 人(1550512) 論文(16753) 題目(8510) 則(254096) 囊括(771) 日據(1340) 歌仔戲(1182) 資料(52866) 彙整(837) 歌仔調(11) 唱詞(282) 的(16029838) 平仄(147) 與(968432) 音樂(48523) 關係(162883) 研究(182500) 等(327380),"{'High': 26, 'Low': 7}","{'第4級': 2, 'Unknown': 14, '第5級': 2, '第1級': 3, '第4*級': 3, '第3*級': 4, '第7級': 1, '第3級': 3, '第2級': 1}",9,Y,Y,N,Y
歌仔戲學會並邀廈門本地學者來台發表從事歌仔戲音樂工作的心路歷程。,歌仔戲 學會 並 邀 廈門 本 地 學者 來 台 發表 從事 歌仔戲 音樂 工作 的 心路歷程,17,歌仔戲(1182) 學會(25720) 並(442790) 邀(7410) 廈門(2332) 本(197156) 地(754998) 學者(28981) 來(742183) 台(29325) 發表(25858) 從事(22774) 歌仔戲(1182) 音樂(48523) 工作(220164) 的(16029838) 心路歷程(750),{'High': 17},"{'Unknown': 5, '第4*級': 5, '第1級': 4, '第2級': 2, '第7級': 1}",3,Y,Y,N,N
蘇進惶民國80年8月15日星期四從二歲畫到現在的十六歲天才，王亞妮從童年渡到少女期，她的作品如果放在同年齡的大陸或台灣少年作品裡，會呈現怎樣的比較效果？,蘇進惶 民國 80年 8月 15日 星期四 從 二 歲 畫 到 現在 的 十六 歲 天才 王亞妮 從 童年 渡到 少女期 她 的 作品 如果 放 在 同 年齡 的 大陸 或 台灣 少年 作品 裡 會 呈現 怎樣 的 比較 效果,42,蘇進惶(Unknown) 民國(16130) 80年(81) 8月(8) 15日(16) 星期四(1588) 從(496546) 二(152494) 歲(130085) 畫(57787) 到(546906) 現在(218744) 的(16029838) 十六(10564) 歲(130085) 天才(6531) 王亞妮(Unknown) 從(496546) 童年(10874) 渡到(47) 少女期(3) 她(1052913) 的(16029838) 作品(79492) 如果(322121) 放(83587) 在(3284238) 同(102917) 年齡(17758) 的(16029838) 大陸(27031) 或(478077) 台灣(130718) 少年(15730) 作品(79492) 裡(520435) 會(1014977) 呈現(26810) 怎樣(31303) 的(16029838) 比較(112212) 效果(38188),"{'Low': 7, 'High': 35}","{'Unknown': 14, '第1*級': 6, '第1級': 11, '第5級': 1, '第4*級': 3, '第2級': 3, '第4級': 1, '第3*級': 1, '第3級': 1, '第6級': 1}",6,Y,Y,N,Y
這將是有趣的兒童畫研究實例，畢竟莫札特的傳奇不但有著其先天才氣的條件，還有著二百年前歐洲音樂環境的後天條件，相互激盪中才出了罕見的莫札特。,這 將 是 有趣 的 兒童 畫 研究 實例 畢竟 莫札特 的 傳奇 不但 有 著 其 先天 才氣 的 條件 還 有 著 二百 年 前 歐洲 音樂 環境 的 後天 條件 相互 激盪 中 才 出 了 罕見 的 莫札特,42,這(2114032) 將(448374) 是(4642407) 有趣(26804) 的(16029838) 兒童(30462) 畫(57787) 研究(182500) 實例(4444) 畢竟(21919) 莫札特(1721) 的(16029838) 傳奇(5970) 不但(40359) 有(2217079) 著(1004687) 其(307905) 先天(3311) 才氣(939) 的(16029838) 條件(36308) 還(625086) 有(2217079) 著(1004687) 二百(3266) 年(514736) 前(272709) 歐洲(24026) 音樂(48523) 環境(71054) 的(16029838) 後天(3279) 條件(36308) 相互(21268) 激盪(2151) 中(1011729) 才(394539) 出(84457) 了(3199291) 罕見(4469) 的(16029838) 莫札特(1721),{'High': 42},"{'第1級': 11, '第5級': 6, '第3級': 4, '第4級': 3, '第1*級': 3, '第6級': 3, 'Unknown': 8, '第7級': 1, '第3*級': 1, '第2級': 2}",2,Y,Y,N,Y
